longitude,latitude,O3_value(mol/m^2),O3_value(mol/m^2),O3_value(mol/m^2)
68.18624877929699,20.120798110961918,0.1188358664512634,,0.1294510811567306
68.18624877929699,20.26407909393311,0.1241316199302673,0.1259300112724304,0.1334776878356933
68.18624877929699,20.407360076904304,0.1202573776245117,0.1274312436580658,0.1259248703718185
68.18624877929699,20.5506410598755,0.1195455119013786,0.1278061866760254,0.1435752362012863
68.18624877929699,20.69392204284669,0.1259672939777374,0.1311144381761551,0.136123314499855
68.18624877929699,20.837203025817885,0.1180063113570213,0.1250065118074417,0.1319227516651153
68.18624877929699,20.98048400878908,0.1247742995619773,0.1250286102294922,0.135881707072258
68.18624877929699,21.123764991760275,0.1197904348373413,0.1242664530873298,0.1355994343757629
68.18624877929699,21.26704597473147,0.117796890437603,0.1249287500977516,0.1374422311782837
68.18624877929699,21.410326957702665,0.1205396354198455,0.1251881867647171,0.133485734462738
68.18624877929699,21.55360794067386,,,0.1270275563001632
68.18624877929699,21.69688892364505,0.1224758103489875,0.1220421493053436,0.128274992108345
68.18624877929699,21.840169906616246,0.1197078302502632,0.1240690797567367,0.1330907642841339
68.18624877929699,21.98345088958744,0.1205238103866577,,0.1330730617046356
68.18624877929699,22.12673187255864,0.1183928996324539,,0.1472955048084259
68.18624877929699,22.27001285552983,,0.1247633844614029,0.1310629099607467
68.18624877929699,22.413293838501023,0.1212280690670013,0.1273029893636703,0.1323123425245285
68.18624877929699,22.55657482147222,0.1190180778503418,0.1263273954391479,0.1323086023330688
68.18624877929699,22.699855804443416,0.1166755259037017,,0.1266972720623016
68.18624877929699,22.84313678741461,0.1236130744218826,0.1235107034444809,0.1294640004634857
68.18624877929699,22.98641777038581,0.1210781037807464,,0.1278963088989257
68.18624877929699,23.129698753357,0.1200974136590957,0.1349728107452392,0.1309927254915237
68.18624877929699,23.272979736328196,,0.1212250143289566,0.138875812292099
68.18624877929699,23.416260719299387,0.1219379380345344,0.1255508959293365,0.135738119482994
68.18624877929699,23.559541702270582,0.1181043609976768,0.1244059056043624,0.138296440243721
68.18624877929699,23.702822685241777,0.1181845292448997,0.1225738003849983,0.126795083284378
68.18624877929699,23.84610366821297,0.119202047586441,0.1229481846094131,0.1259393244981765
68.18624877929699,23.989384651184167,0.1227495148777961,0.1279313862323761,0.1312757432460785
68.18624877929699,24.13266563415536,0.1204573437571525,0.1242988333106041,0.1285402476787567
68.18624877929699,24.27594661712656,0.1197917833924293,0.1263882517814636,0.1340064853429794
68.18624877929699,24.41922760009775,0.1184023693203926,0.124623604118824,
68.18624877929699,24.562508583068944,0.119545429944992,0.1286150813102722,0.1393124759197235
68.18624877929699,24.70578956604014,0.1201502904295921,0.1239408329129219,0.1277936249971389
68.32624877929699,20.120798110961918,,0.1297015100717544,0.1281234622001648
68.32624877929699,20.26407909393311,0.1179894283413887,0.1211686208844184,0.1389694362878799
68.32624877929699,20.407360076904304,0.1249150559306144,0.124344103038311,0.1302469819784164
68.32624877929699,20.5506410598755,0.1228525713086128,,0.129654049873352
68.32624877929699,20.69392204284669,0.1210247352719307,,0.1372389793395996
68.32624877929699,20.837203025817885,,0.1260540634393692,0.1358063369989395
68.32624877929699,20.98048400878908,,0.1221682503819465,0.1332757920026779
68.32624877929699,21.123764991760275,0.1197416111826896,0.1251158118247985,0.1350941956043243
68.32624877929699,21.26704597473147,0.1184866428375244,0.1261285692453384,0.1265512257814407
68.32624877929699,21.410326957702665,0.1190095692873001,0.1258307695388794,0.1426905244588852
68.32624877929699,21.55360794067386,0.1240524500608444,0.1296878308057785,0.131931185722351
68.32624877929699,21.69688892364505,0.1223283484578132,,0.1271117627620697
68.32624877929699,21.840169906616246,0.1194376647472381,0.1293448805809021,0.1548037827014923
68.32624877929699,21.98345088958744,0.1194499060511589,0.1261635422706604,0.1275563091039657
68.32624877929699,22.12673187255864,0.1213650479912757,,0.1285449713468551
68.32624877929699,22.27001285552983,0.1169496923685073,0.1247062683105468,0.1425083130598068
68.32624877929699,22.413293838501023,0.1193479150533676,0.1278491914272308,0.1471321135759353
68.32624877929699,22.55657482147222,0.1207747384905815,,0.1310057789087295
68.32624877929699,22.699855804443416,0.1171876639127731,0.1248729899525642,0.1298738420009613
68.32624877929699,22.84313678741461,0.1218529343605041,0.125802457332611,0.1312903612852096
68.32624877929699,22.98641777038581,0.122358351945877,0.1454357653856277,0.1269797831773758
68.32624877929699,23.129698753357,0.1240498349070549,0.1271983385086059,0.1309365630149841
68.32624877929699,23.272979736328196,0.1189629882574081,0.1231174692511558,0.1228631511330604
68.32624877929699,23.416260719299387,0.1178732067346572,0.1242666095495224,0.1281645447015762
68.32624877929699,23.559541702270582,0.1198597177863121,0.1222642213106155,0.127143457531929
68.32624877929699,23.702822685241777,0.1184704229235649,0.125326856970787,0.1276055872440338
68.32624877929699,23.84610366821297,0.1220990121364593,0.1253387033939361,
68.32624877929699,23.989384651184167,0.1200404241681099,0.126783937215805,0.1290288120508194
68.32624877929699,24.13266563415536,0.1205821335315704,0.1267576366662979,0.137343093752861
68.32624877929699,24.27594661712656,0.1181918233633041,0.1243881955742836,0.1258665025234222
68.32624877929699,24.41922760009775,0.1243370100855827,0.1247652471065521,0.1344498395919799
68.32624877929699,24.562508583068944,0.1230986565351486,,0.1272935569286346
68.32624877929699,24.70578956604014,0.1194470822811126,0.1255375146865844,
68.46624877929699,20.120798110961918,0.120227500796318,0.128751665353775,0.1281187087297439
68.46624877929699,20.26407909393311,0.120597019791603,,0.1380073577165603
68.46624877929699,20.407360076904304,0.1229134500026702,0.1287242174148559,0.1417464166879654
68.46624877929699,20.5506410598755,0.1221063509583473,0.1231696829199791,0.1442081183195114
68.46624877929699,20.69392204284669,0.1257510036230087,0.1235672757029533,0.1258133798837661
68.46624877929699,20.837203025817885,0.118744783103466,0.1241249293088913,0.1349320709705352
68.46624877929699,20.98048400878908,0.1231374740600586,0.1280259639024734,
68.46624877929699,21.123764991760275,0.1182247027754783,0.128836840391159,0.1316570043563842
68.46624877929699,21.26704597473147,0.1186163574457168,0.1389324516057968,0.1316806972026825
68.46624877929699,21.410326957702665,0.1175847128033638,,0.1295770108699798
68.46624877929699,21.55360794067386,0.1179825589060783,0.1250942498445511,0.1284263730049133
68.46624877929699,21.69688892364505,0.1232905238866806,0.124019555747509,0.1265781372785568
68.46624877929699,21.840169906616246,0.1206589490175247,0.1245525628328323,0.1298261135816574
68.46624877929699,21.98345088958744,0.1214300468564033,0.127827301621437,0.1317249685525894
68.46624877929699,22.12673187255864,0.1211624816060066,0.1242473274469375,0.1524824053049087
68.46624877929699,22.27001285552983,0.1173478588461875,0.1229228749871254,0.1432297676801681
68.46624877929699,22.413293838501023,0.1230140700936317,0.1276578158140182,0.126936674118042
68.46624877929699,22.55657482147222,0.1194343790411949,0.1272979080677032,0.1278197467327118
68.46624877929699,22.699855804443416,,0.1294746398925781,0.1344736069440841
68.46624877929699,22.84313678741461,0.1190040409564971,,0.1281811147928238
68.46624877929699,22.98641777038581,0.1195211932063102,0.1252978146076202,0.1329229474067688
68.46624877929699,23.129698753357,0.1185563281178474,0.1240637823939323,0.1305337697267532
68.46624877929699,23.272979736328196,0.1197847425937652,0.1252673268318176,0.1356942355632782
68.46624877929699,23.416260719299387,,0.1244096755981445,0.1299927681684494
68.46624877929699,23.559541702270582,0.1209972649812698,0.1223357543349266,0.1289219856262207
68.46624877929699,23.702822685241777,0.1171085238456726,,0.1445313394069671
68.46624877929699,23.84610366821297,0.1204646602272987,0.1284393370151519,0.1280423253774643
68.46624877929699,23.989384651184167,0.119948536157608,0.1226264014840126,0.1416258215904235
68.46624877929699,24.13266563415536,0.1187223047018051,,0.1330093741416931
68.46624877929699,24.27594661712656,0.1193947494029998,0.1254965811967849,0.1457715481519699
68.46624877929699,24.41922760009775,0.1219806969165802,0.1205117329955101,0.1283000111579895
68.46624877929699,24.562508583068944,0.1220292821526527,0.1218951269984245,0.1256134212017059
68.46624877929699,24.70578956604014,0.1221358254551887,0.1240617707371711,0.1267182677984237
68.60624877929699,20.120798110961918,0.1271222680807113,0.1231821626424789,0.1531503051519394
68.60624877929699,20.26407909393311,0.1196702420711517,0.1243055239319801,0.1259604096412658
68.60624877929699,20.407360076904304,0.1180227473378181,0.1277509182691574,0.143938809633255
68.60624877929699,20.5506410598755,0.1199499070644378,0.1236702650785446,0.1264585554599762
68.60624877929699,20.69392204284669,0.1198494583368301,0.1245889514684677,0.1304876953363418
