longitude,latitude,Co_value(mol/m^2),Co_value(mol/m^2)
85.8263626098634,21.539445877075195,0.0258864350616931,
85.8263626098634,21.66033067094519,,0.0375332050025463
85.8263626098634,21.78121546481518,,0.0367073193192482
85.8263626098634,21.902100258685174,0.0264966338872909,0.0401487052440643
85.8263626098634,22.022985052555168,0.0409769564867019,0.0377150066196918
85.8263626098634,22.14386984642516,0.0292341280728578,
85.8263626098634,22.264754640295152,,0.0356234237551689
85.8263626098634,22.385639434165142,0.0332848727703094,0.0355249270796775
85.8263626098634,22.50652422803514,,
85.8263626098634,22.62740902190513,,0.0320750251412391
85.8263626098634,22.748293815775124,0.0260497294366359,0.0344154387712478
85.8263626098634,22.86917860964512,0.0246741008013486,
85.8263626098634,22.990063403515112,,0.0289362408220767
85.8263626098634,23.110948197385103,,0.0392842069268226
85.8263626098634,23.231832991255096,0.0250588413327932,0.0328336805105209
85.8263626098634,23.35271778512509,0.0258528552949428,0.0332349203526973
85.8263626098634,23.473602578995084,,0.0299034994095563
85.8263626098634,23.594487372865075,,0.0340622290968894
85.8263626098634,23.71537216673507,,
85.8263626098634,23.836256960605063,,0.0271582715213298
85.8263626098634,23.957141754475053,,0.0396702662110328
85.8263626098634,24.078026548345047,,0.0387472063302993
85.8263626098634,24.19891134221504,,0.0324653312563896
85.8263626098634,24.319796136085035,,
85.8263626098634,24.440680929955025,0.0265823453664779,0.0323821865022182
85.8263626098634,24.56156572382502,,0.0311483908444643
85.8263626098634,24.682450517695013,0.0273902900516986,0.033992975950241
85.8263626098634,24.803335311565007,,0.0344407372176647
85.8263626098634,24.924220105435,0.0285766124725341,0.033898115158081
85.8263626098634,25.04510489930499,,
85.8263626098634,25.165989693174986,0.026544764637947,
85.8263626098634,25.286874487044976,,0.034197449684143
85.8263626098634,25.40775928091497,,0.0305780433118343
85.8263626098634,25.528644074784964,,0.0361941717565059
85.8263626098634,25.649528868654954,,
85.8263626098634,25.77041366252495,,
85.8263626098634,25.891298456394946,,0.0348845236003398
85.8263626098634,26.012183250264936,,0.0349606461822986
85.8263626098634,26.13306804413493,0.026628166437149,0.035037238150835
85.8263626098634,26.25395283800492,0.0267041120678186,0.0333630554378032
85.8263626098634,26.374837631874914,,
85.8263626098634,26.49572242574491,,0.0212512891739606
85.8263626098634,26.6166072196149,0.025200055912137,0.0306592639535665
85.8263626098634,26.737492013484893,,0.0308251399546861
85.8263626098634,26.858376807354887,,
85.8263626098634,26.97926160122488,,
85.8263626098634,27.10014639509487,,
85.8263626098634,27.221031188964865,,0.0333339348435401
85.9463626098634,21.539445877075195,0.021033901721239,0.033217366784811
85.9463626098634,21.66033067094519,,0.0339145362377166
85.9463626098634,21.78121546481518,,
85.9463626098634,21.902100258685174,,0.035240639001131
85.9463626098634,22.022985052555168,,0.0365922339260578
85.9463626098634,22.14386984642516,,0.032415721565485
85.9463626098634,22.264754640295152,,0.0203730873763561
85.9463626098634,22.385639434165142,,
85.9463626098634,22.50652422803514,0.0277398489415645,0.0355953201651573
85.9463626098634,22.62740902190513,0.0272622630000114,0.0284508951008319
85.9463626098634,22.748293815775124,,
85.9463626098634,22.86917860964512,,0.0349754020571708
85.9463626098634,22.990063403515112,,0.0328697562217712
85.9463626098634,23.110948197385103,0.021638898178935,
85.9463626098634,23.231832991255096,0.0262358263134956,
85.9463626098634,23.35271778512509,0.0277729071676731,0.0315590426325798
85.9463626098634,23.473602578995084,,0.0298070628196001
85.9463626098634,23.594487372865075,,0.0352550521492958
85.9463626098634,23.71537216673507,0.0274435989558696,0.0303190592676401
85.9463626098634,23.836256960605063,,0.0330798178911209
85.9463626098634,23.957141754475053,,
85.9463626098634,24.078026548345047,,0.0313365086913108
85.9463626098634,24.19891134221504,0.0296541601419448,0.0353853181004524
85.9463626098634,24.319796136085035,0.0260100197046995,0.0355399325489997
85.9463626098634,24.440680929955025,,0.030364915728569
85.9463626098634,24.56156572382502,,0.0342170484364032
85.9463626098634,24.682450517695013,,
85.9463626098634,24.803335311565007,,0.0324800312519073
85.9463626098634,24.924220105435,0.0250376909971237,
85.9463626098634,25.04510489930499,,0.0348463356494903
85.9463626098634,25.165989693174986,,
85.9463626098634,25.286874487044976,,
85.9463626098634,25.40775928091497,,
85.9463626098634,25.528644074784964,0.030372604727745,0.0332885235548019
85.9463626098634,25.649528868654954,0.0333696939051151,0.0310278534889221
85.9463626098634,25.77041366252495,0.031331118196249,0.0338203348219394
85.9463626098634,25.891298456394946,,0.0321765393018722
85.9463626098634,26.012183250264936,,0.0356914028525352
85.9463626098634,26.13306804413493,,0.0273364875465631
85.9463626098634,26.25395283800492,0.0254973601549863,0.0318172313272953
85.9463626098634,26.374837631874914,0.0313508212566375,0.0308558326214551
85.9463626098634,26.49572242574491,,0.0339957810938358
85.9463626098634,26.6166072196149,,0.0342014394700527
85.9463626098634,26.737492013484893,,
85.9463626098634,26.858376807354887,,0.0357488133013248
85.9463626098634,26.97926160122488,,0.0208934117108583
85.9463626098634,27.10014639509487,,
85.9463626098634,27.221031188964865,,0.0346549749374389
86.0663626098634,21.539445877075195,0.0292651876807212,0.0322278812527656
86.0663626098634,21.66033067094519,,0.0284601021558046
86.0663626098634,21.78121546481518,0.0251224637031555,0.032145831733942
86.0663626098634,21.902100258685174,0.0274907294660806,
86.0663626098634,22.022985052555168,,0.0361359789967536
86.0663626098634,22.14386984642516,0.028070518746972,
86.0663626098634,22.264754640295152,0.0298970714211463,0.033962495625019
86.0663626098634,22.385639434165142,0.0303286463022232,0.033282745629549
86.0663626098634,22.50652422803514,0.0257503129541873,
86.0663626098634,22.62740902190513,0.0310281720012426,0.0380973219871521
86.0663626098634,22.748293815775124,0.0356221832334995,
86.0663626098634,22.86917860964512,,
86.0663626098634,22.990063403515112,,0.0263397134840488
86.0663626098634,23.110948197385103,,0.0326908752322196
86.0663626098634,23.231832991255096,0.026846082881093,
86.0663626098634,23.35271778512509,,
86.0663626098634,23.473602578995084,,0.0313494242727756
86.0663626098634,23.594487372865075,,
86.0663626098634,23.71537216673507,0.0271620769053697,
86.0663626098634,23.836256960605063,,
86.0663626098634,23.957141754475053,,0.0357546657323837
86.0663626098634,24.078026548345047,,0.0303042493760585
86.0663626098634,24.19891134221504,,0.0308059360831975
86.0663626098634,24.319796136085035,,0.0315208472311496
86.0663626098634,24.440680929955025,0.0266846492886543,0.0324910655617713
86.0663626098634,24.56156572382502,,
86.0663626098634,24.682450517695013,0.0320630893111228,0.0329910479485988
86.0663626098634,24.803335311565007,,
86.0663626098634,24.924220105435,,
86.0663626098634,25.04510489930499,0.0259162671864032,0.0354503914713859
86.0663626098634,25.165989693174986,,
86.0663626098634,25.286874487044976,,
86.0663626098634,25.40775928091497,0.0273300092667341,0.0339963398873806
86.0663626098634,25.528644074784964,,0.0349443107843399
86.0663626098634,25.649528868654954,,0.0354617200791835
86.0663626098634,25.77041366252495,0.0266610663384199,0.0350344404578208
86.0663626098634,25.891298456394946,,0.0333932340145111
86.0663626098634,26.012183250264936,,
86.0663626098634,26.13306804413493,,
86.0663626098634,26.25395283800492,0.0297955330461263,0.0225084032863378
86.0663626098634,26.374837631874914,0.0266469605267047,
86.0663626098634,26.49572242574491,0.0277092326432466,0.0350311845541
86.0663626098634,26.6166072196149,,0.0353935994207859
86.0663626098634,26.737492013484893,0.0313591174781322,
86.0663626098634,26.858376807354887,,
86.0663626098634,26.97926160122488,0.0273630451411008,
86.0663626098634,27.10014639509487,,0.0365499481558799
86.0663626098634,27.221031188964865,0.0256062094122171,0.032924648374319
86.18636260986341,21.539445877075195,,0.0385845936834812
86.18636260986341,21.66033067094519,,0.0332582741975784
86.18636260986341,21.78121546481518,,0.0334068574011325
86.18636260986341,21.902100258685174,0.0265847276896238,0.0331378281116485
86.18636260986341,22.022985052555168,,0.0330478437244892
86.18636260986341,22.14386984642516,,0.0338926054537296
86.18636260986341,22.264754640295152,,0.0356615111231803
86.18636260986341,22.385639434165142,0.0261938031762838,0.0321754142642021
86.18636260986341,22.50652422803514,,0.0333988666534423
86.18636260986341,22.62740902190513,0.0249351616948843,
86.18636260986341,22.748293815775124,0.0324495248496532,0.0324990227818489
86.18636260986341,22.86917860964512,0.024634514003992,0.0358676426112651
86.18636260986341,22.990063403515112,0.0469021312892437,0.0319921374320983
86.18636260986341,23.110948197385103,,0.0340584777295589
86.18636260986341,23.231832991255096,,0.027473883703351
86.18636260986341,23.35271778512509,0.0270601455122232,0.039917416870594
86.18636260986341,23.473602578995084,0.0229476187378168,0.0323341563344001
86.18636260986341,23.594487372865075,,
86.18636260986341,23.71537216673507,,0.0349370650947093
86.18636260986341,23.836256960605063,0.0276301726698875,
86.18636260986341,23.957141754475053,,0.0354116074740886
86.18636260986341,24.078026548345047,0.0273338090628385,0.034111488610506
86.18636260986341,24.19891134221504,,0.0298283528536558
86.18636260986341,24.319796136085035,0.0259900353848934,0.032222144305706
86.18636260986341,24.440680929955025,0.0250840056687593,
86.18636260986341,24.56156572382502,0.0265838280320167,
86.18636260986341,24.682450517695013,,0.0318981520831584
86.18636260986341,24.803335311565007,0.0287939626723527,0.0346476472914218
86.18636260986341,24.924220105435,0.0232315678149461,
86.18636260986341,25.04510489930499,,0.0246953424066305
86.18636260986341,25.165989693174986,,0.0267856623977422
86.18636260986341,25.286874487044976,,0.0220684204250574
86.18636260986341,25.40775928091497,0.0307471044361591,
86.18636260986341,25.528644074784964,,
86.18636260986341,25.649528868654954,,
86.18636260986341,25.77041366252495,0.0271906610578298,0.0180330108851194
86.18636260986341,25.891298456394946,,0.031928863376379
86.18636260986341,26.012183250264936,0.026809262111783,0.0358658544719219
86.18636260986341,26.13306804413493,0.0311038065701723,
86.18636260986341,26.25395283800492,0.0345129109919071,0.0191034022718668
86.18636260986341,26.374837631874914,,0.019943717867136
86.18636260986341,26.49572242574491,,
86.18636260986341,26.6166072196149,0.0298560131341218,0.0350790917873382
86.18636260986341,26.737492013484893,,
86.18636260986341,26.858376807354887,,0.0327510200440883
86.18636260986341,26.97926160122488,,0.019317029044032
86.18636260986341,27.10014639509487,0.0269822627305984,0.030375100672245
86.18636260986341,27.221031188964865,,
86.30636260986341,21.539445877075195,0.0353968180716037,0.0222005620598793
86.30636260986341,21.66033067094519,0.0266544427722692,
86.30636260986341,21.78121546481518,0.0278022438287735,0.0426048561930656
86.30636260986341,21.902100258685174,0.0301919300109148,
86.30636260986341,22.022985052555168,0.026233971118927,0.0355168879032135
86.30636260986341,22.14386984642516,,0.0331037305295467
86.30636260986341,22.264754640295152,0.0319893285632133,0.0285346359014511
86.30636260986341,22.385639434165142,0.0247419830411672,
86.30636260986341,22.50652422803514,0.0281281694769859,0.03634599968791
86.30636260986341,22.62740902190513,0.027837973088026,0.0346806608140468
86.30636260986341,22.748293815775124,0.0384758487343788,0.0327596515417099
86.30636260986341,22.86917860964512,,
86.30636260986341,22.990063403515112,0.027569755911827,
86.30636260986341,23.110948197385103,,0.0412104949355125
