longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
85.8263626098634,21.539445877075195,,8.930893272918183e-06
85.8263626098634,21.66033067094519,,9.105086064664649e-06
85.8263626098634,21.78121546481518,4.689426532422658e-06,1.4011917301104404e-05
85.8263626098634,21.902100258685174,2.802107883326244e-05,1.200418955704663e-05
85.8263626098634,22.022985052555168,,1.5453657397301868e-05
85.8263626098634,22.14386984642516,,1.570397762407083e-05
85.8263626098634,22.264754640295152,1.9994102331111208e-05,6.197800303198164e-06
85.8263626098634,22.385639434165142,-7.65881338793406e-07,-4.435937626112718e-06
85.8263626098634,22.50652422803514,2.7787969884229824e-05,-2.0665747797465883e-06
85.8263626098634,22.62740902190513,1.2682017768383956e-05,-2.070241407636786e-06
85.8263626098634,22.748293815775124,1.1551492207217962e-05,-4.054654709761962e-07
85.8263626098634,22.86917860964512,,3.393687393327127e-06
85.8263626098634,22.990063403515112,1.725660331430845e-05,2.649982343427837e-05
85.8263626098634,23.110948197385103,3.3383723803126486e-06,1.4553494338542805e-06
85.8263626098634,23.231832991255096,-2.0993253201595508e-05,9.621348908694928e-06
85.8263626098634,23.35271778512509,4.98397603223566e-05,-1.5043078747112304e-06
85.8263626098634,23.473602578995084,6.248283170862123e-06,2.9099994208081625e-05
85.8263626098634,23.594487372865075,1.078534114640206e-05,2.6450717996340245e-05
85.8263626098634,23.71537216673507,1.3982317796035204e-05,-7.25836684978276e-07
85.8263626098634,23.836256960605063,1.0191473847953604e-05,2.443602352286689e-05
85.8263626098634,23.957141754475053,3.75838098989334e-05,4.4002408685628325e-06
85.8263626098634,24.078026548345047,7.423831902997335e-06,7.6538126450032e-06
85.8263626098634,24.19891134221504,,2.9963437100377632e-06
85.8263626098634,24.319796136085035,1.8520428056945093e-05,1.2046099982399028e-05
85.8263626098634,24.440680929955025,1.444846475351369e-05,8.485065336572006e-06
85.8263626098634,24.56156572382502,9.111789040616712e-06,2.9843358788639307e-05
85.8263626098634,24.682450517695013,-2.799918547680136e-05,2.024189416260924e-05
85.8263626098634,24.803335311565007,2.629879600135609e-05,2.5299275421275524e-06
85.8263626098634,24.924220105435,1.6737378246034496e-05,1.0916764949797653e-05
