longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
74.0543060302735,11.574480056762807,,9.42325914365938e-06
74.0543060302735,11.714901281862954,,
74.0543060302735,11.855322506963098,,-1.431402552043437e-06
74.0543060302735,11.99574373206324,2.000854465222801e-06,1.376517684548162e-05
74.0543060302735,12.136164957163386,3.714208105520811e-06,-2.3095335563994013e-06
74.0543060302735,12.27658618226353,4.836394964513602e-06,6.0901606957486365e-06
74.0543060302735,12.417007407363675,2.09969948627986e-05,1.1942647688556464e-05
74.0543060302735,12.55742863246382,1.6641832189634442e-05,6.905248483235482e-06
74.0543060302735,12.697849857563964,3.625882754931808e-06,9.262318599212447e-06
74.0543060302735,12.838271082664107,3.261675010435283e-05,-1.212925144500332e-05
74.0543060302735,12.978692307764252,2.7332736863172613e-05,-2.37877120525809e-05
74.0543060302735,13.119113532864397,1.6325666365446523e-05,1.2024725947412662e-05
74.0543060302735,13.25953475796454,7.896271199570037e-06,4.219549737172201e-06
74.0543060302735,13.399955983064684,1.552681533212308e-05,1.3036401469435075e-06
74.0543060302735,13.540377208164829,7.280700629053172e-06,2.824779357979424e-06
74.0543060302735,13.680798433264972,1.3771635167358909e-05,3.006729002663633e-06
74.0543060302735,13.821219658365118,3.01001582556637e-05,
74.0543060302735,13.96164088346526,,1.2728225556202233e-05
74.0543060302735,14.102062108565406,,-5.692651939170901e-06
74.0543060302735,14.24248333366555,9.48089837038424e-06,
74.0543060302735,14.382904558765697,,-5.209676146478159e-06
74.0543060302735,14.52332578386584,4.669653662858764e-06,-3.0855881050229077e-06
74.0543060302735,14.663747008965984,9.331519322586246e-06,-8.884606359060854e-06
74.0543060302735,14.804168234066127,8.92093976290198e-06,9.0523271865095e-06
74.0543060302735,14.944589459166272,1.407974286848912e-05,3.400781452000956e-06
74.0543060302735,15.085010684266416,2.6371215426479463e-05,
74.0543060302735,15.22543190936656,5.429621978692012e-06,-6.989591838646447e-07
74.0543060302735,15.365853134466704,8.522551979694981e-06,8.784472811385058e-06
74.0543060302735,15.506274359566849,1.4381156461240607e-06,-4.197991529508727e-06
