longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
74.0543060302735,11.574480056762807,6.530644441227196e-06,3.5651206417242065e-05,1.96815835806774e-06
74.0543060302735,11.714901281862954,1.397371306666173e-05,1.3899917576054577e-05,-3.0685846468259115e-06
74.0543060302735,11.855322506963098,1.8272387023898773e-05,1.809046079870313e-05,9.839865924732294e-06
74.0543060302735,11.99574373206324,5.800704911962384e-07,7.225934496091213e-06,-9.61797113063767e-08
74.0543060302735,12.136164957163386,1.1048995474993715e-05,9.428824341739528e-06,1.030453040584689e-05
74.0543060302735,12.27658618226353,2.721884584389045e-06,6.141902304079849e-06,2.087318353005685e-05
74.0543060302735,12.417007407363675,2.094540292318925e-07,3.98499469156377e-06,2.9585114589281147e-06
74.0543060302735,12.55742863246382,2.9581149647128768e-05,3.240796650061384e-05,9.951569154509343e-06
74.0543060302735,12.697849857563964,9.852261428022755e-06,0.0001154688579845,5.922126547375228e-06
74.0543060302735,12.838271082664107,6.514543201774359e-06,-1.4587219084205572e-05,1.1606192856561393e-05
74.0543060302735,12.978692307764252,-1.7947875221580034e-06,5.382506060414016e-06,-1.3981271877128164e-05
74.0543060302735,13.119113532864397,9.544347449264023e-06,2.1266730982461013e-05,3.040329374925932e-06
74.0543060302735,13.25953475796454,1.1810959222202657e-05,1.0209358151769266e-05,1.2764961866196243e-05
74.0543060302735,13.399955983064684,1.0937979823211208e-05,1.0591869795462117e-05,3.0879377845849376e-06
74.0543060302735,13.540377208164829,-1.7100717741413973e-05,2.4196297090384174e-05,1.795581920305267e-05
74.0543060302735,13.680798433264972,4.869142230745638e-06,-8.334424705935817e-07,-5.444762791739777e-07
74.0543060302735,13.821219658365118,5.498450263985433e-06,-2.995211616507732e-06,-8.015680577955209e-06
74.0543060302735,13.96164088346526,2.8804946850868877e-05,1.9470269762678072e-05,1.267635525437072e-05
74.0543060302735,14.102062108565406,9.78556909103645e-06,2.160617987101432e-05,2.27491386795009e-06
74.0543060302735,14.24248333366555,5.173898443899816e-06,1.675545354373753e-05,9.210036296281032e-06
74.0543060302735,14.382904558765697,-8.9201483888246e-07,1.5437928595929407e-05,2.360625694564078e-05
74.0543060302735,14.52332578386584,2.5482453565928157e-05,7.474495942005888e-05,1.0578316505416296e-05
74.0543060302735,14.663747008965984,1.754833306222281e-06,3.733059566002339e-05,1.2312510079937056e-05
74.0543060302735,14.804168234066127,3.849333552352618e-06,2.090987072733697e-05,-4.743093541037524e-06
74.0543060302735,14.944589459166272,1.4912624465068802e-05,2.3153195797931403e-05,9.599238183000123e-06
74.0543060302735,15.085010684266416,1.9886034351657145e-05,3.30980219587218e-05,9.247884804608476e-07
74.0543060302735,15.22543190936656,1.652046194067225e-05,-8.196865564968903e-06,4.752850600198144e-06
74.0543060302735,15.365853134466704,1.962653004738968e-05,1.86775614565704e-05,-5.964081992715364e-06
74.0543060302735,15.506274359566849,-5.902032995663831e-08,3.3089814678533e-05,1.0085339454235507e-05
74.0543060302735,15.646695584666992,8.486403203278314e-06,,1.9539545519364765e-06
74.0543060302735,15.787116809767138,6.540810318256263e-06,2.218313966295682e-05,2.7323528684064517e-06
74.0543060302735,15.927538034867284,3.387424385437044e-06,1.6960890206974e-05,7.120825557649368e-06
74.0543060302735,16.067959259967427,4.3557733988564e-06,1.4458009900408795e-05,8.559202797187027e-06
74.0543060302735,16.208380485067572,1.1547118447197136e-05,2.667280386958737e-05,7.774024197715335e-06
74.0543060302735,16.348801710167713,1.581628566782456e-05,9.179381777357776e-06,1.0582235518086236e-05
74.0543060302735,16.48922293526786,1.2614754268724935e-05,1.2947960385645274e-05,-1.27918701764429e-06
74.0543060302735,16.629644160368002,1.5718313079560176e-05,5.701335339836078e-06,1.4282395568443462e-06
74.0543060302735,16.770065385468147,4.755273948831018e-06,-1.3789778677164575e-05,1.2689176401181612e-05
74.0543060302735,16.91048661056829,6.611573439840868e-07,1.648950819799211e-05,-1.2138810234318951e-05
74.0543060302735,17.050907835668436,1.1893126611539628e-05,1.5816951417946257e-05,1.8448537957738157e-05
74.0543060302735,17.19132906076858,2.189968290622346e-05,1.932348641275894e-05,2.8938334253325597e-06
74.0543060302735,17.331750285868726,3.820176516455831e-06,1.5722893294878304e-05,7.602297500852728e-06
74.0543060302735,17.47217151096887,1.4187092347128782e-05,1.8364013158134185e-05,1.830125074775424e-05
74.0543060302735,17.612592736069015,1.7442707758164033e-05,,7.431095582433045e-06
74.0543060302735,17.75301396116916,5.491724550665822e-06,1.712636003503576e-05,1.0985203516611364e-05
74.0543060302735,17.8934351862693,2.058705467788968e-05,2.11354508792283e-05,8.008221811905969e-06
74.0543060302735,18.033856411369445,9.357479939353652e-06,2.3422608137479983e-05,1.5380053810076788e-05
