date,threshold_value
2023-09-01,0.12173540418607144
2023-09-02,0.1385321469623067
2023-09-03,0.12621501433449578
2023-09-04,0.12601734558425287
2023-09-05,0.12967259050383573
2023-09-06,0.1298243471772679
2023-09-07,0.13064819150710794
2023-09-08,0.13502670274445067
2023-09-09,0.11794223995527359
2023-09-10,0.12284422035665278
2023-09-11,0.13042075400237252
2023-09-12,0.12657701215725056
2023-09-13,0.13897651041232736
2023-09-14,0.11840176815467492
2023-09-15,0.13431450726635566
2023-09-16,0.12510832254703225
2023-09-17,0.12239231603347436
2023-09-18,0.1205458671304023
2023-09-19,0.12763312062901305
2023-09-20,0.11951728906286387
2023-09-21,0.12378535071197816
2023-09-22,0.12474906513971694
2023-09-23,0.1184912456474801
2023-09-24,0.12691593862899384
2023-09-25,0.1268194631274257
2023-09-26,0.12427835339983986
2023-09-27,0.13089922845890076
2023-09-28,0.1210824805792871
2023-09-29,0.12896752444182605
