longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
76.891,28.59,1.954742219822947e-05,,,,3.41704799211584e-05,,,1.6619440430076793e-05,,1.5006635294412264e-05,,6.538709840242518e-06,5.397083441494033e-06,0.0005432878388091,1.740063635224942e-05
76.901,28.59,-5.988270459056366e-06,,,3.057790536331595e-07,,,,3.245896004955284e-05,,8.944806722865906e-06,,1.0831568943103775e-05,1.032184900395805e-05,0.0002329952840227,1.3505536117008887e-05
76.911,28.59,-1.911904519147356e-06,,,-6.049726835044567e-06,,,,2.2980997528065927e-05,,1.0632651537889616e-05,,3.697128931889893e-06,7.590974291815655e-06,7.05796483089216e-05,0.0005433817277662
76.922,28.59,1.977694182642153e-06,,,2.505843440303579e-05,,,,,,5.032265107729472e-06,,1.3845869034412315e-05,6.015587246110954e-07,0.0004000589833594,-7.987796379893553e-07
76.932,28.59,3.1828624287300045e-06,,,1.7933049093699083e-05,,,,,,2.2181659460329683e-06,,3.172161086695269e-05,2.1511350496439263e-05,0.0002543480950407,0.0004285765462554
76.943,28.59,5.675759439327521e-06,,,2.2550115318153985e-05,,,,,,1.3196863619668877e-05,,-6.880287401145324e-06,4.501377134147333e-06,3.2939253287622705e-05,2.108444823534228e-05
76.953,28.59,3.0227178285713308e-05,,,0.0005910310428589,,1.4799018572375644e-05,,2.814788604155183e-05,,8.051736131164944e-07,,5.1551432989072055e-06,1.0369974916102365e-05,6.624369416385889e-05,1.6414696801803075e-05
76.963,28.59,3.918313450412825e-05,,,1.2039167813782116e-05,2.8233536795596592e-05,,,,,8.993622031994164e-06,,2.428600964776706e-06,-3.195997066995915e-07,0.0004765830526594,5.018134470446967e-05
76.974,28.59,1.551683271827642e-05,,,1.0877875865844544e-05,,,,,,1.7576185200596228e-05,,4.202554919174872e-06,1.1340808669046964e-05,0.0001004989826469,0.0002498435787856
76.984,28.59,,,,,,,,,,1.4241466033126926e-06,,7.971074410306755e-06,1.4164070307742804e-05,7.236902456497774e-05,1.726629307086114e-05
76.994,28.59,3.504950655042194e-05,,,0.0002023242122959,,,,,,2.3543389033875428e-05,,7.557337539765285e-06,1.408531443303218e-05,0.0004658108809962,1.6756128388806246e-05
77.005,28.59,9.217080514645204e-05,,,-4.92528488393873e-05,,,,,,-1.432721910532564e-05,,5.932204658165574e-06,-2.9425507364067016e-07,0.0004221089475322,0.0001579169183969
77.015,28.59,-7.791291864123195e-06,,,-4.211996383673977e-06,6.140044570202008e-05,,,,,-1.7661885067354888e-05,,-1.4638679886047612e-06,-3.473612650850555e-07,0.00029690793599,1.7871090676635504e-05
77.026,28.59,-4.812909082829719e-06,,,3.781628402066417e-05,,,,,,-8.282552698801737e-06,,8.875349521986209e-06,2.613336391732446e-06,0.0001181982079287,7.034140435280278e-05
77.036,28.59,3.569338787201559e-06,,,0.0001463116786908,,2.106487227138132e-05,,,,-3.933312655135524e-06,,3.3372909911122406e-06,3.9533715607831255e-06,0.0001128586009144,1.5043498933664525e-05
77.046,28.59,9.285186933993828e-06,,,0.0002936531964223,5.846985004609451e-05,4.151238681515679e-05,,,,7.031724180706078e-06,,7.661687959625851e-06,9.060501724889036e-06,2.371924711042084e-05,6.513488642667653e-06
77.057,28.59,2.5001613721542526e-06,,,0.0001411239500157,,,,,,-4.474168690649094e-06,,2.456349102430977e-05,4.118788638152182e-06,0.0001596012007212,0.0001282938173972
77.067,28.59,4.656623787013814e-05,,,3.5466524423100054e-05,1.9522422007867132e-05,3.4180811780970544e-05,,,,1.3689375919057056e-05,,4.725160579255316e-06,8.457076319245971e-07,0.0003808723704423,4.3614716560114175e-05
77.078,28.59,-1.2959727655470488e-06,,,8.566265023546293e-05,,3.4180811780970544e-05,,,,2.9830557650711853e-06,,2.241562469862401e-05,2.1476273104781285e-05,-2.0727124137920327e-05,2.053460411843844e-05
77.088,28.59,1.168992184830131e-05,,,1.125035578297684e-05,,3.4180811780970544e-05,,1.5199520930764264e-05,,1.7617954881643527e-06,,-1.3803478395857384e-05,4.796294888365082e-06,0.0001318311697104,1.565991624374874e-05
77.098,28.59,4.5102100557414815e-05,,,0.0003044928307645,,,,1.5199520930764264e-05,,9.526712346996646e-06,,6.620335625484586e-06,9.014296665554866e-06,0.0003942127514164,1.4038569133845158e-05
77.109,28.59,3.928428668587003e-06,,,,,,,,,2.0920550014125183e-05,,-5.620029241981683e-06,1.1479192835395224e-05,5.619015792035498e-05,1.898248774523381e-05
77.119,28.59,2.570970082160784e-06,,,1.962094984264695e-06,,,,,,5.639742994389962e-06,,8.68652386998292e-06,3.950405698560644e-06,-4.151319444645196e-06,1.0633467354637103e-05
77.129,28.59,1.8994556739926335e-05,,,1.2986339243070688e-05,2.2869297026772983e-05,,,,,4.343321506894426e-06,,-1.0842709343705792e-06,2.272658775837044e-06,7.815756544005126e-05,5.629439783660928e-06
77.14,28.59,-6.575904762939899e-07,,,2.0305717498558806e-06,,,,2.628539186844137e-05,,-2.6368384169472847e-06,,5.8732448451337405e-06,-9.202872206515168e-07,,1.428058840247104e-05
77.15,28.59,6.195708010636736e-06,,,-4.327503575041192e-06,,,,,,-8.659296327095944e-06,,-1.1482218269520672e-06,2.0763925931532867e-05,3.471512900432572e-05,1.0019679393735714e-05
77.161,28.59,6.21097133262083e-05,,,,4.875347440247424e-05,,,1.2221351425978357e-05,,7.03480827723979e-06,,3.867286977765616e-06,6.727375421178294e-06,3.2404706871602684e-05,0.0001528959546703
77.171,28.59,1.4106345588515978e-05,,,-1.3556960766436532e-05,,,,2.0844126993324608e-05,,9.618302101443987e-06,,8.001048627193086e-06,2.9250634270283622e-06,7.270718197105452e-05,1.457873395338538e-06
77.181,28.59,8.401996456086636e-05,,,0.0002708091051317,,,,1.9185581550118517e-05,,-7.691414225519111e-07,,1.1308466127957216e-05,1.4094051948632114e-05,1.1818756320280954e-05,1.7058751836884767e-05
77.192,28.59,-5.591762601397932e-06,,,-1.2868236808571965e-05,,2.225388197985012e-05,,,,-4.100828846276272e-06,,6.710825346090132e-06,1.904481541714631e-05,0.0001988079748116,3.3162828913191333e-05
77.202,28.59,5.165945822227513e-06,,,0.0006968647358007,,,,2.5006871510413475e-05,,1.5609388356097043e-05,,1.3751513506576885e-05,4.348242327978369e-06,9.883946040645242e-05,2.35913394135423e-05
77.213,28.59,1.550674278405495e-05,,,,,,,3.31373666995205e-05,,-3.766671625271556e-06,,1.1351031389494892e-05,1.1037440344807692e-05,0.0007481144857592,8.80078187037725e-06
77.223,28.59,1.5957863070070744e-05,,,4.524850373854861e-05,,2.4417431632173248e-05,,,,3.026652620974346e-06,,4.156827344559133e-06,1.2438988960639108e-05,0.0006099371821619,8.340489875990897e-05
77.233,28.59,1.8387399904895572e-06,,,4.3493691919138655e-05,,2.4417431632173248e-05,,2.190810664615128e-05,,2.386504093010444e-05,,4.717253432318103e-06,1.0865570402529556e-05,0.0001529154978925,0.0001206216547871
77.244,28.59,2.7725895051844415e-05,,,1.412229084962746e-05,2.7713083909475245e-05,,,6.871218829473946e-06,,-7.978111170814373e-06,,-4.475321929930942e-06,-1.3059958519079371e-06,1.2947633877047338e-05,9.918384421325754e-06
77.254,28.59,,,,4.737609560834244e-05,,,,,,-2.389544306424796e-06,,7.821810868335888e-06,5.291217917147151e-07,5.6753127864794806e-05,7.369102240772918e-05
77.264,28.59,1.8261624063597992e-05,,,1.5223283298837488e-05,5.12899860041216e-05,,,,,-3.781133045777096e-06,,7.391636245301925e-06,6.99459747011133e-07,0.0002302102948306,4.1419447370572016e-05
77.275,28.59,2.5685583750600927e-05,,,0.0002243392227683,,,,1.4605698197556194e-05,,-3.727705461642472e-06,,9.58425607677782e-06,3.304770416434621e-06,0.0005216514109633,-4.986455223843223e-06
77.285,28.59,2.6699812224251215e-05,,,4.468054976314306e-05,,3.476048732409254e-05,,1.855512527981773e-05,,-7.012095579739253e-07,,5.810060429212172e-06,1.1442384675319772e-05,0.0003818578843493,4.855834049521945e-06
77.296,28.59,2.698573916859459e-05,,,1.7010293959174305e-05,,,,,,1.4795751894780551e-06,,1.0418493729957843e-05,2.194319313275628e-05,5.781378786196001e-05,1.108283868234139e-05
77.306,28.59,1.3779159417026676e-05,,,2.4690660211490467e-05,4.644741420634091e-05,3.961880429415032e-05,,1.512083508714568e-05,,1.0076533726532944e-05,,6.016175120748812e-06,1.497470020694891e-05,0.0003730280150193,0.0001540913362987
76.88,28.6,6.888804364280077e-06,,,0.0002183304168283,4.019916377728805e-05,,,,,-2.590229769339203e-06,,1.4606007070483429e-08,6.202319127623923e-06,0.0002323135850019,1.764306944096461e-05
76.891,28.6,1.7309823306277394e-05,,,-6.049726835044567e-06,1.5458410416613333e-05,,,,,-2.542908987379633e-06,,9.392677384312265e-06,1.498975689173676e-05,5.761632928624749e-05,1.827813321142457e-05
76.901,28.6,1.4948976058803964e-05,,,6.226840196177363e-05,,,,,,2.368450850553927e-06,,1.4045533589523984e-06,1.0705464774218854e-05,7.0510127443412784e-06,2.368300556554459e-05
76.911,28.6,2.422071156615857e-05,,,8.067388989729807e-05,1.3066549399809446e-05,2.723859324760269e-05,,1.6619440430076793e-05,,5.931534815317718e-06,,3.172161086695269e-05,4.907842139800778e-06,0.0002456641523167,3.5446544643491507e-05
76.922,28.6,6.866428066132357e-06,,,4.440277552930638e-05,2.7387566660763696e-05,,,,,-5.551180493057473e-06,,4.4895473365613725e-06,5.166439223103225e-06,7.314143294934183e-05,5.6881519412854686e-05
76.932,28.6,0.0001202873827423,,,-3.937816472898703e-06,,,,,,1.4010412996867672e-05,,8.520113624399528e-06,-3.195997066995915e-07,2.1103369363117963e-05,1.1473380254756194e-05
76.943,28.6,2.033672899415251e-06,,,1.4767882021260448e-05,2.128730557160452e-05,,,2.2980997528065927e-05,,2.111273943228298e-06,,-2.6372106276539853e-06,1.7890395611175336e-05,0.000193773797946,2.272542224091012e-05
76.953,28.6,2.406643034191802e-05,,,2.9202446967246946e-05,,,,,,8.175327820936218e-06,,6.15574299445143e-06,2.518117753425031e-06,7.597068361064885e-06,1.7447669961256906e-05
76.963,28.6,-2.285439222760033e-06,,,7.807082874933258e-05,,2.379774196015205e-05,,,,1.560752934892662e-05,,4.721784989669686e-06,-1.5630098459951117e-07,0.0001368875527987,4.538837310974486e-05
76.974,28.6,5.4959062254056334e-05,,,1.6784959370852448e-05,,,,,,-2.1427127649076283e-05,,5.910849722567946e-06,2.192775809817249e-06,0.0004827645025216,2.4722194211790335e-05
76.984,28.6,3.439061401877552e-05,,,-4.92528488393873e-05,,,,2.814788604155183e-05,,9.678008609625977e-06,,3.493977374091628e-06,1.744939982017968e-05,7.537141937064007e-05,6.585946266568499e-06
76.994,28.6,4.081226961716311e-06,,,8.016246283659711e-05,2.656711876625195e-05,,,,,1.1514957805047745e-05,,-2.629800974318641e-06,9.027212399814744e-06,3.428192576393485e-05,2.3271444661077112e-05
77.005,28.6,1.182833693746943e-05,,,-4.910288680548547e-06,,,,,,9.694230357126798e-06,,7.132120572350686e-06,2.058040627161972e-05,5.3699153795605525e-05,4.104956678929739e-05
77.015,28.6,1.85910685104318e-05,,,0.0006256170454435,,,,2.985630271723494e-05,,3.848532742267707e-06,,1.108824108086992e-05,7.653894499526359e-06,7.565417763544247e-05,2.285447408212349e-06
77.026,28.6,1.7341548300464638e-05,,,1.217097815242596e-05,4.611389158526436e-05,,,,,9.673467502580024e-06,,1.53493310790509e-05,4.118788638152182e-06,0.0001030036801239,1.2354725186014548e-05
77.036,28.6,6.750762258889154e-05,,,0.0004446680250111,,,,3.9114525861805305e-05,,1.86249289981788e-05,,2.456349102430977e-05,1.3122383279551286e-05,0.0002380384976277,8.467187399219256e-06
77.046,28.6,5.166468326933682e-06,,,,,,,,,-1.8010498024523258e-05,,4.259843990439549e-06,1.09890688690939e-05,6.058227154426277e-05,3.453673707554117e-05
77.057,28.6,4.084172360308003e-06,,,-1.959851942956448e-06,1.820179386413656e-05,2.106487227138132e-05,,3.487102367216721e-05,,-6.819786449341336e-06,,8.813964086584747e-06,4.075724973517936e-06,0.000355322001269,1.4125434063316789e-05
77.067,28.6,1.790110400179401e-05,,,1.4775332601857372e-06,,,,,,1.9459170289337635e-05,,7.404495136142941e-06,4.162457116763108e-06,7.339195144595578e-05,-7.2961938712978736e-06
77.078,28.6,8.04017690825276e-06,,,1.2295331544009969e-05,5.846985004609451e-05,,,,,1.32435588966473e-05,,8.500360308971722e-06,1.7006996131385677e-05,0.0001528951979707,4.553503094939515e-05
77.088,28.6,3.231070513720624e-05,,,2.1663117877324112e-05,,,,,,1.0118739737663418e-05,,9.686655175755732e-06,3.950405698560644e-06,4.062831794726662e-05,5.054167559137568e-06
77.098,28.6,1.219866408064263e-05,,,4.190059553366154e-05,,3.4180811780970544e-05,,,,1.1887193068105262e-05,,2.0727097762573976e-06,8.371108378923964e-06,,2.758846494543832e-05
77.109,28.6,9.114483873418068e-06,,,,3.6023524444317445e-05,3.4180811780970544e-05,,2.5035866201506e-05,,2.148272415070096e-06,,1.0876217857003212e-05,9.257805686502252e-06,3.710704913828522e-05,2.0494144337135367e-05
77.119,28.6,6.145291536086006e-06,,,,,,,,,5.368849542719545e-06,,5.8732448451337405e-06,6.513482730952092e-06,0.0001104757029679,1.3848716662323568e-05
77.129,28.6,3.15085708280094e-06,,,0.0004467167600523,1.1800710126408376e-05,,,,,1.403037185809808e-05,,9.216480066243092e-06,-8.974746492640406e-07,3.66996209777426e-05,1.4480668141914066e-05
77.14,28.6,3.371105549376807e-06,,,,,,,2.4006387320696376e-05,,-7.555837783002062e-06,,1.3931229659647215e-05,4.5641745600732975e-06,0.0002173027314711,1.6809806766104884e-05
77.15,28.6,3.421590008656494e-05,,,3.613655508161173e-06,2.613052311062347e-05,,,,,1.6156707715708762e-05,,1.2687304661085363e-05,1.006795537250582e-05,0.0004487479454837,1.1994061424047686e-05
77.161,28.6,1.810327921702992e-05,,,0.0002210174134233,,1.7920061509357765e-05,,,,9.349269589620236e-07,,-2.7251946903561475e-06,1.1533824135767643e-06,1.1818756320280954e-05,0.0001608636375749
77.171,28.6,8.724187864572741e-06,,,0.0001959920627996,,,,2.317459438927472e-05,,-4.203593562124297e-06,,1.0868161552934907e-05,1.1675302630465012e-05,0.0004303517926018,1.7331021808786318e-05
77.181,28.6,3.0861052380259935e-08,,,-6.659578048129333e-06,,,,,,2.537831960580661e-06,,-1.1472349797259083e-05,-3.2795014703879133e-06,2.93478569801664e-05,0.0002231306571047
77.192,28.6,4.902762157144025e-05,,,,4.2800791561603546e-05,,,1.5060361874930097e-05,,6.800970368203707e-06,,3.0407520171138455e-05,2.721280679907068e-06,2.646766006364487e-05,2.374783798586577e-05
77.202,28.6,1.258092379430309e-05,,,3.2507130526937544e-05,,,,,,-2.774341510303202e-06,,9.172228601528332e-06,1.689022496975667e-06,-2.404399083388853e-06,2.986831532325596e-05
77.213,28.6,1.436204183846712e-05,,,7.533008465543389e-05,,,,,,1.0860095244424883e-05,,4.843901933782036e-06,1.1367875231371729e-05,4.0363713196711615e-05,2.1965332052786835e-05
77.223,28.6,1.5577516023768112e-05,,,,,2.225388197985012e-05,,2.273819518450182e-05,,-2.491093937351252e-06,,7.871748493926134e-06,6.80709172229399e-06,2.9968579838168807e-05,1.491884086135542e-05
77.233,28.6,5.790992418042151e-06,,,-1.7280987094636655e-06,,,,2.5006871510413475e-05,,-1.3821005268255249e-05,,4.315602836868493e-06,8.40321990835946e-06,0.0001977517531486,1.5222389265545644e-05
77.244,28.6,6.690297141176416e-06,,,1.042363601300167e-05,,2.4417431632173248e-05,,,,1.445427733415272e-05,,9.94891070149606e-06,8.791546861175448e-06,0.0005309245316311,4.412586349644698e-05
77.254,28.6,1.009979132504668e-05,,,0.0001623353600734,,2.4417431632173248e-05,,,,8.9664008555701e-06,,-2.973772552650189e-06,-2.2372303192241816e-06,1.7320693586952984e-05,-5.958250767434947e-06
77.264,28.6,2.436503928038292e-05,,,7.611836281284923e-07,,2.4417431632173248e-05,,,,2.318241513421526e-06,,8.775939022598322e-06,1.587541373737622e-05,0.0001209742258652,0.000114235393994
77.275,28.6,7.279980491148308e-05,,,1.2277542737137992e-05,,3.4575383324408904e-05,,,,9.3103099061409e-06,,-2.6241018531436566e-06,5.781821982964175e-06,2.3477679860661738e-05,2.394059811194893e-05
77.285,28.6,-1.3314288480614778e-06,,,2.4690660211490467e-05,,,,,,1.3268815564515536e-05,,7.825606189726386e-06,-1.4016133036420797e-06,5.214120392338373e-05,0.0001551946479594
77.296,28.6,2.2221986000658944e-05,,,1.4750942682439929e-05,3.290356471552513e-05,,,1.4605698197556194e-05,,-1.1363817066012416e-05,,4.714911483461037e-06,3.963038125220919e-06,0.0008224277989938,1.929595782712568e-05
77.306,28.6,5.251189350019558e-07,,,-1.1812984666903503e-05,,1.984190748771653e-05,,,,1.2225219506944995e-05,,-5.1144329518137965e-06,6.949999260541517e-06,0.0001142264518421,9.35131811274914e-06
77.316,28.6,2.56485327554401e-06,,,3.290587119408883e-05,,1.984190748771653e-05,,1.855512527981773e-05,,3.269504418312863e-07,,-2.9453315164573723e-06,7.130462108762004e-06,0.0004307035414967,4.101786180399358e-05
77.327,28.6,4.882434041064698e-06,,,0.0002110534405801,1.6099198546726257e-05,3.961880429415032e-05,,,,4.047963102493668e-06,,8.622407221992034e-06,2.7455804229248315e-05,2.4743521862546917e-05,-2.7584790132095804e-06
76.88,28.61,-7.5120414066987e-07,,,0.0002498837129678,7.324095349758863e-05,,,,,-5.392109869717388e-06,,-3.963702965847915e-06,1.39561525429599e-05,2.1100524463690817e-05,8.804159733699635e-05
76.891,28.61,1.1786734830820931e-05,,,0.000211783699342,,,,2.276107079524081e-05,,-1.5603120573359774e-06,,9.07425237528514e-06,6.906531325512333e-06,1.738003993523307e-05,0.0001916679320856
76.901,28.61,2.6926445571007207e-05,,,-6.716315965604736e-06,,,,,,2.294971636729315e-05,,-1.1650637361526606e-06,6.253138508327538e-06,0.0003560213081073,1.6929303455981426e-05
76.911,28.61,-7.4571235018083826e-06,,,,,,,,,8.639095767648541e-07,,6.719096290908055e-06,6.442376729864918e-07,0.0005107600591145,1.823462298489176e-05
76.922,28.61,2.2423206246457997e-05,,,-3.6670385270554102e-06,3.4999426134163514e-05,,,,,-8.593456186645199e-06,,2.7354010398994437e-06,-2.196301466028672e-06,0.0001060433569364,4.399234603624791e-05
76.932,28.61,4.706871550297365e-06,,,0.0003011402441188,5.383074676501565e-05,,,,,1.866708885245316e-06,,-6.924085028003901e-06,4.763323431689059e-06,3.927097350242548e-05,4.6007564378669485e-05
76.943,28.61,0.000108301101136,,,0.0002804715768434,,,,,,9.228616363543551e-06,,2.698157913982868e-06,1.1406521480239462e-05,0.0001004989826469,1.8409853510092944e-05
76.953,28.61,-1.1265075954725036e-05,,,4.601759064826183e-05,3.41704799211584e-05,,,,,-2.154540197807364e-05,,-7.015414212219184e-06,9.591138223186135e-06,7.236902456497774e-05,2.1384026695159264e-05
76.963,28.61,2.5306411771452982e-05,,,5.9076275647385046e-05,,,,1.1216453458473552e-05,,1.799821802705992e-05,,1.173570325363471e-07,1.718574458209332e-05,-4.472787622944452e-06,2.0694487830041908e-05
76.974,28.61,1.430317024642136e-05,,,-1.4171061593515333e-05,1.6842448530951515e-05,,,,,1.243506744685874e-06,,-1.0776689123304097e-05,7.96812673797831e-06,7.820589962648228e-05,1.7581929569132626e-05
76.984,28.61,1.6646081348881125e-05,,,-4.910288680548547e-06,,,,,,1.275867361982819e-06,,6.379383648891235e-06,3.4046254313579998e-06,8.531782077625394e-05,2.749706982285716e-05
76.994,28.61,3.725994974956848e-05,,,0.0001375968422507,,2.379774196015205e-05,,,,1.5167903256951831e-05,,9.4136767074815e-06,1.5541749007752514e-06,2.444717938487884e-05,6.860583198431414e-06
77.005,28.61,2.1346369976527058e-05,,,5.200666782911867e-05,1.54754252434941e-05,1.4799018572375644e-05,,,,-2.2764431832911214e-06,,6.234985448827501e-06,3.891113465215312e-06,4.512069426709786e-05,1.4207172171154523e-05
77.015,28.61,3.600645868573338e-05,,,1.1900251593033316e-05,,,,,,-4.128273303649621e-06,,-4.010691554867663e-06,1.0217202543572055e-05,0.00010758631106,1.9894336219294928e-05
77.026,28.61,3.907863356289454e-05,,,9.125003998633474e-05,,,,,,-4.474168690649094e-06,,-7.89546720625367e-06,1.3533590390579777e-05,0.0003719472442753,2.282137756992597e-05
77.036,28.61,1.7250192740903003e-06,,,-1.959851942956448e-06,,,,,,1.42303201755567e-06,,2.258284621348139e-05,3.446954224273213e-06,0.0003259595832787,1.903696647787001e-05
77.046,28.61,2.315086021553725e-06,,,1.4775332601857372e-06,,,,,,7.033972451608861e-06,,7.404495136142941e-06,6.057267000869615e-06,0.0001791214599506,0.0002829056465998
