longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,1.429356780136004e-05,1.225598134624306e-05,
77.181,28.414,5.36515872227028e-05,1.351052378595341e-05,9.272447641706094e-06
77.192,28.414,2.197426692873705e-05,5.1309707487234846e-06,-3.88337139156647e-06
77.202,28.414,1.5503412214457057e-05,0.000104459177237,1.790545320545789e-05
77.213,28.414,3.047167047043331e-05,,4.918213107885094e-06
77.223,28.414,0.0001156907383119,3.671448212116957e-05,1.9005057083631984e-06
77.171,28.424,1.1381194781279191e-05,1.9761243947868934e-06,9.712174687592778e-06
77.181,28.424,6.134209252195433e-05,7.405252745229518e-06,3.625239742177655e-06
77.192,28.424,2.6348201572545804e-05,2.2040183466742747e-05,2.193056025134865e-05
77.202,28.424,1.4446865861827972e-05,1.6731930372770876e-05,1.3402996955846902e-05
77.213,28.424,1.2951402823091485e-05,2.77170602203114e-05,-4.326346072502929e-07
77.223,28.424,8.820000402920414e-06,1.776154022081755e-05,2.9161387828935403e-06
77.233,28.424,8.56946917338064e-06,3.98576412408147e-06,-1.8213514749731985e-06
77.244,28.424,2.390054942225106e-05,1.6024030628614128e-05,-8.222253882195218e-07
77.161,28.434,2.761736323009245e-05,1.871372114692349e-05,9.703469004307408e-06
77.171,28.434,1.3578471225628164e-05,2.8261500119697303e-05,3.274496066296706e-06
77.181,28.434,1.4895208551024552e-05,,2.2405758954846533e-06
77.192,28.434,9.813898941501977e-06,,1.3946558283350896e-05
77.202,28.434,3.777962410822511e-05,,5.327955932443729e-06
77.213,28.434,3.1309318728744984e-05,2.4150396711775105e-05,6.130188921815716e-06
77.223,28.434,1.966179843293503e-05,1.7587532056495547e-05,6.761294116586214e-06
77.233,28.434,-1.1826252830360318e-06,2.1136080249561928e-05,1.2229055755597074e-05
77.244,28.434,9.558559213473927e-06,1.8692671801545657e-05,7.038766398181906e-06
77.129,28.443,4.500391241890611e-06,1.3251814380055292e-05,
77.14,28.443,9.770161341293717e-06,1.8600800103740767e-05,8.661178071633913e-06
77.15,28.443,8.116120625345502e-06,,4.300158252590336e-06
77.161,28.443,4.10662942158524e-05,9.669712198956404e-06,6.67250378683093e-06
77.171,28.443,,3.4542106277513085e-06,9.957552720152307e-06
77.181,28.443,7.268587069120258e-06,4.718867421615869e-05,1.3788696378469467e-05
77.192,28.443,3.218118581571616e-05,9.438542292627972e-06,-1.7099925742058988e-07
77.202,28.443,2.727492756093852e-05,1.6998772480292246e-05,3.882151759171393e-06
77.213,28.443,8.876702850102447e-06,2.460727591824252e-05,1.086640259018168e-05
77.223,28.443,6.026646587997675e-05,2.3191661966848187e-05,-5.734501655751956e-07
77.233,28.443,-1.367646262906419e-07,2.0336141460575163e-05,7.459038897650316e-06
77.244,28.443,6.366898560372647e-06,1.434515888831811e-05,
77.129,28.453,2.9250611987663436e-05,1.9409097149036825e-05,9.99262192635797e-06
77.14,28.453,1.0400312930869404e-05,1.0619649401633067e-05,-1.532010719529353e-05
77.15,28.453,3.3281750802416354e-05,2.0563295038300566e-05,2.488085101504112e-06
77.161,28.453,7.799756531312596e-06,1.5793106285855174e-05,1.4088533134781756e-05
77.171,28.453,2.641850915097166e-05,1.7155347450170666e-05,-4.326346072502929e-07
77.181,28.453,,1.81984796654433e-05,8.765194252191577e-06
77.192,28.453,1.2935983249917626e-05,4.163169796811417e-05,4.856202394876164e-06
77.202,28.453,3.556904994184151e-05,1.9005707144970078e-05,3.843836111627752e-06
77.213,28.453,,1.7001404557959177e-05,1.7982006284000818e-06
77.223,28.453,0.0001341107999905,2.1908237613388337e-05,5.477701506606536e-06
77.233,28.453,3.265970735810697e-05,2.1848018150194548e-05,1.1918035852431784e-05
77.119,28.463,1.3578374819189776e-05,1.391286696161842e-05,9.998980203818064e-06
77.129,28.463,1.7690585082164034e-05,,1.7800397245082422e-06
77.14,28.463,,1.5774632629472762e-05,8.085780791589059e-06
77.15,28.463,5.029002932133153e-05,7.95312189438846e-06,1.1403220014472026e-05
77.161,28.463,7.48470574762905e-06,1.3480454981618095e-05,6.809747446823167e-06
77.171,28.463,1.7432330423616804e-05,2.8937151000718583e-05,3.0440494811045937e-05
77.181,28.463,2.674612005648669e-05,8.038859050429892e-06,4.975252977601485e-06
77.192,28.463,4.399155295686796e-05,3.237206692574546e-05,-4.02278146793833e-06
77.202,28.463,3.4408636565785855e-05,1.4511770132230596e-05,1.4748068679182325e-05
77.213,28.463,1.3302164916240145e-05,1.1506790542625822e-05,
77.223,28.463,,1.801404323487077e-05,1.5296876881620847e-05
77.119,28.473,5.261159458314069e-06,1.0350568118155934e-06,9.966923244064674e-06
77.129,28.473,2.173659777326975e-05,1.2132489246141631e-05,-1.8491390392227915e-06
77.14,28.473,2.212444996985141e-05,9.406504250364378e-05,-7.827238732716069e-06
77.15,28.473,3.109122917521745e-05,7.962272320582997e-06,
77.161,28.473,1.532253372715786e-05,2.241051333840005e-05,
77.171,28.473,1.565559250593651e-05,,1.106328363675857e-05
77.181,28.473,8.8665728981141e-06,4.196971713099629e-05,9.715452506497968e-06
77.192,28.473,7.498004379158374e-06,5.929936378379352e-06,4.196659119770629e-06
77.202,28.473,9.350951586384326e-06,1.2077828614565078e-05,1.1739690307877026e-05
77.213,28.473,2.080122430925257e-05,1.9314009477966465e-05,7.3922738010878675e-06
77.223,28.473,1.3767238669970538e-05,1.999462620005943e-05,4.975578121957369e-06
77.233,28.473,3.993371137767099e-05,1.2195070667075925e-05,1.6297293768730015e-05
77.119,28.482,3.61423626600299e-05,1.326933124801144e-05,9.064142432180232e-06
77.129,28.482,1.410013373970287e-05,5.867420441063587e-06,-4.326346072502929e-07
77.14,28.482,3.777962410822511e-05,5.416195563157089e-06,3.197485420969315e-05
77.15,28.482,2.105827661580406e-05,,6.865108844067436e-06
77.161,28.482,1.6738604244892485e-05,2.865358146664221e-05,1.0764807484520134e-05
77.171,28.482,1.5290155715774745e-05,6.466304967034375e-06,1.1436589375080077e-05
77.181,28.482,4.1869134292937815e-06,3.335391011205502e-05,8.85007011675043e-06
77.192,28.482,1.1620441910054067e-05,8.506436643074267e-06,1.1918035852431784e-05
77.202,28.482,5.88003649681923e-06,0.0001553312758915,9.1015217549284e-06
77.213,28.482,3.371257207618328e-06,2.0571224013110623e-05,8.119544872897677e-06
77.223,28.482,0.0001110691446228,1.6568203136557713e-05,-2.3403135855915025e-06
77.233,28.482,7.957895832078066e-06,2.819039400492329e-05,9.6250796559616e-06
77.244,28.482,9.65464914770564e-06,3.2103951525641605e-05,1.063101808540523e-05
77.129,28.492,2.286516792082693e-05,2.9645045287907124e-05,2.5561407710483763e-06
77.14,28.492,1.4151587492960973e-05,1.0855498658202125e-05,1.4223628568288404e-05
77.15,28.492,2.1150210159248672e-05,1.928355050040409e-05,
77.161,28.492,2.7044463422498662e-05,1.3290879905980546e-05,-2.475889232300688e-06
77.171,28.492,1.2851628525822887e-05,1.069390054908581e-05,2.132835106749553e-06
77.181,28.492,1.740576044539921e-05,2.34664767049253e-05,2.8995723369007464e-06
77.192,28.492,3.0282804800663143e-05,,9.436055734113324e-06
77.202,28.492,-5.573889666266041e-06,3.4268457966391e-05,1.2781541045114864e-05
77.213,28.492,2.381128797424026e-05,,-5.793241598439636e-06
77.223,28.492,3.794426083914004e-05,9.531655450700782e-06,6.391072929545771e-06
77.233,28.492,4.682248618337326e-05,,1.986131564990501e-06
77.244,28.492,9.37879849516321e-06,0.0001079488356481,5.336514277587412e-06
77.254,28.492,9.523017070023345e-06,1.5571024050586857e-05,1.3844495327930416e-08
77.264,28.492,1.122076719184406e-05,1.1244473171245772e-05,4.110537702217698e-06
77.275,28.492,-2.2553285816684365e-06,5.579614025919e-06,3.996521991211921e-05
77.306,28.492,1.781308492354583e-05,4.468628048925893e-06,-2.234759904240491e-06
77.316,28.492,6.491099338745698e-05,2.4013224901864305e-05,9.7776428447105e-06
77.327,28.492,2.4774358280410524e-06,8.328755939146504e-06,-3.1658639727538684e-06
76.891,28.502,5.262231206870638e-05,1.5187722965492869e-05,-1.0250196282868274e-05
77.109,28.502,1.7701055185170844e-05,1.4166815162752757e-05,8.005926247278694e-06
77.119,28.502,3.841333182208473e-06,1.718353269097861e-05,-1.686814471213438e-06
77.129,28.502,1.4462164017459145e-06,2.0999124899390157e-05,9.19626108952798e-06
77.14,28.502,1.48659410115215e-05,1.6759344362071715e-05,-8.379419341508765e-06
77.15,28.502,1.3232028322818223e-05,1.4034420928510372e-05,-7.0024002525315154e-06
77.161,28.502,2.218298686784692e-05,,-7.375419954769313e-07
77.171,28.502,-2.6111893021152355e-05,8.609295946371276e-06,5.524815151147777e-06
77.181,28.502,1.1324674233037513e-05,2.084424158965703e-05,3.1157867397269e-06
77.192,28.502,1.1137973160657566e-05,1.1811851436505094e-05,1.4170370377541984e-05
77.202,28.502,2.391992893535644e-05,3.187072434229776e-05,8.281028385681566e-06
77.213,28.502,,1.0002581802837083e-05,1.7999253032030538e-05
77.223,28.502,3.5263750760350376e-05,1.16053251986159e-05,1.0043037036666648e-05
77.233,28.502,3.102216942352243e-05,1.984668415389024e-05,1.4416413023354837e-06
77.244,28.502,-7.803694643371273e-06,3.759579340112396e-05,
77.254,28.502,2.0802825019927692e-05,0.0001187785746878,-2.7640285225061234e-06
77.264,28.502,3.682007445604541e-05,2.2368767531588677e-05,1.5492714737774804e-05
77.275,28.502,3.178290353389457e-05,,9.986116310756188e-06
77.285,28.502,1.693843114480842e-05,2.5780364012462087e-05,8.728113130018755e-07
77.296,28.502,1.1339514458086342e-05,1.6702713764971122e-05,1.2381554370222148e-05
77.306,28.502,1.4214941984391771e-05,2.966700412798673e-05,4.731348781206179e-06
77.316,28.502,2.2577543859370053e-05,6.123414095782209e-06,1.9162815078743733e-05
77.327,28.502,2.679826684470754e-05,2.0300029063946567e-05,1.0121835657628251e-05
76.891,28.512,,3.441164881223813e-05,-1.5515709037572378e-06
76.901,28.512,4.3844494939548895e-05,2.1386942535173148e-05,-2.638858177306247e-06
76.922,28.512,1.669195080467034e-05,2.1897734768572263e-05,3.159105108352378e-05
76.932,28.512,7.205111160146771e-06,0.0001742413878673,1.4129732335277367e-05
76.943,28.512,3.2819193620525766e-06,,-4.175641947767872e-07
76.953,28.512,1.942921880981885e-05,,3.666165639515384e-06
76.963,28.512,1.4581045434169935e-05,1.4893917978042737e-05,1.811292804632103e-07
77.098,28.512,2.852044053724967e-05,2.496891283954028e-05,1.3420246432360727e-05
77.109,28.512,3.165491943946108e-05,,1.012182383419713e-05
77.119,28.512,4.518573769018985e-05,1.668142431299202e-05,4.714990154752741e-06
77.129,28.512,4.4078311475459486e-05,1.3786233466817066e-05,3.1529468742519384e-06
77.14,28.512,,2.1908237613388337e-05,-5.936843763265642e-07
77.15,28.512,3.220310463802889e-05,1.854598667705432e-05,4.731164881377481e-05
77.161,28.512,-1.5337308241214489e-06,0.0002444694691803,8.12400958238868e-06
77.171,28.512,1.5127049664442891e-05,3.115957588306628e-05,1.4964653928473126e-05
77.181,28.512,1.393297134200111e-05,2.183077776862774e-05,-5.737788342230488e-06
77.192,28.512,2.054967262665741e-05,3.938644294976257e-05,-4.024209829367464e-06
77.202,28.512,5.2650848374469206e-06,1.121653986047022e-05,-1.0415626547910506e-06
77.213,28.512,1.8329028534935787e-05,7.733211532467976e-06,1.1284569154668134e-05
77.223,28.512,2.027425580308773e-05,2.441303695377428e-05,7.147807991714217e-06
77.233,28.512,2.9054390324745327e-05,2.571285040176008e-05,4.479545623325976e-06
77.244,28.512,1.0143177860300057e-05,8.395781492254173e-07,-6.297594609350199e-06
77.254,28.512,3.967493830714375e-05,1.2596106898854488e-05,-5.259666977508459e-06
77.264,28.512,1.088783665181836e-05,2.4245891836471856e-05,2.042283631453756e-05
77.275,28.512,3.270600473115337e-06,1.3520538232114632e-05,5.680970389221329e-06
77.285,28.512,2.369491812714841e-05,2.204145675932523e-05,5.764963589172112e-06
77.296,28.512,4.392099981487263e-06,5.410399808170041e-06,1.6786321793915704e-05
