longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.213,28.424,1.8299931980436668e-05,6.4594109971949365e-06,2.424264675937593e-05,8.245040953624994e-05,1.7517124433652498e-05,1.1185265066160356e-05,1.7449907318223268e-05,,-2.1339439626899548e-05,-3.3578439797565807e-06,,9.204559319186956e-06,-9.660138857725542e-06,-4.2446104089322034e-06
77.223,28.424,6.671735900454223e-05,-7.701672984694596e-06,2.1875795937376097e-05,2.9485598133760504e-05,5.178998435440008e-06,7.0403625613835175e-06,2.722013414313551e-05,-2.5876570362015627e-05,2.5948315851564985e-06,-2.7338548989064293e-06,2.5703526262077503e-05,2.87134935206268e-05,1.8893244487117045e-05,-1.3820238564221654e-05
77.233,28.424,2.789227437460795e-05,8.822062227409333e-06,1.7322747225989588e-05,-2.721991404541768e-05,8.403519132116344e-06,1.0077580554934684e-05,1.2346163202892058e-05,-1.6917858374654315e-05,2.462677912262734e-05,-2.7338548989064293e-06,2.068268076982349e-05,3.176047539454885e-05,2.400428456894588e-05,5.7728234423848335e-06
77.244,28.424,5.75047561142128e-05,1.2029807976432494e-06,1.1725229342118835e-05,5.010846143704839e-05,1.3185109310143162e-05,5.3278326959116384e-06,1.9251941921538677e-05,-1.545134000480175e-05,-6.17933028479456e-06,-3.3672167774057016e-06,2.86103841062868e-05,3.5766137443715706e-05,-1.3893869663661462e-06,5.14697876496939e-06
77.161,28.434,8.065930160228163e-05,4.462949164008023e-06,1.5880947103141807e-05,-2.19257108255988e-05,3.2101561373565346e-05,3.265977966293576e-06,1.879957744677085e-05,-1.0243067663395776e-05,-1.8249718777951784e-05,-1.829977190936916e-05,2.0229721485520716e-05,3.93786103813909e-06,1.851654633355793e-05,-3.6026658563059755e-06
77.171,28.434,2.908457827288657e-05,9.662298907642253e-06,1.269792664970737e-05,-3.137998646707274e-06,2.2524400264956057e-05,3.265977966293576e-06,1.7024358385242522e-05,,-9.782384950085545e-06,-1.829977190936916e-05,9.912813766277395e-06,1.1283491403446533e-05,2.789521931845229e-05,4.012723820778774e-06
77.181,28.434,9.95498921838589e-05,1.7268157534999773e-05,2.0162704458925876e-05,-1.1194699254701844e-05,2.2476408048532903e-05,-8.308119504363276e-06,2.223768569820095e-05,-9.821941603149751e-06,-1.7351404721921426e-06,-4.403249022288946e-06,6.4503869907639455e-06,3.93786103813909e-06,-7.096870376699371e-06,4.655585144064389e-06
77.192,28.434,3.8053061871323735e-05,-7.701672984694596e-06,2.1875795937376097e-05,-2.623508044052869e-05,1.4475959687842987e-05,1.4371588576977956e-06,2.341048821108416e-05,-3.4600800518092e-06,-4.637018355424516e-05,-2.197097273892723e-05,2.694842441997025e-05,2.1072021354484605e-06,2.619903170852922e-05,4.940103508488392e-07
77.202,28.434,6.107021908974275e-05,1.408174284733832e-05,6.4400210249004886e-06,4.347738240539911e-07,1.2140977560193278e-05,-9.16114277060842e-06,2.910252624133136e-05,-1.1871378774230834e-05,-1.5611292838002555e-05,-4.497921054280596e-06,2.1066209228592925e-05,2.708374995563645e-05,1.810968751669861e-05,1.935510772455018e-05
77.213,28.434,1.9246932424721308e-05,1.428314362783567e-06,2.2454898498835973e-05,5.969806807115674e-06,7.733251550234854e-07,-9.16114277060842e-06,1.859782423707657e-05,-4.550432549876859e-06,-2.141181721526664e-05,-1.1687637197610456e-05,2.354862226638943e-05,1.2606622476596384e-05,6.43901103103417e-06,2.8122772164351773e-06
77.223,28.434,9.32737657421967e-06,3.052916099477443e-06,1.4157780242385344e-05,8.225590863730758e-05,2.3783133656252176e-05,7.905086931714322e-06,2.5687364541227e-05,-2.1736441340181045e-05,-3.566900340956636e-05,-1.1496250408526976e-05,1.9122628145851195e-05,-1.044102191372076e-05,6.135246803751215e-05,-1.1360052667441778e-05
77.233,28.434,5.407597927842289e-05,-8.365273060917389e-07,6.977656539675081e-06,1.96642467926722e-05,1.5130788597161882e-05,7.905086931714322e-06,1.7701144315651618e-05,-7.025118975434452e-06,-1.5287601854652166e-05,-5.498194468600559e-07,1.8215370801044628e-05,1.1440155503805728e-05,5.761778447777033e-05,2.490894758011564e-06
77.244,28.434,6.68438951834105e-05,6.213220785866724e-06,9.28639383346308e-06,-2.622542069730116e-06,1.5775316569488496e-05,-6.745839300492662e-07,2.5616442144382745e-05,-1.8824674043571576e-05,3.940240276278928e-06,,1.6353444607375422e-06,-1.044102191372076e-05,1.2315485037106557e-05,1.4179908021105805e-06
77.129,28.443,1.2436620636435691e-05,5.21511947226827e-06,1.8123930203728374e-05,1.7465532437199727e-05,2.5858327717287463e-05,3.077561245845573e-07,2.841214336513076e-05,-7.035534054011805e-06,-1.3863372259947935e-05,-4.403249022288946e-06,2.574321842985228e-05,7.217580787255429e-06,-4.78627498523565e-06,3.7809786590514715e-07
77.14,28.443,6.371567724272609e-05,1.7210722944582812e-05,1.779524245648645e-05,6.247258625080576e-06,2.5121042199316435e-05,3.077561245845573e-07,2.0864335965598e-05,-1.1871378774230834e-05,-1.546929888718296e-05,-1.3021841368754394e-05,2.2064503355068155e-05,1.0044943337561564e-05,1.5892575902398676e-05,1.1462622751423623e-05
77.15,28.443,9.063184734259266e-06,1.8285034457221627e-05,2.0162704458925876e-05,-1.3111128282616846e-05,1.754181539581623e-05,1.078058539860649e-05,2.449936800985597e-05,-1.0153518815059217e-05,2.5871429897961207e-05,-8.001346031960566e-06,5.665731805493124e-06,1.132645775214769e-05,1.8695138351176865e-05,5.663601427841058e-07
77.161,28.443,4.7624303988413885e-05,-3.0671610602439614e-06,1.4030109923623968e-05,-1.1194699254701844e-05,1.583536504767835e-05,-5.41252302355133e-06,3.922490577679128e-05,-1.4608062883780804e-05,-1.7351404721921426e-06,-5.498194468600559e-07,7.405148608086165e-06,9.084967132366728e-06,4.258477588336973e-07,4.425411589181749e-06
77.171,28.443,4.648498725146055e-05,1.3638033124152573e-05,1.7322747225989588e-05,1.0578986803011505e-05,2.1698633645428345e-05,-5.41252302355133e-06,1.852476634667255e-05,-2.269470314786304e-05,-2.006390423048288e-05,-1.0940491847577505e-05,1.6754403986851685e-05,1.27909479488153e-05,2.8592769012902863e-05,6.167664651002269e-06
77.181,28.443,3.742443368537352e-06,2.098616960211075e-06,6.186451628309442e-06,1.1298748177068774e-05,1.5179174624790903e-05,-1.9697499737958424e-06,2.8813703465857543e-05,-7.701945833105128e-06,2.5948315851564985e-06,,1.994103513425216e-06,2.5144974642898887e-05,6.301388111751294e-06,4.671715942095034e-05
77.192,28.443,6.491035037470283e-06,2.1293524696375243e-05,-3.4746146866382333e-06,1.231488795383484e-06,3.705741619342007e-06,3.077561245845573e-07,1.879957744677085e-05,-1.4845420082565395e-05,,-9.954001143341884e-06,2.0229721485520716e-05,6.977087195991771e-06,2.229324309155345e-05,-7.798217666277196e-06
77.202,28.443,1.13794549179147e-05,2.2533079118147725e-06,8.314720616908744e-06,-4.1362418414792046e-05,2.064627778963768e-06,5.843498456670204e-06,1.7599502825760283e-05,-1.775993951014243e-05,-3.5800501791527495e-05,-6.161196779430611e-06,,1.843942482082639e-05,2.353828131163027e-05,2.84900949054645e-07
77.213,28.443,1.1853028809127863e-05,1.038284790411126e-05,2.384741856076289e-05,2.627425237733405e-05,9.48208980844356e-06,,1.8591914340504445e-05,-1.543133839732036e-05,-7.99628542154096e-05,-9.22706203709822e-06,9.912813766277395e-06,3.629165121310507e-06,3.529815330693964e-06,-1.617359885131009e-05
77.223,28.443,2.7415891963755712e-05,6.360499810398324e-06,1.2648487427213697e-05,1.7389013009960763e-05,0.0001060287831933,,2.341048821108416e-05,-1.843075006036088e-05,-1.0440914593345951e-05,-9.22706203709822e-06,2.694842441997025e-05,8.799335773801431e-06,1.2529560081020463e-05,-1.996090901457137e-07
77.233,28.443,0.0002393586182733,1.372028509649681e-05,1.2551024155982304e-05,-6.41963060843409e-06,4.076637924299576e-05,,1.4467237633652983e-05,-1.2420041457517073e-05,-2.3398401026497595e-05,-1.0987523637595586e-05,4.964226718584541e-06,1.1461891517683398e-05,5.431083263829351e-05,1.016860369418282e-05
77.244,28.443,3.880553049384616e-05,9.612689609639348e-06,1.223724575538654e-05,1.733566023176536e-05,7.376121629931731e-06,-4.144405465922318e-06,1.7222917449544184e-05,-7.916252798167989e-06,-2.3907870854600333e-05,-9.22706203709822e-06,2.21857453652774e-06,1.4034863852430137e-05,2.164995930797886e-05,5.551428330363706e-05
77.129,28.453,6.074851626181044e-05,2.1948560970486145e-05,2.1875795937376097e-05,9.71167810348561e-06,9.029247848957311e-06,-4.187274498690385e-06,2.57430765486788e-05,-7.701945833105128e-06,-1.4249941159505395e-05,-1.796052310965024e-05,2.477394082234241e-05,1.8352846382185817e-05,2.801654318318469e-06,1.4350656556416652e-06
77.14,28.453,3.7784229789394885e-05,-7.232065854623215e-06,1.4883631592965685e-05,-2.623508044052869e-05,1.284939207835123e-05,-4.187274498690385e-06,3.134813596261665e-05,-3.60028279828839e-05,-1.7351404721921426e-06,-1.796052310965024e-05,2.451558793836739e-05,9.997327651944944e-06,0.0001754977711243,-1.2132378287788017e-05
77.15,28.453,1.0866409866139293e-05,6.787424808862852e-06,1.4251319043978585e-05,-2.6310357498005036e-05,9.74161139311036e-06,2.4228613256127574e-05,2.4474788006045856e-05,9.700246664579026e-06,-3.566900340956636e-05,-5.632110060105333e-06,1.6853122360771522e-05,7.292198461072985e-06,2.0089690224267542e-05,7.646216545253992e-06
77.161,28.453,3.8053061871323735e-05,1.1053651178372093e-05,3.942948751500808e-06,5.5961983889574185e-05,2.6222217002214165e-06,-4.187274498690385e-06,2.2096011889516376e-05,-1.775993951014243e-05,-3.070278762606904e-05,-1.5132024600461593e-05,2.574321842985228e-05,1.4143279258860277e-05,-1.1836145858978853e-06,2.0702298115793383e-06
77.171,28.453,,-5.352346306608524e-06,1.487260033172788e-05,6.863952876301482e-05,5.363942545955069e-05,-4.187274498690385e-06,2.0864335965598e-05,-1.8824674043571576e-05,-1.5287601854652166e-05,-2.025108005909715e-05,2.580153704911936e-05,1.0550572369538712e-05,4.6577686589444056e-05,1.5517830433964264e-06
77.181,28.453,0.0001396246952936,5.546369720832445e-06,6.087998826842522e-06,1.39915500767529e-05,1.9503668227116577e-05,-4.187274498690385e-06,2.449936800985597e-05,-1.0380703315604478e-05,-2.419490010652225e-05,-1.2650674534597783e-06,2.2064503355068155e-05,1.0550572369538712e-05,3.818729965132661e-05,-2.643988636918948e-06
77.192,28.453,6.320596003206447e-05,-6.494356966868509e-06,8.763268851907924e-06,,2.269269316457212e-05,-2.591340034996392e-06,9.171357305604031e-06,-1.843075006036088e-05,3.3644005270616617e-06,-2.148569365090225e-06,2.9908384021837264e-05,1.1276129953330384e-05,-1.3573799151345156e-05,1.370389509247616e-05
77.202,28.453,4.656996679841541e-05,2.3518600755778607e-06,1.2551024155982304e-05,2.701170524233021e-05,1.3833675438945647e-05,-2.870992375392234e-06,3.922490577679128e-05,-1.2420041457517073e-05,-3.614666638895869e-05,-7.661465133423917e-06,2.557774496381171e-05,1.4321552043838892e-05,2.10227462957846e-05,-7.873688446125016e-06
77.213,28.453,9.93136109173065e-06,7.11903066985542e-06,1.965263072634116e-05,6.304638191068079e-06,4.235622782289283e-06,,2.057206074823625e-05,-5.680415142705897e-06,-2.4837698219926096e-05,-1.948773615367827e-06,2.294295518368017e-05,2.151081025658641e-05,3.017877679667436e-05,4.58779413747834e-06
77.223,28.453,6.485394351329887e-06,8.323633664986119e-06,1.4361019111674975e-06,6.9494376475631725e-06,1.3512413715943694e-05,1.4700247447763104e-05,2.4130556994350627e-05,-1.0615851351758463e-05,-1.533774411655031e-05,-5.421055902843364e-06,5.671129110851325e-05,1.2828004400944335e-06,-2.447740598654491e-06,-3.344836159158149e-06
77.233,28.453,7.683301373617724e-05,3.766665486182319e-06,-6.214484074007487e-06,-2.0138693798799068e-05,6.852768819953781e-06,-4.187274498690385e-06,1.7024358385242522e-05,-1.7492408005637117e-05,-7.02861143508926e-06,,1.4835010006208904e-05,1.2828004400944335e-06,5.121054982737405e-06,-3.877876679325709e-06
77.119,28.463,2.0583946024999022e-05,3.328619868625537e-06,5.906054866500199e-06,-2.764826604106929e-06,1.88199155672919e-05,6.096067409089301e-06,2.783466516120825e-05,-2.5876570362015627e-05,-1.2198781405459158e-05,-2.148569365090225e-06,4.814453859580681e-06,9.420669812243432e-06,3.0650742701254785e-05,1.4899484312991262e-06
77.129,28.463,8.915251783037093e-06,5.228406735113822e-06,2.635614691826049e-05,4.79831978736911e-05,1.549650369270239e-05,-4.369933037651208e-07,2.5094608645304103e-05,-4.210850875097094e-06,-9.44916610023938e-06,-2.290322481712792e-05,3.152946737827733e-05,4.97072551297606e-06,3.09002680296544e-05,-8.283006536657922e-06
77.14,28.463,2.8940761694684625e-05,8.167457053787075e-06,4.3570471461862326e-06,-2.571705772425048e-05,2.234142448287457e-05,6.096067409089301e-06,2.0127405150560666e-05,-1.0638642379490191e-05,-8.090700248430949e-06,-2.290322481712792e-05,1.3627551197714638e-05,9.090523462873534e-07,2.8663451303145848e-05,7.261306564032566e-06
77.15,28.463,2.73488385573728e-05,4.461165644897847e-06,6.977656539675081e-06,3.2488969736732543e-06,2.4206356101785783e-05,-1.431300006515812e-06,2.07473731279606e-05,-3.904226105078124e-06,3.281432873336598e-05,-8.462846381007694e-06,2.422805118840188e-05,9.090523462873534e-07,8.772561159275938e-06,-1.9230719772167504e-06
77.161,28.463,0.0001187875313917,2.645579343152349e-06,-1.059644432643836e-06,2.9485598133760504e-05,3.114964420092292e-05,-1.431300006515812e-06,1.871476160886232e-05,,-8.25394454295747e-06,-5.421055902843364e-06,2.099856828863267e-05,1.742254062264692e-05,1.810968751669861e-05,1.7619160644244403e-05
77.171,28.463,9.403138392372057e-06,2.22960916289594e-05,1.2551024155982304e-05,-4.889104820904322e-05,8.160176548699383e-06,-2.727557273374259e-07,3.1124734960030764e-05,-1.2420041457517073e-05,-2.3398401026497595e-05,-6.237703928491101e-06,1.0890551493503152e-05,1.8238042684970424e-05,3.21737134072464e-05,-5.236197466729209e-06
77.181,28.463,4.841577901970595e-05,-3.1097567898541456e-06,1.965263072634116e-05,4.4964024709770456e-05,9.790674084797502e-06,-3.3472081213403726e-06,3.134813596261665e-05,-2.6463952963240445e-05,-3.337588714202866e-05,-3.1865097298577894e-06,,7.441784418915631e-06,2.400428456894588e-05,2.490894758011564e-06
77.192,28.463,7.627708691870794e-05,-3.9411324337379483e-07,8.158160198945552e-06,5.422686444944702e-05,6.317421139101498e-06,1.080947981790814e-06,2.342450898140669e-05,-2.0627505364245732e-05,1.4405861747945892e-06,-3.1865097298577894e-06,1.6853122360771522e-05,1.0240529263683127e-05,8.348159099114127e-06,-7.057826678646961e-06
77.202,28.463,2.2976011678110808e-05,2.233091663583764e-06,-6.214484074007487e-06,-7.605762948514894e-05,1.5675674148951657e-05,-1.0325000403099692e-05,1.4734367141500115e-05,,1.834305976444739e-06,-2.307933300471632e-06,4.337633981776889e-06,9.256831617676651e-06,3.791195194935426e-05,8.152219379553571e-06
77.213,28.463,6.686665437882766e-05,4.3123359318997245e-06,1.4579086382582318e-05,-3.923008625861257e-05,1.155104018835118e-05,,2.449936800985597e-05,,-9.59136650635628e-06,-4.2061601561727e-05,1.2215159586048683e-05,9.997327651944944e-06,1.6423777196905576e-05,-1.6662461348460056e-06
77.223,28.463,2.156667505914811e-05,-7.895119779277593e-06,1.4135644050838891e-05,6.679930811515078e-05,-2.9883924526075134e-06,-1.0325000403099692e-05,1.6076251995400526e-05,-6.991976988501847e-06,-9.361329830426255e-06,-8.471753289995831e-07,7.859164725232404e-06,1.1854393960675225e-05,0.0001561866665724,5.88946022617165e-06
77.119,28.473,1.4766919775865972e-05,1.24228263302939e-05,7.020448265393497e-06,8.836990673444234e-06,1.0359213774790987e-05,-7.79126821726095e-06,2.020068495767191e-05,-1.1835224540845957e-05,-8.090700248430949e-06,-7.018774795142235e-06,2.1635283701471053e-05,1.3845857210981194e-05,1.4228403415472712e-05,1.2195746421639342e-05
77.129,28.473,6.16590041317977e-05,1.2624042028619442e-05,9.28639383346308e-06,-4.1362418414792046e-05,1.740563311614096e-05,-4.616491423803382e-06,1.724107460177038e-05,-1.6052290447987616e-05,-2.744155608525034e-05,,1.0302383998350706e-05,1.18921880130074e-05,2.60785200225655e-05,5.336409685696708e-06
77.14,28.473,0.000105440718471,1.0015700354415458e-05,2.3291026082006283e-05,4.838935274165124e-05,2.3216325644170865e-05,4.724961115698534e-07,2.1498219211935066e-05,-1.6690572010702454e-05,-4.429258751770249e-06,-8.471753289995831e-07,1.9648452507681213e-05,1.3568258509621955e-05,2.573460187704768e-05,5.733892066928092e-06
77.15,28.473,1.0463802027516069e-05,1.0987461607214756e-08,1.965263072634116e-05,3.495079363347031e-05,3.705741619342007e-06,4.724961115698534e-07,1.94788499356946e-05,-1.90700484381523e-05,1.1936373084608933e-05,-2.7632843284663977e-06,1.896024878078606e-05,9.775229045771994e-06,4.017785977339372e-05,-7.497770184272667e-06
77.161,28.473,7.748212374281138e-05,-1.1341657000230043e-06,2.301998392795213e-05,4.444782098289579e-05,1.8351807739236392e-05,4.724961115698534e-07,2.783466516120825e-05,-1.4611388905905189e-05,,-2.7632843284663977e-06,3.0513881938531995e-05,2.0855252387264045e-06,1.6048699762905017e-05,-1.642450001781981e-06
77.171,28.473,8.245111530413851e-05,5.54732650925871e-06,-6.214484074007487e-06,2.3306401999434456e-05,1.4807226762059145e-05,3.7748773138446263e-06,2.301245513081085e-05,-2.490158840373624e-05,-2.214751839346718e-05,-2.2629054001299664e-05,5.13752956976532e-06,2.0855252387264045e-06,1.680565401329659e-05,-9.496597499492054e-07
77.181,28.473,6.716543430229649e-05,1.862193494162057e-05,1.616076951904688e-05,1.2145136679464484e-05,8.983168299891986e-06,,2.07473731279606e-05,-1.602028169145342e-05,1.4414917131944094e-05,,1.4899442248861304e-05,2.328675509488676e-05,2.1681860289390897e-06,3.892027052643243e-06
77.192,28.473,3.348455356899649e-05,2.3423933726007817e-06,1.241844529431546e-05,1.9355582480784506e-05,1.7638336430536583e-05,5.523891104530776e-06,1.871476160886232e-05,,-1.5970272215781733e-05,-1.1100073606939986e-05,2.477394082234241e-05,2.0855252387264045e-06,4.639105463866144e-05,5.347613296180498e-06
77.202,28.473,4.299581269151531e-05,4.181128474556317e-07,1.8541713870945387e-05,1.5086368875927292e-05,7.376121629931731e-06,5.370965254769544e-07,1.1788115443778224e-05,,-2.3654494725633413e-05,-5.8831255955738015e-06,2.595346813905053e-05,2.1505677068489604e-05,2.2232839910429902e-05,-2.0404477254487574e-06
77.213,28.473,1.2548941413115244e-05,-8.499937393935397e-06,6.195853529789019e-06,5.816314296680503e-05,-3.4061162779153165e-08,6.543709787365515e-06,2.4955916160251945e-05,,-3.0094313842710108e-05,-2.934527174147661e-06,2.9075754355289973e-05,1.742254062264692e-05,1.7438876966480166e-05,1.8957636029881544e-06
77.223,28.473,0.000245620321948,8.53080564411357e-06,2.834809674823191e-05,-1.1721941518771928e-05,3.930420643882826e-05,,2.1190384359215383e-05,-2.273591780976858e-05,-2.347749068576377e-05,-9.090786988963371e-06,1.616940789972432e-05,1.8352846382185817e-05,2.6444438844919205e-05,1.4350377568916883e-05
77.233,28.473,2.4850838599377312e-05,7.747747076791711e-06,2.949456029455177e-05,6.261026555876015e-06,2.624553781060968e-05,3.4474237509130035e-06,2.0864335965598e-05,-2.5446141080465168e-05,-2.27907148655504e-05,-3.344286369610927e-06,1.5118836017791182e-05,1.5854528101044707e-05,2.2654063286609016e-05,3.340759349157452e-07
77.119,28.482,3.5926492273574695e-05,1.3003442290937528e-05,2.180514275096357e-05,-1.0675301382434554e-05,2.476220834068954e-05,-3.15339889311872e-06,4.16882430727128e-05,-1.935399996000342e-05,-2.3398401026497595e-05,-1.4349807315738872e-05,5.694551873602904e-06,4.104332674614852e-06,1.8732971511781216e-05,4.37628295912873e-06
77.129,28.482,8.249207894550636e-05,5.652445452142274e-06,1.4361019111674975e-06,-6.677691089862492e-06,1.489165242674062e-05,-3.15339889311872e-06,1.5226507457555272e-05,-1.4611388905905189e-05,-1.0440914593345951e-05,-7.772054232191294e-06,5.840344965690747e-05,7.3384740062465426e-06,2.2946072931517847e-05,3.80528399546165e-06
77.14,28.482,6.848451448604465e-05,2.1710162400268015e-05,-6.214484074007487e-06,8.38905107229948e-05,2.272372330480721e-05,4.942015721098869e-07,2.0595629393938e-05,-6.219192528078565e-06,-1.754663753672503e-05,-1.8894879758590832e-05,5.754063295171363e-06,-2.179363491450204e-06,7.841605111025274e-06,-7.873688446125016e-06
77.15,28.482,7.628820458194241e-05,5.54732650925871e-06,1.616076951904688e-05,-3.76749194401782e-05,1.2648155461647548e-05,-7.69893540564226e-06,1.996109313040506e-05,,1.4405861747945892e-06,-8.596261068305466e-06,1.6079826309578493e-05,1.4066949916013982e-05,2.905104793171631e-06,3.31146429743967e-06
77.161,28.482,3.904036566382274e-05,1.461420742998598e-05,1.4135644050838891e-05,-2.0138693798799068e-05,2.815501102304552e-05,,1.5489627912756987e-05,-6.991976988501847e-06,-2.1140362150617875e-05,,2.1124638806213625e-05,8.473604793834966e-06,4.862014247919433e-05,1.8057918396152672e-06
77.171,28.482,0.0001517551281722,1.6468675312353298e-05,7.46286241337657e-06,-9.295182280766312e-06,4.235622782289283e-06,7.168777756305644e-06,2.1498219211935066e-05,,-2.5161143639707007e-05,-5.871101166121662e-06,1.0302383998350706e-05,1.3845857210981194e-05,6.298771040746942e-05,5.035410595155554e-06
77.181,28.482,7.953516615089029e-05,4.9916502575797495e-06,2.635614691826049e-05,1.733566023176536e-05,2.926565139205195e-05,-1.609264131730015e-06,2.5094608645304103e-05,,,-9.090786988963371e-06,6.296172068687156e-05,-2.179363491450204e-06,-1.3040005342190852e-06,2.8636216029553907e-06
77.192,28.482,2.457508571751532e-06,4.3812196963699535e-06,7.135001396818552e-06,7.550274312961847e-05,1.838171010604128e-05,6.8696235757670365e-06,1.616960798855871e-05,,-2.520189991628285e-05,-5.540942311199615e-06,2.4559070880059156e-05,7.2058141995512415e-06,2.161445081583224e-05,
77.202,28.482,3.2915348128881305e-05,8.53080564411357e-06,3.4803833841579035e-06,8.026194700505584e-05,2.6591456844471395e-05,7.928318154881708e-06,2.742423021118157e-05,,-1.4776030184293631e-05,-9.26322172745131e-06,-6.275417945289519e-06,5.2461041377682704e-06,2.1052968804724514e-05,-2.886544507418876e-06
77.213,28.482,0.0002877578954212,1.5898732499408652e-06,2.0337010937510055e-05,1.4128330803941935e-05,1.0435484000481663e-05,-1.609264131730015e-06,2.57430765486788e-05,-2.296770435350481e-05,-7.894988840462247e-08,-5.05646166857332e-05,-6.275417945289519e-06,2.328675509488676e-05,2.4505192413926125e-05,6.446156021411298e-06
77.223,28.482,8.38103296700865e-05,1.4349591765494552e-05,1.904428813759296e-06,-8.555856766179204e-05,1.327418885921361e-05,1.014392364595551e-05,2.220761052740272e-05,-1.2039281500619836e-05,-1.817466909415089e-05,,1.4899442248861304e-05,9.112685575018986e-07,2.5431600079173226e-05,-4.198921033093939e-06
77.233,28.482,1.2064905604347588e-05,4.096448265045183e-06,1.8061471564578824e-05,-1.0243697033729404e-05,4.655168140743626e-06,1.014392364595551e-05,4.962219827575609e-05,,-1.571677603351418e-05,-1.0957298854918918e-06,2.099856828863267e-05,1.8654382074601017e-06,-3.310571514703043e-07,3.888431365339784e-06
77.244,28.482,9.626492828829214e-05,1.3178548215364572e-05,2.227307777502574e-05,1.1965461453655736e-05,-1.1111318372059031e-06,,2.2096011889516376e-05,-1.179304854304064e-05,2.5836905479081903e-05,-1.5169776816037484e-05,8.252278348663822e-06,2.1505677068489604e-05,3.1654260965297e-05,5.0642947826418094e-06
