longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.223,28.747,1.9240278561483137e-05,,5.206140940572368e-07,1.705270005913917e-05,6.048666364222299e-06,-2.074028816423379e-05,-1.180532194666739e-06,9.729435987537728e-06,-1.0695302989915945e-05,,5.943104952166323e-06
77.233,28.747,1.1822445230791344e-05,-1.8051134247798476e-05,1.719561987556517e-05,1.4109420590102673e-05,-1.8380417259322712e-06,-2.175267400161829e-05,-1.740353400236927e-05,-1.9857081952068256e-06,1.832248381106183e-05,,6.925335583218839e-06
77.244,28.747,1.5307827197830193e-05,-1.0105424735229462e-05,3.036150701518636e-06,1.977577267098241e-05,-1.9463719581835903e-05,-1.759793667588383e-05,8.570634690840961e-07,7.967968849698082e-05,2.094727460644208e-05,,-2.238270326415659e-06
77.254,28.747,1.6167083231266588e-05,-6.264129751798464e-06,6.534061412821757e-06,1.977577267098241e-05,3.2319996989826905e-06,,-2.922457497334108e-05,4.105416155653074e-05,-4.6700188249815255e-06,,1.2275384506210685e-05
76.953,28.756,2.6465932023711503e-05,,3.4065215004375204e-06,6.4456926338607445e-06,-1.960888312169118e-06,-1.3772443708148783e-05,,6.418943939934252e-06,-2.8314591418165942e-06,,1.5674810128984973e-05
76.963,28.756,5.3131381719140336e-05,-7.095765340636717e-06,2.8031046895193867e-05,4.974714101990685e-05,3.569679620341049e-06,-2.157082781195641e-05,2.048570195256616e-06,2.0708792362711392e-05,-7.099979484337382e-06,,9.18820205697557e-06
76.974,28.756,3.834749077213928e-05,-7.095765340636717e-06,2.1921691768511664e-06,3.573773574316874e-05,2.4288827262353152e-05,-2.2957961846259423e-05,-8.119179256027564e-06,0.0004524666292127,-6.266354830586352e-06,,2.56859802902909e-05
76.984,28.756,6.687304903607583e-06,-7.095765340636717e-06,3.903515789716039e-06,8.458175216219388e-06,5.621662694466068e-06,-1.3983968528918922e-05,-1.2569485079438891e-05,-2.6595971576171e-05,-6.266354830586352e-06,,7.5638085945684e-06
76.994,28.756,8.902708941604942e-06,,-9.634653679313487e-07,1.3416751244221814e-05,-1.161269665317377e-06,2.450285137456376e-06,-4.539809015113861e-05,0.0002424581907689,3.0089238407526864e-06,,9.533117918181231e-06
77.005,28.756,7.244604785228148e-05,,5.1913575589424e-06,2.729092739173211e-05,-2.73202260814287e-07,-6.936775207577739e-06,5.370421604311559e-06,-2.3896356651675887e-05,-4.0993372749653645e-06,,1.597322443558369e-05
77.015,28.756,3.358024287081207e-06,-6.583304639207199e-06,1.0882505193876568e-05,4.6910376113373786e-05,7.305192866624566e-06,-1.5444462405866943e-05,1.4669562006019987e-05,0.0001696828549029,1.3528706404031254e-05,,5.1142551455996e-06
77.026,28.756,-1.2421475048540742e-06,-1.2844599041272886e-05,7.429465313180117e-06,1.6208306988119148e-05,6.587474672414828e-06,-1.928458732436411e-05,-3.674076651805081e-06,,9.519244486000387e-06,,3.0103401513770223e-06
77.036,28.756,4.236601307638921e-05,-1.875764974101912e-05,1.5451711078640074e-05,1.7595368717593374e-06,-1.436842580915254e-06,9.89334785117535e-06,-4.561697642202489e-05,3.244115941924974e-05,1.4638725588156376e-05,,6.921046406205278e-06
77.046,28.756,1.7769163605407812e-05,-1.584324854775332e-05,4.450553387869149e-05,1.7073796698241495e-05,3.7525031075347215e-05,,9.39334222493926e-06,3.968359305872582e-05,-1.6479722262374707e-06,,3.902369280694984e-05
77.057,28.756,5.221621449891245e-06,-1.584324854775332e-05,7.97069242253201e-06,2.6779283871292137e-05,9.741023859533016e-06,,-8.267213615908986e-07,1.9063563740928657e-05,-6.876811767142499e-06,,8.054758836806286e-06
77.067,28.756,2.985805622301996e-05,-1.0513833331060596e-05,-7.459777407348156e-06,2.6779283871292137e-05,9.010188659885898e-05,-2.3517563022323884e-05,,4.488646482059266e-06,,,1.2647836229007224e-05
77.078,28.756,2.4537195031371084e-07,-1.0513833331060596e-05,5.404791863838909e-06,4.275956962374039e-05,4.324366454966366e-05,4.503383479459444e-07,-4.083828173406801e-07,-1.627301207918208e-05,-1.0600118912407195e-05,,0.000112182155135
77.088,28.756,5.317142131389119e-05,,1.2202105608594138e-05,5.121082722325809e-05,4.3258301047899295e-06,-2.1275356630212627e-05,9.28390591070638e-07,2.0767418391187675e-05,-1.0600118912407195e-05,,3.21720217471011e-05
77.098,28.756,8.545135642634705e-05,-1.789315683708992e-05,-7.186871542330664e-09,6.714490154990926e-06,3.752572229132056e-05,-1.9769293430726972e-05,-4.659471414925065e-06,2.2242207705858164e-05,-1.3644859109263052e-06,,7.230782102851663e-06
77.109,28.756,2.7612708436208777e-05,,-2.6941568194160936e-06,4.129128865315579e-05,-7.4580329965101555e-06,-1.5990919564501382e-05,,,-6.4310252128052525e-06,,4.459411866264418e-05
77.119,28.756,7.470200216630474e-05,-3.0089440770098008e-05,1.2732957657135556e-05,9.063337529369164e-06,3.9139990803960245e-06,-1.7553233192302287e-05,4.946568424202269e-06,1.4665573871752711e-05,-4.105974312551552e-06,,4.732937668450177e-06
77.129,28.756,4.507420271693263e-06,1.357698238280136e-06,8.863727089192253e-06,2.423858859401662e-05,2.1745065168943256e-05,-2.5301127607235685e-05,-2.0967192995158257e-06,1.712218545435462e-05,-4.105974312551552e-06,,2.851317731256131e-05
77.14,28.756,5.191465970710851e-05,1.357698238280136e-06,-1.933353132699267e-06,4.861118941335008e-05,9.923770448949654e-06,-2.8369706797093386e-06,-1.6634994608466513e-05,3.2226402254309505e-05,-7.036863280518446e-06,,0.0001015723464661
77.15,28.756,5.532327486434952e-05,,5.366054210753646e-06,2.307569229742512e-05,6.249864236451685e-05,-2.074028816423379e-05,-4.008634732599603e-06,0.0002009663730859,-7.036863280518446e-06,,2.999888420163188e-05
77.161,28.756,7.96866079326719e-05,-1.7562651919433847e-05,-4.826047643291531e-06,4.2777952330652624e-05,4.899210125586251e-06,-1.7357255273964256e-05,-3.409379132790491e-06,0.0001410566910635,-2.2181225176609587e-06,,-1.155464019575447e-06
77.171,28.756,6.980802027101163e-06,,1.9938395780627616e-05,4.115307820029557e-05,3.928622845705831e-06,,3.7748852719232673e-06,0.0001662920694798,-7.036863280518446e-06,,9.017971024150027e-05
77.181,28.756,3.352647581778001e-06,-1.1528369213920088e-05,7.407287739624735e-06,3.876899791066535e-05,6.639654657192295e-06,-1.513275765319122e-05,,1.947625969478395e-05,-7.036863280518446e-06,,8.35852824820904e-06
77.192,28.756,4.284376700525172e-05,-3.477130348983337e-06,1.072095074050594e-05,2.30548012041254e-05,3.901302534359274e-06,-1.7390182620147243e-05,,3.132518395432271e-05,-7.036863280518446e-06,,5.837952812726144e-06
77.202,28.756,5.351418440113776e-05,,9.817357749852818e-06,4.001647175755352e-05,2.4288170607178472e-05,,-7.402773462672485e-06,,,,2.5846245534921763e-06
77.213,28.756,0.0002868096344172,-1.814997995097656e-05,2.08907022170024e-05,-5.406132913776673e-06,5.968427558400435e-06,,-1.915209963954112e-07,6.803235010011122e-06,-7.036863280518446e-06,,5.746244278270751e-05
77.223,28.756,7.23643915989669e-06,-2.904015673266258e-05,4.714934402727522e-05,4.001647175755352e-05,1.0898994332819711e-05,-2.647069595695939e-05,-7.743336936982814e-06,1.0117426427314058e-05,-4.015028935100418e-06,,6.745984865119681e-05
77.233,28.756,2.434843554510735e-05,-3.3291994441242423e-06,1.0903393558692189e-05,5.258847977529513e-06,5.111063001095317e-05,6.564845079992665e-06,-2.675316500244662e-05,1.0709928574215157e-05,-7.036863280518446e-06,,
77.244,28.756,5.415690247900784e-05,-4.356195859145373e-06,1.1302556231385095e-05,3.897368515026756e-05,2.2815347620053217e-05,-1.6491929272888228e-05,-2.237878334199195e-06,1.7506914446130395e-05,2.1050400391686708e-05,,6.090926035540178e-06
76.963,28.766,1.967762045751442e-06,-1.3871595911041368e-05,3.14827684633201e-06,1.3406252037384547e-05,-5.800448434456484e-06,-1.4298208952823188e-05,5.5596242418687325e-06,0.0002238895685877,-5.568142569245538e-06,,5.677468834619504e-06
76.974,28.766,1.5442268704646267e-05,-6.264129751798464e-06,9.896869414660614e-06,3.61873499059584e-05,,-1.7357255273964256e-05,-2.735087946348358e-05,6.750497414031997e-05,-5.568142569245538e-06,,2.2175252524903044e-05
76.984,28.766,7.052756700431928e-05,,8.50324795464985e-06,9.672238775237927e-06,4.713519047072623e-06,-1.535708906885702e-05,-1.915195753099397e-06,6.547843804582953e-05,-6.098263838794082e-06,,4.8851637984626e-05
76.994,28.766,2.4645012672408484e-05,-3.0715189495822415e-05,-3.021872089448152e-06,4.974714101990685e-05,1.5585757182634552e-06,,4.57396890851669e-06,1.6164487533387728e-05,,,1.3967525092084545e-06
77.005,28.766,1.937302613441716e-06,-6.452518846344901e-06,6.34810430710786e-06,6.228689017007127e-05,,-6.375112207024358e-06,-1.195024924527388e-05,3.808634210145101e-05,-3.863213805743726e-06,,1.547926149214618e-05
77.015,28.766,8.810099097900093e-05,-1.2471546142478472e-05,2.225477373940521e-06,6.228689017007127e-05,8.512827662343625e-06,,-7.615904905833304e-06,6.418943939934252e-06,-1.990899818338221e-06,,-2.2403733055398334e-06
77.026,28.766,2.373714596615173e-05,-1.9834293198073283e-05,1.0679138540581334e-05,4.925558823742904e-05,-1.223771323566325e-05,-2.1275356630212627e-05,-1.009810830510105e-06,1.675719795457553e-05,-2.339056891287328e-06,,5.904614590690471e-05
77.036,28.766,5.221621449891245e-06,-1.1528369213920088e-05,3.091721282544313e-06,2.729092739173211e-05,1.3904311344958842e-05,-2.5301127607235685e-05,3.689631057568477e-06,,-5.796568984806072e-06,,8.620872904430144e-06
77.046,28.766,-2.2445010472438295e-05,-6.452518846344901e-06,6.876109182485379e-06,1.7094043869292364e-05,4.62834068457596e-05,-2.5301127607235685e-05,3.5229950299253687e-06,0.0001696828549029,-1.0576534805295523e-05,,4.223312316753436e-06
77.057,28.766,1.7726761143421754e-05,-1.5302276779038948e-06,3.1903793569654226e-05,1.6208306988119148e-05,3.906186975655146e-05,-1.759793667588383e-05,-1.7941573560165125e-06,3.089878737227991e-05,-7.30981719243573e-06,,8.859151421347633e-06
77.067,28.766,4.852708116231952e-06,-2.822311580530368e-05,2.242293703602627e-05,1.7073796698241495e-05,4.4013822844135575e-06,-2.074028816423379e-05,-7.013777121755993e-06,,-1.0576534805295523e-05,,3.8762198528274894e-05
77.078,28.766,1.302964665228501e-05,-7.756480954412837e-06,1.3291960385686252e-05,2.6779283871292137e-05,3.752572229132056e-05,-1.654458901612088e-05,3.131035327896825e-06,3.968359305872582e-05,-7.30981719243573e-06,,1.733351018629037e-05
77.088,28.766,1.760557461238932e-05,-7.756480954412837e-06,1.9316103134769943e-05,2.6779283871292137e-05,9.385807061335072e-06,,-1.689143914518354e-06,1.360464193567168e-05,-4.108003849978559e-06,,1.2835756024287548e-05
77.098,28.766,0.0001119539156206,-2.5454070055275224e-05,2.181521813326981e-05,4.275956962374039e-05,1.8765255163089023e-06,,4.000797162007075e-06,0.0002686039952095,-2.8314591418165942e-06,,8.090704795904458e-06
77.109,28.766,5.970268830424175e-06,-3.3291994441242423e-06,9.813514225243123e-06,8.83319262356963e-06,4.454454938240815e-06,-5.479125775309512e-06,1.1247590009588748e-05,-8.59814554132754e-06,,,1.2824288205592891e-05
77.119,28.766,3.520429800119018e-06,-2.1296511476975866e-05,1.9640046957647428e-05,5.121082722325809e-05,3.076296707149595e-06,,-4.008634732599603e-06,-2.6595971576171e-05,-1.6479722262374707e-06,,1.011210315482458e-05
77.129,28.766,1.3707580365007743e-05,-1.2334600796748418e-05,1.904854070744477e-05,1.891378815344069e-05,3.099165041930973e-06,-1.0632909834384918e-05,,2.111727008013986e-05,-5.247979061095975e-06,,6.103375926613808e-05
77.14,28.766,9.728362056193872e-05,-1.2334600796748418e-05,2.078177021758165e-05,5.042712018621387e-06,2.6939162580674747e-06,-2.175267400161829e-05,-5.113268798595527e-06,0.0001513004972366,-4.0993372749653645e-06,,1.164531659014756e-05
77.15,28.766,9.67696450970834e-06,-2.904015673266258e-05,6.557253072969616e-06,4.129128865315579e-05,-5.817384476358711e-07,-2.586011032690294e-05,6.686352662654826e-06,-1.1066476872656494e-05,-5.247979061095975e-06,,6.795055014663376e-06
77.161,28.766,1.1314533367112745e-05,,2.805402982630767e-05,2.423858859401662e-05,-3.568744796211831e-05,,4.332838216214441e-06,3.269856097176671e-05,1.4169581845635548e-05,,9.7295242085238e-06
77.171,28.766,9.88751617114758e-06,-1.584324854775332e-05,9.244075954484288e-06,4.861118941335008e-05,5.561212310567498e-05,,-7.402773462672485e-06,1.4665573871752711e-05,-8.189520485757384e-06,,1.6873033018782735e-05
77.181,28.766,2.096727075695526e-05,-1.584324854775332e-05,4.283284852135694e-06,2.307569229742512e-05,,-3.7037129914097022e-06,-2.675316500244662e-05,0.0002243925991933,-1.3644859109263052e-06,,6.06709318162757e-06
77.192,28.766,1.934796273417305e-05,-1.875764974101912e-05,1.875267298601102e-05,4.2777952330652624e-05,1.2017540939268656e-05,-1.878617695183493e-05,-7.743336936982814e-06,0.0002466055448167,-7.034172995190602e-06,,1.3075572496745735e-05
77.202,28.766,8.844147487252485e-06,-2.01661550818244e-05,4.50750048912596e-05,3.876899791066535e-05,3.163188750932022e-07,,-2.237878334199195e-06,2.1986994397593666e-05,-6.266354830586352e-06,,3.190923598594964e-05
77.213,28.766,4.380904647405259e-05,-6.194174147822196e-06,2.330254210392013e-05,2.30548012041254e-05,1.2632302059500944e-05,-2.3754084395477548e-05,6.546491022163536e-06,0.0002954682859126,-7.026997536740964e-06,,1.0093602213601116e-05
77.223,28.766,6.235964974621311e-05,,1.7366493921144865e-05,4.001647175755352e-05,2.4718486812957966e-08,-1.2948723451700062e-05,-3.923144049622351e-06,1.947625969478395e-05,,,2.0812126422242727e-06
76.953,28.776,1.765561319189146e-05,-1.4766014828637708e-05,-2.4332699467777275e-05,9.672238775237927e-06,,-9.55668747337768e-06,2.033389819189324e-06,0.000160904819495,1.7538828615215607e-05,,-9.183237125398591e-06
76.963,28.776,8.452649126411416e-06,-1.4766014828637708e-05,2.105215389747173e-05,1.6923822840908542e-05,7.0424694058601744e-06,-2.5301127607235685e-05,4.57396890851669e-06,1.497544963058317e-05,-3.6891242416459136e-06,,2.9572925996035337e-05
76.974,28.776,4.9264905101154e-05,-9.875889190880116e-06,1.5310813978430815e-05,1.7595368717593374e-06,7.305192866624566e-06,-6.375112207024358e-06,2.43938870880811e-06,1.4382901099452283e-05,-3.122602038274636e-06,,4.69115093437722e-06
76.984,28.776,8.226164027291816e-06,-9.875889190880116e-06,1.074639476428274e-05,6.236329500097781e-05,-2.345263737879577e-06,,1.949740635609487e-06,2.328528353245929e-05,5.794559456262505e-06,,-3.07509094454872e-06
76.994,28.776,1.4606917829951271e-05,-3.3291994441242423e-06,-3.5416037462709937e-06,3.61873499059584e-05,8.512827662343625e-06,-1.906556462927256e-05,-3.07192858599592e-05,0.0004000249900855,-2.9065181479381863e-06,,1.0276825378241485e-05
77.005,28.776,2.0956300431862477e-05,,9.741886060510296e-06,3.61873499059584e-05,3.7525031075347215e-05,-6.119655154179782e-06,1.509548837930197e-06,,1.8523449398344383e-05,,6.787621714465786e-06
77.015,28.776,1.974767292267643e-05,,2.7493251764099117e-05,1.7758717149263248e-05,8.964813787315506e-06,-1.654458901612088e-05,-5.011271423427388e-05,6.547843804582953e-05,-1.3916384887124876e-05,,1.4764812476641964e-05
77.026,28.776,3.93447553506121e-05,-6.842618859081995e-06,1.4472360817308072e-05,3.573773574316874e-05,2.9165044907131232e-05,-1.677969703450799e-05,-9.091671927308198e-06,0.0004524666292127,-1.3916384887124876e-05,,2.920399538197671e-06
77.036,28.776,6.216087786015123e-05,-6.842618859081995e-06,7.548293979198206e-06,6.228689017007127e-05,-9.841743121796752e-06,-1.5035076103231404e-05,9.28390591070638e-07,1.517044165666448e-05,4.509049631451489e-06,,3.303626272099791e-06
77.046,28.776,7.164344424381852e-06,-6.57127020531334e-06,1.5496361811528914e-05,4.006407834822312e-05,-7.4580329965101555e-06,-2.586011032690294e-05,,1.1307593922538215e-05,,,0.0003878757415805
77.057,28.776,1.302964665228501e-05,-6.842618859081995e-06,2.6852534574572928e-05,2.729092739173211e-05,7.704869858571328e-06,-1.955637344508432e-05,,0.0003688918950501,-8.58716794027714e-06,,1.1822178294096377e-06
77.067,28.776,3.947080767829903e-05,-6.842618859081995e-06,3.411858779145405e-05,8.40569737192709e-06,1.5107141734915784e-05,-5.479125775309512e-06,-2.157493327104021e-05,-1.3904811567044815e-05,,,9.569958820065947e-06
77.078,28.776,1.9759345377678983e-05,-2.741885509749409e-06,4.365665063232882e-06,8.83319262356963e-06,-4.666063375680096e-07,-2.1866939277970232e-05,-2.931549261120381e-06,3.997133899247274e-05,-1.961530415428569e-06,,1.5886866094660945e-05
77.088,28.776,7.470200216630474e-05,-8.727746717340779e-06,1.5550118405371904e-05,6.924026820342988e-06,4.454454938240815e-06,-1.2948723451700062e-05,-3.549854591256008e-05,3.5546043363865465e-05,9.268453140975907e-06,,1.1176850421179552e-05
77.098,28.776,0.0002882032713387,-8.727746717340779e-06,1.3500919521902688e-05,,4.515434739005286e-06,-2.676924850675277e-05,-1.5969317246344872e-05,5.757661710958928e-05,1.3528706404031254e-05,,2.414292566754739e-06
77.109,28.776,4.297093255445361e-06,-1.2379914551274853e-05,2.9583522973553045e-06,2.6779283871292137e-05,-1.2405125744407997e-06,-2.073654468404129e-05,-1.740353400236927e-05,,-6.925821708136937e-06,,-3.073523430430214e-06
77.119,28.776,3.0453327781287957e-05,-6.760435098840389e-06,2.8976075554965064e-05,2.6779283871292137e-05,6.48861714580562e-06,5.706621777790133e-06,2.4365622266486757e-06,2.340869514227961e-06,-1.1435748092480935e-05,,1.309341132582631e-05
77.129,28.776,2.501356175343972e-05,-2.0655130356317383e-05,5.282115307636559e-05,4.275956962374039e-05,,-1.744171811424167e-07,1.0383308790551382e-06,1.9926745153497905e-05,1.60577201313572e-05,,2.459695679135621e-05
77.14,28.776,1.7008800568873994e-05,-1.9994024114566852e-05,6.63235732645262e-06,3.252940587117337e-05,8.978644473245367e-06,-1.880917443486396e-05,-3.8001224311301485e-05,1.797688855731394e-05,-2.9187920063122874e-06,,4.697739495895803e-05
77.15,28.776,3.678997018141672e-05,,8.820869879855309e-06,5.121082722325809e-05,-1.8380417259322712e-06,-8.823488315101713e-06,-1.950530531757977e-06,-1.2201096978969872e-05,,,1.6136978956637904e-05
77.161,28.776,4.284376700525172e-05,,3.0079983844188973e-05,4.129128865315579e-05,2.4288170607178472e-05,-2.0998735635657795e-05,,,,,2.760171184945648e-07
77.171,28.776,7.197885861387476e-05,-1.94935219042236e-05,-8.400870115110592e-07,4.129128865315579e-05,-7.086150617396925e-06,-2.070538903353736e-05,3.6344549698696937e-06,0.0001513004972366,,,4.765635821968317e-06
77.181,28.776,9.840897109825164e-05,-2.8119357011746612e-05,2.480588955222629e-05,4.129128865315579e-05,6.059463885321748e-06,-2.317256803507917e-05,6.546491022163536e-06,-8.59814554132754e-06,,,4.195206565782428e-05
77.192,28.776,1.5183680261543486e-05,-6.842618859081995e-06,2.173180604359004e-07,4.861118941335008e-05,3.654251941043185e-06,-2.317256803507917e-05,,,,,5.377012257667957e-07
77.202,28.776,4.236129825585522e-05,-3.1593172025168315e-05,-1.921028524520807e-05,4.861118941335008e-05,4.609442476066761e-05,1.0968131391564384e-05,1.01776213341509e-05,1.4354660379467532e-05,-4.108003849978559e-06,,0.0004067503032274
77.213,28.776,1.1747738426493017e-05,-7.204842404462397e-06,2.490062252036296e-05,5.09920937474817e-06,8.723089194973e-06,-1.7300533727393486e-05,,8.185158549167681e-06,-6.405190106306691e-06,,1.3375129128689878e-05
77.223,28.776,7.33669294277206e-05,,-1.0820586737736448e-07,4.2777952330652624e-05,1.4701757891089071e-06,-1.5348587112384848e-05,,9.40656682359986e-05,-5.568142569245538e-06,,2.658065022842493e-05
76.953,28.786,1.2312925719015766e-05,,-4.168314717389876e-06,3.9928898331709206e-05,7.062836630211677e-06,-2.0998735635657795e-05,1.949740635609487e-06,6.08832579018781e-06,2.0990728444303386e-06,,3.461455344222486e-05
76.963,28.786,2.4645012672408484e-05,,2.356020377192181e-05,3.998277315986343e-05,3.522671022437862e-06,-2.0998735635657795e-05,3.3720123155944748e-06,0.0001844286452978,1.596552465343848e-05,,1.2846523532061838e-05
76.974,28.786,4.498686030274257e-05,-2.080602280329913e-05,4.363505013316171e-06,3.998277315986343e-05,5.21474476045114e-06,-1.6491929272888228e-05,9.39334222493926e-06,7.922536315163597e-05,,,3.537136217346415e-05
76.984,28.786,1.8032600564765744e-05,-2.080602280329913e-05,-1.8270864075020652e-06,1.7758717149263248e-05,9.420748938282486e-06,-2.647069595695939e-05,-4.659471414925065e-06,0.000160904819495,2.062683597614523e-05,,4.014478690805845e-06
76.994,28.786,1.8007716789725237e-05,-9.071405656868592e-06,1.7641626982367598e-05,1.6923822840908542e-05,9.741023859533016e-06,-1.955637344508432e-05,-1.466380012971058e-06,1.280075048271101e-05,,,4.774597073264886e-06
77.005,28.786,5.613167559204157e-06,-6.603030669793952e-06,1.1368986633897292e-05,6.714490154990926e-06,3.5414086596574634e-05,-1.4113845281826798e-05,-1.6634994608466513e-05,4.430697299540043e-05,1.7538828615215607e-05,,2.9762382837361656e-05
77.015,28.786,1.170883570011938e-05,-6.603030669793952e-06,1.0610096978780348e-05,6.236329500097781e-05,-7.4580329965101555e-06,-2.676924850675277e-05,-1.2725733540719377e-05,-1.5548415831290185e-05,-3.516046263030148e-06,,7.82123242970556e-06
77.026,28.786,3.386506432434544e-05,-2.0655130356317383e-05,2.083464096358512e-05,3.61873499059584e-05,7.62510098866187e-05,-5.479125775309512e-06,1.80884046585561e-06,2.328528353245929e-05,,,1.9737939510378052e-05
77.036,28.786,3.257584467064589e-05,-6.603030669793952e-06,-2.463637792970985e-05,3.61873499059584e-05,6.558462246175623e-06,-1.413487325407914e-06,8.41772180137923e-06,1.8260467186337337e-05,6.339836545521393e-06,,1.2359937500150409e-05
77.046,28.786,1.1110302693850826e-05,-8.421221536991652e-06,1.6649311191940797e-06,8.83319262356963e-06,7.49634045860148e-06,-2.073654468404129e-05,,,,,1.03072034107754e-05
77.057,28.786,5.162934485269943e-06,-8.421221536991652e-06,1.1882392527695629e-06,6.924026820342988e-06,3.9139990803960245e-06,-1.7300533727393486e-05,,0.0001624910510145,1.8523449398344383e-05,,7.739731699984986e-06
77.067,28.786,2.1463474695337936e-05,-3.2256262784358114e-05,1.0656064659997355e-05,6.228689017007127e-05,2.1745065168943256e-05,-1.880917443486396e-05,,1.8872149667004123e-05,-4.612269094650401e-06,,2.016530925175175e-05
77.078,28.786,7.069117418723181e-05,-3.2256262784358114e-05,3.868327894451795e-06,4.925558823742904e-05,-1.2405125744407997e-06,-1.795164826035034e-05,-2.922457497334108e-05,6.536870205309242e-05,4.907180027657887e-06,,4.085507680429146e-05
77.088,28.786,5.385969052440487e-05,-2.8119357011746612e-05,1.491192051616963e-05,2.729092739173211e-05,-4.610542418959085e-06,-1.889022678369656e-05,-4.694330073107267e-06,4.4524796976475045e-05,2.023453271249309e-05,,9.306489118898751e-06
77.098,28.786,2.9798069590469826e-05,,7.505474513891386e-06,4.6910376113373786e-05,3.860065044136718e-05,-1.277046339964727e-05,-2.6473621801414997e-06,,,,3.025181058546877e-06
77.109,28.786,1.8578008166514337e-05,-1.0315337021893356e-05,4.641259874915704e-05,1.6208306988119148e-05,,-1.1918142263311893e-05,2.3888096620794386e-06,1.5341258404077962e-05,-4.923685082758311e-06,,6.028642474120716e-06
77.119,28.786,1.534082184662111e-05,-1.0315337021893356e-05,7.361238658631919e-06,1.7073796698241495e-05,-1.9463719581835903e-05,-1.853271714935545e-05,-2.237878334199195e-06,-2.223105866505648e-06,-4.923685082758311e-06,,2.609566581668332e-05
77.129,28.786,9.638780284149108e-06,-1.0315337021893356e-05,-6.686645519948797e-06,2.6779283871292137e-05,0.0001509980502305,-1.2303475159569643e-05,5.802038231195184e-06,3.5546043363865465e-05,-5.417035936261527e-06,,1.1313870345475152e-05
77.14,28.786,3.7437159789988073e-06,-2.3833887098589912e-05,-1.3683399629371706e-05,5.258847977529513e-06,3.023533508894616e-06,-1.8800155885401185e-05,2.2865151549922302e-06,3.251881207688712e-05,1.3528706404031254e-05,,8.706597327545751e-06
77.15,28.786,2.3697778033238137e-06,-1.4766014828637708e-05,8.291647645819467e-06,2.6779283871292137e-05,7.56532699597301e-07,-2.2319658455671743e-05,5.119371962791774e-06,1.1596154763537925e-05,-1.37458791868994e-05,,8.193285793822724e-06
77.161,28.786,1.80212919076439e-05,-3.087284494540654e-05,1.0404120985185727e-05,7.6185701800568495e-06,1.5831956261536106e-05,-2.2319658455671743e-05,,1.2195951967441944e-05,-7.121408089005854e-06,,2.80676904367283e-05
77.171,28.786,1.2341004548943602e-05,-1.0315337021893356e-05,1.4960066437197383e-05,3.252940587117337e-05,-1.475190600785936e-07,-1.5348587112384848e-05,-1.983304719033185e-05,1.2195951967441944e-05,-8.58716794027714e-06,,9.970750397769734e-06
77.181,28.786,4.286476905690506e-05,-8.806174264464062e-06,3.116541847703047e-05,1.891378815344069e-05,5.6723969464655966e-05,,-2.067207606160082e-05,1.1580019418033771e-05,-9.87441308097914e-06,,
77.192,28.786,9.464156391914004e-06,-2.4371107429033145e-05,7.950905455800239e-06,4.129128865315579e-05,5.358659564080881e-06,-2.1563118934864175e-05,7.781449312460609e-06,1.4246557839214802e-05,,,9.129935278906489e-06
77.202,28.786,2.590373924249434e-06,,7.971026207087561e-06,4.129128865315579e-05,1.1819583050964866e-05,-1.4861009731248488e-05,5.793630407424644e-06,4.694352901424281e-05,,,0.0001306308113271
77.213,28.786,8.315526429214515e-06,,1.55868456204189e-05,2.423858859401662e-05,6.805820703448262e-06,-1.4265385289036203e-05,-9.066180609806906e-06,6.820187991252169e-05,-6.098263838794082e-06,,0.0001012719221762
77.223,28.786,2.011843389482237e-05,-6.938621027074987e-06,2.8521037620521383e-06,4.861118941335008e-05,-9.59043336479226e-06,-9.226559996022845e-06,-4.13523412134964e-06,4.964557592757046e-05,-6.098263838794082e-06,,1.0434572686790489e-05
76.953,28.795,4.048449773108587e-05,-8.806174264464062e-06,,1.7758717149263248e-05,8.484049430990126e-06,,-1.009810830510105e-06,0.0001872897119028,-1.0489744454389438e-05,,8.141133776007337e-07
76.963,28.795,-9.775881153473163e-06,-3.70461975762737e-06,-7.103900315996725e-06,1.9194620108464733e-05,2.523659077269258e-06,-1.8894315871875733e-05,5.849634817423066e-06,4.851526318816468e-05,,,1.0652583114278968e-05
76.974,28.795,0.0001297641429118,-8.67586368258344e-06,1.4302511772257276e-05,6.714490154990926e-06,-9.841743121796752e-06,-1.1918142263311893e-05,1.842271444729704e-06,2.2655918655800637e-05,-3.67240409104852e-06,,3.0103401513770223e-06
76.984,28.795,-5.638445941258396e-07,-8.67586368258344e-06,2.03047147806501e-06,3.998277315986343e-05,-4.897153303318191e-06,-2.073654468404129e-05,-2.1951644157525152e-05,7.754808393656276e-06,2.0514738935162317e-05,,-1.1621549447227153e-06
76.994,28.795,5.5686548876110464e-05,,1.2342262380116154e-05,3.998277315986343e-05,2.7293124730931595e-05,-2.6130761398235336e-05,1.80884046585561e-06,,-1.0366141395934392e-05,,2.3744669306324795e-06
