longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.005,28.561,2.349396163481288e-05,-1.963555405382067e-05,3.094857220276026e-06,-2.264471277158009e-06,-7.957148227433208e-06,-6.187712187966099e-06,-1.059042006090749e-06,2.622979627631139e-05,-1.2778108612110373e-05,,0.0002146190236089
77.015,28.561,2.435331953165587e-05,,2.2636155335931107e-05,2.8509219191619195e-05,,-1.647917270020116e-05,-3.690734047268052e-06,0.0002839717490132,-1.2778108612110373e-05,,5.418231467047008e-06
77.026,28.561,1.917509507620707e-05,-1.159058138000546e-05,1.7091952031478286e-05,3.786218076129444e-05,7.658230970264412e-06,-1.363782303087646e-05,-1.16941237138235e-05,-3.619339850047254e-07,3.007987515957211e-06,,5.472479824675247e-05
77.036,28.561,1.3184067938709632e-05,-9.511507414572408e-06,5.2793340728385374e-05,5.371809038479114e-06,9.674303328210954e-06,-1.2091077223885804e-05,,1.5265946785802953e-05,1.433982333765016e-06,,-1.3339592896954855e-06
77.046,28.561,,-7.441788511641789e-06,5.190802312426968e-06,3.8228288758546114e-05,2.5223866941814777e-06,,1.302171585848555e-05,-8.731885827728547e-06,1.433982333765016e-06,,3.0014402909728237e-06
77.057,28.561,2.3568893084302545e-05,-7.059725703584263e-06,1.3576985224972304e-07,-8.264829602921964e-07,3.725880378624424e-05,-1.6235646398854442e-05,-1.2399132174323313e-06,1.552142020955216e-05,-9.213745784109052e-07,,-1.0774879228847567e-06
77.067,28.561,0.000115202346933,-2.4601669792900797e-05,4.998184522264637e-06,-5.8733326113724615e-06,4.396546864882112e-05,-2.0646377379307523e-05,-3.656253102235496e-05,3.934494543500477e-06,-4.647138212021673e-06,,3.5013457818422467e-05
77.078,28.561,3.4181171940872446e-05,-6.410351943486603e-06,2.8662874683504924e-05,3.2655738323228434e-05,-5.735984814236872e-06,-2.260222026961856e-05,-3.982459384133108e-05,9.63235470408108e-06,-5.922479431319516e-06,,3.842743171844632e-05
77.088,28.561,1.7588130504009314e-05,,1.431857526767999e-05,1.0304455827281345e-05,2.576928454800509e-05,-8.04965657152934e-06,1.700688471828471e-06,0.0001283168094232,-6.508056230813963e-06,,4.278505002730526e-06
77.098,28.561,2.6539377358858477e-05,-1.1959141374973116e-05,1.734526620111865e-07,3.4628243156475946e-05,1.474559849157231e-05,2.179149305447936e-07,-3.443745663389564e-05,-5.7171611445028254e-08,-4.536862434179056e-06,,6.503995791717898e-06
77.109,28.561,0.0001264413585886,-4.820108642888954e-06,8.366826477868017e-06,4.539763176580891e-05,5.508132289833156e-06,-1.5928799257380888e-05,,,1.194599644804839e-05,,9.609132121113362e-07
77.119,28.561,3.79889206669759e-06,-2.151782246073708e-05,6.34954039924196e-06,6.08518639637623e-05,2.7822973152069608e-06,-1.6864241842995398e-05,-7.384540822386043e-06,8.270008947874885e-06,3.373006620677188e-05,,1.0904540431511124e-05
77.129,28.561,4.861933848587796e-05,-4.820108642888954e-06,1.3627989119413542e-06,6.08518639637623e-05,1.13367741505499e-05,-1.6864241842995398e-05,1.8124396774510387e-06,-1.851253728091251e-05,-5.744020199927036e-06,,5.687144948751666e-06
77.14,28.561,1.7583102817297913e-05,-4.820108642888954e-06,6.427662356145447e-06,4.218007597955875e-05,8.925128895498347e-06,-1.912357947730925e-05,,3.846394247375429e-05,-2.586668642834411e-06,,3.915536126442021e-06
77.15,28.561,-2.236972432001494e-05,-5.081179551780224e-06,1.7134992958744988e-05,4.218007597955875e-05,,-2.0915420464007184e-05,-6.983686489547836e-06,1.5422236174345016e-05,-4.277831521903863e-06,,4.52240310551133e-05
77.161,28.561,1.5536592400167137e-05,-2.8910844775964503e-05,2.4901457436499182e-05,7.158597554735024e-07,5.269423490972258e-05,-2.0915420464007184e-05,,-6.807413683418417e-06,-4.277831521903863e-06,,3.1190105801215395e-05
77.171,28.561,3.708219310283312e-06,-2.2087640900281255e-05,6.387677785824053e-06,4.218007597955875e-05,,-1.768263609847054e-05,,0.000257918582065,3.160934284096584e-05,,3.1881600079941563e-06
77.181,28.561,2.557229208832723e-06,-6.067799404263496e-06,2.000530184886884e-05,2.804445830406621e-05,1.0492672117834443e-05,,-1.34475230879616e-05,1.0540481525822544e-05,1.367480945191346e-05,,1.1924808859475888e-05
77.192,28.561,7.988239303813316e-06,-6.067799404263496e-06,3.668947556434432e-06,2.804445830406621e-05,4.285261184122646e-06,-1.3775319530395793e-05,-2.493068495823536e-05,3.060583185288124e-05,-9.070693522517104e-06,,2.261831468786113e-05
77.202,28.561,1.0188423402723856e-06,-3.926211356031217e-09,-1.654542529649916e-06,1.963941213034559e-05,-5.514155873242999e-06,,-4.632330092135817e-05,-2.6061101380037144e-05,,,3.2363232094212435e-06
77.213,28.561,7.326454215217382e-05,,3.794412577917683e-06,1.2261027222848496e-05,7.418971563311061e-06,,3.6376220577949434e-06,-2.6061101380037144e-05,7.852157978049945e-06,,2.095464151352644e-05
77.223,28.561,0.000122567260405,-1.1130683560622856e-05,3.624822056735866e-05,1.7949088260138524e-06,-4.615768830262823e-06,,7.418138920911588e-06,-1.2496189810917713e-05,,,5.234225682215765e-06
77.233,28.561,2.4478392788296333e-06,,2.1107836801093072e-05,3.666069096652791e-05,5.098769179312512e-05,-2.0117306121392176e-05,-5.526256245502736e-06,,-6.29936994300806e-06,,3.682120950543322e-05
77.244,28.561,3.4356635296717286e-05,-2.376170959905721e-05,1.26971726785996e-05,4.3363859731471166e-05,6.169854259496788e-06,-2.0117306121392176e-05,-1.3454111467581242e-05,2.218264489783905e-05,-6.29936994300806e-06,,4.255904059391469e-06
77.254,28.561,2.713260073505808e-05,,1.2348741620371584e-05,2.188212602050044e-05,0.0001991513272514,-1.027325288305292e-05,5.08611265104264e-06,2.3055432393448427e-05,9.812846656132024e-06,,8.831133527564816e-06
77.264,28.561,5.174533725949004e-05,-4.820108642888954e-06,1.1153216661341506e-07,1.7195017790072598e-05,1.0036304047389422e-05,,,5.502175918081775e-05,-1.0378095794294497e-05,,8.557652108720504e-06
77.275,28.561,5.2298215450719e-05,,8.790077845333144e-05,-5.742918801843189e-06,0.000106081010017,-1.3359851436689496e-05,9.83368227025494e-06,3.1765321182319894e-05,2.0579105694196187e-05,,2.56859802902909e-05
77.285,28.561,0.0002596824779175,,-6.235286036826437e-06,4.0672410250408575e-05,0.00011546757014,-1.4615613508794922e-05,,1.755731864250265e-05,-5.186655016586883e-06,,3.0103401513770223e-06
77.296,28.561,1.630067708902061e-05,-1.891690590127837e-05,2.87449893221492e-07,1.1273156815150289e-05,-8.812160558591131e-06,,,7.272305083461106e-06,-1.4980580999690574e-05,,2.564182250353042e-05
77.306,28.561,8.727389649720863e-05,,-1.97760255105095e-06,3.602410652092658e-05,4.092115705134347e-05,-2.0329362087068148e-05,5.753765435656533e-06,2.5485322112217546e-05,-1.4980580999690574e-05,,3.214589014532976e-05
76.849,28.571,3.852110239677131e-05,-1.404370050295256e-05,5.4612337407888845e-06,-3.999708042101702e-06,6.871154027976445e-07,-1.1335160706948956e-05,-1.565029037919885e-06,0.0003082405601162,-7.225457920867484e-06,,4.800221176992636e-06
76.86,28.571,9.133109415415674e-06,-3.850540451821871e-06,1.169523602584377e-05,6.310858225333504e-06,1.991313638427528e-06,-1.995824641198851e-05,,0.0002345475368201,2.171272535633761e-05,,3.590276173781604e-05
76.87,28.571,1.9332937881699763e-05,-3.850540451821871e-06,-2.807772034429945e-06,3.805678352364339e-05,3.127298668914591e-06,-1.5533954865531996e-05,1.580988623572921e-06,,-8.47179580887314e-06,,3.4608174246386625e-06
76.88,28.571,2.0163408407825045e-05,,3.153783609377569e-06,2.4786864742054604e-05,1.0351876881031783e-05,-1.382284790452104e-05,-2.4185544589272467e-06,0.0002912807976827,1.533895670036145e-06,,4.3158991047675954e-07
76.891,28.571,2.9115983124938797e-05,,5.593076639343053e-05,4.4062475353712216e-05,2.1340187231544405e-05,-2.2226337023312223e-05,-6.853213562862948e-06,1.5360459656221792e-05,,,1.1755663763324264e-05
76.901,28.571,9.96779926936142e-05,-1.6398897059843875e-05,-2.33506943914108e-06,3.744757486856543e-05,3.025589194294298e-06,-1.724454341456294e-05,-6.664189555749546e-08,7.059301879053237e-06,-6.8250683398218825e-06,,6.3960428633436095e-06
76.911,28.571,6.786146059312159e-06,-8.011968930077273e-06,6.437952833948657e-05,4.658186662709341e-05,1.3502612091542687e-05,-4.7800422180444e-06,2.3612095390035395e-07,8.170684304786846e-05,,,2.417106543362024e-06
76.922,28.571,6.841455615358427e-05,-2.6860643629333936e-05,4.565999461192405e-06,4.658186662709341e-05,7.239906153699849e-06,-1.56347596202977e-05,,1.4482640835922211e-05,-9.665844117989764e-06,,5.885006430617068e-06
76.932,28.571,-3.4921058613690548e-06,-1.963555405382067e-05,3.7802041333634406e-05,6.5371100390621e-06,3.957780791097321e-06,,,2.1218680558376946e-05,1.9038940081372857e-05,,4.10544998885598e-05
76.943,28.571,2.567567389633041e-05,,2.303114160895348e-05,3.037316128029488e-05,2.113514710799791e-05,-1.1962476492044516e-05,4.4806997721025255e-06,1.951322701643221e-05,-9.665844117989764e-06,,4.6202829253161326e-05
76.953,28.571,0.0001619773247512,-5.045988928031875e-06,1.9655717551358972e-05,4.13118141295854e-05,7.81182898208499e-05,-1.647917270020116e-05,7.872589776525274e-06,2.5955709133995697e-05,-6.419166311388835e-06,,1.6939715351327322e-05
76.963,28.571,4.4459493437898345e-06,-5.045988928031875e-06,-9.157565727946348e-07,4.073114178027026e-05,3.9747792470734566e-05,-2.6002404410974123e-05,-3.718438892974518e-05,4.216447996441275e-05,-3.843569174932782e-06,,8.729829460207839e-06
76.974,28.571,2.871009382943157e-05,-2.4601669792900797e-05,-8.012563739612233e-06,-2.264471277158009e-06,8.303538379550446e-06,9.32035345613258e-06,,1.061880357156042e-05,-3.843569174932782e-06,,3.677457016237895e-06
76.984,28.571,5.273011993267573e-06,-1.1160164831380824e-05,1.762221654644236e-05,2.612595199025236e-05,1.928320671140682e-05,6.355287496262463e-07,-2.3006414267001677e-05,3.9474183722632006e-05,,,1.1521893611643463e-05
76.994,28.571,2.948018300230615e-05,-2.5829029254964556e-05,-6.655982360825874e-06,1.2027971024508588e-05,,,4.1239532038162e-06,-1.52523762153578e-05,9.935822163242848e-06,,1.0585769814497326e-05
77.005,28.571,3.7258887459756806e-05,-6.067799404263496e-06,1.6909179976209998e-05,5.371809038479114e-06,9.731830687087497e-06,-1.2091077223885804e-05,4.855482075072359e-06,6.461861175921513e-06,-8.924552275857423e-06,,4.750924290419789e-06
77.015,28.571,4.625875226338394e-05,-1.0444719009683467e-05,1.232785598404007e-05,1.6572534150327556e-05,9.674303328210954e-06,-2.0646377379307523e-05,,0.0004418755706865,-3.510402621031972e-06,,1.2930827324453276e-06
77.026,28.571,3.060268863919191e-05,-1.0444719009683467e-05,2.885820504161529e-05,-8.264829602921964e-07,4.95010863232892e-06,-8.436053576588165e-06,-2.4900435164454396e-05,1.8842376448446885e-05,-9.915906957758123e-06,,5.120008790981956e-05
77.036,28.571,2.091200803988613e-05,-1.0444719009683467e-05,8.494756002619397e-06,-2.9238374281703727e-06,9.599577424523886e-06,-2.0117306121392176e-05,,2.1023055523983203e-05,-8.195475857064594e-06,,3.4233023598062573e-06
77.046,28.571,5.503821739694104e-05,-1.0444719009683467e-05,8.043163688853383e-06,2.8509219191619195e-05,-3.2661880595696857e-06,-1.1732476195902564e-05,-1.3488024706020951e-05,0.0001725990587146,-1.539891513857583e-06,,1.4859399925626349e-05
77.057,28.571,8.04006849648431e-05,-1.2043824426655192e-05,2.116205359925516e-05,4.254503073752858e-05,-4.89696276417817e-06,,-7.451892088283785e-06,2.3071148461895064e-05,-4.554787665256299e-06,,3.686792979351594e-06
77.067,28.571,5.343719294614857e-06,-1.551203604321927e-05,2.7161344405612908e-05,1.5848698240006343e-05,-1.3212729754741304e-06,,,5.489378054335248e-06,-1.539891513857583e-06,,8.954790246207267e-06
77.078,28.571,1.7814732927945442e-05,,1.2315809726715088e-05,2.1706791812903248e-05,1.9019347746507265e-05,,1.1402728432585718e-06,6.795576337026432e-05,2.987255538755562e-05,,2.702643769225688e-06
77.088,28.571,7.466713577741757e-05,,-1.3446950788420509e-06,2.8197655410622247e-06,1.1576826182135846e-06,-9.016337571665645e-06,,-3.619339850047254e-07,-1.4117500541033223e-05,,2.9884196919738315e-05
77.098,28.571,7.847976667108014e-05,-1.182292999146739e-05,1.6183097613975406e-05,3.8228288758546114e-05,1.7426666090614162e-05,-1.027325288305292e-05,,2.150929140043445e-05,2.8829606890212744e-05,,0.0001348438381683
77.109,28.571,2.8276101147639565e-05,-1.8846110833692364e-05,1.5369711036328226e-05,3.476037454674952e-05,8.222268661484122e-07,-2.2989746867096983e-05,-6.983686489547836e-06,2.087747816403862e-05,,,4.486624675337225e-06
77.119,28.571,2.7893927835975774e-05,-1.8846110833692364e-05,1.292015895160148e-05,3.476037454674952e-05,3.3175962016684934e-05,-8.37965762912063e-06,2.230640575362486e-06,9.63235470408108e-06,-8.535584129276685e-06,,1.0234647334073088e-06
77.129,28.571,4.430822627909947e-06,,5.19976038049208e-06,3.4628243156475946e-05,5.910771392336756e-07,-2.0934807309913597e-07,5.493331173056504e-06,-8.731885827728547e-06,,,1.0009995321524912e-06
77.14,28.571,8.096734381979331e-05,,6.509704235213576e-06,4.539763176580891e-05,6.089005637477385e-06,-1.921833245432936e-05,,3.884779289364815e-05,-6.91297282173764e-06,,4.112902843189659e-06
77.15,28.571,4.551096571958624e-05,-2.376170959905721e-05,1.3760073670709971e-05,6.08518639637623e-05,,,-1.1446035387052689e-05,0.0003163542132824,7.611545697727706e-06,,7.260843631229363e-06
77.161,28.571,2.323781154700555e-05,-9.994290849135725e-06,9.114523891184945e-06,2.324916931684129e-05,5.537838660529815e-06,,8.396916200581472e-06,0.0001435754384147,3.373006620677188e-05,,3.0460414564004168e-05
77.171,28.571,1.7279864550800994e-05,-2.152934030164033e-05,9.071460226550698e-06,4.218007597955875e-05,1.827416599553544e-05,,-2.215735776189831e-06,2.2942625946598127e-05,-5.189118837733986e-06,,3.5217704862589017e-05
77.181,28.571,4.715806426247582e-05,,6.651639068877557e-06,-3.768564511119621e-06,8.227490070567e-06,-7.013377853581915e-06,3.792464440266485e-06,2.2459631509264e-05,-1.5074465409270488e-05,,8.814467946649529e-06
77.192,28.571,2.9305252610356547e-05,-2.0508659872575663e-05,1.1592716873565225e-05,4.218007597955875e-05,5.545350632019108e-06,-2.086365748255048e-05,,4.5637723815161735e-05,-1.5074465409270488e-05,,1.7644104445935227e-05
77.202,28.571,1.4769906556466594e-05,-1.6227784726652317e-05,4.570881912968616e-07,3.274051096013864e-06,2.2112863007350825e-06,-1.8539383745519444e-05,3.924818429368315e-06,1.5422236174345016e-05,1.698426785878837e-05,,8.199403964681551e-06
77.213,28.571,8.817319758236408e-05,-1.6227784726652317e-05,3.682814349303953e-05,6.314402071438963e-06,1.2383701687213032e-05,-1.3359851436689496e-05,,-1.851253728091251e-05,-4.647138212021673e-06,,4.576028516112274e-07
77.223,28.571,3.464870314928703e-05,-1.623063326405827e-05,1.059454461938003e-05,1.608431375643704e-05,-5.709208380721975e-06,-1.6476209566462785e-05,-2.3776151465426665e-06,3.2187128908844898e-06,1.674976920185145e-05,,-1.3870260318071814e-06
77.233,28.571,7.248800102388486e-05,-4.888365765509661e-06,4.992783942725509e-05,1.7195017790072598e-05,9.7133652161574e-06,-1.2146164408477487e-05,-2.7163625418324955e-05,9.842409781413151e-05,1.433982333765016e-06,,8.009351404325571e-06
77.244,28.571,0.0001629834878258,-1.3353563190321438e-05,2.018945451709442e-06,7.136451131373178e-06,8.226572845160263e-07,-2.4409087927779183e-05,9.009934728965163e-06,-6.807413683418417e-06,-4.229908881825395e-06,,2.0108078388147987e-05
77.254,28.571,6.426895197364502e-06,-8.494048415741418e-06,1.6418053405686805e-07,5.60347325517796e-05,4.788602382177487e-06,8.297749900521012e-07,,1.5767309378134087e-05,4.494812401389936e-06,,8.878221706254408e-06
77.264,28.571,8.393808093387634e-05,-8.494048415741418e-06,8.50324795464985e-06,3.431716686463915e-05,-2.5920046482497128e-06,-1.5507815987803042e-05,6.37922721580253e-06,1.735744626785163e-05,,,4.056144462083466e-05
77.275,28.571,3.126432420685887e-05,-9.994290849135725e-06,1.0434094292577356e-05,4.3363859731471166e-05,5.70581505598966e-06,-1.386180883855559e-05,1.527443714621768e-06,,-6.3790726017032284e-06,,4.66507044620812e-05
77.285,28.571,-2.216748526961965e-07,-9.994290849135725e-06,4.995851213607239e-06,2.188212602050044e-05,2.307653403477161e-06,-2.147605118807405e-05,-4.7423632167920005e-06,9.368434984935448e-05,-5.922479431319516e-06,,9.512036194792016e-05
77.296,28.571,2.6055819034809247e-05,-9.994290849135725e-06,-5.212393716647057e-06,4.0672410250408575e-05,1.0900272172875702e-05,-2.147025770682376e-05,-3.527225635480136e-05,2.3055432393448427e-05,-3.172264939621528e-07,,1.1564915439521428e-05
76.849,28.58,8.309073746204376e-05,-2.8057644158252515e-05,1.5965071725076996e-05,1.499140762462048e-05,1.5586475683448953e-06,-2.0117306121392176e-05,-4.9042890168493614e-05,1.6759560821810737e-05,-1.4518516309180995e-06,,1.7487396689830348e-05
76.86,28.58,1.764328590070363e-05,-5.7021575230464805e-06,2.4098031644825824e-05,7.365289093286265e-06,1.0351876881031783e-05,-2.2342275769915432e-05,-1.4769030940442462e-06,-1.015210091281915e-05,-9.606395906303078e-06,,2.068880530714523e-05
76.87,28.58,7.935207395348698e-05,-5.7021575230464805e-06,4.296633051126264e-06,5.436355422716588e-05,-4.41963084085728e-06,-7.928859304229263e-06,-3.4558306651888415e-05,0.0004297586856409,9.061564014700708e-07,,1.2761530342686456e-05
76.88,28.58,7.776388883939944e-06,-1.1160164831380824e-05,1.4340980669658164e-05,6.576248324563494e-06,3.025589194294298e-06,-2.6002404410974123e-05,-2.5405679480172694e-06,1.84826240001712e-05,3.433967549426597e-06,,1.9070134840148969e-06
76.891,28.58,2.020461033680476e-05,,2.621904786792584e-05,5.436355422716588e-05,2.6277610231773e-05,-1.5871917639742605e-05,-3.5310899875184987e-06,-2.241071342723444e-05,-1.2270121260371525e-05,,2.178566546717775e-06
76.901,28.58,2.3529741156380624e-05,-8.834861546347383e-06,-1.4556303540302906e-05,6.5371100390621e-06,,-1.647917270020116e-05,-1.4939224456611557e-05,2.0069186575710773e-05,1.0685442248359324e-05,,8.883518603397533e-06
76.911,28.58,1.0164902050746605e-05,-8.834861546347383e-06,2.9869013360439567e-06,2.4786864742054604e-05,1.1607690794335213e-05,-2.0234630937920883e-05,-4.751124288304709e-05,2.228364246548153e-05,-1.3766024494543672e-05,,8.398769750783686e-06
76.922,28.58,0.0001689071941655,-1.789648740668781e-05,1.293004424951505e-05,3.744757486856543e-05,1.1720099792000838e-05,-2.493324791430496e-05,,1.1882290891662706e-05,,,1.6633672203170136e-05
76.932,28.58,8.074937795754522e-05,-2.341463550692424e-05,3.978867880505277e-06,4.658186662709341e-05,,,5.8933956097462215e-06,,-3.5430425668891985e-06,,1.9771252937061945e-06
76.943,28.58,2.455494905007072e-05,-2.8924345315317623e-05,2.034943690887303e-06,-2.264471277158009e-06,1.3205391041992698e-05,-1.637286004552152e-05,-2.3006414267001677e-05,6.295970524661243e-05,-5.240781774773495e-06,,3.312066837679595e-05
76.953,28.58,7.345988706219941e-06,-2.083707477140706e-05,8.173773267117213e-07,4.658186662709341e-05,3.0514780519297343e-05,-1.5981266187736765e-05,9.739821507537272e-06,7.059301879053237e-06,-1.25361966638593e-05,,4.1089101614488754e-06
76.963,28.58,1.4042291695659516e-05,-2.083707477140706e-05,4.769314273289638e-06,3.248408029321581e-05,-1.3460036825563291e-05,,,1.797804179659579e-05,,,1.693491685728077e-05
76.974,28.58,0.0001008633407764,-1.1130683560622856e-05,1.182608411909314e-05,4.13118141295854e-05,0.000172836065758,-2.260222026961856e-05,1.4376513490788057e-06,-1.876912210718729e-05,1.9038940081372857e-05,,1.111221808969276e-05
76.984,28.58,2.435331953165587e-05,-2.2087640900281255e-05,2.3429785869666372e-05,4.13118141295854e-05,-1.5953442925820127e-05,-1.2213866284582764e-05,-2.4900435164454396e-05,1.951322701643221e-05,,,1.0399063285149168e-05
76.994,28.58,4.3309384636813775e-05,-6.009872777212877e-06,5.658595546265133e-05,4.073114178027026e-05,9.674303328210954e-06,,-3.443745663389564e-05,4.216447996441275e-05,,,9.033016795001458e-06
77.005,28.58,2.5413770345039662e-05,-1.616200097487308e-05,-2.446028702252079e-06,-5.8733326113724615e-06,4.95010863232892e-06,,5.521595994650852e-06,-1.8210927009931765e-05,2.435236410747166e-06,,0.0001686374744167
77.015,28.58,3.496170393191278e-06,-4.888365765509661e-06,6.152060905151302e-06,2.612595199025236e-05,3.358301182743162e-05,,,3.9474183722632006e-05,2.435236410747166e-06,,5.793369382445235e-06
77.026,28.58,7.231085874082055e-06,-1.8846110833692364e-05,1.9363153569429414e-07,1.0304455827281345e-05,5.7355351600563154e-05,1.3016501725360284e-05,-4.841961981583154e-06,6.418034172384068e-05,-5.336220510798739e-06,,7.599726359330816e-06
77.036,28.58,1.08889344119234e-05,-1.616200097487308e-05,1.3472936188918538e-05,1.6572534150327556e-05,7.137028205761453e-06,-1.5794039427419193e-05,-1.406365572620416e-05,0.0002471359039191,-6.419166311388835e-06,,1.741370624586125e-06
77.046,28.58,4.9209509597858414e-05,-1.616200097487308e-05,1.889699319690408e-06,3.020030453626532e-05,4.900919520878233e-05,-1.5794039427419193e-05,1.1402728432585718e-06,,1.758620419423096e-05,,1.6142595995916054e-05
77.057,28.58,1.6474858739456977e-06,-2.989975109812804e-05,4.112451733817579e-06,2.8197655410622247e-06,1.5350586863860372e-06,-2.1294756152201444e-05,-9.579289326211438e-06,3.453491081018001e-05,-7.225457920867484e-06,,3.39196776621975e-06
77.067,28.58,2.4737417334108613e-05,-1.616200097487308e-05,2.7165272058482515e-06,2.8509219191619195e-05,,,-4.142228590353625e-06,2.9028307835687883e-05,-7.225457920867484e-06,,1.2024157513224054e-05
77.078,28.58,1.9337257981533185e-06,-1.616200097487308e-05,1.95749853446614e-05,2.8509219191619195e-05,-2.5314368485851446e-06,-8.37965762912063e-06,8.270279067801312e-06,-1.2215497008583044e-05,-7.225457920867484e-06,,1.1209266631340142e-05
77.088,28.58,5.109129779157229e-05,-8.494048415741418e-06,4.925626853946596e-06,4.254503073752858e-05,4.847323907597456e-06,,,2.330783718207385e-05,-7.439012961185654e-07,,4.736996288556838e-06
77.098,28.58,1.5237666275425e-06,-8.494048415741418e-06,2.1211786588537507e-05,4.254503073752858e-05,1.0250593049931922e-06,2.781211378533044e-06,-4.42960845248308e-06,,4.631639512808761e-06,,4.063355845573824e-06
77.109,28.58,8.763382356846705e-05,-8.494048415741418e-06,4.984506631444674e-06,3.8228288758546114e-05,8.9688524894882e-05,-2.0329362087068148e-05,-5.468839958666649e-07,5.489378054335248e-06,,,1.7712403632685891e-06
77.119,28.58,7.378942973446101e-05,-5.624964614980854e-06,2.107637010340113e-05,-9.282148312195204e-07,6.089005637477385e-06,-1.0681874300644267e-05,-3.578341056709178e-05,1.6757132470957004e-05,,,1.173650616692612e-05
77.129,28.58,1.5536592400167137e-05,-2.0508659872575663e-05,3.145958544337191e-05,3.476037454674952e-05,2.125443415934569e-06,-1.8539383745519444e-05,8.353871635335963e-06,0.0001902641379274,-9.915906957758123e-06,,8.25252243430441e-07
77.14,28.58,3.185082459822297e-05,-2.4600074539193884e-05,8.139028977893759e-06,2.360985263294424e-06,-1.3671872238774083e-06,-7.282349656634324e-07,-2.215735776189831e-06,1.044785403792048e-05,2.8829606890212744e-05,,3.650384314823896e-05
77.15,28.58,4.0375671233050525e-06,,-3.979562734457431e-06,3.4628243156475946e-05,1.8631959392223507e-05,-7.013377853581915e-06,8.18418413928157e-07,2.087747816403862e-05,-8.195475857064594e-06,,1.99354635697091e-05
77.161,28.58,3.603369259508327e-05,-2.005466740229167e-05,3.668947556434432e-06,1.7949088260138524e-06,8.227490070567e-06,-2.4409087927779183e-05,-5.526256245502736e-06,0.0002925940498244,-4.554787665256299e-06,,3.99973796447739e-05
77.171,28.58,3.669698799058097e-06,-5.624964614980854e-06,3.0642899218946695e-05,6.08518639637623e-05,3.720680615515448e-05,-1.5406025340780616e-05,-6.023555033607408e-05,1.552142020955216e-05,,,1.6543117453693412e-05
77.181,28.58,2.961372956633568e-05,-5.473739747685613e-06,5.0913181439682376e-06,2.324916931684129e-05,2.2112863007350825e-06,-1.6476209566462785e-05,1.1866532645399277e-07,3.555371949914843e-05,-8.195475857064594e-06,,1.872191387519706e-05
77.192,28.58,3.287932122475468e-05,,4.7815403377171606e-05,4.218007597955875e-05,5.468054496304831e-06,-2.2328831619233824e-05,-2.7163625418324955e-05,0.0001435754384147,-1.8162187132020333e-07,,6.260289353576809e-08
77.202,28.58,5.400913141784258e-05,-2.319608756806701e-05,-4.1660175753577284e-08,1.7195017790072598e-05,6.090932402003091e-06,-1.5507815987803042e-05,-2.4129622033797204e-06,8.270008947874885e-06,-1.539891513857583e-06,,-3.3443650409026304e-06
77.213,28.58,1.2218390111229382e-05,-1.8274604371981692e-05,7.377409019682091e-06,-5.742918801843189e-06,9.7133652161574e-06,-2.65636044787243e-05,-7.030080723779975e-06,3.846394247375429e-05,-9.00791201274842e-06,,1.1911327419511508e-05
77.223,28.58,7.360774907283485e-05,-1.551203604321927e-05,3.470367664704099e-05,4.218007597955875e-05,8.226572845160263e-07,8.297749900521012e-07,9.009934728965163e-06,0.000257918582065,,,4.3954182729066815e-06
77.233,28.58,-1.1123727716721989e-07,-1.874379631772172e-05,4.332606295065489e-06,2.804445830406621e-05,-1.1561777455426636e-06,8.385427463508677e-06,-2.046377085207496e-05,3.7607955164276063e-05,-5.189118837733986e-06,,0.000151118132635
77.244,28.58,1.4542248209181707e-05,-1.9028582755709067e-05,1.2825375961256212e-05,1.608431375643704e-05,5.384865289670415e-06,-1.391323712596204e-05,9.237448466592468e-06,1.5422236174345016e-05,1.698426785878837e-05,,6.967583885852946e-06
77.254,28.58,5.494893230206799e-06,-2.3304230126086622e-05,7.462552275683265e-06,3.93190020986367e-05,1.8370648149357292e-06,-1.391323712596204e-05,1.1241670108574908e-05,1.3807694813294802e-05,3.160934284096584e-05,,6.391178612830117e-05
77.264,28.58,7.736402767477557e-05,,2.8135902539361268e-05,3.17161284328904e-05,5.617340138996951e-05,-2.7460051569505595e-05,-9.331237379228696e-06,2.6173518563155085e-05,-1.405569605594792e-06,,-3.098373781540431e-06
77.275,28.58,7.052756700431928e-05,-1.925280776049476e-05,4.0223851101472974e-05,3.17161284328904e-05,0.0001786903885658,-2.2723104848410003e-05,-1.930700454977341e-05,6.605646194657311e-05,-1.8291331798536703e-05,,3.731086690095253e-05
77.285,28.58,5.591047374764457e-05,-1.925280776049476e-05,-1.8270864075020652e-06,1.4238264157029334e-05,2.6685433113016188e-05,-1.673072256380692e-05,,1.1596130207180975e-05,6.577816293429351e-06,,3.70270099665504e-05
77.296,28.58,1.6187204892048612e-05,,1.5954630725900643e-05,4.3363859731471166e-05,-3.548636186678777e-06,-1.690872522885911e-05,-1.3568798067353782e-06,0.0001552152389194,3.151317741867388e-06,,9.994691936299203e-05
76.87,28.59,6.970800313865766e-05,-4.171632554061944e-06,3.183615717716748e-06,6.5371100390621e-06,0.0001265565806534,-1.1645053746178746e-05,2.921884288298316e-06,,-1.042893018166069e-05,,5.292725109029561e-05
