longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,8.180519216693938e-06,,9.28931240196107e-06
77.181,28.414,,6.037974344508257e-06,2.782865340122953e-05
77.192,28.414,3.044225422854652e-06,2.701588164200075e-05,3.1171868613455445e-05
77.202,28.414,9.17415673029609e-06,3.516829110594699e-06,-9.64376340562012e-06
77.213,28.414,3.804968855547486e-06,2.707892235775944e-05,
77.223,28.414,8.228386832342949e-06,4.807049481314607e-05,2.785405740723945e-06
77.171,28.424,-3.793312862399034e-05,2.557105835876428e-05,8.864812116371468e-06
77.181,28.424,,3.629357161116786e-05,1.3052876965957694e-05
77.192,28.424,1.3819289051753005e-05,4.6782897697994485e-05,-5.603807494480861e-06
77.202,28.424,4.200170224066824e-06,3.617041147663258e-05,
77.213,28.424,1.0454004950588567e-05,4.787436773767695e-05,4.67253994429484e-06
77.223,28.424,-2.383117816862068e-06,5.11732796439901e-05,9.17238139663823e-06
77.233,28.424,1.6268462786683813e-05,3.262855170760304e-05,5.611022515950026e-06
77.244,28.424,,,4.92081153424806e-06
77.161,28.434,1.2487978892750108e-05,,3.371903403603937e-06
77.171,28.434,,,
77.181,28.434,9.060700904228725e-06,,3.3374893973814324e-05
77.192,28.434,1.1287642337265424e-05,,
77.202,28.434,3.0651142878923565e-05,2.9528775485232472e-05,6.286793905019295e-06
77.213,28.434,,4.8777736083138734e-05,
77.223,28.434,-1.9916412838938413e-06,2.5671957700978965e-05,
77.233,28.434,,1.783977131708525e-05,4.986867224943126e-06
77.244,28.434,3.339600516483188e-05,2.351220427954104e-05,9.731178579386324e-06
77.129,28.443,1.555287053633947e-05,,1.6505433450220153e-05
77.14,28.443,8.375068318855483e-06,2.4171773475245573e-05,9.670196959632447e-06
77.15,28.443,2.741975913522765e-05,2.098803452099673e-05,
77.161,28.443,,1.7126892998930998e-05,1.243698898178991e-05
77.171,28.443,,3.239380021113902e-05,
77.181,28.443,,2.348917769268155e-05,
77.192,28.443,1.3078926713205874e-05,4.2268147808499634e-05,6.799564289394766e-06
