longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,-2.1366693090385525e-06,5.341185169527307e-05
77.181,28.414,4.873709622188471e-05,1.544848237244878e-05
77.192,28.414,-1.0382070286141245e-05,3.4039981983369216e-05
77.202,28.414,-8.7466869445052e-06,5.154742029844783e-05
77.213,28.414,3.625553290476091e-05,1.8561626347946003e-05
77.223,28.414,2.988430060213432e-05,1.432583394489484e-05
77.171,28.424,5.463142770167906e-06,9.040832082973791e-06
77.181,28.424,2.487068286427529e-06,3.151146665913984e-05
77.192,28.424,1.2542527656478342e-05,
77.202,28.424,1.5754114429000765e-05,
77.213,28.424,1.475239059800515e-05,1.2707102541753557e-05
77.223,28.424,3.663101961137727e-05,8.653485565446317e-06
77.233,28.424,1.1078131137765013e-05,9.213529665430542e-06
77.244,28.424,1.7046588254743256e-05,1.722479828458745e-05
77.161,28.434,6.601151108043268e-05,2.193614636780694e-05
77.171,28.434,1.1637338502623606e-05,6.648733233305393e-06
77.181,28.434,1.8033873857348223e-05,2.014244091697037e-05
77.192,28.434,7.379305316135287e-06,1.934944157255813e-05
77.202,28.434,-5.656006010212877e-07,6.794189744141477e-07
77.213,28.434,1.5047895431052892e-05,4.572224042931339e-06
77.223,28.434,2.001709071919322e-05,1.193669049825985e-05
77.233,28.434,1.4947903764550574e-05,3.912291140295565e-05
77.244,28.434,3.340006287544384e-06,1.449224873795174e-05
77.129,28.443,1.0484797712706497e-05,8.159011485986412e-06
77.14,28.443,1.3808865332975984e-05,8.034493475861382e-06
77.15,28.443,9.686240446171723e-06,1.1689628081512636e-05
77.161,28.443,1.96443415916292e-05,2.1712248781113885e-05
77.171,28.443,1.0596976608212572e-05,6.837289402028546e-05
77.181,28.443,1.2796243936463725e-05,1.0568058314675e-05
77.192,28.443,1.1729603102139665e-05,1.3713106454815716e-05
77.202,28.443,-1.149454874393996e-05,1.3274319826450665e-05
77.213,28.443,1.832374800869729e-05,1.5308121874113567e-05
77.223,28.443,1.123432502936339e-05,2.0048837541253303e-05
77.233,28.443,1.1631464985839555e-05,1.3983007193019148e-05
77.244,28.443,1.557629366288893e-05,1.3739698260906152e-05
77.129,28.453,1.013312976283487e-05,
77.14,28.453,3.910128270945279e-06,2.1933235984761268e-05
77.15,28.453,2.4027491235756315e-05,1.2387559763737954e-05
77.161,28.453,1.6218318705796264e-05,9.683118150860537e-06
77.171,28.453,-1.173070700133394e-06,1.3006308108742816e-05
77.181,28.453,4.781536063092062e-06,1.2052947568008676e-05
77.192,28.453,2.041040534095373e-05,3.472384560154751e-05
77.202,28.453,1.817423799366225e-05,2.157956623705104e-05
77.213,28.453,-2.5025312424986623e-05,1.6667996533215046e-05
77.223,28.453,7.795201781846117e-06,
77.233,28.453,,1.0635482794896234e-05
77.119,28.463,5.463142770167906e-06,8.742260979488492e-05
77.129,28.463,-1.4104247156865313e-06,-9.651194886828309e-06
77.14,28.463,1.0257065696350764e-05,2.516108179406729e-05
77.15,28.463,2.108636181219481e-05,8.438321674475446e-05
77.161,28.463,2.0223402316332795e-05,1.2707102541753557e-05
77.171,28.463,3.106591975665651e-05,1.7259733795071952e-05
77.181,28.463,3.01422223856207e-05,2.439703712298069e-05
77.192,28.463,5.359803981264122e-05,1.2909173165098764e-05
77.202,28.463,1.811827860365156e-05,2.344197673664894e-05
77.213,28.463,9.133285857387818e-06,8.210200576286297e-06
77.223,28.463,3.3296621495537693e-06,1.550812339701224e-05
77.119,28.473,1.6683508874848485e-05,2.893483906518668e-05
77.129,28.473,4.132611502427608e-05,
77.14,28.473,9.523791050014552e-06,2.2813468603999357e-05
77.15,28.473,1.3499908391167992e-06,1.3056270290690009e-05
77.161,28.473,1.240686106029898e-05,1.6256029994110577e-05
77.171,28.473,2.7676296667777933e-05,1.193669049825985e-05
77.181,28.473,-4.247248398314696e-06,5.495281584444456e-05
77.192,28.473,1.231678015756188e-05,1.721144508337602e-05
77.202,28.473,2.1136180293979123e-05,1.169897132058395e-05
77.213,28.473,,1.4863709111523349e-05
77.223,28.473,9.51072433963418e-06,3.205745088052936e-05
77.233,28.473,7.298530363186728e-06,
77.119,28.482,-1.2325341231189668e-05,1.172694464912638e-05
77.129,28.482,7.379305316135287e-06,1.934944157255813e-05
77.14,28.482,4.2587653297232464e-05,4.534599793259986e-05
77.15,28.482,-2.5046796508831903e-05,1.7556576494826004e-05
77.161,28.482,1.6813844922580756e-05,1.5308121874113567e-05
