longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,4.464215635380242e-06,4.509681457420811e-05
77.181,28.414,-4.849221568292705e-06,
77.192,28.414,8.100526429188903e-06,3.175230085616931e-05
77.202,28.414,-5.195402536628535e-06,2.8986571123823524e-05
77.213,28.414,-1.0930169082712382e-05,
77.223,28.414,-3.802178753176122e-06,2.26521042350214e-05
77.171,28.424,-3.497785201034276e-06,
77.181,28.424,7.466598162864102e-06,0.0001025238379952
77.192,28.424,-1.4137272955849768e-05,6.534285057568923e-05
77.202,28.424,,5.0682720029726624e-05
77.213,28.424,-1.0825704066519393e-06,4.085151158506051e-05
77.223,28.424,6.483699053205783e-06,1.6909756595850922e-05
77.233,28.424,4.21762024416239e-06,
77.244,28.424,1.462837758481328e-06,2.9846292818547223e-05
77.161,28.434,,7.807798829162493e-05
77.171,28.434,-7.688197001698427e-06,5.314708687365055e-06
77.181,28.434,3.581021019272157e-06,3.246442065574229e-05
77.192,28.434,1.8723143512033857e-05,1.8032602383755147e-05
77.202,28.434,,7.195877969934372e-06
77.213,28.434,2.336571697014733e-06,1.3187695003580302e-05
77.223,28.434,-7.026662274256523e-07,8.830183651298285e-05
77.233,28.434,-9.306157835453632e-07,4.031566277262755e-05
77.244,28.434,9.565377467879443e-07,
77.129,28.443,3.2685081805539085e-06,1.4598446796298958e-05
77.14,28.443,-1.496773393228068e-06,2.4487839255016297e-05
77.15,28.443,5.410068297351245e-06,1.4685971109429374e-05
77.161,28.443,3.292076144134626e-06,1.8749529772321694e-05
77.171,28.443,4.9212126214115415e-06,-2.57406145465211e-06
77.181,28.443,,-8.224784323829226e-06
77.192,28.443,-8.160540346580092e-06,2.5333558369311504e-05
77.202,28.443,2.201838287874125e-05,
77.213,28.443,,2.3731550754746426e-05
77.223,28.443,-8.091421364042617e-07,5.1302140491316095e-05
77.233,28.443,4.43998175114757e-07,2.761232826742344e-05
77.244,28.443,-2.18743607547367e-05,3.024736543011386e-05
77.129,28.453,,1.8386333977105096e-05
77.14,28.453,-5.69958228879841e-06,4.552605969365686e-05
77.15,28.453,-3.696008207043633e-06,5.158765634405427e-05
77.161,28.453,,5.514274016604759e-05
77.171,28.453,-1.0832358384504914e-05,
77.181,28.453,-8.394266842515208e-06,2.602435779408552e-05
77.192,28.453,,
77.202,28.453,-1.4814906990068266e-06,5.549646448343992e-05
77.213,28.453,4.4443590923037846e-06,
77.223,28.453,,6.500429299194366e-05
77.233,28.453,6.22216873580328e-07,
