longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,,1.9440140022197735e-05,
77.181,28.414,-3.970571015088353e-06,,-6.305303395492956e-05
77.192,28.414,,1.4422536878555547e-05,5.206929927226156e-05
77.202,28.414,,1.2992719348403623e-05,7.656509296793956e-06
77.213,28.414,5.46251385458163e-06,2.4111945094773542e-05,1.288847670366522e-05
77.223,28.414,1.1619291399256326e-05,3.788242611335591e-05,1.0175604984397069e-05
77.171,28.424,1.0514951100049076e-05,,-0.0001072950908564
77.181,28.424,7.93559320300119e-06,,4.652559255191591e-06
77.192,28.424,1.4913940731275943e-06,2.4370205210288987e-05,
77.202,28.424,-1.244833072178153e-07,,2.8446320357033983e-05
77.213,28.424,1.1496730621729512e-05,,2.1596286387648437e-05
77.223,28.424,7.316336905205389e-06,2.2982991140452214e-05,
77.233,28.424,4.709074346465059e-06,1.4176921467878856e-05,1.7549051335663535e-05
77.244,28.424,-2.4115890937537188e-06,,2.391273301327601e-05
77.161,28.434,5.828019766340731e-06,2.2530108253704384e-05,1.526618143543601e-05
77.171,28.434,1.449654246243881e-05,,2.3527147277491167e-05
77.181,28.434,1.6589949154877104e-05,2.36577707255492e-05,
77.192,28.434,-5.396630149334669e-05,2.1702429876313545e-05,7.278438260982511e-06
77.202,28.434,-7.205727570180898e-07,4.491140498430468e-05,3.720599124790169e-05
77.213,28.434,,1.5895504475338385e-05,1.3278846381581388e-05
77.223,28.434,,1.848069405241404e-05,1.8491226001060568e-05
77.233,28.434,1.525179141026456e-05,,
77.244,28.434,,,
77.129,28.443,9.713127838040236e-06,,1.1351824468874838e-05
77.14,28.443,,1.2489867003750987e-05,2.4682502044015564e-05
77.15,28.443,5.697198957932415e-06,4.719451226264937e-06,1.3730623322771862e-05
77.161,28.443,1.0175407624046784e-05,-4.969513611285947e-05,6.30270960755297e-06
77.171,28.443,1.0397354344604535e-05,4.692125003202818e-05,6.771631160518155e-05
77.181,28.443,1.2050450095557608e-05,-9.7297815955244e-05,6.680833848804468e-06
77.192,28.443,3.671815647976473e-06,2.570755168562755e-05,
77.202,28.443,,,2.7646283342619427e-05
77.213,28.443,,1.8644186638994142e-05,
77.223,28.443,-2.5372141863044817e-06,2.2827089196653105e-05,
77.233,28.443,1.515755593572976e-05,1.3559661056206096e-05,2.145646794815548e-05
77.244,28.443,-6.4648943407519255e-06,4.19002644775901e-05,3.755722354981117e-05
77.129,28.453,7.392137604256277e-07,,3.692360041895881e-05
77.14,28.453,-9.475235742684164e-07,3.034338260476943e-05,1.516164957138244e-05
77.15,28.453,1.6249441614490934e-05,,1.3328080967767164e-05
77.161,28.453,,4.8322781367460266e-06,2.2344349417835477e-05
77.171,28.453,,2.006409158639144e-05,
77.181,28.453,3.7489260193979135e-06,1.5555511708953418e-05,3.9241553167812526e-05
77.192,28.453,2.3608813535247464e-06,1.7177493646158837e-05,1.5875861208769493e-05
77.202,28.453,1.9583442281145835e-06,1.2383753528411034e-05,3.957968510803767e-05
77.213,28.453,2.860215317923576e-06,,
77.223,28.453,1.574136877025012e-05,,5.205686647968832e-06
77.233,28.453,6.621052079935907e-07,,2.2844300474389456e-05
77.119,28.463,,1.000126121653011e-05,5.205831621424295e-05
77.129,28.463,8.888495358405635e-06,2.8044938517268747e-05,5.339171184459701e-05
77.14,28.463,,-3.194838427589275e-05,
77.15,28.463,,3.1244697311194614e-05,2.3775741283316165e-05
77.161,28.463,-2.041976813416113e-06,2.9471382731571797e-05,1.5709016224718653e-05
77.171,28.463,5.950018021394499e-06,,
77.181,28.463,9.219491403200664e-06,,
77.192,28.463,7.872563401178923e-06,8.537336725567002e-06,1.547785723232664e-05
77.202,28.463,1.5803545466042124e-05,7.308106887649046e-06,-0.0001318042341154
77.213,28.463,4.392482424009359e-06,,2.479746581229847e-05
77.223,28.463,7.293432645383291e-06,2.796521584969014e-05,
77.119,28.473,7.145863037294475e-06,2.199828486482147e-05,2.038297134276945e-05
77.129,28.473,1.6325047909049317e-05,2.6695281121646985e-05,
77.14,28.473,,,
77.15,28.473,1.361018166790018e-05,1.0146609383809846e-05,1.6547270206501707e-05
77.161,28.473,1.3004375432501549e-05,,1.495474748480774e-06
77.171,28.473,,6.57241434964817e-06,1.85965600394411e-05
77.181,28.473,5.775785211881157e-06,3.126370575046167e-05,1.2662597328017e-05
77.192,28.473,-1.0742069207481109e-05,,4.702203659689985e-05
77.202,28.473,,1.9503962903399952e-05,2.4264347302960232e-05
77.213,28.473,1.8820044715539552e-05,1.6517329640919343e-05,
77.223,28.473,,2.048829992418177e-05,
77.233,28.473,-1.4484946859738557e-06,1.5991827240213752e-05,
77.119,28.482,1.2918203537992667e-05,-6.467211278504692e-06,1.8263128367834724e-05
77.129,28.482,-3.241067133785691e-06,,
77.14,28.482,,3.6263121728552505e-05,9.87508610705845e-06
77.15,28.482,1.2388245522743093e-05,2.3695078198215924e-05,2.254686660307925e-05
77.161,28.482,6.851406851637876e-06,2.1642965293722227e-05,3.580883640097454e-05
77.171,28.482,,2.46193194470834e-05,
77.181,28.482,-2.5583922251826152e-06,9.562073501001578e-06,0.0001165880239568
77.192,28.482,1.0041287168860435e-05,,-0.0001307989732595
77.202,28.482,,,2.302876782778185e-05
77.213,28.482,1.1404518772906158e-05,,1.3587229659606235e-05
77.223,28.482,3.479203542156029e-06,2.4459968699375167e-05,1.9920254999306053e-05
77.233,28.482,,8.861137757776305e-06,3.7180383515078574e-05
77.244,28.482,,,
77.129,28.492,,,
77.14,28.492,7.53190579416696e-06,1.8526488929637708e-05,2.140880133083556e-05
77.15,28.492,2.2021549739292823e-05,-2.017746737692505e-06,2.883489287341945e-05
77.161,28.492,5.789930582977831e-06,7.308106887649046e-06,1.563689875183627e-05
77.171,28.492,2.697089712455636e-06,1.0488223779248074e-05,5.278941171127372e-05
77.181,28.492,,,1.0787512110255191e-05
77.192,28.492,,,
77.202,28.492,1.3560046681959648e-05,2.7772597604780455e-05,4.711123256129213e-05
77.213,28.492,6.07931269769324e-06,2.370818219787907e-05,1.1865897249663249e-05
77.223,28.492,,,1.5836320017115213e-05
77.233,28.492,1.1828612514364067e-05,4.1005110688274726e-05,
77.244,28.492,-3.073469088121783e-06,2.6448300559422933e-05,4.356215140433051e-05
77.254,28.492,,,6.331754320854088e-06
77.264,28.492,1.5691272210460738e-06,3.496602948871441e-05,8.280492693302222e-06
77.275,28.492,1.2726912245852873e-05,,
77.306,28.492,6.449365173466504e-06,5.843680241923721e-07,1.2790012988261878e-05
77.316,28.492,5.713410246244166e-06,,2.3615948521182872e-05
77.327,28.492,1.573186409586924e-06,,
76.891,28.502,-1.388164673699066e-05,,1.6603955373284407e-05
77.109,28.502,-1.0581223250483164e-05,1.0146609383809846e-05,1.4481247490039095e-05
77.119,28.502,,1.2593311112141237e-05,1.6157806385308504e-05
77.129,28.502,1.393602360622026e-05,,2.93096909445012e-05
77.14,28.502,-1.5240143511618952e-05,3.2411047868663445e-05,3.746258153114468e-05
77.15,28.502,-3.484196213321411e-06,,1.0638465028023347e-05
77.161,28.502,1.707627234281972e-05,,
77.171,28.502,4.132450158067513e-06,2.182160096708685e-05,2.5029510652530007e-05
77.181,28.502,1.378267597829108e-06,2.048829992418177e-05,3.334707434987649e-05
77.192,28.502,1.3703393960895482e-05,,2.2911901396582834e-05
77.202,28.502,6.10094548392226e-06,,
77.213,28.502,,2.586615300970152e-05,2.0235698684700765e-05
77.223,28.502,8.646640708320774e-06,,
77.233,28.502,3.978285803896142e-06,,1.2640747627301607e-05
77.244,28.502,1.2038517525070349e-05,6.292923899309244e-06,3.072437539231032e-05
77.254,28.502,3.167266186210327e-05,,7.046789687592536e-05
77.264,28.502,1.4523410754918586e-05,1.1045812243537512e-05,8.35074570204597e-06
77.275,28.502,-1.0335924116589013e-06,4.809885649592616e-05,3.469759030849673e-05
77.285,28.502,-8.24607013782952e-07,1.6363474060199223e-05,
77.296,28.502,5.340632014849689e-06,2.487965684849769e-05,2.1175354049773887e-05
77.306,28.502,,2.1145404389244504e-05,3.609571649576537e-05
77.316,28.502,1.1880278179887682e-05,1.5282543245120905e-05,1.599568349774927e-05
77.327,28.502,3.4287231756024994e-06,,1.500079542893218e-05
76.891,28.512,1.1220092346775346e-05,2.386529376963153e-05,2.062228486465756e-05
76.901,28.512,,2.4297482013935223e-05,2.5981626095017415e-05
76.922,28.512,1.420094213244738e-05,3.379310874151997e-05,1.5031577277113684e-05
