longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,1.1082616765634157e-05,1.4504064893117176e-05
77.181,28.414,3.860015112877591e-06,
77.192,28.414,2.2405965864891182e-06,5.949192200205289e-06
77.202,28.414,1.2558117305161431e-05,3.0199014872778207e-05
77.213,28.414,2.835243685694877e-05,
77.223,28.414,6.194263278302969e-06,
77.171,28.424,1.710545120658935e-06,1.930557846208103e-05
77.181,28.424,1.2207428881083615e-06,2.088931250909809e-05
77.192,28.424,1.3570946066465694e-05,
77.202,28.424,1.0457330063218253e-05,1.814519782783464e-05
77.213,28.424,-5.855976041857502e-07,2.729174775595311e-05
77.223,28.424,-9.959055205399636e-06,
77.233,28.424,-5.201983185543213e-06,2.821762109306292e-06
77.244,28.424,5.619505373033462e-06,1.813397466321476e-05
77.161,28.434,1.7513876855446142e-06,2.376273914705962e-05
77.171,28.434,4.715239356301026e-06,3.413222293602303e-05
77.181,28.434,-5.627925020235125e-06,1.7746204321156256e-05
77.192,28.434,1.5246688235492911e-05,2.488396603439469e-05
77.202,28.434,,1.98515881493222e-05
77.213,28.434,-1.0762374586192893e-05,1.2153258467151318e-05
77.223,28.434,1.7111987062889966e-06,2.8351894798106517e-05
77.233,28.434,6.74777493259171e-06,1.2833642358600628e-05
77.244,28.434,6.797873083996819e-06,4.838907261728309e-05
77.129,28.443,7.597532203362789e-06,2.5645400455687195e-05
77.14,28.443,-3.761760353881982e-06,1.698760206636507e-05
77.15,28.443,2.1730007574660704e-05,2.6362791686551645e-05
77.161,28.443,,2.3899376174085774e-05
77.171,28.443,1.0169656889047474e-05,3.255277260905132e-05
77.181,28.443,1.1666118552966507e-05,3.1370036595035344e-05
77.192,28.443,1.700935717963148e-05,3.115624713245779e-05
77.202,28.443,1.4747739442100284e-05,4.493504457059316e-05
77.213,28.443,3.261409074184485e-05,2.8771484721801244e-05
77.223,28.443,,2.003727240662556e-05
77.233,28.443,6.355742243613349e-06,2.016950747929513e-05
77.244,28.443,2.120573071806575e-06,1.7188922356581315e-05
77.129,28.453,1.998011975956615e-05,1.5898542187642306e-05
77.14,28.453,-4.01386671455839e-07,2.23554925469216e-05
77.15,28.453,-0.0002401851961622,7.34793729861849e-06
77.161,28.453,5.679892637999728e-06,1.654819971008692e-05
77.171,28.453,-1.5259032807080075e-05,1.169425650004996e-05
77.181,28.453,1.2147772395110223e-05,1.3552417840401176e-05
77.192,28.453,-1.3506401955964977e-05,1.970078119484242e-05
77.202,28.453,5.619505373033462e-06,1.4460849342867732e-05
77.213,28.453,1.9851941033266485e-06,2.0675312043749727e-05
77.223,28.453,-1.2301552487770095e-05,1.7836422557593323e-05
77.233,28.453,3.899169314536266e-05,1.6277950635412708e-05
77.119,28.463,1.5177918612607756e-05,2.0868246792815626e-05
77.129,28.463,-1.2561537005240098e-05,7.277440090547316e-06
77.14,28.463,6.092850162531249e-05,
77.15,28.463,9.323020094598178e-06,2.091002716042567e-05
77.161,28.463,-1.1371628261258593e-06,1.5353331036749296e-05
77.171,28.463,1.4493553862848785e-05,2.77859053312568e-05
77.181,28.463,-5.509720722329803e-06,1.4717038538947236e-05
77.192,28.463,1.3927432519267311e-05,7.319501310121268e-05
77.202,28.463,1.561152566864621e-05,1.0337417734263e-05
77.213,28.463,-0.0001808248634915,
77.223,28.463,-4.352629184722901e-05,2.8387503334670328e-05
77.119,28.473,5.091167167847743e-06,1.5299645383493043e-05
77.129,28.473,-5.098735073261196e-06,1.0614841812639496e-05
77.14,28.473,1.1942238415940665e-05,1.4491395631921478e-05
77.15,28.473,2.868587580451276e-05,
77.161,28.473,2.2058215108700097e-05,2.5127394110313617e-05
77.171,28.473,1.6058742403401993e-05,8.621264896646608e-06
77.181,28.473,2.1624713554047048e-05,
77.192,28.473,2.095516947520082e-06,2.1719297365052626e-05
77.202,28.473,1.7566509995958768e-05,6.120420493971324e-06
77.213,28.473,5.523238542082254e-06,2.000411768676713e-05
77.223,28.473,1.9458488168311305e-05,2.952141403511632e-05
77.233,28.473,-9.673245813246467e-07,1.18868529170868e-05
77.119,28.482,,2.03708368644584e-05
77.129,28.482,-2.904597977249068e-06,2.7576676075113937e-05
77.14,28.482,9.686410521680957e-06,9.35347270569764e-06
77.15,28.482,-5.201983185543213e-06,9.744549060997088e-06
77.161,28.482,-6.4405176090076566e-06,2.333041629754007e-05
77.171,28.482,7.931831532914657e-06,3.2058669603429735e-05
77.181,28.482,,
77.192,28.482,1.4996586287452374e-05,2.29832930926932e-05
77.202,28.482,6.594613751076395e-06,1.617808811715804e-05
77.213,28.482,-1.0794172339956276e-05,2.1658523110090755e-05
77.223,28.482,8.237290785473306e-06,1.544435872347094e-05
77.233,28.482,4.56689995189663e-05,2.9154087314964272e-05
77.244,28.482,-2.7617606974672526e-06,
77.129,28.492,2.5638194074417697e-06,9.422232096767402e-07
77.14,28.492,6.1458385971491225e-06,5.54333564650733e-05
77.15,28.492,3.460429797996767e-05,
77.161,28.492,-1.2272179446881635e-05,2.0675312043749727e-05
77.171,28.492,5.609821982943686e-06,5.689512818207732e-06
77.181,28.492,-1.929562358782277e-06,2.5023502530530092e-05
77.192,28.492,1.2585898730321787e-05,1.645596967136953e-05
77.202,28.492,1.0968094102281611e-05,1.3570587725553196e-05
77.213,28.492,1.8752545656752773e-05,2.343207052035723e-05
77.223,28.492,,7.554966941825114e-06
77.233,28.492,1.9877138583979104e-06,1.5834259102120996e-05
77.244,28.492,8.88930844666902e-06,2.0227675122441724e-05
77.254,28.492,1.3158202818885911e-05,1.589688281455892e-06
77.264,28.492,1.020767285808688e-05,1.2780786164512392e-05
77.275,28.492,1.468543086957652e-05,1.857308416219894e-05
77.306,28.492,-4.372239345684648e-06,2.3370062990579758e-05
77.316,28.492,1.550126398797147e-05,
77.327,28.492,8.10752226243494e-06,1.607754711585585e-05
76.891,28.502,2.1058259846995497e-07,
77.109,28.502,2.047268208116293e-05,2.5447750886087302e-05
77.119,28.502,,1.9622861145762727e-05
77.129,28.502,-1.2837895155826118e-06,2.2608348444919105e-05
77.14,28.502,6.74777493259171e-06,1.62405503942864e-05
77.15,28.502,,2.2672449631500054e-05
77.161,28.502,2.1099887817399576e-05,1.2077009614586134e-07
77.171,28.502,1.1986107892880682e-05,5.077429887023754e-05
77.181,28.502,-1.2690402400039602e-06,-4.790173079527449e-06
77.192,28.502,1.1761490895878524e-05,8.639299267088063e-06
77.202,28.502,5.499866801983444e-06,1.6331716324202716e-05
77.213,28.502,-0.0002122321602655,
77.223,28.502,1.818096461647656e-05,4.280440043658018e-05
77.233,28.502,-2.4673643110872945e-06,2.0920428141835146e-05
77.244,28.502,1.6811880414024927e-05,9.575593139743432e-06
77.254,28.502,1.670458550506737e-05,
77.264,28.502,1.0944017958536278e-07,1.087811961042462e-05
77.275,28.502,1.0217802810075227e-05,1.1000825907103716e-05
77.285,28.502,9.07370758795878e-06,1.577077819092665e-05
77.296,28.502,-3.7908112062723376e-06,3.619238850660622e-05
77.306,28.502,8.760593118495308e-06,1.8039183487417176e-05
77.316,28.502,1.6541405784664676e-05,2.070791379082948e-05
77.327,28.502,2.5405681299162097e-05,
76.891,28.512,5.582810899795732e-06,1.2528607840067709e-05
76.901,28.512,1.8705222828430124e-05,2.2476193407783285e-05
76.922,28.512,1.1338389413140249e-05,2.5084686058107764e-05
76.932,28.512,2.8549418402690208e-06,1.5921366866678e-05
76.943,28.512,-9.878542186925188e-05,
76.953,28.512,,
76.963,28.512,4.422663914738223e-05,1.587917358847335e-05
77.098,28.512,,2.2438425730797466e-05
77.109,28.512,9.91701199382078e-06,5.313404926710064e-06
77.119,28.512,1.5469624486286193e-05,2.4443981601507403e-05
77.129,28.512,1.2253229215275496e-05,2.333462907699868e-05
77.14,28.512,2.5434098915866343e-06,3.353145802975632e-05
77.15,28.512,-3.831764843198471e-06,1.3258510989544448e-05
77.161,28.512,1.696236722636968e-05,
77.171,28.512,-2.1677211414772304e-10,
77.181,28.512,2.1865325550152196e-08,1.5257313862093724e-05
77.192,28.512,9.781958397070412e-06,3.119341272395104e-05
77.202,28.512,4.40036274085287e-06,1.3934754861111289e-05
77.213,28.512,5.880464868823765e-06,
77.223,28.512,-2.5652896511019208e-05,2.725591184571385e-05
77.233,28.512,,1.1430001904955134e-05
77.244,28.512,-1.3926694919064175e-05,1.2238875569892116e-05
77.254,28.512,-0.0001155713107436,2.678796045074705e-05
77.264,28.512,6.867279807920568e-06,1.1902435289812274e-05
77.275,28.512,,1.7154152374132536e-05
77.285,28.512,1.4840410358374356e-06,1.3056951502221636e-05
77.296,28.512,-6.127957021817565e-06,1.8263095853399136e-06
77.306,28.512,7.008338798186742e-06,2.143650817743037e-05
77.316,28.512,1.053295909514418e-05,1.402953603246715e-05
77.327,28.512,1.8438606275594797e-05,1.0394104492661429e-06
77.337,28.512,1.2211624380142894e-05,1.432169938198058e-05
76.891,28.522,6.335008947644383e-06,1.651012098591309e-05
76.901,28.522,2.264868817292154e-05,9.124285497819072e-06
76.911,28.522,2.3665530534344725e-05,2.177628630306572e-05
76.922,28.522,6.613388904952444e-06,
76.932,28.522,6.553061666636495e-07,
76.943,28.522,1.1063329111493658e-05,3.957500666729175e-06
76.953,28.522,4.31322632721276e-06,1.2103943845431786e-05
76.963,28.522,5.152674930286594e-06,3.476199708529748e-05
76.974,28.522,2.134149690391496e-05,1.8645048839971423e-05
76.984,28.522,2.1530318008444738e-06,1.3913322618464008e-05
76.994,28.522,,
77.005,28.522,2.076545388263185e-05,1.4742535313416738e-05
77.015,28.522,6.613921868847683e-06,1.3221926565165631e-05
77.057,28.522,3.3221444937225897e-06,2.3899376174085774e-05
77.067,28.522,3.0361376047949307e-05,1.810627509257756e-05
77.078,28.522,1.492729006713489e-05,3.03294145851396e-05
77.088,28.522,-2.1132555048097856e-06,1.98515881493222e-05
77.098,28.522,2.782849878713023e-05,1.7861852029454894e-05
77.109,28.522,,1.960339432116598e-05
77.119,28.522,9.475126717006788e-06,
77.129,28.522,6.433718681364553e-06,1.976666681002825e-05
77.14,28.522,1.3856003533874173e-05,1.7582477084943093e-05
77.15,28.522,-1.5351304227806397e-06,1.9707427782122977e-05
77.161,28.522,-4.91448627144564e-05,2.188173311878927e-05
77.171,28.522,-7.5293037298251875e-06,1.1386099686205853e-05
77.181,28.522,4.56689995189663e-05,1.0436090633447748e-05
77.192,28.522,3.0794948543189093e-05,2.2341586372931488e-05
77.202,28.522,2.075518568744883e-05,2.215757012891117e-05
77.213,28.522,,1.5065383195178583e-05
77.223,28.522,1.4786278370593209e-05,2.4385852157138288e-05
77.233,28.522,8.010520105017349e-06,1.3130253137205727e-05
77.244,28.522,5.471913755172864e-05,6.651627700193785e-06
77.254,28.522,-5.896673883398762e-06,3.208707494195551e-05
77.264,28.522,8.661532774567604e-06,
77.275,28.522,-1.2498944670369385e-05,3.1552066502626985e-05
77.285,28.522,,
77.296,28.522,-6.600629376407596e-07,
77.306,28.522,1.3345385013963096e-05,9.51656693359837e-06
77.316,28.522,6.83071493767784e-06,
77.327,28.522,4.87240095026209e-06,1.6406684153480455e-05
77.337,28.522,5.4355555221263785e-06,
76.88,28.531,7.023511443549069e-06,2.340713945159223e-05
76.891,28.531,7.3996952778543346e-06,
76.901,28.531,-1.017524664348457e-05,1.4001267118146645e-05
76.911,28.531,-0.0001946607808349,
76.922,28.531,8.234145752794575e-06,1.5334389900090173e-05
76.932,28.531,,9.430734280613253e-06
76.943,28.531,-5.153755773790181e-05,1.8892392290581483e-06
76.953,28.531,1.0191416549787393e-05,4.15053636970697e-06
76.963,28.531,,9.200989552482495e-06
76.974,28.531,4.224883014103398e-05,2.9916596758994277e-05
76.984,28.531,1.264767433895031e-05,1.3632437912747264e-05
76.994,28.531,1.3794582628179342e-05,2.6786958187585697e-05
77.036,28.531,3.937798283004668e-06,2.224275522166863e-05
77.046,28.531,1.144232192018535e-05,7.34793729861849e-06
77.057,28.531,1.851064371294342e-05,1.5348794477176853e-05
77.067,28.531,-1.1882425496878568e-05,7.325531896640314e-06
77.078,28.531,1.331239673163509e-06,1.4681930224469396e-05
77.088,28.531,1.5936704585328698e-05,1.7945532817975618e-05
77.098,28.531,1.2977789992874024e-05,2.69535794359399e-05
77.109,28.531,7.035749604256125e-06,1.970397715922445e-05
77.119,28.531,-1.3585778333435885e-06,1.1236294085392728e-05
77.129,28.531,2.312695505679585e-05,8.181774319382384e-06
77.14,28.531,6.706526619382203e-06,1.2733498806483112e-05
77.15,28.531,9.697344466985667e-06,1.5565483408863656e-06
77.161,28.531,2.500664595572744e-05,2.03998733923072e-05
77.171,28.531,6.959943675610703e-06,
77.181,28.531,8.432113645540085e-06,6.21061235506204e-06
77.192,28.531,1.9429304302320816e-05,1.5141723451961298e-05
77.202,28.531,7.563222879980458e-06,-5.40249004643556e-07
77.213,28.531,1.670458550506737e-05,
77.223,28.531,2.122512887581252e-05,2.049032264039852e-05
77.233,28.531,3.409987584745977e-06,3.126390220131725e-05
77.244,28.531,-1.1569188245630356e-05,2.9768747481284663e-05
77.254,28.531,2.2758189516025595e-05,2.816955020534806e-05
77.264,28.531,3.647282574092969e-05,2.1978132281219587e-05
77.275,28.531,3.2264466426568106e-05,-7.50762592360843e-06
77.285,28.531,4.4140469981357455e-06,3.617625407059677e-05
77.296,28.531,1.6068917148004402e-06,3.551054032868706e-05
77.306,28.531,1.0007881428464316e-05,1.2006137694697829e-05
77.316,28.531,0.0001358203444397,1.6242538549704477e-05
77.327,28.531,7.536994417023379e-06,1.559150950924959e-05
76.87,28.541,2.047640191449318e-05,2.2265559891820885e-05
76.88,28.541,1.0999747246387416e-05,1.783339394023642e-05
76.891,28.541,6.9345296651590616e-06,3.328312232042663e-05
76.901,28.541,1.0309063327440526e-05,1.5634042938472703e-05
76.911,28.541,1.142527526099002e-05,3.302865297882818e-05
76.922,28.541,4.1750217860681005e-06,4.5586712076328695e-05
76.932,28.541,,1.7810321878641844e-05
76.943,28.541,1.713235178613104e-05,1.2805963706341572e-05
76.953,28.541,6.572129223059164e-06,
76.963,28.541,-1.862864701251965e-05,2.4735665647313e-05
76.974,28.541,5.328671704774024e-06,4.1998526285169646e-05
76.984,28.541,,2.07904122362379e-05
76.994,28.541,3.188156188116409e-05,2.7692169169313274e-05
77.005,28.541,-1.3750250218436122e-05,1.4827788618276829e-05
77.015,28.541,5.200106897973456e-06,3.7003406760049984e-05
77.026,28.541,1.933627572725527e-05,1.8314023691345938e-05
77.036,28.541,-4.755288682645187e-05,
77.046,28.541,9.5246359705925e-06,1.5231186807795892e-05
77.057,28.541,,
77.067,28.541,-3.29281442645879e-06,9.911388588079715e-06
77.078,28.541,1.995978527702391e-05,8.621264896646608e-06
77.088,28.541,4.843719125346979e-06,2.8542723157443103e-05
77.098,28.541,2.913203843490919e-06,1.0146502063435037e-05
77.109,28.541,2.0970055629732087e-05,1.3192783626436722e-05
77.119,28.541,4.343973614595598e-06,1.4765314517717345e-05
77.129,28.541,-4.591876404447248e-06,2.1540008674492128e-05
77.14,28.541,-2.6771009288495407e-05,1.2099386367481202e-05
77.15,28.541,2.7637781386147253e-05,1.28822593978839e-05
77.161,28.541,1.699014137557242e-05,1.9652865375974216e-05
77.171,28.541,1.6894153304747306e-05,3.5600445698946714e-05
77.181,28.541,-1.242664552592032e-06,3.594548979890533e-05
77.192,28.541,9.937130016623996e-06,
77.202,28.541,1.5788531527505256e-05,1.884863377199508e-05
77.213,28.541,,1.8996284779859707e-05
77.223,28.541,2.2170538613863755e-06,
77.233,28.541,4.163389803579776e-06,-6.062332431611139e-06
