longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,,1.2239925126777962e-05
77.181,28.414,,2.514085099392105e-05
77.192,28.414,1.3350734661798924e-05,1.592598891875241e-05
77.202,28.414,,2.719369877013378e-05
77.213,28.414,7.917939001345076e-06,
77.223,28.414,2.6067151338793337e-05,2.338279409741517e-05
77.171,28.424,2.355227843509056e-05,-7.024711521808058e-06
77.181,28.424,1.3224189387983644e-05,
77.192,28.424,3.504106416585273e-06,4.275411629350856e-05
77.202,28.424,1.0695138371374924e-05,1.4933151760487816e-05
77.213,28.424,-5.732439967687242e-05,
77.223,28.424,,9.62378726399038e-06
77.233,28.424,2.475879773555789e-05,2.0337949536042288e-05
77.244,28.424,1.0793053661473095e-05,-8.198035357054323e-05
77.161,28.434,3.945691787521355e-05,2.8390950319590047e-05
77.171,28.434,,1.2110248462704476e-05
77.181,28.434,7.753248610242736e-06,-2.3063508081122566e-07
77.192,28.434,1.7691565517452545e-05,
77.202,28.434,7.727925549261272e-06,
77.213,28.434,2.08757210202748e-05,
77.223,28.434,4.020179403596558e-06,2.0331634004833177e-05
77.233,28.434,1.3459718502417672e-05,3.535339419613592e-05
77.244,28.434,4.481402811506996e-06,1.2210177374072371e-05
77.129,28.443,2.6628633349901065e-05,8.590070137870498e-06
77.14,28.443,3.053269756492227e-05,
77.15,28.443,5.237064669927349e-06,2.189820224884897e-05
77.161,28.443,-6.006691546645016e-05,1.3764577488473153e-05
77.171,28.443,,8.935194273362868e-06
77.181,28.443,8.942282875068486e-06,
77.192,28.443,,1.0252278116240632e-05
77.202,28.443,5.995266292302404e-06,3.927074794773944e-05
77.213,28.443,4.3052325054304674e-05,2.6584593797451816e-05
77.223,28.443,,1.7255466445931233e-05
77.233,28.443,-1.0423068488307765e-06,2.785336982924491e-05
77.244,28.443,-1.76587109308457e-05,1.7073916751542129e-06
77.129,28.453,8.797168447927106e-06,1.7861792002804577e-05
77.14,28.453,2.930261643996346e-06,
77.15,28.453,2.234450039395597e-05,3.070388993364759e-05
77.161,28.453,5.017167040932691e-06,1.357549899694277e-05
77.171,28.453,5.351342224457767e-06,1.0948138879030012e-05
77.181,28.453,9.002072147268336e-06,1.967894786503166e-05
77.192,28.453,2.5595174520276487e-05,1.3471002603182567e-05
77.202,28.453,-3.275160452176351e-06,2.773944470391143e-05
77.213,28.453,7.301802725123707e-06,2.041267725871876e-05
77.223,28.453,,
77.233,28.453,9.03472027857788e-07,2.105114617734216e-05
77.119,28.463,4.864248239755398e-06,
77.129,28.463,-2.2504664229927585e-06,1.5693243767600507e-05
77.14,28.463,6.585365099454066e-06,1.6932535800151527e-05
