longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.046,28.756,7.508101134590106e-06,,6.082978870836087e-06,-2.093732746288879e-06
77.057,28.756,5.822656021337025e-05,2.3329532268689945e-05,3.4304739529034123e-06,1.0152784852834884e-05
77.067,28.756,2.1372265109675936e-05,1.8489157810108736e-05,3.67085485777352e-05,6.30570048087975e-06
77.078,28.756,8.317930769408122e-05,,0.0001095432089641,1.1469374840089586e-05
77.088,28.756,-4.1428311305935495e-06,,0.0001528909197077,1.229171630257042e-06
77.098,28.756,9.893019159790128e-05,2.4647762984386645e-05,1.0027566531789487e-05,2.278244028275367e-05
77.109,28.756,1.5572676375086305e-06,,1.3370163287618198e-06,8.9114591901307e-06
77.119,28.756,5.254648385744076e-06,,3.1139447855821345e-06,3.697166903293692e-06
77.129,28.756,5.9571721067186445e-06,,2.844009213731624e-05,9.526896974421106e-06
77.14,28.756,5.613729626929853e-06,6.347605085466057e-05,1.2225405043864155e-05,-8.555279237043578e-06
77.15,28.756,3.7885503843426704e-05,,9.028436033986507e-05,5.7614643083070405e-06
77.161,28.756,4.165291829849593e-05,4.510292455961462e-06,3.982977796113119e-05,6.831670361862052e-06
77.171,28.756,8.331707795150578e-05,-4.369310317997588e-06,6.455430411733687e-05,-6.275568011915311e-06
77.181,28.756,4.946742410538718e-05,,1.303659792029066e-05,3.841630132228602e-06
77.192,28.756,9.78598473011516e-06,2.5568324417690743e-05,0.000121127719467,2.5193721739924516e-05
77.202,28.756,4.076420373166911e-05,3.5500397643772885e-05,0.0001801854086806,1.1664591511362232e-05
77.213,28.756,3.855660179397091e-05,1.4581946743419394e-05,1.5492923921556212e-05,3.0871200578985736e-05
77.223,28.756,6.29203423159197e-05,3.5812623536912724e-05,0.0001620989496586,1.4661451359643252e-06
77.233,28.756,9.163914000964724e-06,-8.953730684879702e-06,2.084565676341299e-05,1.99934311240213e-06
77.244,28.756,3.5752880648942664e-05,,3.355918306624517e-05,4.980577068636194e-05
76.963,28.766,3.227975685149431e-05,-6.568621756741777e-05,0.0001538301148684,1.787303335731849e-05
76.974,28.766,4.797441215487197e-05,-1.4683035260532051e-05,2.6978901587426662e-05,2.4739169020904228e-05
76.984,28.766,3.567227759049274e-05,8.518010872649029e-06,0.0001330973027506,1.3893195500713771e-05
76.994,28.766,6.344637222355232e-05,-1.23926110973116e-05,0.0001571455941302,1.0690019735193346e-05
77.005,28.766,-8.479895768687129e-06,-6.194047273311298e-06,5.89716546528507e-06,1.304884881392354e-05
77.015,28.766,1.311963569605723e-05,-1.326973142568022e-05,1.86881279660156e-05,1.1330704182910267e-05
77.026,28.766,6.869868957437575e-05,,2.7784215490100905e-05,1.049312049872242e-05
77.036,28.766,5.328040060703643e-05,-2.66197766904952e-05,0.0001366493379464,1.0242547432426363e-05
77.046,28.766,-1.9291983335278928e-05,4.0691160393180326e-05,2.161530574085191e-05,1.650850936130155e-05
77.057,28.766,1.2262243217264768e-05,-2.941333514172584e-05,9.023114398587496e-05,1.420078751834808e-05
77.067,28.766,0.0002340023929718,,1.0817107977345586e-05,2.5351147996843792e-05
77.078,28.766,-2.413623633401585e-06,,5.256324584479444e-05,3.0786064598942176e-05
77.088,28.766,3.466683119768277e-05,1.491289003752172e-05,0.0001052861480275,6.428441338357516e-06
77.098,28.766,9.84580947260838e-06,,0.0001923197996802,1.7937893062480725e-05
77.109,28.766,2.2068797989049926e-05,-2.438318006170448e-06,1.2956957107235212e-05,7.530568836955354e-06
77.119,28.766,6.832693543401547e-06,1.3709146514884196e-05,3.1175623007584363e-06,1.9134051399305463e-05
77.129,28.766,5.6295710237463936e-05,-1.615399742149748e-05,7.638322131242603e-05,-5.63669982511783e-06
77.14,28.766,0.0001534025359433,-2.1760521121905185e-05,7.124397598090582e-06,7.287529115274083e-06
77.15,28.766,-5.335281002771808e-06,-4.939544396620477e-06,1.0606634532450698e-05,9.969073289539663e-06
77.161,28.766,7.251481292769313e-05,7.34011427994119e-06,0.0001568323059473,2.9702239771722816e-05
77.171,28.766,1.8830387489288117e-05,2.544474045862444e-05,4.3511605326784775e-05,3.840218050754629e-05
77.181,28.766,4.146891660639085e-05,2.178925024054479e-05,3.951025792048313e-05,4.236209133523517e-05
77.192,28.766,5.2377126849023625e-05,-1.8276343325851485e-05,7.806703251844738e-06,1.9731274733203463e-05
77.202,28.766,0.0001798548764782,-3.355613671374158e-06,2.622461033752188e-05,1.142081237048842e-05
77.213,28.766,1.9179149603587572e-05,1.2617008906090632e-05,2.115239476552233e-05,7.576343705295585e-06
77.223,28.766,8.92971183930058e-06,,3.553870919859037e-05,-1.126094957726309e-06
76.953,28.776,7.212611672002822e-05,-1.4582533367502036e-05,0.000149278610479,-4.685892690758919e-06
76.963,28.776,7.331226515816525e-05,-3.687322168843821e-05,0.0001261856959899,1.895404602691997e-05
76.974,28.776,2.3529714781034272e-06,-7.519384325860301e-06,,1.4751099115528632e-05
76.984,28.776,3.0241970307542942e-05,3.241129161324352e-05,4.4589558001462137e-07,2.2596834241994657e-05
76.994,28.776,2.7817939553642645e-05,6.01898500462994e-06,7.465218004654162e-06,1.4057183761906344e-05
77.005,28.776,9.437701919523532e-06,-1.823902493924834e-05,3.938046120310901e-06,1.1605492545641027e-05
77.015,28.776,1.256477480637841e-05,4.429791260918137e-06,7.062799340928905e-06,-2.093732746288879e-06
77.026,28.776,1.2845989658671895e-05,6.300532550085336e-05,2.634234078868758e-05,1.222887476615142e-05
77.036,28.776,1.5384981452370994e-05,,1.8322318283026107e-05,3.0104130928521045e-05
77.046,28.776,4.487117621465586e-06,-6.588713404198643e-06,0.0001095432089641,8.55560847412562e-06
77.057,28.776,0.0001654117659199,5.617123406409519e-06,9.22950348467566e-05,1.52926459122682e-05
77.067,28.776,0.0002923035644926,8.023256668820977e-06,2.6658177375793457e-05,1.813264498196077e-05
77.078,28.776,1.771257529981085e-06,5.384019095799886e-05,1.2344845345069189e-05,1.6300837160088122e-05
77.088,28.776,1.5495078287131037e-06,6.833201496192487e-06,5.59242871531751e-05,2.0823903469135985e-05
77.098,28.776,2.6478906875126995e-05,,3.0027105822227892e-05,1.5689583960920572e-05
77.109,28.776,1.7179827409563586e-05,,0.0001542657410027,7.143150469346438e-06
77.119,28.776,6.762174598407e-05,-7.883825674070977e-06,3.615728564909659e-05,1.5630026609869674e-05
77.129,28.776,2.4320422653545397e-06,1.4874003682052717e-05,2.192527608713135e-05,1.6178413716261275e-05
77.14,28.776,3.676145934150554e-05,2.281273282278562e-06,0.0001220685080625,1.6646665244479664e-05
77.15,28.776,5.268823224469088e-05,,3.177795952069573e-05,9.815084922593089e-06
77.161,28.776,1.741026039780991e-06,-1.2423465705069248e-06,0.0001429169205948,8.894179700291716e-06
77.171,28.776,2.774340828182176e-05,,0.0001476266479585,1.2499678632593714e-05
77.181,28.776,3.231639311707113e-06,-8.953730684879702e-06,0.0001219214027514,2.6910936412605224e-06
77.192,28.776,1.5321695173042826e-05,,0.0001016350361169,3.0198868898878573e-06
77.202,28.776,1.1371449545549694e-05,-6.984539595578099e-06,5.369137215893716e-05,1.1600725883909035e-05
77.213,28.776,2.820071676978841e-05,3.3585780329303816e-05,9.21404134714976e-05,1.4577849469787909e-05
77.223,28.776,0.0002395584160694,,2.6857616830966435e-05,-8.610268196207471e-06
76.953,28.786,7.26249345461838e-05,,6.654186563537223e-06,2.1365984139265493e-05
76.963,28.786,5.806009721709415e-05,3.863116035063285e-06,9.844299347605556e-05,1.7182307487928486e-07
76.974,28.786,1.731445263430942e-05,-1.2189269000373317e-05,3.831923822872341e-05,4.16596740251407e-05
76.984,28.786,4.630049807019532e-05,,2.9472568712662905e-05,2.656598371686414e-05
76.994,28.786,-1.3385581496550003e-06,9.165980372927152e-06,9.218120794685092e-06,7.94758216215996e-06
77.005,28.786,4.412597991176881e-05,,0.0001516812917543,4.417973104864359e-05
77.015,28.786,2.203145413659513e-05,-6.588713404198643e-06,0.0001160591782536,1.4373447811522055e-05
77.026,28.786,1.0342782843508758e-05,-6.371938070515171e-06,1.2371978073133505e-06,1.377035368932411e-05
77.036,28.786,4.938183337799273e-07,-2.966528995784756e-07,1.8485587133909576e-05,2.805908115988132e-05
77.046,28.786,0.0001798720331862,3.503285552142188e-05,0.0001165544599643,1.8660797650227323e-05
77.057,28.786,7.013363938312978e-05,2.2739090127288364e-05,0.0002010313182836,1.0693075637391304e-05
77.067,28.786,3.265197165092104e-06,-3.656132093965425e-06,0.0001090807927539,2.370977381360717e-05
77.078,28.786,3.910967643605545e-05,4.042235559609253e-06,3.488841684884392e-05,4.086698481842177e-06
77.088,28.786,4.713803355116397e-05,,8.891976904124022e-05,1.017269187286729e-05
77.098,28.786,2.9233335226308554e-05,-4.939544396620477e-06,7.638322131242603e-05,-5.722672085539671e-06
77.109,28.786,4.535846892395057e-05,,0.0001555424241814,9.081055395654404e-06
77.119,28.786,3.461317828623578e-05,2.948562723759096e-06,0.0001146044087363,1.876431633718312e-05
77.129,28.786,6.1876344261690974e-06,,0.0001495508477091,2.314379707968328e-05
77.14,28.786,1.2820717529393733e-05,-1.8276343325851485e-05,6.187224244058598e-06,2.195101114921272e-05
77.15,28.786,0.0001458991173421,,1.4844424185866956e-05,7.296663625311339e-06
77.161,28.786,6.457800191128626e-05,,4.168819941696711e-05,-1.8018492937699195e-06
77.171,28.786,1.8181235645897686e-05,-3.85512612410821e-06,0.0001758804428391,1.1816299775091466e-05
77.181,28.786,6.175968155730516e-05,2.7870481062564068e-05,-4.518560217547929e-06,3.093123450526036e-05
77.192,28.786,1.2395518751873167e-05,2.4934359316830523e-05,2.9249318686197512e-05,2.1671588910976425e-05
77.202,28.786,1.500098096585134e-05,-1.5907838815110154e-06,8.24950257083401e-06,2.686811058083549e-05
77.213,28.786,1.0111545634572394e-05,-1.1282293144176947e-06,1.356635766569525e-05,3.766909867408685e-05
77.223,28.786,1.453887648494856e-06,-2.9063268812024035e-05,5.458533996716142e-05,2.5753539375728e-05
76.953,28.795,3.750122004930745e-06,6.73660179018043e-05,0.0001177795566036,9.788065653992817e-06
76.963,28.795,0.0001048142657964,4.734013418783434e-05,-4.55939471066813e-06,2.4024873710004613e-05
76.974,28.795,1.1092431122960988e-05,,2.235456577182049e-06,3.336479130666703e-05
76.984,28.795,5.5367341701639816e-05,-2.941333514172584e-05,6.490326632047072e-05,8.379851351492107e-06
76.994,28.795,0.0004945455002598,2.5240336981369182e-05,4.594451638695318e-06,2.727041646721773e-06
77.005,28.795,5.783075175713748e-05,-6.647488135058666e-06,0.0001329270016867,1.0275616659782829e-05
77.015,28.795,1.984740811167285e-05,-8.380737199331634e-06,7.237183308461681e-05,4.848831395065645e-06
77.026,28.795,2.8430686143110503e-05,,1.0817107977345586e-05,1.8858832845580764e-05
77.036,28.795,8.771511784289032e-05,2.2739090127288364e-05,5.256324584479444e-05,6.261186354095116e-05
77.046,28.795,-2.16001672015409e-06,9.254673386749346e-06,-4.13003277799362e-07,1.1383605851733591e-05
77.057,28.795,5.915993824601173e-05,3.0930783395888284e-05,1.2956957107235212e-05,2.216012217104435e-05
77.067,28.795,2.028666494879872e-05,6.347605085466057e-05,2.7284886527922936e-05,1.2262950804142749e-05
77.078,28.795,5.9571721067186445e-06,6.547123484779149e-05,6.562794442288578e-05,7.949742212076671e-06
77.088,28.795,2.679912768144277e-06,5.176369813852944e-05,-2.162481223422219e-06,1.1569462003535593e-05
77.098,28.795,6.733802001690492e-05,4.341067688073963e-05,8.752835128689185e-06,1.1940382137254346e-05
77.109,28.795,7.921654287201818e-06,,1.0606634532450698e-05,1.7541817214805633e-05
77.119,28.795,-4.836598236579448e-06,1.5452491425094195e-05,1.4955415281292517e-05,9.343794772576077e-06
77.129,28.795,1.649882165111194e-06,1.2974960554856809e-05,1.0013436622102743e-05,6.677120381937129e-06
77.14,28.795,4.068650014232844e-05,-1.574113230162766e-05,8.720928599359468e-05,2.074889926007017e-05
77.15,28.795,-3.083219098698464e-06,-1.6529332924619666e-06,0.0001509694120613,4.247303422744153e-06
77.161,28.795,1.5369694210676244e-06,2.7870481062564068e-05,4.823860581382178e-05,3.1008521546027623e-06
77.171,28.795,5.439143205876462e-05,2.9632308724103492e-05,1.4827387531113343e-05,2.6382334908703345e-05
77.181,28.795,5.869359665666707e-05,2.3164328013081104e-05,1.3042882528679913e-05,4.0943930798675865e-05
77.192,28.795,0.0001094227773137,2.6331437766202725e-05,0.0002583212044555,6.961423423490487e-06
77.202,28.795,9.746158320922405e-05,-7.526662557211239e-06,9.878848686639683e-06,-1.245963721885346e-05
76.953,28.805,7.0843771027284674e-06,-1.7661693618720165e-06,5.808058631373569e-06,4.420700406626565e-06
76.963,28.805,6.165866125229513e-06,1.960618283192161e-05,1.4527630810334811e-05,1.604332464921754e-05
76.974,28.805,9.672711894381791e-05,1.0955483048746828e-05,7.062799340928905e-06,1.464749948354438e-05
76.984,28.805,8.020637324079871e-05,,0.0001642415882088,1.1035849638574293e-05
76.994,28.805,0.0003514484269544,-3.7141364828130463e-06,0.0001809401728678,4.678667664848035e-06
77.005,28.805,5.3227755415719e-05,2.4383251002291217e-05,0.0001761759922374,2.9589858968392942e-05
77.015,28.805,5.1299888582434505e-05,-2.523640614526812e-05,0.0001528909197077,1.228558085131226e-05
77.026,28.805,7.180374814197421e-05,1.3709146514884196e-05,2.4431634301436134e-05,-4.130884462938411e-06
77.036,28.805,1.2437344594218304e-05,-1.651830280025024e-05,2.344757922401186e-05,-1.3591258721135093e-05
77.046,28.805,1.8594349967315796e-05,3.584984824556159e-06,8.24727612780407e-06,1.0932903023785912e-05
77.057,28.805,1.3427032172330655e-05,8.472854460706003e-06,0.0002304798836121,2.617446989461314e-05
77.067,28.805,5.39954453415703e-05,2.948562723759096e-06,3.218660594939138e-06,1.0822741387528367e-05
77.078,28.805,1.098566281143576e-05,-1.2423465705069248e-06,7.163184363889741e-06,1.4447181456489488e-05
77.088,28.805,7.227512105600908e-05,-1.235928175447043e-05,0.0001001827477011,1.1648013241938315e-05
77.098,28.805,5.439432788989507e-05,6.036091235728236e-06,1.652329410717357e-05,-3.772917352762306e-06
77.109,28.805,7.4832023528870195e-06,1.7254211343242787e-05,7.503618689952418e-05,7.681658644287381e-06
77.119,28.805,1.8830387489288117e-05,,0.000121127719467,1.8328059013583697e-05
77.129,28.805,4.90380589326378e-05,-1.175134730146965e-05,2.833378675859421e-05,1.1044242455682252e-05
77.14,28.805,0.0001285528269363,2.3583170332130976e-05,1.1144171367050149e-05,3.609318582675769e-06
77.15,28.805,0.0001739358413033,,1.7463911717641167e-05,2.189418228226714e-05
77.161,28.805,2.217497467427165e-06,-1.1282293144176947e-06,1.2757032891386189e-05,7.576343705295585e-06
77.171,28.805,4.231540515320376e-05,-1.4400327017938253e-05,3.709989323397167e-05,1.6350020359823247e-06
77.181,28.805,9.246972695109434e-06,,0.000103847378341,1.9620714738266543e-05
77.192,28.805,4.6643959649372846e-05,3.127421223325655e-05,0.0001775537239154,1.115390887207468e-06
76.953,28.815,2.5269289835705425e-05,1.1216608072572852e-05,9.218120794685092e-06,1.3250567462819164e-05
76.963,28.815,0.000286454858724,-2.966528995784756e-07,2.2115171304903924e-05,1.6400337699451484e-05
76.974,28.815,2.8324820959824137e-06,5.227835936238989e-05,0.0001755183184286,-5.2581517593353055e-06
76.984,28.815,1.5384981452370994e-05,-1.4035876120033208e-05,1.837651630864912e-08,3.832293441519141e-05
76.994,28.815,1.2460893231036607e-05,,0.000215877444134,2.100278106809128e-05
77.005,28.815,1.5418787370435894e-05,-3.656132093965425e-06,4.503710079006851e-05,1.0493144145584664e-05
77.015,28.815,3.095512875006534e-05,4.652087682188721e-06,4.3815012759296224e-05,9.71401186689036e-06
77.026,28.815,6.832785857113777e-06,-7.883825674070977e-06,,4.942373379890341e-06
77.036,28.815,6.548644159920514e-05,2.3611379219801165e-05,5.628532107948558e-06,1.3498630323738324e-05
77.046,28.815,5.269603570923209e-05,-6.412041329895146e-06,1.3399676390690727e-05,1.0654942343535367e-05
77.057,28.815,1.7179827409563586e-05,1.9013812561752275e-05,6.809237220295472e-06,1.621535739104729e-05
77.067,28.815,4.486928810365498e-05,5.198463895794703e-06,0.0001119927546824,1.5084442566148937e-05
77.078,28.815,6.026319897500798e-05,1.5452491425094195e-05,0.0001595432258909,1.4841910342511255e-05
77.088,28.815,2.058096652035601e-05,-3.85512612410821e-06,5.078543381387135e-06,1.4650780940428376e-05
77.098,28.815,4.448725303518586e-05,,5.917632279306417e-06,1.0348368959967049e-05
77.109,28.815,4.06953549827449e-05,2.079822843370493e-05,2.149127794837113e-06,2.781199327728245e-05
77.119,28.815,1.808389788493514e-05,2.8356271286611445e-05,2.3991785838006763e-06,1.1503298992465716e-05
77.129,28.815,3.730962271220051e-05,3.699256922118366e-05,0.0001620989496586,2.015368409047369e-05
77.14,28.815,2.1883350200369023e-05,,3.6062054277863353e-05,1.9851167962769974e-05
77.15,28.815,9.367323218612e-05,,1.1898410775756927e-05,1.5591922419844195e-05
77.161,28.815,2.912060881499201e-05,9.742220754560549e-06,0.0001907777186715,1.7861493688542396e-05
77.171,28.815,6.242887320695445e-05,,0.0001034677115967,6.609060164919356e-06
77.181,28.815,4.40927833551541e-05,,5.458533996716142e-05,2.5291858037235212e-05
77.192,28.815,3.13845303026028e-05,,3.890702282660641e-05,7.697286491747946e-06
77.202,28.815,5.6880107877077535e-05,1.3735273569182029e-05,2.294306068506557e-05,1.6766052794991992e-05
77.213,28.815,2.300282773148865e-07,4.332395110395737e-05,4.126352723687887e-05,1.1183906281075906e-05
76.974,28.825,1.605290890438482e-05,,2.299906191183254e-05,1.4935833860363346e-05
76.984,28.825,6.46776970825158e-05,3.0930783395888284e-05,0.000132474451675,2.4849419787642543e-05
76.994,28.825,5.7795328757492825e-05,-4.939544396620477e-06,1.7127649698522873e-05,1.1739909496100154e-05
77.005,28.825,6.080788079998456e-05,,1.9009294192073867e-05,1.0693075637391304e-05
77.015,28.825,8.364990208065137e-06,2.6290752430213612e-05,0.0001286120386794,1.556793176860083e-05
77.026,28.825,9.115471766563132e-05,-1.453005097573623e-05,7.033402198430849e-06,1.6892110579647124e-05
77.036,28.825,6.455183756770566e-05,-1.8276343325851485e-05,7.638322131242603e-05,1.4473785086011048e-05
77.046,28.825,0.0001811094261938,8.175335324267508e-07,-1.212382585435989e-06,2.426916034892201e-05
77.057,28.825,4.094883024663432e-06,-5.2954251259507146e-06,-2.177527676394675e-06,3.480753002804704e-05
77.067,28.825,0.0001428674877388,3.936172652174719e-05,1.573344343341887e-05,1.3482145732268693e-05
77.078,28.825,1.750694354996085e-05,1.783167499525007e-05,0.0002135112590622,9.07612411538139e-06
77.088,28.825,4.762094249599613e-05,2.079822843370493e-05,0.0001388686068821,1.6174062693607993e-05
77.098,28.825,-4.574334525386803e-06,,7.248501788126305e-05,2.5213150365743783e-05
77.109,28.825,3.689424556796439e-05,,6.539456080645323e-05,1.5408088074764237e-05
77.119,28.825,2.090615680572228e-06,1.3671365195477849e-05,0.0001016350361169,3.8039062928874046e-05
77.129,28.825,4.5148721255827695e-05,-1.4751001799595542e-05,0.0001624809519853,4.48126138508087e-06
77.14,28.825,4.8126403271453455e-05,-1.4359431588673033e-05,9.915512237057555e-06,1.7841590306488797e-05
77.15,28.825,1.480113496654667e-05,6.323495199467288e-06,1.0468002074048854e-06,2.9048582291579805e-05
77.161,28.825,4.008101313957013e-05,,8.76799676916562e-05,9.386053534399252e-06
77.171,28.825,5.857744690729305e-05,,4.967451241100207e-05,2.573452729848213e-05
77.181,28.825,1.223457820742624e-05,-1.1970237210334744e-06,1.7935713913175277e-05,4.99548768857494e-05
77.192,28.825,7.209936302388087e-05,1.0992220268235542e-05,9.150627010967582e-05,7.608194209751673e-06
77.202,28.825,1.3756366570305543e-05,-1.3421839867078234e-05,3.205913526471704e-05,8.89531565917423e-06
77.213,28.825,1.2405944289639592e-05,-4.367607471067458e-05,4.62078872942584e-07,5.315267117111944e-06
77.223,28.825,2.0040428353240717e-05,2.1633232449858042e-07,1.0507221304578708e-05,1.1088221981481183e-05
76.994,28.835,1.4262539480114356e-05,-3.355613671374158e-06,1.2344845345069189e-05,1.5133206034079194e-05
77.005,28.835,3.8557012885576114e-05,-9.952754226105752e-06,9.98222385533154e-05,2.6449271899764423e-05
77.015,28.835,1.6902090393955405e-08,2.544474045862444e-05,-1.1408683064928483e-07,1.9883227651007477e-05
77.026,28.835,6.302544352365658e-05,1.2623208021977916e-05,0.0001079395005945,-3.452847295193351e-06
77.046,28.835,3.746600896192831e-06,3.936172652174719e-05,3.962376285926439e-05,1.4920428839104716e-05
77.057,28.835,7.921654287201818e-06,-1.6529332924619666e-06,1.0071456927107649e-05,5.742148914578138e-06
77.067,28.835,6.881489389343187e-05,1.730173062242102e-05,8.596467523602769e-05,7.681658644287381e-06
77.078,28.835,7.492054282920435e-05,-1.1282293144176947e-06,0.000108205138531,-8.79060917213792e-06
77.088,28.835,7.81405015004566e-06,1.4315045518742409e-05,2.7693589800037444e-05,-1.8018492937699195e-06
77.098,28.835,-2.615015546325594e-06,1.5600431652273983e-05,5.224220331001561e-06,2.592322562122717e-05
77.109,28.835,6.781399133615196e-05,-7.393071882688673e-06,-4.011516921309521e-06,3.0871200578985736e-05
77.119,28.835,5.439143205876462e-05,3.450212170719169e-05,8.742179488763213e-05,9.129178579314612e-06
77.129,28.835,0.000189164027688,-3.351257873873692e-06,7.582711077702697e-06,1.7077945813070983e-05
77.14,28.835,3.5752880648942664e-05,-3.250189183745533e-05,1.5817890016478486e-05,4.18078743678052e-05
77.15,28.835,3.232055314583704e-05,-3.830100922641577e-06,0.0001396447914885,1.3763323295279406e-05
77.161,28.835,0.000148105842527,1.199439157062443e-05,2.6587942556943744e-05,1.695075843599625e-05
77.171,28.835,7.98802066128701e-05,2.776778092083987e-05,0.0001884655066533,-1.4417196325666737e-05
77.181,28.835,9.430512363906018e-06,4.226946543894883e-07,9.706038326839916e-06,5.2794562179769855e-06
77.192,28.835,4.226822784403339e-05,4.1995826904894784e-05,1.817904194467701e-05,7.156982064771e-06
77.202,28.835,1.2600975423993075e-05,,0.0001276479306397,1.5241964320011904e-05
77.213,28.835,7.469416595995426e-05,-1.5093635738594458e-05,0.0002766130783129,1.9515959138516337e-05
77.046,28.844,4.165291829849593e-05,1.463172520743683e-05,2.893512146329158e-06,9.5472078101011e-06
77.057,28.844,2.292731005582027e-05,3.699256922118366e-05,5.917632279306417e-06,3.608917040764936e-06
77.067,28.844,8.779499694355763e-06,1.7728691091178916e-05,9.824093285715207e-05,2.100203164445702e-05
77.078,28.844,8.099479600787163e-05,1.3671365195477849e-05,3.5939501685788855e-05,2.1676258256775327e-05
77.088,28.844,5.4673495469614863e-05,3.5033099266001955e-05,9.986260010919068e-06,2.235619285784196e-05
77.098,28.844,0.0001294574758503,-2.5505980374873616e-05,0.0001425939844921,5.571097972278949e-06
77.109,28.844,4.763511969940737e-05,8.157888260029722e-06,1.1898410775756927e-05,7.576343705295585e-06
77.119,28.844,3.2722920877859e-05,,2.608341492305044e-05,2.696487536013592e-05
77.129,28.844,8.747790707275271e-05,-7.175809514592402e-06,0.000110252694867,8.807934136711992e-06
77.14,28.844,1.3993600077810696e-05,2.840084744093474e-05,8.691363473189995e-05,1.046258239512099e-05
77.171,28.844,5.0980645028175786e-05,2.43500267060881e-06,5.471569602377713e-05,4.868354153586552e-06
77.181,28.844,3.707662244778476e-06,3.108675446128473e-05,0.0001096772102755,2.205743658123538e-05
77.192,28.844,4.503639138420112e-05,,0.0001058365378412,1.8604630895424638e-05
77.202,28.844,2.24986179091502e-05,-3.033398934348952e-05,9.31817849050276e-05,5.628160943160765e-05
77.213,28.844,3.19800601573661e-05,-1.7841543012764305e-05,8.479242751491256e-06,1.4326875316328367e-05
77.057,28.854,4.761142918141559e-05,2.5494831788819283e-05,1.3274424190967693e-06,3.897428086929722e-06
77.067,28.854,5.685842552338727e-06,9.742220754560549e-06,0.0001085481635527,2.007687544391956e-05
77.078,28.854,3.730962271220051e-05,-3.351257873873692e-06,0.0001444537047063,1.1816299775091466e-05
77.088,28.854,3.666315387818031e-05,1.9187433281331323e-05,3.491020106594078e-05,9.904621038003825e-06
77.098,28.854,1.9063105355598964e-05,-7.175809514592402e-06,0.0002583212044555,8.370724572159816e-06
77.109,28.854,5.194273035158403e-05,,1.677612635830883e-05,-5.423405582405394e-06
77.119,28.854,7.258758705575019e-05,2.840084744093474e-05,8.891865945770405e-06,3.0115497793303803e-05
77.129,28.854,3.6132463719695807e-05,4.226946543894883e-07,8.449846791336313e-05,-7.726674994046334e-06
77.14,28.854,4.832301056012511e-05,,5.401183079811744e-05,8.748024811211508e-06
77.181,28.854,8.454234375676606e-06,,0.0001596712827449,6.952491730771726e-06
77.192,28.854,7.149878365453333e-05,1.0228157407254912e-05,2.9724318665103056e-05,1.8019857179751853e-06
77.202,28.854,5.800653525511734e-05,1.8060056390822865e-05,4.099487341591157e-05,4.8364436224801466e-05
77.057,28.864,7.528120931965532e-06,7.154254126362503e-05,8.025062925298698e-06,1.4529844520438928e-05
77.067,28.864,7.679839472984895e-05,3.614052502598497e-06,1.710662581899669e-05,-6.484108894255769e-07
77.078,28.864,4.860102490056306e-05,5.836655418534065e-06,3.8521966416738e-06,1.779931699275039e-05
77.088,28.864,2.325396764035759e-07,1.026154222927289e-05,7.582711077702697e-06,1.3163436051399913e-05
77.098,28.864,2.820071676978841e-05,2.840084744093474e-05,0.000110252694867,1.540440644021146e-05
77.109,28.864,4.199943305138731e-06,3.1940635381033644e-05,5.204430999583565e-05,1.3555747500504369e-05
77.088,28.874,1.2809198778995778e-05,6.897098955960246e-06,1.356635766569525e-05,1.9620714738266543e-05
