longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.223,28.541,8.550122583983466e-05,,6.416902124328772e-06,3.485345814624452e-06
77.233,28.541,4.298424300941406e-06,-2.0408222553669475e-05,3.836747055174783e-06,2.5342180833831662e-06
77.244,28.541,5.504326054506237e-06,-3.91034427593695e-06,5.125788084114902e-05,8.98642247193493e-06
77.254,28.541,8.801411604508758e-05,,0.0001676162064541,9.9644230431295e-06
77.264,28.541,2.4521081286366098e-05,,0.0001175789075205,1.3430027138383592e-05
77.275,28.541,3.356965862622019e-06,,9.019935305332184e-07,-3.4535281656644656e-07
77.285,28.541,1.0687994063118822e-06,-1.194869491882855e-05,8.836533197609242e-06,1.3160406524548309e-05
77.296,28.541,4.619730680133216e-05,4.420084951561876e-05,3.5235971154179424e-05,-1.565228922117967e-05
77.306,28.541,7.085023753461428e-06,1.918482121254783e-05,2.5447452571825124e-05,1.7229574950761162e-05
77.316,28.541,1.731445263430942e-05,,1.3145140655979048e-05,2.458202970956336e-06
76.849,28.551,1.7177874269691529e-06,-2.169105027860496e-05,5.7067580200964585e-05,6.118667897681007e-06
76.86,28.551,3.259065124439076e-05,-2.744437733781524e-05,,9.325192877440712e-06
76.87,28.551,7.382287731161341e-05,1.3665757251146717e-05,0.0001548830041429,1.0203140845987946e-05
76.88,28.551,7.294039096450433e-05,5.527768280444434e-06,6.998234766797395e-06,1.846903978730552e-05
76.891,28.551,4.3786942114820704e-05,,2.0994873921154067e-05,1.4117090358922724e-05
76.901,28.551,2.7983749532722868e-05,,0.0001474417949793,8.333225196111016e-06
76.911,28.551,4.692226502811536e-05,-5.119541128806304e-06,1.3543764907808509e-05,2.3135653464123607e-06
76.922,28.551,2.2728445401298814e-05,-7.429998277075356e-06,1.486222663515946e-05,8.569488272769377e-06
76.932,28.551,8.57256309245713e-05,,2.7479918571771123e-05,3.844326784019359e-06
76.943,28.551,1.4847456441202668e-05,,1.385399082209915e-05,5.933899046794977e-06
76.953,28.551,6.541272159665823e-05,2.150144791812636e-05,2.669081368367188e-05,1.2201228855701627e-05
76.963,28.551,6.959385814298003e-07,1.4407652315640007e-06,0.0001316354173468,2.274815233249683e-05
76.974,28.551,2.058602694887668e-05,-9.850502465269528e-06,3.3578255624888698e-06,1.183828862849623e-05
76.984,28.551,6.522206240333617e-05,-2.028259405051358e-05,3.179634950356558e-05,2.5318224743386963e-06
76.994,28.551,0.000130243381136,2.026221864070976e-06,8.364670793525875e-05,1.016899841488339e-05
77.005,28.551,-2.987144398503005e-06,8.200361662602518e-06,,1.9230195903219283e-05
77.015,28.551,1.7104452126659453e-05,-2.03948475245852e-05,-8.282376256829593e-06,1.2350795259408189e-05
77.026,28.551,1.7428592400392517e-05,7.584498234791681e-06,1.8709713458520127e-06,4.4932690798304975e-05
77.036,28.551,5.10668323840946e-05,1.8173290300183e-05,-2.404354972895817e-06,1.383578546665376e-05
77.046,28.551,1.4367777794177528e-06,-3.0870440241415054e-05,0.0002155996626242,1.5884386812103912e-05
77.057,28.551,2.7296095140627585e-05,2.1287913114065304e-05,0.0001092909806175,1.5074927432578988e-05
77.067,28.551,0.0001647877506911,3.237327837268822e-05,1.1978406291746069e-05,1.198192603624193e-05
77.078,28.551,5.715051156585105e-05,,1.19161968541448e-05,1.0905285307671876e-05
77.088,28.551,6.793074862798676e-05,1.1868905858136714e-05,,1.3205321920395365e-05
77.098,28.551,6.695724732708186e-05,8.002519280125853e-06,1.3693331311515068e-05,1.0192644367634784e-05
77.109,28.551,6.248648674045398e-07,-1.55131801875541e-05,-5.230389888311038e-06,2.0061514078406617e-05
77.119,28.551,4.738564894068986e-05,-1.4171365364745723e-05,-9.038723192134056e-07,2.6199630156042986e-05
77.129,28.551,7.158908556448296e-05,5.448141746455804e-05,1.083359256881522e-05,8.59553983900696e-06
77.14,28.551,3.505751010379754e-05,2.9960974643472585e-05,,1.1643825018836653e-05
77.15,28.551,6.6611150941753294e-06,,2.5928828108590096e-05,5.384913310990669e-05
77.161,28.551,2.3919557861518115e-05,,0.0002580028958618,1.4108572031545918e-05
77.171,28.551,4.543014074442908e-05,1.9681188859976828e-05,9.905538172461092e-05,8.766874088905752e-06
77.181,28.551,1.7051641407306306e-05,,1.907029582071118e-05,5.583694473898504e-06
77.192,28.551,6.008363561704755e-05,6.030615168128861e-06,0.0001218660690938,1.069746531356941e-06
77.202,28.551,1.5723777323728427e-05,,0.0001033596126944,1.1306765372864902e-05
77.213,28.551,4.350129529484548e-05,-2.9887778509873897e-05,0.0002857944346033,1.3245481568446849e-05
77.223,28.551,0.0001415704900864,-4.376183824206237e-06,5.291290563036455e-06,2.004461566684768e-05
77.233,28.551,8.277424967673142e-06,7.553926025138935e-06,0.0001056801193044,2.14560186577728e-05
77.244,28.551,3.55030206264928e-05,3.3989770145126386e-06,6.5686232119333e-05,9.23933748708805e-06
77.254,28.551,1.4942873349355068e-05,,9.728367876959965e-05,1.0742251106421463e-05
77.264,28.551,1.529084511275869e-05,,2.5704610379762016e-05,7.440790795953944e-06
77.275,28.551,0.0001937904889928,-7.187431037891656e-06,8.060806976573076e-06,5.119407433085144e-06
77.285,28.551,4.43149110651575e-05,,7.126954005798325e-05,4.733474725071574e-06
77.296,28.551,1.311963569605723e-05,-2.8922931960551068e-05,1.6366342606488615e-05,1.0982501407852396e-05
77.306,28.551,0.000286454858724,-6.990832844167016e-06,9.148805838776752e-05,1.655376036069356e-05
77.316,28.551,5.328040060703643e-05,,2.694674185477197e-05,7.265756721608341e-06
76.849,28.561,0.0001194606811623,-4.402463105179777e-07,8.382039595744573e-06,4.0759300645731855e-06
76.86,28.561,2.707083694986068e-05,5.527768280444434e-06,0.0001788826484698,-4.645113733658946e-07
76.87,28.561,4.909294148092158e-06,,2.509440946596442e-06,1.1566738976398485e-05
76.88,28.561,2.126773688360117e-05,-2.0334840883151628e-05,0.0001080205765902,1.661848909861874e-05
76.891,28.561,2.182313255616464e-05,,2.753786975517869e-05,1.4994285265856888e-05
76.901,28.561,3.2640789868310094e-05,,-5.489310979100992e-07,9.19631293072598e-06
76.911,28.561,1.6530273569514975e-05,2.5150739020318724e-05,0.0001571345055708,1.3662670426128898e-05
76.922,28.561,6.401546124834567e-05,-2.424032936687581e-05,1.6628762750769965e-05,-1.7350148482364602e-06
76.932,28.561,2.507992803657544e-06,,3.0715164029970765e-05,2.124939055647701e-05
76.943,28.561,2.619391125335824e-05,1.449334558856208e-05,2.02807550522266e-05,1.3097400369588286e-05
76.953,28.561,5.474581848829985e-05,-4.759703642776003e-06,1.9338123820489272e-05,6.978796136536403e-06
76.963,28.561,5.770696225226857e-05,3.4101241908501834e-05,4.703133527073078e-06,2.3590986529598013e-05
76.974,28.561,8.431515198026318e-06,-4.070286740898155e-05,4.912382792099379e-05,3.971334081143141e-05
76.984,28.561,4.826589429285377e-05,4.102232560398989e-05,0.0001338779256911,1.6512633010279387e-05
76.994,28.561,1.6719848645152524e-05,3.823103907052428e-05,2.191992280131672e-05,9.901318662741689e-06
77.005,28.561,-2.3151769710239023e-06,-1.2453644558263475e-05,4.324098881625105e-06,2.035294528468512e-05
77.015,28.561,3.36715420417022e-05,1.8173290300183e-05,4.192633696220582e-06,9.75246075540781e-06
77.026,28.561,7.569978333776817e-05,,0.0002004167909035,1.4099915460974444e-05
77.036,28.561,9.109819802688436e-05,-3.3279950002906844e-05,1.1096218258899173e-05,4.867405004915781e-05
77.046,28.561,3.282514171587536e-06,3.237327837268822e-05,2.603645043564029e-05,9.580372534401247e-06
77.057,28.561,3.2982704851747258e-06,-1.6816882634884678e-05,4.021779022878036e-05,9.389358638145495e-06
77.067,28.561,0.0001179082901217,-3.2708464914321667e-06,1.7213923229064676e-06,1.4061823094380088e-05
77.078,28.561,8.398829231737182e-05,3.822276994469576e-05,4.008077667094767e-06,4.4145240281068254e-06
77.088,28.561,2.3942877305671573e-05,,1.4469720554188823e-05,1.0719238161982504e-05
77.098,28.561,2.675158975762315e-05,-1.896336470963433e-05,2.9842291041859426e-05,5.931016494287178e-05
77.109,28.561,1.2811239685106555e-05,3.374668813194148e-05,3.3140786399599165e-06,1.3661086995853113e-05
77.119,28.561,1.3934957223682432e-06,2.67522818830912e-06,0.0001269278000108,2.253413367725443e-05
77.129,28.561,5.157617124496028e-06,4.040470230393112e-05,2.632948599057272e-05,2.111453613906633e-05
77.14,28.561,6.050874799257144e-05,-3.3904423162312014e-06,0.0001967737043742,2.5002305847010572e-05
77.15,28.561,5.25195719092153e-06,1.9146429622196592e-05,0.000127818857436,1.1991193787252996e-05
77.161,28.561,6.323056004475802e-05,1.618143687664997e-05,6.7411133386485744e-06,1.1340189303155055e-05
77.171,28.561,2.747051439655479e-05,4.034107860206859e-06,0.0001159150124294,1.2592787243193015e-05
77.181,28.561,4.537801942205988e-05,4.3363161239540204e-06,0.0001300331641687,4.197876478428952e-06
77.192,28.561,9.460477303946392e-05,,2.6532679839874618e-06,1.778791192919016e-05
77.202,28.561,0.0004660580016206,3.546153675415553e-05,-2.4743183075770503e-06,1.804778366931714e-05
77.213,28.561,1.9851306205964647e-05,-8.717976015759632e-06,-2.375466920057079e-06,1.1342536708980331e-05
77.223,28.561,4.702796559286071e-06,-2.2550526409759183e-05,1.505125328549184e-05,1.181393486149318e-06
77.233,28.561,7.212611672002822e-05,5.082499046693556e-05,1.2584585419972427e-05,2.5701890990603715e-05
77.244,28.561,1.0159945304621942e-05,-1.4402750821318476e-05,1.8688433556235395e-05,2.369797402934637e-05
77.254,28.561,5.675191277987324e-05,-1.2540904208435675e-05,2.0654977561207488e-05,4.862216155743226e-05
77.264,28.561,4.414940121932887e-05,-1.1913468370039482e-05,2.064410864477395e-06,1.3717301044380292e-05
77.275,28.561,5.994362436467782e-05,,2.275544284202624e-05,
77.285,28.561,9.491793753113598e-05,-2.3916152258607326e-06,0.0001975523045985,2.235122155980207e-05
77.296,28.561,2.412337198620662e-05,,1.2165700354671571e-05,1.2633719052246306e-05
77.306,28.561,8.143915329128504e-05,,2.9472568712662905e-05,1.5471729057026096e-05
76.849,28.571,3.3184949188580504e-06,3.454186298768036e-05,9.370812767883764e-05,5.207235972193303e-06
76.86,28.571,2.1406974610727048e-06,-1.1532324606378095e-05,0.000137328490382,5.074150521977572e-06
76.87,28.571,4.484480541577796e-06,3.422601366764866e-05,0.0001075230029528,1.768508445820771e-05
76.88,28.571,7.738472049823031e-05,1.437984701624373e-05,5.443444479169557e-06,-1.6378935470129363e-06
76.891,28.571,7.53317817725474e-06,3.4456919820513576e-05,,1.1924206773983316e-05
76.901,28.571,-2.8369481697154697e-06,-3.3076437830459327e-05,1.41449845614261e-05,6.554488209076226e-06
76.911,28.571,0.0002417295763734,-3.61897332368244e-06,0.0001276123948628,1.0857868801394945e-05
76.922,28.571,1.1787525181716774e-05,1.449334558856208e-05,1.5325105778174475e-05,5.46093406228465e-06
76.932,28.571,0.000120955199236,5.709337347070687e-05,0.0001316354173468,1.0890161320276093e-05
76.943,28.571,1.6439365936093964e-05,2.026221864070976e-06,3.218339406885207e-05,3.867284249281511e-05
76.953,28.571,1.1270513823546937e-05,,0.0001576203067088,1.54553672473412e-05
76.963,28.571,9.785740985535084e-05,2.6831844479602296e-07,8.364670793525875e-05,1.2765142855641898e-05
76.974,28.571,3.060154995182529e-05,-6.6651241468207445e-06,4.737195558845997e-05,1.611620609764941e-05
76.984,28.571,4.198294845991768e-05,2.63882138824556e-05,9.942187898559496e-05,6.188198312884197e-06
76.994,28.571,6.163342186482623e-05,-5.866027095180471e-06,2.6550278562353924e-05,7.278099474206101e-06
77.005,28.571,5.9621317632263526e-05,-3.3279950002906844e-05,-6.461553994085989e-07,9.466169103689026e-06
77.015,28.571,0.0001507156412117,2.31317499128636e-05,5.897902155993506e-06,7.409432782878866e-06
77.026,28.571,5.0738708523567766e-05,3.237327837268822e-05,0.0001237682154169,1.7103293430409394e-05
77.036,28.571,7.238570833578706e-05,5.756368773290888e-05,7.71163195167901e-06,1.2123856322432404e-05
77.046,28.571,5.308942490955815e-06,1.3048344271737733e-06,3.968823511968367e-05,2.7598075575951952e-06
77.057,28.571,5.583665551966988e-05,3.822276994469576e-05,0.0001770786329871,6.399338417395484e-06
77.067,28.571,2.2561556761502288e-05,-1.55131801875541e-05,1.1197479580005163e-05,1.4079136235523038e-05
77.078,28.571,2.309356750629377e-05,-1.2555103239719756e-05,0.0001452021242585,1.4473978808382526e-05
77.088,28.571,5.626276833936572e-05,1.6194588170037605e-05,7.509307124564657e-06,-1.6989239384201935e-06
77.098,28.571,0.0001270624343305,,4.3319710130163e-06,1.5419971532537602e-05
77.109,28.571,4.637372057914035e-06,-4.961197646480287e-06,3.0383393095689822e-05,1.301329302805243e-05
77.119,28.571,-1.00176202977309e-06,2.2893576897331517e-05,1.3218300409789665e-05,1.930486541823484e-05
77.129,28.571,3.303893890915788e-06,1.7536822269903496e-05,6.0346110331011005e-06,1.4600044551116298e-06
77.14,28.571,0.000109616696136,,1.5410319974762388e-05,1.8482687664800324e-05
77.15,28.571,1.0976487828884274e-05,,0.000136513452162,1.3707515336136566e-06
77.161,28.571,4.531030936050229e-05,,1.5066775631566998e-06,1.3117322851030622e-05
77.171,28.571,6.520092574646696e-05,,2.5400087906746197e-05,2.1259244022076015e-05
77.181,28.571,5.34810669705621e-06,9.25226413528435e-06,0.0001225025625899,9.480800144956447e-06
77.192,28.571,1.037549736793153e-05,-1.6952042642515153e-05,6.325407866825117e-06,1.569543019286357e-05
77.202,28.571,3.56173659383785e-05,-3.623619704740122e-06,0.0001588046143297,3.727574585354887e-05
77.213,28.571,1.5916779375402257e-05,,1.9012013581232168e-06,1.4257850125432014e-05
77.223,28.571,3.4368094929959625e-05,-7.187431037891656e-06,0.0002439015661366,2.2344216631609012e-05
77.233,28.571,1.070229245669907e-06,1.832405359891709e-05,5.963562216493301e-06,1.9375620468053967e-05
77.244,28.571,1.0687994063118822e-06,,1.89162037713686e-05,2.8355580070638094e-05
77.254,28.571,3.0241970307542942e-05,-3.5366347219678573e-06,2.3281387257156894e-05,2.563405541877728e-05
77.264,28.571,6.546537861140678e-06,-3.918767833965831e-05,2.6839737984118983e-05,5.112748112878762e-05
77.275,28.571,3.24033280776348e-05,,0.0001040026909322,2.2524634914589114e-05
77.285,28.571,5.803705789730884e-05,-1.96658857021248e-05,0.0001504186366219,1.3602822264147107e-06
77.296,28.571,1.37190750137961e-06,1.71815281646559e-05,0.000167541540577,5.571785004576668e-05
76.849,28.58,5.554625386139378e-05,,9.274162948713638e-06,1.4632711099693552e-05
76.86,28.58,2.7983749532722868e-05,-4.459639512788272e-06,1.275967497349484e-05,1.2773583875969052e-05
76.87,28.58,1.8676982449505888e-07,-2.424032936687581e-05,1.3543764907808509e-05,2.459494226059178e-06
76.88,28.58,1.188452461065026e-05,-3.3076437830459327e-05,8.987456567410845e-06,2.0303130440879613e-05
76.891,28.58,7.928235390863847e-06,1.4407652315640007e-06,9.489869989920408e-05,1.659484587435145e-05
76.901,28.58,3.1779848086443963e-06,-1.3383063560468145e-05,1.385399082209915e-05,1.4468078916252123e-05
76.911,28.58,5.240964128461201e-06,-7.576137477371958e-07,0.0001734627730911,2.0620544091798365e-05
76.922,28.58,9.805366971704643e-06,3.74144451598113e-06,-8.048298809626431e-07,1.7312338968622498e-05
76.932,28.58,5.984250037727179e-06,2.664195380930323e-05,1.49572024383815e-05,4.899960549664684e-05
76.943,28.58,5.6044405937427655e-05,-2.1990170353092253e-05,1.8750970411929305e-05,2.002469227591064e-05
76.953,28.58,0.0001902771764434,,0.0001723576278891,1.3312794180819765e-05
76.963,28.58,2.8618705982808024e-05,-3.073606421821751e-05,0.0001327877253061,1.3777794265479317e-05
76.974,28.58,1.3164581105229445e-05,,2.8918086172780025e-05,1.2349756616458762e-05
76.984,28.58,6.080638195271604e-05,,1.5044623069115914e-05,1.2460380276024807e-05
76.994,28.58,4.653464202419855e-05,-5.810271431982983e-06,0.0001743289321893,9.305981620855164e-06
77.005,28.58,1.916408655233681e-05,1.2990697541681584e-05,2.792320992739405e-05,1.2654710189963224e-05
77.015,28.58,3.4097338357241824e-05,,1.4302088857220951e-05,-1.4311072845885064e-05
77.026,28.58,-8.389041795453522e-06,,0.0003175311139784,1.6350071746273898e-05
77.036,28.58,2.6104238713742237e-05,1.877572503872216e-05,-6.682809612357232e-07,2.0931609469698745e-05
77.046,28.58,2.501922972442117e-05,-3.902724347426556e-05,,6.335825310088694e-05
77.057,28.58,3.859604021272389e-06,1.935246018547332e-06,0.0001578637020429,7.954059583425988e-06
77.067,28.58,7.237565569084836e-06,1.1812445336545352e-05,2.568375202827156e-05,1.3416100046015345e-05
77.078,28.58,5.135978790349327e-05,,3.451021984801628e-05,1.6600190065219067e-05
77.088,28.58,3.874440517392941e-05,-1.4396519873116633e-05,1.083359256881522e-05,2.30939931498142e-05
77.098,28.58,8.288220669783186e-06,-3.330827524905544e-08,0.0002204931952292,5.696537846233696e-05
77.109,28.58,2.207512989116367e-05,,8.93380001798505e-06,1.6248776546490262e-06
77.119,28.58,4.530761361820623e-05,,0.0002102738799294,1.8035141692962497e-05
77.129,28.58,3.223873864044435e-05,4.3363161239540204e-06,3.690189987537451e-05,6.67502763462835e-06
77.14,28.58,6.503883196273819e-05,3.141560955555178e-05,6.955401477171108e-05,1.2058697393513285e-05
77.15,28.58,0.0001512267626821,-6.41459791950183e-07,3.337208181619644e-05,8.584067472838797e-06
77.161,28.58,1.926166623889003e-05,1.7674179616733454e-05,7.592822385049658e-06,1.9071590941166505e-05
77.171,28.58,2.304257759533357e-05,-1.194869491882855e-05,1.5222878573695198e-05,3.226870830985717e-06
77.181,28.58,5.3935560572426766e-05,-2.7317322746966965e-05,1.1105137673439458e-05,9.043096724781208e-06
77.192,28.58,-2.358579195060884e-06,8.059595529630315e-06,2.4284031496790703e-06,1.419398086000001e-05
77.202,28.58,-2.881279215216637e-07,,1.1351286048011389e-05,1.6437690646853298e-05
77.213,28.58,,-2.14936717384262e-05,2.5264875148423016e-05,1.883626464405097e-05
77.223,28.58,7.570134766865522e-05,9.480313565291e-06,2.0654977561207488e-05,1.84812267889356e-06
77.233,28.58,6.570627010660246e-05,-2.61923014477361e-06,1.0128576832357794e-05,8.175557013601065e-06
77.244,28.58,4.189390892861411e-05,-4.82249049582606e-07,0.0001176985024358,9.496471648162697e-06
77.254,28.58,3.530704998411238e-05,-1.9074002921115607e-05,6.829707854194567e-05,-3.4355994102952536e-06
77.264,28.58,5.5367341701639816e-05,9.075916750589386e-06,0.0001280896103708,1.81935649834486e-06
77.275,28.58,1.3967796803626698e-05,1.3799538464809302e-05,3.084500349359587e-05,1.1699211199811543e-06
77.285,28.58,5.783075175713748e-05,,1.86881279660156e-05,2.2024578356649727e-05
77.296,28.58,4.786503632203676e-05,2.294923433510121e-05,1.0176204341405537e-06,1.3078372830932494e-05
76.87,28.59,0.0001794987183529,-2.6087240257766094e-05,3.604759695008397e-05,1.1528236427693628e-05
76.88,28.59,4.402756530907936e-05,-2.8585565814864825e-05,8.935852747526951e-06,8.049521966313478e-06
76.891,28.59,8.394778888032306e-06,,-1.0375306374044158e-06,-4.590191019815393e-05
76.901,28.59,3.0855266231810674e-05,2.664195380930323e-05,2.3104867068468596e-05,1.8947333956020884e-05
76.911,28.59,2.2019246443960583e-06,2.6831844479602296e-07,1.9338123820489272e-05,2.440020580252167e-05
76.922,28.59,0.000126849146909,3.695734221764724e-06,6.75365881761536e-05,1.8164300854550675e-05
76.932,28.59,6.35094620520249e-05,1.1446207281551324e-05,8.364670793525875e-05,1.029604572977405e-05
76.943,28.59,4.182538305030903e-06,1.1917994015675504e-05,0.0001002353164949,-1.176247508283268e-07
76.953,28.59,3.278970325482078e-05,-3.0870440241415054e-05,0.0001229966146638,9.901318662741689e-06
76.963,28.59,0.0001291058870265,-1.5211407117021736e-05,2.8636400202231016e-06,9.331489309261087e-06
76.974,28.59,3.244222898501903e-05,-2.1558187654591165e-05,7.143578386603622e-06,2.209567537647672e-05
76.984,28.59,6.483677680080291e-06,7.052627552184276e-06,2.1082938474137336e-05,1.6222673366428353e-05
76.994,28.59,1.2388458344503306e-05,,0.0001092909806175,4.383396662888117e-05
77.005,28.59,2.698613343454781e-06,5.160097316547763e-06,2.025908906944096e-05,-5.855241397512145e-06
77.015,28.59,6.146893429104239e-05,-8.52505490911426e-06,7.111630111467093e-05,2.225642674602568e-05
77.026,28.59,1.4983711480454076e-05,-1.478646845498588e-05,2.587694507383276e-05,2.5966748580685817e-05
77.036,28.59,3.933603511541151e-05,1.4747506611456627e-05,0.0001156554208137,1.9521730791893788e-05
77.046,28.59,6.808007310610265e-05,,,1.0725024367275182e-05
77.057,28.59,4.761322634294629e-05,,2.600919287942816e-05,9.924626283464022e-06
77.067,28.59,1.4869076039758513e-05,8.13295628177002e-06,2.7765249797084834e-06,1.695204082352575e-05
77.078,28.59,1.951757076312788e-05,,0.0001093114333343,2.201818278990686e-05
77.088,28.59,1.3948219020676332e-05,,0.0001301339070778,4.980736775905825e-06
77.098,28.59,0.0001294956164201,4.034107860206859e-06,1.0620741704769898e-05,3.781987061302061e-06
77.109,28.59,3.19096288876608e-05,-1.2793972928193398e-05,0.0001457973994547,2.482897434674669e-05
77.119,28.59,2.3933496777317487e-05,-4.376183824206237e-06,7.344887853832915e-05,2.4519611542928036e-05
77.129,28.59,0.0001977399078896,-6.41459791950183e-07,2.496472552593332e-05,2.529563062125817e-05
77.14,28.59,0.0001247867767233,-1.6094625607365742e-05,1.663947114138864e-05,2.5933160941349342e-05
77.15,28.59,7.943623495521024e-05,3.655556065496057e-05,4.569968041323591e-06,5.9237092500552535e-05
77.161,28.59,5.464159767143428e-05,1.5523761248914525e-05,2.510135709599126e-05,7.565898158645723e-06
77.171,28.59,9.02855390449986e-06,8.059595529630315e-06,0.0002670302637852,6.019955617375672e-05
77.181,28.59,5.81808781134896e-05,2.194847365899477e-05,0.0001008060789899,8.20085006125737e-06
77.192,28.59,5.714090093533741e-06,-2.0962763301213272e-05,2.851675344572868e-05,-2.9071989047224638e-06
77.202,28.59,2.9149698548280867e-06,-5.147293904883554e-06,-3.414662842260441e-06,1.3251282325654756e-05
77.213,28.59,5.622153912554495e-05,4.043205535708694e-06,5.372718078433536e-06,7.492521490348736e-06
77.223,28.59,-4.085915747964464e-07,1.0712928997236304e-05,8.409900328842923e-05,1.6410289390478283e-05
77.233,28.59,8.297612657770514e-05,-1.5976196664269082e-05,0.0001345041528111,6.42946952211787e-06
77.244,28.59,3.3565531339263543e-05,-7.322343208215898e-06,5.2711970965901855e-06,1.6412963304901496e-05
77.254,28.59,3.9972379454411566e-05,,2.0073312043678012e-05,1.1986675417574588e-05
77.264,28.59,4.872438876191154e-05,1.7990099877351895e-05,3.733818084583618e-05,3.305722202640027e-05
77.275,28.59,5.822656021337025e-05,2.489215512468945e-05,8.866915777616668e-06,1.8147075024899092e-05
77.285,28.59,3.838055272353813e-05,7.407903012790484e-06,0.0001056218679877,7.105356417014264e-06
77.296,28.59,7.338004070334136e-05,-2.582929255368072e-06,1.608586717338767e-05,1.1213545803911984e-05
77.306,28.59,5.275890362099744e-05,8.388550668314565e-06,3.843198282993399e-05,-1.7061747712432407e-05
76.88,28.6,1.890007297333796e-05,2.510105696273968e-05,5.114943178341491e-06,3.5960215427621733e-06
76.891,28.6,0.0001503134990343,1.789708767319098e-05,1.4400573491002431e-05,1.311791766056558e-05
76.901,28.6,-3.9928877413331065e-06,3.695734221764724e-06,3.218339406885207e-05,8.655418241687585e-06
76.911,28.6,2.7601041438174437e-05,3.823103907052428e-05,0.000118525349535,1.1639362128335051e-05
76.922,28.6,1.753266406012699e-05,3.2648360956955003e-06,1.6981637600110844e-05,1.5747911675134674e-05
76.932,28.6,0.0001481382350903,,,2.456690344843082e-05
76.943,28.6,9.558079909766091e-06,1.5042572158563416e-05,0.0001395136205246,1.7453492546337657e-05
76.953,28.6,3.865070902975276e-05,2.069139009108767e-05,1.860116572061088e-05,1.0716418728407008e-05
76.963,28.6,5.650294497172581e-06,1.652781429584138e-05,5.27663178218063e-06,1.09662923932774e-05
76.974,28.6,4.123233156860806e-05,1.3493160622601865e-05,1.921351031342056e-05,2.25393505388638e-05
76.984,28.6,0.000164928016602,3.191953965142602e-06,9.620759556128178e-06,2.1908404960413463e-05
76.994,28.6,2.4521299565094523e-05,1.1565084605535958e-05,0.000124070153106,1.083862480300013e-05
77.005,28.6,0.0001121443710871,,5.5322587286354974e-05,3.770833018279518e-06
77.015,28.6,2.34684757742798e-05,3.299437594250776e-06,,1.2211490684421731e-05
77.026,28.6,4.590917342284229e-06,,0.0001578637020429,7.1443246270064265e-06
77.036,28.6,6.879463035147637e-05,,-3.125772991552367e-06,1.4755507436348124e-05
77.046,28.6,6.502409814856946e-05,8.13295628177002e-06,3.6703913792734966e-05,-3.20151002597413e-07
77.057,28.6,5.2389434131328017e-05,-2.0408222553669475e-05,1.0860920838240418e-06,6.281159585341811e-05
77.067,28.6,5.441171015263535e-05,,,2.648217014211696e-05
77.078,28.6,3.6866193113382906e-05,,5.123336813994683e-05,1.3166709322831592e-05
77.088,28.6,2.656999095052015e-05,-1.8113945770892315e-05,8.788043487584218e-06,2.004755515372381e-05
77.098,28.6,5.234307900536805e-05,9.25226413528435e-06,-8.935522259889694e-07,2.0103403585380875e-05
77.109,28.6,5.945466909906827e-05,4.865619848715141e-05,1.536407944513485e-05,1.1002854080288673e-05
77.119,28.6,7.501192158088088e-05,5.964391220913967e-06,2.551292345742695e-05,1.7742704585543834e-05
77.129,28.6,8.973916555987671e-05,1.4548695617122576e-05,0.0001033596126944,9.613225302018693e-06
77.14,28.6,0.0001040499628288,-1.4383495908987244e-05,2.6532679839874618e-06,1.1026726497220808e-05
77.15,28.6,-3.080388296439196e-06,-2.543001392041333e-05,1.5686804545111954e-05,1.883490585896652e-05
77.161,28.6,2.46024428633973e-05,,2.089987356157508e-05,6.557302185683511e-06
77.171,28.6,9.286992280976848e-05,-2.667324042704422e-05,0.0002217910805484,9.9644230431295e-06
77.181,28.6,2.029908728218288e-06,-3.918767833965831e-05,2.081905768136494e-05,2.8293789000599645e-05
77.192,28.6,4.398960663820617e-05,-4.7652488888161326e-07,8.31627839943394e-05,1.873061410151422e-05
77.202,28.6,4.379775873530889e-06,-7.047874532872811e-06,0.0001735367113724,2.16236621781718e-05
77.213,28.6,1.1762158464989623e-05,9.075916750589386e-06,0.0001883170771179,8.402456842304673e-06
77.223,28.6,2.7817939553642645e-05,1.3215171748015564e-05,,2.8621290766750462e-05
77.233,28.6,4.026544411317445e-05,-1.3924423910793848e-05,4.5660814066650346e-05,-6.170646429382032e-06
77.244,28.6,5.709329798264662e-06,1.9117436750093475e-05,8.65801121108234e-06,-1.2098284969397357e-05
77.254,28.6,6.434688839362934e-05,2.0623436284950003e-05,6.312418554443866e-05,1.4981011190684512e-05
77.264,28.6,2.401606252533384e-05,7.407903012790484e-06,2.8745964300469492e-05,1.4396783626580144e-05
77.275,28.6,2.825777301040944e-05,-2.692262569325976e-06,1.748486283759121e-05,1.4180244761519134e-05
77.285,28.6,4.590985099639511e-06,,3.316400034236722e-05,1.7751125369613876e-07
77.296,28.6,3.304555866634473e-05,5.04923900734866e-06,2.299906191183254e-05,3.526689624777646e-06
77.306,28.6,2.7186380975763317e-05,-8.373015589313582e-06,1.206299930345267e-05,1.5721692761871964e-05
77.316,28.6,1.8594349967315796e-05,-1.49783761571598e-06,4.5002801925875247e-05,1.018288457999006e-05
77.327,28.6,2.404387305432465e-05,2.7955942641710863e-05,1.0977860256389247e-05,1.556793176860083e-05
76.88,28.61,5.608809078694321e-05,,9.236519872501958e-06,1.576574140926823e-05
