longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,1.604532553756144e-05,8.377856829611119e-06
77.181,28.414,6.614475296373712e-06,3.641908188001253e-05
77.192,28.414,1.3011361261305863e-05,
77.202,28.414,4.78280708193779e-06,-3.6008564165967982e-06
77.213,28.414,-4.115286742489843e-07,5.772824351879535e-06
77.223,28.414,-8.408874236920383e-06,5.423608399723889e-06
77.171,28.424,-3.311084810775356e-07,-1.1317597454763018e-06
77.181,28.424,1.0122981848326162e-06,7.915336368569115e-07
77.192,28.424,2.427249637548812e-05,3.134353846689919e-06
77.202,28.424,-6.465065325755859e-06,-1.28005922306329e-06
77.213,28.424,3.272905587436981e-06,
77.223,28.424,3.524161729728803e-05,5.453965172819153e-07
77.233,28.424,-1.4135450328467414e-05,1.0384099368820898e-05
77.244,28.424,1.6244825019384734e-05,4.280960638425313e-06
77.161,28.434,1.5752155377413146e-05,2.836522071447689e-06
77.171,28.434,1.529346263851039e-05,2.632822997838957e-06
77.181,28.434,1.9167431673849933e-05,6.155829851195449e-06
77.192,28.434,-1.5561637383143534e-06,-7.265246495080646e-06
77.202,28.434,6.687619134027045e-06,4.425090537552023e-06
77.213,28.434,8.286150659841951e-06,-1.7323842484984198e-06
77.223,28.434,-5.681567927240394e-06,7.127242042770376e-06
77.233,28.434,-1.20918059565156e-07,7.213721346488455e-06
77.244,28.434,-3.257105618104106e-06,-2.6401705781609053e-06
77.129,28.443,-5.422043159342138e-06,7.915336368569115e-07
77.14,28.443,-3.792418510784046e-06,-3.5015555113204755e-06
77.15,28.443,2.2315498426905837e-05,1.0054583071905654e-05
77.161,28.443,1.6708030670997687e-05,-1.6382209366838654e-07
77.171,28.443,1.122003868658794e-05,-1.6541183640583768e-06
77.181,28.443,1.5097808500286192e-05,-7.0755572778580245e-06
77.192,28.443,1.5529429219895974e-05,5.021376182412496e-06
77.202,28.443,-3.6980147797294194e-06,1.3827486327500084e-05
77.213,28.443,5.757665348937735e-06,-7.009468390606344e-06
77.223,28.443,1.7195201508002356e-05,-2.6401705781609053e-06
77.233,28.443,5.071365649200743e-06,8.80250536283711e-06
77.244,28.443,-6.535423722198175e-07,1.968950527952984e-05
77.129,28.453,-1.5067090544107486e-06,-7.122140033288815e-08
77.14,28.453,-1.0980905244650783e-05,4.405767413118156e-07
77.15,28.453,-9.10176913748728e-06,-7.415999789373018e-06
77.161,28.453,2.9113859909557505e-06,-1.8698717667575693e-06
77.171,28.453,-1.975080340343993e-05,2.323633452760987e-05
77.181,28.453,1.2392342796374578e-05,9.72604175331071e-06
