longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.067,28.668,,,2.3813394363969564e-05,1.0073103112517856e-05,3.3443680877098814e-05,0.0002192609681515,,,4.552369716748217e-07,2.119002783729229e-05,-1.047186287905788e-05,1.8023454686044715e-05
77.078,28.668,-1.480982518842211e-05,2.375630720052868e-05,6.723716069245711e-06,2.226835749752354e-05,8.513727516401559e-05,5.56666091142688e-05,,,3.985408511653077e-06,6.585106166312471e-05,,1.8023454686044715e-05
77.088,28.668,1.2808876590497675e-06,2.67333507508738e-05,1.4022284631209914e-05,0.0001234718947671,5.096759196021594e-05,4.888793773716316e-05,,,-3.173619688823237e-06,5.251093170954846e-05,-1.237765718542505e-05,1.988617259485181e-05
77.098,28.668,4.838623681280296e-06,1.898336995509453e-05,1.0597592563499347e-06,3.183312583132647e-05,,1.3448516256175935e-05,,,6.995049716351787e-06,8.64349422045052e-05,-2.8400178052834235e-05,1.664707815507427e-05
77.109,28.668,0.0002101822465192,2.2517222532769665e-05,7.909277883300092e-06,3.9826602005632594e-05,,0.0001858001196524,,,-4.36896243627416e-06,5.170479926164262e-05,-1.975257691810839e-05,2.880593092413619e-05
77.119,28.668,3.860657216137042e-06,2.199606024078093e-05,1.2118500762881013e-06,2.324699562450405e-05,3.1804022000869736e-05,3.092965926043689e-05,,,5.157178748049773e-06,2.0743913410115056e-05,-1.3841513464285526e-05,2.188943835790269e-05
77.129,28.668,4.859161344938912e-05,2.080629565170966e-05,3.5907235087506706e-06,9.372532076667994e-06,3.786191155086272e-05,3.3636180887697265e-05,,,-5.248984962236136e-06,2.2101601643953472e-05,-1.9746623365790583e-05,1.797653385438025e-05
77.14,28.668,1.2322229849814903e-06,3.025601290573832e-05,,1.9585750123951584e-05,,0.000169145365362,,,-2.6193849862465868e-06,2.8342850782792084e-05,,2.389616383879911e-05
77.15,28.668,-1.428584164386848e-05,1.9135217371513136e-05,-2.356283857807284e-06,1.976378734980244e-05,5.959079135209322e-05,8.447220170637593e-05,,,3.2174189072975423e-06,1.8541835743235424e-05,-1.5149256796576084e-05,1.6079042325145565e-05
77.161,28.668,-1.89123038580874e-05,2.3415746909449808e-05,9.5751665867283e-06,1.884768425952643e-05,5.363697709981352e-05,0.0002421904064249,,,1.058249472407624e-05,1.7288741219090298e-05,,2.5514114895486276e-05
77.171,28.668,5.43821879546158e-05,,9.516487807559317e-06,1.8422735593048856e-05,4.409071698319167e-05,0.0001983136316994,-1.2230642823851667e-05,,1.3373444289754843e-06,2.1583953639492396e-05,-2.016402140725404e-05,
77.181,28.668,4.129370063310489e-05,2.409098851785529e-05,3.9062739233486354e-05,1.0868031495192554e-05,,1.5143462405831087e-05,3.6747815101989545e-06,,2.1530197500396757e-06,2.4571419999119826e-05,,1.9557024643290788e-05
77.192,28.668,,1.879560841189232e-05,1.045682165567996e-05,8.356376383744646e-06,3.9508409827249125e-05,2.4402712369919755e-05,,,6.327716164378216e-07,2.086320091621019e-05,,
77.202,28.668,-1.1447406905062962e-05,1.879560841189232e-05,9.90911212284118e-06,2.5972165076382225e-06,6.617851613555104e-05,7.258585537783802e-05,,,1.3435834262054414e-05,2.2975324100116268e-05,-1.263292597286636e-05,5.470208998303861e-05
77.213,28.668,-6.07665560892201e-06,2.8429532903828655e-05,-1.0801361895573793e-05,4.176032962277532e-05,2.3251179300132208e-05,4.383019404485822e-05,,,6.072170435800217e-06,0.0001169472016044,,
77.223,28.668,4.205261939205229e-05,2.244959614472464e-05,1.3313675481185784e-05,2.231265534646809e-05,0.0001227195898536,-2.187382233387325e-05,,,1.322356183663942e-06,,-1.2477888049033936e-05,2.2484740838990547e-05
77.233,28.668,8.45829417812638e-05,2.459097777318675e-05,7.396817636617925e-06,1.1759774679376278e-05,4.140276359976269e-06,4.459158662939444e-05,,,2.637890247569885e-06,2.2802214516559616e-05,,2.443368975946214e-05
77.244,28.668,-3.651558927231235e-06,,-2.211507126048673e-05,1.6120600776048377e-05,8.47295523271896e-05,0.0001556915231049,,,9.78086427494418e-06,2.7229929401073605e-05,-1.3002536434214562e-05,2.211170613009017e-05
77.254,28.668,-1.3056652278464751e-05,,-1.6386040442739613e-05,1.3034056792093908e-05,4.8738918849267066e-05,3.614310480770655e-05,,,5.163047717360314e-06,5.1034734497079626e-05,,
77.264,28.668,1.4004765489517013e-06,2.694606155273505e-05,-3.191015593984048e-06,2.980079807457514e-05,5.228767258813605e-05,3.242709135520272e-05,,,1.9038067478049925e-07,2.028223934757989e-05,-1.3072683941572905e-05,
77.275,28.668,0.0001115867198677,2.178398972318973e-05,1.4148419722914696e-05,-1.6723559383535758e-05,5.798809070256539e-05,3.944828858948313e-05,5.389206762629328e-06,,-7.772611752443481e-06,2.275548104080372e-05,-1.3104317076795269e-05,1.2628377589862794e-05
77.285,28.668,-2.738138027780224e-05,,2.573425990703981e-05,1.751934178173542e-05,,5.019249874749221e-05,,,9.79758851826773e-07,2.1602090782835148e-05,-1.3765017683908807e-05,1.410401819157414e-05
77.296,28.668,-1.5791141777299345e-05,2.320010753464885e-05,1.881199386843946e-05,7.706602445978206e-06,9.9629040050786e-05,7.411667320411652e-05,,,2.0439647414605133e-05,1.2923193935421295e-05,,
77.306,28.668,2.8643617042689584e-06,2.1378587916842665e-05,2.624395528982859e-05,3.50292498296767e-06,,7.127016579033807e-05,,,2.448016630296479e-06,2.2369575162883848e-05,-1.0590432793833315e-05,2.69558368017897e-05
77.316,28.668,7.956950139487162e-05,2.8501313863671385e-05,1.154897745436756e-05,2.015774953179061e-05,,0.0001699171843938,,,5.619569947157288e-06,2.5511679268674925e-05,-1.341883216809947e-05,1.4604404896090273e-05
76.963,28.678,-9.103586307901423e-06,,2.681766272871755e-05,2.0627181584131904e-05,,0.0003236557531636,,,-1.1433089639467651e-05,,-1.7483056581113487e-05,1.952545062522404e-05
76.974,28.678,8.34312304505147e-05,2.936354212579317e-05,3.265198756707832e-05,3.2046978049038444e-06,1.492269893788034e-05,0.0001022225624183,,,-9.65586423262721e-07,6.0395715991035104e-05,-1.831681038311217e-05,2.1236797692836266e-05
76.984,28.678,,,2.2021444237907417e-05,5.560836598306196e-06,4.628566966857761e-05,7.700631977058947e-05,,,3.835595634882338e-06,7.243007712531835e-05,,2.182481148338411e-05
76.994,28.678,-5.606937065749662e-06,2.541437061154284e-05,2.1324052795534957e-05,5.773178145318525e-06,2.826319723681081e-05,3.526998625602573e-05,,,6.766271667402179e-07,1.757174322847277e-05,,
77.005,28.678,7.565216219518334e-05,3.016319897142239e-05,-1.3503154150384944e-05,3.284572585471324e-06,2.022175249294378e-05,5.149832941242494e-05,,,-2.7297294309391877e-06,,,2.0957959350198507e-05
77.015,28.678,,2.8081827622372657e-05,2.006746035476681e-05,2.9702393931074766e-06,9.144298019236883e-06,7.796011777827516e-05,,,1.058736688719364e-05,2.953907460323535e-05,-1.988954136322718e-05,2.245216273877304e-05
77.026,28.678,,2.8081827622372657e-05,5.997340394969797e-06,8.905383765522856e-06,7.047583494568244e-05,2.703341669985093e-05,6.78327239711507e-07,,4.898020051768981e-06,2.5853367333184e-05,-1.237765718542505e-05,1.9592644093791023e-05
77.036,28.678,-2.315337769687176e-05,2.563448470027652e-05,3.1236711492965696e-06,1.369506207993254e-05,,3.385009040357545e-05,,,3.917610229109414e-06,1.784828600648325e-05,-1.61744246724993e-05,3.53455325239338e-05
77.046,28.678,3.940484475606354e-06,2.167582169931848e-05,7.237481895572273e-06,1.687010626483243e-05,,0.0001691862998995,,,-1.5090898841663147e-06,3.513321280479431e-05,-2.48978740273742e-05,2.4903030862333253e-05
77.057,28.678,,2.736179703788366e-05,3.0981645977590237e-06,2.4718663553358056e-05,7.678421388845891e-05,0.0001878079929156,,,-6.5396052377764136e-06,4.337898644735105e-05,,1.346613953501219e-05
77.067,28.678,1.8902705051004887e-05,2.484351171005983e-05,1.6695870726834983e-05,6.696835953334812e-06,,9.041725570568816e-05,-1.2230642823851667e-05,,-2.557349262133357e-06,5.109351695864461e-05,-1.3841513464285526e-05,2.0400548237375915e-05
77.078,28.678,4.838623681280296e-06,2.484351171005983e-05,2.5992350856540725e-05,2.1298890715115704e-05,2.632734685903415e-05,0.0001939289504662,,,1.1252887816226576e-05,1.323249307461083e-05,-1.790518217603676e-05,1.340955168416258e-05
77.088,28.678,,2.079462865367532e-05,1.5933128452161327e-05,1.1989850179361386e-07,,1.1140615242766216e-05,,,1.2571905472213984e-06,,,
77.098,28.678,,,1.4965395166655073e-05,7.221938176371623e-06,6.47890628897585e-05,8.17577529232949e-05,,,5.199593488214305e-06,2.119002783729229e-05,-3.970496254623868e-05,1.529122528154403e-05
77.109,28.678,-1.4393311857929802e-06,,3.70677435057587e-06,0.0002017734805122,,0.0001256823161384,,,7.749021278868895e-06,6.826408935012296e-05,,2.068100729957223e-05
77.119,28.678,1.2322229849814903e-06,1.898336995509453e-05,2.1840234694536772e-05,-4.4112434807175305e-06,1.728741335682571e-05,1.6211075489991345e-05,,,5.210080189499422e-07,2.790261532936711e-05,,
77.129,28.678,1.4953735444578342e-05,2.67333507508738e-05,2.349403303014697e-06,2.6632562367012724e-05,3.3443680877098814e-05,9.327856241725384e-05,,,6.665081400569761e-06,1.7753343854565173e-05,,4.906929825665429e-05
77.14,28.678,,2.2517222532769665e-05,1.8715205669650457e-06,4.311654993216507e-05,5.533866351470351e-05,4.511016231845133e-05,,,1.6765577584010316e-06,2.3621245418326e-05,-1.263292597286636e-05,2.880593092413619e-05
77.15,28.678,-7.258417554112384e-06,1.602504744369071e-05,1.110378980229143e-05,1.1679224371619055e-05,4.49113649665378e-05,0.0001619691902305,,,-4.101061222172575e-06,1.6871554180397652e-05,-1.6721209249226376e-05,1.8120790628017858e-05
77.161,28.678,7.961050141602755e-05,2.080629565170966e-05,1.3585022315965034e-05,5.639893061015755e-06,,8.802648517303169e-05,,,-6.448015028581722e-06,4.722191806649789e-05,,2.302538814547006e-05
77.171,28.678,0.0002653872361406,3.025601290573832e-05,-5.145694785824162e-07,7.91759794083191e-06,3.1804022000869736e-05,1.408956086379476e-05,,,1.3435834262054414e-05,0.0001385289651807,-5.667070581694134e-06,2.1618539904011413e-05
77.181,28.678,-8.632973731437232e-06,2.3415746909449808e-05,-1.5283711036317982e-05,4.659495061787311e-06,,0.0001039175258483,-9.160188710666262e-06,,-1.6251518673016108e-06,3.891364758601412e-05,,1.8850056221708652e-05
77.192,28.678,-6.07665560892201e-06,2.3415746909449808e-05,2.648660711201956e-06,1.0347453098802362e-05,4.338132930570282e-05,5.142756344866939e-05,5.389206762629328e-06,,8.866342795954552e-06,,,2.5514114895486276e-05
77.202,28.678,,1.879560841189232e-05,1.8160662875743583e-05,1.3179369489080273e-05,4.163892663200386e-05,0.0002106577594531,,,4.822856681130361e-06,2.290549127792474e-05,-2.2292993890005164e-05,2.5514114895486276e-05
77.213,28.678,1.996476021304261e-05,,-1.3252594044388388e-06,7.346990605583414e-05,2.72358756774338e-05,8.720662299310789e-05,-2.629831215017475e-06,,5.5965451792872045e-06,7.837018347345293e-05,,
77.223,28.678,-6.351304364216048e-06,,,3.11715884890873e-05,,0.0002202996256528,,,5.163047717360314e-06,2.071453127427958e-05,,1.6508096450706944e-05
77.233,28.678,-1.708936360955704e-05,,8.093326869129669e-06,2.9717695724684745e-05,,1.674135091889184e-05,,,-2.8936854050698457e-06,1.90254686458502e-05,,2.228710400231648e-05
77.244,28.678,1.4004765489517013e-06,1.710418837319594e-05,-1.7494833173259394e-06,9.036574192577972e-05,2.9618093321914785e-05,0.0001445743400836,4.778059064847184e-06,,1.9992407942481805e-06,2.153476634703111e-05,-1.85466960829217e-05,
77.254,28.678,8.065096335485578e-05,2.6200446882285174e-05,1.726619871078583e-06,4.425543465913506e-06,,4.061584331793711e-05,,,-2.2224894564715214e-06,,-2.2077712856116705e-05,1.7796877727960236e-05
77.264,28.678,-5.552846687351121e-06,,1.557739437885175e-06,1.4891126738802996e-05,1.879280898720026e-05,9.098398732021452e-05,2.7268195481156e-05,,5.443045210995479e-06,3.095420106546953e-05,,2.443368975946214e-05
77.275,28.678,0.0001582837867317,,1.1160354915773496e-05,0.0001017468966892,3.0411960324272517e-05,0.0001622045383555,,,-3.3830754091468407e-06,3.975251456722617e-05,,1.9016804799321108e-05
77.285,28.678,-2.4397540983045477e-05,,1.923498530231882e-05,1.3632580930789118e-06,4.140457167522982e-05,0.0001070635844371,,,2.524217052268796e-06,2.131301698682364e-05,-1.2974708624824416e-05,4.030550189781934e-05
77.296,28.678,1.1497438663354842e-06,2.178398972318973e-05,-1.5553694538539276e-05,2.495850458217319e-05,8.47295523271896e-05,7.230117626022547e-05,,,4.614516456058482e-06,2.1407764506875537e-05,,2.7479980417410843e-05
77.306,28.678,-1.8370819816482253e-05,2.740135278145317e-05,1.4197896234691145e-05,2.9911207093391567e-05,0.0001227195898536,1.5591174815199338e-05,,,-2.184965524065774e-06,2.028223934757989e-05,,1.2628377589862794e-05
77.316,28.678,2.1458912669913843e-05,,-7.745279049231613e-07,3.272228059358895e-05,,5.3636409575119615e-05,,,-1.4742271332579548e-06,3.179013583576307e-05,,1.264636557607446e-05
77.327,28.678,,2.1378587916842665e-05,-8.490582331432961e-06,4.533516857918585e-06,2.5322950023110025e-05,1.6055579180829227e-05,,,1.6837879002196132e-06,2.1602090782835148e-05,,1.727365452097729e-05
76.963,28.688,6.500825838884339e-05,2.017642509599682e-05,3.827776254183846e-06,1.0154011761187576e-05,,2.010308890021406e-05,-1.2230642823851667e-05,,5.041925760451704e-06,2.1171481421333738e-05,-1.503108251199592e-05,2.3102000341168605e-05
76.974,28.688,-9.73245369095821e-06,2.263718852191232e-05,1.375520514557138e-05,5.7664034102344885e-05,3.207822737749666e-05,6.715904601151124e-05,,,1.2817604329029564e-05,5.640121889882721e-05,,1.4312873645394577e-05
76.984,28.688,-1.4231625755201094e-05,3.197880141669884e-05,-3.383134526302456e-06,8.0073141361936e-06,3.12673146254383e-05,0.0001015008892863,,,-1.4106733488006284e-06,6.665719411103055e-05,,1.952545062522404e-05
76.994,28.688,2.031875374086667e-05,2.6234860342810865e-05,1.1583452760532964e-05,2.2060847186367027e-05,2.1924128304817717e-05,6.914489495102316e-05,,,1.289717238250887e-05,3.364414442330599e-05,,
77.005,28.688,,1.6758958736318164e-05,1.5262114175129682e-05,1.1978951988567133e-05,5.336498361430131e-05,3.095296779065393e-05,,,5.111629889142932e-06,7.951966836117208e-05,,2.00410868274048e-05
77.015,28.688,-8.87973601493286e-06,,0.0001791475224308,2.040224899246823e-05,,4.515920591074973e-05,,,4.127495230932254e-06,6.0395715991035104e-05,-1.794686249922961e-05,1.882523429230787e-05
77.026,28.688,,2.541437061154284e-05,1.620456896489486e-05,5.212374162510969e-06,5.465967115014792e-05,8.486794831696898e-05,,,-1.5886930668784771e-06,1.7432783351978287e-05,-1.7559819752932526e-05,1.613752647244837e-05
77.036,28.688,-6.525760454678675e-06,2.791700353554916e-05,3.1692291031504283e-06,1.1787639778049195e-05,6.006446710671298e-05,0.000103116435639,,,3.5244825085101184e-06,2.1454839952639304e-05,-2.8400178052834235e-05,2.508181023586076e-05
77.046,28.688,0.0001583708217367,2.8081827622372657e-05,1.3777666936221069e-05,1.0068230039905757e-05,2.826319723681081e-05,7.223331340355799e-05,,,-7.440751687681768e-06,2.8140189897385422e-05,,2.316440259164665e-05
77.057,28.688,4.838623681280296e-06,2.8081827622372657e-05,-1.7353918337903451e-06,1.374440125800902e-05,,5.1438611990306526e-05,,,8.380120561923832e-06,2.953907460323535e-05,-1.689703276497312e-05,2.0090270481887277e-05
77.067,28.688,-2.6830555270862533e-06,2.563448470027652e-05,1.1647731298580766e-05,-2.0843360744038364e-06,5.1203154725953937e-05,2.1900572392041795e-05,,,1.0241941708954982e-05,,-1.7188382116728462e-05,2.0549330656649545e-05
77.078,28.688,3.860657216137042e-06,,1.9501097995089367e-05,-4.136317329539452e-06,,6.0006721469108015e-05,,,1.6667814861648369e-06,2.5244073185604066e-05,-1.4820119758951478e-05,1.592963599250652e-05
77.088,28.688,4.598430223268224e-06,2.1035295503679663e-05,-4.39902396465186e-06,9.661787771619856e-06,9.254524047719316e-05,0.000101058918517,,,1.621576666366309e-05,,-1.6185082131414674e-05,2.3629503630218096e-05
77.098,28.688,-3.393975021026563e-06,,3.094409476034343e-05,1.7329286492895335e-05,7.047583494568244e-05,1.346403223578818e-05,,,6.470355401688721e-06,5.109351695864461e-05,,2.1722775272792205e-05
77.109,28.688,-1.428584164386848e-05,,1.794149648048915e-05,-2.3639495339011773e-06,,7.757070852676407e-05,,,-1.6635834754197276e-06,4.026262831757776e-05,,1.9807208445854485e-05
77.119,28.688,,2.8173190003144555e-05,2.8402080261002997e-06,-1.768619767972268e-05,,0.000141381213325,,,1.1214558526262408e-06,1.323249307461083e-05,-2.1416366507764906e-05,
77.129,28.688,0.000107641069917,,-6.004080660204636e-06,9.60294983087806e-07,,2.074233088933397e-05,,,9.6606818260625e-06,4.898073530057445e-05,-1.8377919332124293e-05,1.529122528154403e-05
77.14,28.688,-6.7896653490606695e-06,2.375630720052868e-05,1.5391124179586768e-05,3.929358172172215e-06,,0.0001775267592165,,,,,,2.068100729957223e-05
77.15,28.688,0.0001627567253308,2.67333507508738e-05,,3.847053903882625e-06,2.861326174752321e-05,1.396752031723736e-05,,,3.1010758902993985e-06,6.585106166312471e-05,-2.1749747247667983e-05,1.664707815507427e-05
77.161,28.688,9.695220796857028e-05,2.2517222532769665e-05,3.888335868396098e-06,1.008466483654047e-06,3.766795271076262e-05,0.0001506801636423,,,7.104402811819455e-06,2.4659695554873903e-05,,2.6799243642017245e-05
77.171,28.688,3.5633482184493914e-05,2.497912100807298e-05,8.34659567772178e-06,5.468825293064583e-06,3.3042753784684464e-05,2.507046883692965e-05,-1.9942803191952407e-05,,4.690090918302303e-06,7.85268857725896e-05,-1.3002536434214562e-05,2.880593092413619e-05
77.181,28.688,3.316333459224552e-05,2.980334647872951e-05,,8.838731446303427e-06,2.160891017410904e-05,7.677227404201403e-05,,,-6.536659839184722e-06,2.2101601643953472e-05,,1.797653385438025e-05
77.192,28.688,4.6993351134005934e-05,2.080629565170966e-05,2.948245082734502e-06,2.416477036604192e-05,,4.707574771600776e-05,,,4.543441264104331e-06,2.8342850782792084e-05,-1.421961951564299e-05,2.389616383879911e-05
77.202,28.688,8.517789683537558e-05,2.4708460841793567e-05,1.9024015273316763e-05,5.198337476031156e-06,5.533866351470351e-05,8.400273509323597e-05,,,6.652572665188927e-06,3.936345092370175e-05,-1.85466960829217e-05,1.6079042325145565e-05
77.213,28.688,6.619570922339335e-05,2.3415746909449808e-05,7.025713330222061e-06,2.5154868126264773e-05,3.786191155086272e-05,6.745555583620444e-05,,,1.3464994026435306e-06,2.3785400117048997e-05,-1.805705323931761e-05,1.991993485717103e-05
77.223,28.688,-4.117068328923779e-06,2.3415746909449808e-05,5.194469849811867e-06,,3.1804022000869736e-05,3.6365221603773534e-05,,,1.95448478734761e-06,,-2.717809729801957e-05,2.5514114895486276e-05
77.233,28.688,-2.9913135222159326e-06,1.879560841189232e-05,4.240705493430141e-06,1.4315704902401194e-05,,3.533366907504387e-05,,,-4.298960902815452e-06,2.4571419999119826e-05,-2.5775665562832728e-05,2.5514114895486276e-05
77.244,28.688,1.6672991478117183e-05,,-3.845921696665755e-07,1.0818609553098211e-05,7.303903839783743e-05,1.1772909601859284e-05,8.34611910249805e-06,,1.0231585747533245e-06,6.366168963722885e-05,-1.6726713511161506e-05,7.352931788773276e-06
77.254,28.688,-2.19074499909766e-05,,7.407496013911441e-06,1.656297354202252e-05,4.338132930570282e-05,5.019249874749221e-05,,,9.587988643033896e-07,3.191726136719808e-05,-2.7111202143714763e-05,1.3997032510815188e-05
