longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.275,28.58,,-2.3974618670763448e-05,,,-3.192485382896848e-05,,,,6.151924026198685e-06,
77.285,28.58,,-1.586536927788984e-05,,5.7702385674929246e-05,9.698356734588742e-05,,,,1.970108314708341e-05,
77.296,28.58,,,,,0.0001201233826577,,,,-3.780316319534904e-06,
76.87,28.59,,-1.863660327217076e-05,,0.0002472086343914,5.9199079259997234e-05,,,,5.196624897507718e-06,-1.1601669939409476e-05
76.88,28.59,,-1.5511694073211402e-05,,0.0001974484766833,7.75509215600323e-06,,,,6.605880571441958e-06,-1.5644351151422597e-05
76.891,28.59,,,,,3.4328790206927806e-05,,,,1.854178117355332e-05,-2.8740105335600674e-06
76.901,28.59,,-1.203055307996692e-05,,5.339420022210106e-05,0.0002170708030462,,,,1.3139386283000933e-05,
76.911,28.59,,2.3040523956296965e-05,,5.393775063566864e-05,7.93849176261574e-05,,,,9.128949386649763e-06,9.003118066175375e-06
76.922,28.59,,-2.114341623382643e-05,,,-1.78680111275753e-05,,,,7.038417606963776e-06,0.0001418740430381
76.932,28.59,,,,7.524614193243906e-05,1.9279324988019653e-05,,,,,1.7485988792032003e-05
76.943,28.59,,-1.6224006685661152e-05,,,6.534603016916662e-05,,,,5.067368874733802e-06,-3.3543442441441584e-06
76.953,28.59,,-2.483100979588926e-05,,,0.0002341438812436,,,,4.310898930270923e-06,
76.963,28.59,,-3.68267428711988e-05,,6.071265306673013e-05,9.414854139322416e-05,,,,4.861239722231403e-05,-4.261960384610575e-06
76.974,28.59,,,,5.396688356995583e-05,0.0002261764602735,,,,3.448819825280225e-06,-1.538305355097691e-06
76.984,28.59,,-1.1227868526475504e-05,,,0.0001231895876117,,,,9.868880624708254e-06,0.0001886133104562
76.994,28.59,,-2.0379773559398014e-05,,,6.823751755291596e-05,,,,1.1353758054610807e-05,-1.446932765247766e-05
77.005,28.59,,,,,0.0001066027325578,,,,-7.176462872848788e-07,0.0003226081607863
77.015,28.59,,-3.75999707102892e-06,,,0.0002379158395342,,,,1.214760141010629e-05,-2.8133827072451822e-06
77.026,28.59,,-8.500276749145996e-07,,,6.514906999655068e-05,,,,-1.6795687542980886e-06,3.865781036438421e-05
77.036,28.59,,,,,0.0001913814921863,,,,1.2017208973702507e-05,5.7548259064788e-06
77.046,28.59,,-2.148328712792136e-05,,,8.190049993572757e-05,,,,7.507651025662199e-05,-1.0809309060277885e-05
77.057,28.59,,-3.8021949876565486e-05,,,0.0001560429955134,,,,8.329286174557637e-06,
77.067,28.59,,,,,-2.481491173966788e-05,,,,7.541806098743109e-06,0.000125223523355
77.078,28.59,,-2.933839641627856e-05,,4.984977567801252e-05,0.0001293402019655,,,,1.0688046131690498e-05,0.0002706511586438
77.088,28.59,,3.3763535611797124e-06,,,-2.481588489899877e-05,,,,6.268054858082905e-05,9.479460277361797e-05
77.098,28.59,,-2.542221409385093e-05,,0.0002020614774664,5.798843267257325e-05,,,,1.010011419566581e-05,
77.109,28.59,,-1.0081786967930384e-05,,6.353072240017354e-05,0.0001326188648818,,,,4.981514848623192e-06,0.0001015426023514
77.119,28.59,,,,,7.383149932138622e-05,,,,6.824859156040475e-06,0.0002209659432992
77.129,28.59,,,,5.069544567959383e-05,4.192737105768174e-05,,,,1.871421591204125e-05,-6.39606369077228e-05
77.14,28.59,,,,0.0001770852832123,6.695496995234862e-05,,,,7.388459198409691e-05,4.13904563174583e-05
77.15,28.59,,5.033940851717489e-06,,0.0002176277484977,3.772624768316746e-05,,,,1.3093415873299818e-05,6.400022539310157e-05
77.161,28.59,,-2.6360097763244997e-05,,0.0001384857896482,3.103462518083689e-07,,,,3.966950771427946e-06,1.030847488436848e-05
77.171,28.59,,-1.7191490769619122e-05,,,0.0002407271094853,,,,5.446530485642143e-05,5.246122600510717e-05
77.181,28.59,,,,0.0002233657578472,7.181285764090717e-05,,,,1.2211582998133963e-06,0.0001810063113225
77.192,28.59,,,,0.0003300427051726,0.0001182254054583,,,,1.382986465614522e-05,0.0004200783732812
77.202,28.59,,-2.7497306291479617e-05,,0.0002428794687148,-1.0236874004476704e-05,,,,-2.082940454783966e-06,2.7349524316377934e-05
77.213,28.59,,,,0.000221782742301,0.0001488785201217,,,,9.760482498677447e-06,2.4832143026287667e-05
77.223,28.59,,1.063742547557922e-05,,,2.534418490540702e-05,,,,1.831846202549059e-05,-4.128632645006292e-05
77.233,28.59,,-1.0019778528658208e-05,,4.776496280101128e-05,0.0001828681561164,,,,-8.46681996335974e-06,4.101727881788975e-06
77.244,28.59,,-2.3974618670763448e-05,,0.0001638403482502,6.698000652249902e-05,,,,8.76756075740559e-06,6.59044599160552e-06
77.254,28.59,,-6.10044771747198e-05,,0.0001626691810088,5.959045302006416e-05,,,,8.134333256748505e-06,4.023311248602113e-06
77.264,28.59,,7.765735063003376e-06,,0.0002493785868864,9.328049782197922e-05,,,,3.4122167562600225e-05,
77.275,28.59,,-1.767436697264202e-05,,,6.813641812186688e-05,,,,9.126671102421824e-06,7.162414112826809e-05
77.285,28.59,,-9.468344615015669e-06,,5.014645284973085e-05,4.240790804033168e-05,,,,1.8633287254488096e-05,-1.2533669178083072e-05
77.296,28.59,,-5.627061545965262e-05,,0.0002623312175273,6.550434045493603e-05,,,,5.671241524396464e-06,7.636221198481508e-06
77.306,28.59,,-2.1548083168454468e-05,,0.0002244527713628,0.0001327174977632,,,,1.828977656259667e-05,7.39833849365823e-05
76.88,28.6,,,,0.000257804931607,0.0001209709080285,,,,4.421562152856495e-06,-1.337176740889845e-06
76.891,28.6,,,,,0.000144447243656,,,,3.243872197344899e-05,0.0001197013698401
76.901,28.6,,-4.672594877774827e-05,,0.0001974484766833,5.334968136594398e-06,,,,0.000301819469314,-6.094433956604917e-06
76.911,28.6,,-5.848887212778209e-06,,,5.327748294803314e-05,,,,1.606288606126327e-05,3.222476834707777e-06
76.922,28.6,,1.3287717592902482e-05,,0.0001585540740052,7.362067117355764e-05,,,,5.098110705148429e-06,-7.414086212520488e-06
76.932,28.6,,-1.817340489651542e-05,,,7.044984522508457e-05,,,,1.5164971955528015e-05,2.53814177995082e-05
76.943,28.6,,,,5.813797179143876e-05,6.78422802593559e-05,,,,7.461871427949518e-05,-4.261960384610575e-06
76.953,28.6,,8.589343451603781e-06,,,0.0001901480427477,,,,5.321040134731447e-06,0.0002155114343622
76.963,28.6,,,,0.0001830652181524,5.702243652194738e-05,,,,-2.852740180969704e-06,1.7630438378546387e-05
76.974,28.6,,-3.80427336494904e-05,,,0.0002669564564712,,,,-1.3981543816043995e-05,0.0001666692696744
76.984,28.6,,-3.833951041087858e-07,,,8.028759475564584e-05,,,,1.983374386327341e-05,0.0001592762564541
76.994,28.6,,,,6.071265306673013e-05,9.47490698308684e-05,,,,-1.1227249387957272e-06,-6.077652506064624e-05
77.005,28.6,,1.0432236194901634e-05,,5.396688356995583e-05,0.0002926696033682,,,,3.135403176202089e-06,-1.8211449059890583e-05
77.015,28.6,,1.3944760439699166e-06,,6.421221769414842e-05,8.781289943726733e-05,,,,9.294500159739982e-06,-2.1467212718562223e-05
77.026,28.6,,,,,-5.904082172492053e-06,,,,-4.656131295632804e-06,-1.0809309060277885e-05
77.036,28.6,,-1.957930180651601e-05,,0.0002129636413883,3.214848447896657e-06,,,,1.254244398296578e-05,-1.4100203770794906e-05
77.046,28.6,,,,4.620053005055525e-05,4.5900924305897206e-05,,,,4.833322600461543e-05,-2.253126876894385e-05
77.057,28.6,,-4.938884012517519e-05,,5.493441494763829e-05,6.89872249495238e-05,,,,4.9700360250426456e-05,-2.17950528167421e-05
77.067,28.6,,-7.2825800998543855e-06,,4.97901055496186e-05,0.0001817335287341,,,,6.725042567268247e-06,-9.421496542927343e-06
77.078,28.6,,,,0.0002622460888233,0.0001128352669184,,,,1.7851567463367246e-05,3.710448436322622e-05
77.088,28.6,,1.1774476661230436e-05,,,0.0001528456341475,,,,-5.458594387164339e-06,-5.623617653327528e-06
77.098,28.6,,,,0.0002328884875169,0.0001464386150473,,,,2.757536776698544e-06,-1.2153243460488738e-06
77.109,28.6,,-2.6145089577767067e-06,,4.984977567801252e-05,0.0001376085274387,,,,1.941183836606797e-05,3.35075928887818e-05
77.119,28.6,,-4.867150346399285e-05,,0.0002020614774664,1.4168912457535043e-05,,,,2.7226569727645256e-05,5.597277777269483e-06
77.129,28.6,,,,6.060406667529605e-05,7.646958692930639e-05,,,,1.2957457329321189e-05,-2.0271372704883103e-05
77.14,28.6,,-2.9447073757182807e-05,,0.0002368950226809,3.103462518083689e-07,,,,8.38766027300153e-06,-1.2194700502732305e-05
77.15,28.6,,,,,0.0001750537776388,,,,7.982966781128198e-05,-1.590287070030172e-06
77.161,28.6,,,,4.671384522225708e-05,3.33681350639381e-06,,,,2.3185259124147702e-05,1.431667556062166e-06
77.171,28.6,,3.814019510173239e-05,,5.212154792388901e-05,0.0001484470412833,,,,1.1373907909728588e-05,0.0001331587845925
77.181,28.6,,,,0.0002275458246003,8.082445128820837e-05,,,,9.164300536212975e-06,-3.4497491014917614e-06
77.192,28.6,,-7.203454060800141e-06,,0.0002786389668472,-1.2610152225533966e-05,,,,3.6998349060013433e-06,5.025927384849638e-05
77.202,28.6,,,,0.0002204837655881,7.641566480742767e-05,,,,7.209393515950069e-06,-1.4215360351954588e-05
77.213,28.6,,-2.3974618670763448e-05,,0.000185358148883,2.519446934456937e-05,,,,1.4107173228694592e-05,0.0003005032776854
77.223,28.6,,-2.905664405261632e-05,,,1.737002639856655e-05,,,,-9.743631380843e-06,
77.233,28.6,,-1.277864612347912e-05,,0.0001534877665108,0.0001576283539179,,,,2.8797828690585447e-06,4.767195423482917e-05
77.244,28.6,,2.4023991500143893e-05,,,0.0002302933571627,,,,9.445043360756245e-06,8.969759619503748e-06
77.254,28.6,,-5.41888912266586e-05,,,1.012920074572321e-05,,,,5.2753598538402e-06,0.0002036288205999
77.264,28.6,,,,,1.5616355085512623e-05,,,,1.6546380720683374e-05,-4.295315193303395e-06
77.275,28.6,,-2.1548083168454468e-05,,,3.4502467315178365e-05,,,,3.272383537478163e-06,3.3414620702387765e-05
77.285,28.6,,,,0.0001626691810088,7.923764496808872e-05,,,,8.304456969199236e-06,-6.414497329387814e-05
77.296,28.6,,,,,8.548955520382151e-05,,,,1.000142492557643e-05,9.8843353043776e-05
77.306,28.6,,,,0.0001596368529135,-1.547579449834302e-05,,,,-2.926088654930936e-06,-2.962035250675399e-05
77.316,28.6,,-7.63565840316005e-05,,5.014645284973085e-05,5.829981455462985e-05,,,,-1.989420979953138e-06,2.5763240046217103e-05
77.327,28.6,,,,,7.711210491834208e-05,,,,4.076500772498548e-06,1.6770947013355908e-06
76.88,28.61,,3.579153053578921e-05,,0.0001775327982613,7.93849176261574e-05,,,,2.377548662479967e-05,2.071658400382148e-06
76.891,28.61,,-3.717358595167752e-06,,,3.0025796149857346e-05,,,,5.569851509790169e-06,0.0001056301844073
76.901,28.61,,-1.529576002212707e-05,,6.257004861254245e-05,0.0001935633190441,,,,7.675847882637754e-06,0.0001101272282539
76.911,28.61,,-1.3025535736232996e-05,,0.000257804931607,6.844000745331869e-05,,,,-1.326365236309357e-05,3.663225288619287e-05
76.922,28.61,,,,,3.136731174890883e-05,,,,1.2682051419687925e-05,
76.932,28.61,,,,,4.297083432902582e-05,,,,8.79030176292872e-06,8.667770089232363e-06
76.943,28.61,,-3.523676423355937e-05,,0.0002520577982068,0.0001873218134278,,,,-1.706498409248525e-07,0.0002286441304022
76.953,28.61,,-2.565088107076008e-05,,0.0001585540740052,3.1441762985195965e-05,,,,8.488344064971898e-06,-3.725619535543956e-05
76.963,28.61,,-1.4471099348156711e-05,,,7.754275429761037e-05,,,,6.58435164950788e-05,
76.974,28.61,,-8.500276749145996e-07,,4.980001904186793e-05,2.4373322958126664e-05,,,,6.709780427627265e-05,0.0002862218825612
76.984,28.61,,,,4.980001904186793e-05,2.7501424483489245e-05,,,,2.5297997126472183e-05,1.1474902521513286e-06
76.994,28.61,,,,6.616189784836024e-05,0.0001347951038042,,,,-2.1268911041261163e-06,-2.2232411538425367e-06
77.005,28.61,,,,,-5.904082172492053e-06,,,,5.121685899212025e-05,0.000270028685918
77.015,28.61,,-1.4250258573156316e-06,,,4.823395283892751e-05,,,,8.200241609301884e-06,0.0001583389530424
77.026,28.61,,9.7075180747197e-06,,,0.0001635128282941,,,,9.419312846148388e-06,0.0004464798548724
77.036,28.61,,4.0583986447018106e-06,,5.396688356995583e-05,0.0002625294437166,,,,7.133303824957693e-06,-6.12407120570424e-06
77.046,28.61,,-3.5417913295532344e-06,,3.911135718226433e-05,0.0001939805661095,,,,1.8392565834801644e-05,0.0001721071312204
77.057,28.61,,,,,0.000159704912221,,,,6.446788756875321e-05,0.0001265911560039
77.067,28.61,,5.421537571237423e-05,,,4.94099767820444e-05,,,,1.3473493709170724e-05,-5.623617653327528e-06
77.078,28.61,,-1.2970351235708222e-05,,4.620053005055525e-05,7.554781041108072e-05,,,,3.068888418056304e-06,4.6947557166276965e-06
77.088,28.61,,1.810166759241838e-05,,7.211050251498818e-05,1.5789255485287867e-05,,,,5.648666410706937e-05,-3.021499105670955e-05
77.098,28.61,,-1.3173737897886896e-05,,5.838454671902582e-05,7.399068272206932e-05,,,,2.486266748746857e-05,3.123905844404362e-05
77.109,28.61,,-2.6360097763244997e-05,,,6.695496995234862e-05,,,,-3.2769003155408427e-06,2.5973185984184965e-06
77.119,28.61,,-2.9447073757182807e-05,,5.5423846788471565e-05,4.780443123308942e-05,,,,1.741345613481826e-06,0.000248556752922
77.129,28.61,,,,5.921291449340061e-05,6.302247493294999e-05,,,,6.457602466980461e-06,2.6824851374840364e-05
77.14,28.61,,-3.684953480842523e-05,,,-3.1278930691769347e-05,,,,1.8923870811704543e-05,-1.263605213353003e-06
77.15,28.61,,,,,0.000132539338665,,,,1.823456841520965e-06,-5.145812792761717e-06
77.161,28.61,,-1.038459777191747e-05,,6.353072240017354e-05,-1.0236874004476704e-05,,,,1.894524393719621e-05,4.336809797678143e-05
77.171,28.61,,-1.6866629266587552e-06,,0.0002368950226809,0.0003355413791723,,,,0.0001035272071021,-3.2780477340565994e-05
77.181,28.61,,-2.3974618670763448e-05,,,0.0002815926854964,,,,3.0579150234189e-07,-1.1704574717441574e-05
77.192,28.61,,,,0.0001656086096772,7.27959704818204e-05,,,,1.477687510487158e-05,
77.202,28.61,,,,0.0002176277484977,2.746157224464696e-05,,,,1.1417226915000356e-06,-2.2471529518952597e-05
77.213,28.61,,1.2780927136191169e-05,,0.00029956488288,2.5605786504456773e-05,,,,3.901077798218466e-05,
77.223,28.61,,2.4023991500143893e-05,,0.0002851848257705,5.4743482905905694e-05,,,,-1.1271637958998326e-05,0.0001469723792979
77.233,28.61,,-6.294713330134982e-06,,0.0002233657578472,6.178641342557967e-05,,,,7.334884685405996e-06,6.286768893914996e-06
77.244,28.61,,-2.242879600089509e-05,,0.000185358148883,0.0001631676568649,,,,5.529308054974536e-06,-1.2533669178083072e-05
77.254,28.61,,-1.4506471416098066e-05,,,5.8004316088045016e-05,,,,6.33706486041774e-06,3.3751373848645017e-05
77.264,28.61,,-1.424355559720425e-05,,,4.933166928822175e-05,,,,1.2767700354743283e-05,
77.275,28.61,,-3.864126483676955e-05,,0.0001418744504917,6.989419489400461e-05,,,,-1.0246892088616733e-05,5.571501242229715e-05
77.285,28.61,,9.969305210688615e-06,,6.128248787717894e-05,0.0001169661773019,,,,1.0720494174165651e-05,0.0001696109829936
77.296,28.61,,,,4.7599813115084544e-05,5.5665757827227935e-05,,,,1.252363836101722e-05,-4.904105480818544e-06
77.306,28.61,,-4.140753298997879e-05,,0.000195334185264,5.842331120220479e-06,,,,-1.7202639355673455e-05,-3.4753088584693614e-07
77.316,28.61,,,,,2.893706005124841e-05,,,,-2.4915809717640518e-06,0.0001217586759594
77.327,28.61,,,,5.5287386203417554e-05,-2.23066072067013e-05,,,,-5.853218226548052e-06,0.000146025486174
77.337,28.61,,-5.469950679071189e-07,,0.0001596368529135,5.9771038650069386e-05,,,,1.825262552301865e-05,6.640657375101e-05
76.891,28.619,,-1.0943092092929874e-05,,,2.6783167413668707e-05,,,,1.8979693777509965e-05,7.801916945027187e-05
76.901,28.619,,,,5.253761628409848e-05,0.0001178242600872,,,,1.025501205731416e-05,1.8473096133675423e-05
76.911,28.619,,,,,3.295034548500553e-05,,,,0.0001902590738609,-8.328690910275327e-07
76.922,28.619,,-4.616050864569843e-05,,,3.843505692202598e-05,,,,6.784664492442971e-06,0.0002155114343622
76.932,28.619,,,,0.0001779737212928,0.0001120141459978,,,,7.341390755755128e-06,1.621859883016441e-05
76.943,28.619,,1.8406752133159895e-05,,4.395185533212498e-05,8.728668763069436e-05,,,,2.8075695809093304e-05,-6.077652506064624e-05
76.953,28.619,,3.275401468272321e-05,,0.0001974484766833,0.0001059176429407,,,,1.160685860668309e-05,-2.8133827072451822e-06
76.963,28.619,,,,0.0002520577982068,3.365113661857322e-05,,,,4.656239070754964e-06,0.0002946013701148
76.974,28.619,,-1.1387315680622123e-05,,0.0001585540740052,7.526903209509328e-05,,,,-3.280329565313877e-06,
76.984,28.619,,-3.2973366614896804e-05,,5.339420022210106e-05,8.609046199126169e-05,,,,1.4254192137741484e-05,0.0001122618923545
76.994,28.619,,-1.4250258573156316e-06,,,5.908849925617688e-05,,,,1.276435432373546e-05,-2.2350905055645853e-05
77.005,28.619,,9.7075180747197e-06,,,0.0001840504119172,,,,7.507651025662199e-05,-2.0161016891506733e-06
77.015,28.619,,-2.0133003999944776e-05,,,0.0002559118147473,,,,8.48683703225106e-06,3.8041473544581095e-06
77.026,28.619,,3.3763535611797124e-06,,6.518102600239217e-05,0.0001159477542387,,,,1.641325252421666e-05,1.051093749993015e-05
77.036,28.619,,,,,1.7258782463613898e-05,,,,1.0997337994922418e-05,
77.046,28.619,,-7.703934898017906e-06,,,0.0001861145137809,,,,9.997262168326417e-06,-9.78994557954138e-06
77.057,28.619,,7.182315584941534e-06,,,-1.45751273521455e-05,,,,1.1533182259881867e-05,0.0003537771408446
77.067,28.619,,-2.0026378479087725e-05,,6.421221769414842e-05,7.790154631948099e-05,,,,2.312054857611656e-05,0.0001234419323736
77.078,28.619,,,,,0.0001376085274387,,,,8.651406460558064e-06,-4.153439658693969e-05
77.088,28.619,,,,,0.0001118167783715,,,,-9.302808393840678e-06,3.223636304028332e-05
77.098,28.619,,,,4.620053005055525e-05,6.780648982385173e-05,,,,2.3960325052030385e-05,0.0001251120265806
77.109,28.619,,,,0.0001761314051691,0.0001521330559626,,,,4.116818308830261e-05,9.21060418477282e-05
77.119,28.619,,3.133359598450625e-07,,5.493441494763829e-05,6.253109313547611e-05,,,,1.2129296010243706e-05,-7.227491551020648e-06
77.129,28.619,,5.5042146414052695e-06,,0.0002622460888233,-1.262186106032459e-05,,,,7.28136683392222e-06,2.866011709556915e-05
77.14,28.619,,7.291258225450292e-05,,,0.0001484470412833,,,,2.424479134788271e-05,-1.188145688502118e-05
77.15,28.619,,9.046656487043949e-06,,,0.0001068037163349,,,,1.3498774023901206e-05,4.356300632935017e-05
77.161,28.619,,-2.9360002372413877e-05,,4.984977567801252e-05,3.283468322479166e-05,,,,6.954637683520559e-06,-1.251371713806293e-06
77.171,28.619,,-5.683088966179639e-05,,,7.057101174723357e-05,,,,5.756928658229299e-05,0.0002520761336199
77.181,28.619,,1.1395927685953213e-05,,,0.0002182200114475,,,,9.388333637616595e-06,0.0003005032776854
77.192,28.619,,-6.025953098287573e-06,,0.0002368950226809,2.601961386972107e-05,,,,1.754681215970777e-05,4.4375583456712775e-06
77.202,28.619,,,,,0.0001266959588974,,,,5.851183004779159e-07,6.009375283611007e-06
77.213,28.619,,-2.455398680467624e-05,,5.4273466957965866e-05,0.0001345355994999,,,,1.4709598872286732e-05,-3.780806946451776e-05
77.223,28.619,,,,0.000321538944263,8.578879351262003e-05,,,,2.521943088140688e-06,0.0001386794756399
77.233,28.619,,2.5175429982482456e-05,,0.0001752592070261,0.0001059520000126,,,,6.28973139100708e-05,
77.244,28.619,,,,0.0002648367371875,-1.2737101314996837e-05,,,,-9.624244512451696e-07,
77.254,28.619,,3.3926405649253866e-06,,0.0002229710080428,0.0001003272118396,,,,9.59723547566682e-06,7.39833849365823e-05
77.264,28.619,,-8.786294642959547e-07,,0.000185358148883,8.770789281697944e-05,,,,1.5938481737975962e-05,-1.4385585927811915e-05
77.275,28.619,,-1.4070369616092648e-05,,0.0003300427051726,0.0001963941758731,,,,1.83705360541353e-05,1.2423192856658716e-05
77.285,28.619,,,,,-1.3596601093013304e-05,,,,5.246388354862575e-06,
77.296,28.619,,9.872670716504215e-07,,0.000221782742301,-7.5306975304556545e-06,,,,5.742305802414194e-06,2.578679868747713e-06
77.306,28.619,,-2.801986556733027e-05,,,0.0001132840261561,,,,4.8622459871694446e-05,0.0003917359863407
77.316,28.619,,-5.469950679071189e-07,,0.0002808478020597,0.0001180445688078,,,,1.332161991740577e-05,3.350240513100289e-05
77.327,28.619,,-2.901678999478463e-05,,,7.391047256533056e-05,,,,1.3626453437609598e-05,1.2466438420233317e-05
77.337,28.619,,7.438020929839695e-06,,,0.000145144353155,,,,-6.022556590323802e-06,
76.891,28.629,,-1.1227868526475504e-05,,0.0002337893820367,5.20101712027099e-05,,,,1.6777144992374815e-05,8.887422154657543e-06
76.911,28.629,,-1.1801249456766529e-05,,6.656823825323954e-05,6.702213431708515e-05,,,,2.2245676518650725e-06,1.0552490493864752e-05
76.922,28.629,,-2.2745574824512005e-05,,,-1.0093688160850434e-06,,,,4.778373840963468e-05,
76.953,28.629,,-3.35969562001992e-05,,,5.885291466256604e-05,,,,1.361076192551991e-05,-2.2232411538425367e-06
76.963,28.629,,,,0.000257804931607,0.0001347951038042,,,,1.960871850315016e-05,-3.97661233364488e-06
76.974,28.629,,-2.933839641627856e-05,,0.0002472086343914,6.476861744886264e-05,,,,5.264676929073175e-06,1.0096301593875978e-05
76.984,28.629,,,,,0.0001489236747147,,,,2.751534157141577e-05,
76.994,28.629,,2.620708528411342e-06,,,0.0001099589571822,,,,-1.4537133210978936e-05,0.0004464798548724
77.005,28.629,,-2.542221409385093e-05,,,5.4534881201107055e-05,,,,1.141708798968466e-05,3.566534587662318e-06
77.015,28.629,,5.242157840257278e-06,,5.339420022210106e-05,6.476530688814819e-05,,,,6.706629392283503e-06,-7.804628694429994e-06
77.026,28.629,,-3.326395381009206e-05,,,0.0003281556419096,,,,1.0435987860546447e-05,-2.5745937819010575e-05
77.036,28.629,,,,,-1.45751273521455e-05,,,,1.5956267816363834e-05,6.892244709888473e-05
77.046,28.629,,,,,5.270796827971935e-05,,,,1.581382662152464e-06,-2.282862260472029e-05
77.057,28.629,,-1.1512523087731095e-05,,0.0002048572205239,6.122574995970353e-05,,,,1.219460682477802e-05,-1.487753979745321e-05
77.067,28.629,,-2.9491769964806736e-05,,,0.0001518329809186,,,,1.5163072021096012e-05,4.13904563174583e-05
77.078,28.629,,-5.215023065829882e-06,,,1.4468293557001743e-05,,,,2.7300844521960244e-05,-2.12279410334304e-05
77.088,28.629,,-3.48777393810451e-05,,5.396688356995583e-05,7.329233631026e-05,,,,3.125184593955055e-05,-1.2441895705705974e-05
77.098,28.629,,-3.684953480842523e-05,,3.911135718226433e-05,3.987775562563911e-05,,,,1.0682225365599152e-05,5.389656507759355e-05
77.109,28.629,,,,,1.8001226635533385e-05,,,,3.966950771427946e-06,-4.426031864568358e-06
77.119,28.629,,7.291258225450292e-05,,,2.452336467229088e-08,,,,8.56489350553602e-05,0.0001331587845925
77.129,28.629,,2.070604568871204e-05,,4.620053005055525e-05,4.7962912503862754e-05,,,,-2.6635727863322245e-06,-3.2780477340565994e-05
77.14,28.629,,,,0.0001761314051691,-1.7006625057547353e-05,,,,1.832121142797405e-06,
77.15,28.629,,,,,6.594044680241495e-05,,,,4.533440005616285e-06,7.776600978104398e-05
77.161,28.629,,1.4521206139761487e-05,,,0.0001055979737429,,,,2.6354869987699203e-05,4.2575691622914746e-05
77.171,28.629,,-1.163458000519313e-05,,,0.0001298097195103,,,,1.41861773954588e-05,4.023311248602113e-06
77.181,28.629,,-5.41888912266586e-05,,,-3.192485382896848e-05,,,,-1.1413218999223318e-05,8.731946581974626e-05
77.192,28.629,,-1.9244616851210598e-05,,,7.423217175528407e-05,,,,5.523042091226671e-06,-4.598758550855564e-06
77.202,28.629,,-1.556620372866746e-05,,,0.0001001666678348,,,,0.0001322071475442,
77.213,28.629,,4.492720563575858e-06,,6.060406667529605e-05,-1.7490367099526338e-05,,,,5.771396899945103e-05,-6.414497329387814e-05
77.223,28.629,,-2.30241766985273e-06,,,0.0002579483261797,,,,1.5984242054400966e-05,
77.233,28.629,,,,,0.0001746997440932,,,,-1.3309051610121967e-05,1.4284582903201226e-05
77.244,28.629,,,,0.0001715526886982,6.989419489400461e-05,,,,6.929371011210606e-05,-2.4605384169262837e-05
77.254,28.629,,,,0.0002176277484977,5.578592390520498e-05,,,,4.838670065510087e-06,0.0002907582966145
77.264,28.629,,6.09069611527957e-05,,0.00029956488288,-1.3596601093013304e-05,,,,1.647807948756963e-05,-7.748991265543737e-06
77.275,28.629,,-1.3356383533391636e-05,,6.159152690088376e-05,-9.307994332630187e-06,,,,4.809281381312758e-05,
77.285,28.629,,-3.310152533231303e-05,,0.0002233657578472,0.0002463948330841,,,,3.873720743285958e-06,1.0252298352497746e-06
77.296,28.629,,-2.159559517167509e-05,,0.000185358148883,8.499045361531898e-05,,,,3.66355998266954e-05,0.000146025486174
77.306,28.629,,-1.7756074157659896e-05,,0.0002527646720409,0.0001056114706443,,,,-1.4281123412729355e-06,-3.7356273878685897e-06
77.316,28.629,,-1.1871184142364656e-05,,0.0001708426570985,4.97771761729382e-05,,,,9.855978532868905e-06,-1.4769022527616473e-05
77.327,28.629,,4.535218522505602e-06,,0.0001418744504917,2.8672920961980708e-05,,,,5.1019364946114365e-06,-5.007692379876971e-05
76.943,28.639,,,,0.0001747744681779,0.0001165708963526,,,,1.3829932868247852e-05,0.0001004728328553
76.953,28.639,,-2.0008617866551504e-05,,,2.4001232304726727e-05,,,,-7.911284228612203e-06,9.774507634574547e-05
76.963,28.639,,2.176473026338499e-05,,,5.908849925617688e-05,,,,1.3977828530187251e-05,-5.308075287757674e-06
76.974,28.639,,-3.910736995749176e-05,,4.950574293616228e-05,4.823395283892751e-05,,,,1.9577117200242355e-05,-2.5774920686671976e-06
76.984,28.639,,-3.5417913295532344e-06,,,6.03603184572421e-05,,,,3.122870111837983e-05,1.0814651432156095e-06
76.994,28.639,,-7.703934898017906e-06,,0.000257804931607,0.0001218972320202,,,,1.7836535334936343e-05,4.404803257784806e-05
77.005,28.639,,-8.616907507530414e-06,,,2.6698786314227615e-05,,,,1.5649629858671688e-05,-2.9600087145809084e-05
77.015,28.639,,-7.340721822401974e-06,,0.0002520577982068,-1.45751273521455e-05,,,,-4.375909611553652e-06,-8.705238542461302e-06
77.026,28.639,,,,,8.061445987550542e-05,,,,1.3083273188385648e-05,0.0002220960450358
77.036,28.639,,-1.1512523087731095e-05,,0.0002307547983946,0.0001579679665155,,,,1.4879457239658225e-06,2.1591768017970026e-05
77.046,28.639,,,,,8.966088353190571e-05,,,,8.537573739886284e-05,6.0852093156427145e-05
77.057,28.639,,-3.375494634383358e-05,,4.980001904186793e-05,5.241834878688678e-05,,,,-1.0982507774315309e-05,6.049807416275144e-05
77.067,28.639,,-1.038459777191747e-05,,0.0001830652181524,6.287594442255795e-05,,,,3.749466122826561e-05,
