longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.171,28.414,3.78024469682714e-06,1.7760383343556896e-05,1.1156926120747812e-05
77.181,28.414,2.047713496722281e-05,1.1219046427868308e-05,1.2118655831727663e-05
77.192,28.414,1.709541174932383e-05,1.7790827769204043e-05,-1.4894641026330646e-05
77.202,28.414,1.4827494851488154e-05,-2.2350868675857782e-05,7.99344343249686e-06
77.213,28.414,4.989154331269674e-05,0.0002154077083105,1.4306260709417984e-06
77.223,28.414,1.6648593373247422e-05,,7.181466116890078e-06
77.171,28.424,1.2865339158452116e-05,1.250338027602993e-05,2.0379324269015345e-05
77.181,28.424,5.089631304144859e-05,-2.2554901079274717e-05,1.4529293366649654e-05
77.192,28.424,1.980659544642549e-05,1.0265174751111772e-05,7.849498615541961e-06
77.202,28.424,4.325217014411464e-05,7.9624787758803e-06,1.7643260434851982e-05
77.213,28.424,,3.415307583054528e-05,1.0729520909080748e-05
77.223,28.424,1.12541310954839e-05,1.8183085558121093e-05,7.269215529959183e-06
77.233,28.424,1.3125653822498862e-05,4.921835352433845e-05,1.1755971627280817e-06
77.244,28.424,2.247757583972998e-05,3.000114156748168e-05,1.1215897757210769e-05
77.161,28.434,9.775135367817713e-06,1.3307158042152878e-05,2.829500317602651e-06
77.171,28.434,6.750870397809194e-06,1.587949191161897e-05,7.823283340258058e-06
77.181,28.434,6.158573341963347e-06,1.5365243598353118e-05,-1.1349262507565073e-07
77.192,28.434,1.0119289072463287e-05,6.244176620384678e-05,1.0654587640601676e-05
77.202,28.434,3.346563971717842e-05,0.0001972216850845,-6.012729500071146e-06
77.213,28.434,3.9784157706890255e-05,-3.298705632914789e-05,1.1359311429259831e-05
77.223,28.434,2.3375758246402256e-05,1.363467254122952e-05,6.110626145527931e-06
77.233,28.434,3.149065742036328e-05,4.965102925780229e-05,1.897965557873249e-05
77.244,28.434,2.230751852039248e-05,-2.7225747544434853e-05,9.333982234238649e-06
77.129,28.443,7.405546966765542e-06,8.985698514152318e-06,8.902336958271917e-06
77.14,28.443,2.047713496722281e-05,3.514019772410393e-05,6.168812433315907e-06
77.15,28.443,3.372071296325885e-05,1.3209709322836716e-05,9.556211807648651e-06
77.161,28.443,6.01791816734476e-06,3.703094625961967e-05,1.343517124041682e-05
77.171,28.443,5.1038517995039e-05,4.44470570073463e-05,1.0040816050604915e-05
77.181,28.443,1.5006511603132822e-05,1.3599468729807995e-05,1.7244381524506025e-05
77.192,28.443,8.481733857479412e-06,5.619395597022958e-05,8.092459211184178e-06
77.202,28.443,1.1513338904478587e-05,7.102667586877942e-05,4.162870368418226e-07
77.213,28.443,,5.976293323328719e-06,2.0498848243732937e-05
77.223,28.443,9.972182851925028e-06,1.7791304344427772e-05,2.337084515602328e-05
77.233,28.443,1.586332655278966e-05,2.921149098256137e-05,1.7507396478322335e-05
77.244,28.443,1.1536310012161266e-05,3.9178444239951205e-06,9.665474863140844e-06
77.129,28.453,3.1634452170692384e-05,3.424140595598146e-05,1.0222065611742435e-05
77.14,28.453,1.0802609722304624e-05,-1.5456265600732877e-06,9.976008186640684e-06
77.15,28.453,2.6914496629615318e-05,5.298537871567533e-05,7.361672032857314e-06
77.161,28.453,2.15970394492615e-05,2.920742917922325e-05,8.618179890618194e-06
77.171,28.453,1.100612189475214e-05,7.917005859781057e-06,-7.483384706574725e-06
77.181,28.453,8.306707968586124e-06,3.938991721952334e-05,6.148769170977175e-05
