longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.213,28.424,,0.0001603508426342,5.219415470492095e-06,2.266285264340695e-05,1.1788025403802749e-05,9.560020771459676e-06,,,,,-1.2772925401804969e-05,5.455170594359515e-06,7.916073059277551e-07,
77.223,28.424,,2.2551315851160325e-05,5.339798462955514e-06,1.641769995330833e-05,-3.6279882351664128e-06,2.349226087972056e-05,,2.5572406229912303e-05,,,-3.583309933219425e-07,3.826220336122788e-07,1.9082857761532068e-05,
77.233,28.424,,0.000486238481244,1.178792899736436e-05,9.713184226711746e-06,5.177230832487112e-06,6.670869424851844e-06,,2.364713691349607e-05,,,1.2504443475336302e-05,7.309764441743027e-06,2.0667412172770128e-05,
77.244,28.424,,2.4716693587834012e-05,9.679379218141548e-06,4.903420267510228e-05,6.103049372541136e-07,7.972766070452053e-06,,2.7713986128219403e-05,,,3.3220341720152646e-05,-2.3979346224223264e-06,3.1815619877306744e-05,
77.161,28.434,,2.806663906085305e-05,1.2362348570604809e-05,6.870848301332444e-05,-7.353194177994737e-07,1.0686044333851896e-05,,3.646865297923796e-05,,,5.261702608549968e-05,-4.479776634980226e-06,-2.192025931435637e-06,
77.171,28.434,,8.049576535995584e-06,6.257833774725441e-06,4.054934834130109e-05,1.7441608406443263e-06,1.0672504686226604e-05,,,,,4.036263271700591e-05,6.096122888266109e-06,0.0003848790365736,
77.181,28.434,,0.000165392193594,5.219415470492095e-06,1.6252944988082163e-05,1.0754034519777632e-05,4.107583208678989e-06,,3.540668694768101e-05,,,,-1.813719450183271e-06,-1.0324771210434848e-05,
77.192,28.434,,0.0001720435830065,5.339798462955514e-06,0.0001017599497572,-4.535590505838627e-06,1.1969276783929672e-05,,2.5994371753768064e-05,,,,3.1526724342256784e-06,3.451405791565776e-05,
77.202,28.434,,0.000138238465297,9.960572242562192e-06,1.534710463602096e-05,1.558870826556813e-05,1.8081929738400504e-05,,,,,1.2504443475336302e-05,-2.180545379815157e-06,2.3822638468118384e-05,
77.213,28.434,,5.965285890852101e-05,9.679379218141548e-06,2.083453910017852e-05,9.190702257910743e-06,7.106142220436595e-06,,4.018937761429697e-05,,,,9.2606524049188e-06,5.797316134703578e-06,
77.223,28.434,,0.0001314492110395,1.0727789231168572e-05,1.294334651902318e-05,4.875881586485775e-06,1.0546391422394665e-05,,1.4551716049027164e-05,,,4.279403583495878e-05,1.3035231859248595e-05,0.0005296518793329,
77.233,28.434,,-7.947347512526903e-06,6.757883966201916e-06,2.73763853329001e-05,6.607063824048964e-06,1.2348330528766382e-05,,2.306377427885309e-05,,,1.0072618351841813e-05,8.245892786362674e-06,1.5656969480914995e-05,
77.244,28.434,,0.0004283668240532,9.596788004273549e-06,4.582406472763978e-05,2.1189393919485155e-06,1.2653893463721031e-05,,,,,0.00028138779453,-2.420785904178046e-06,5.28381906406139e-06,
77.129,28.443,,0.0001550951274111,5.3197095439827535e-06,4.0778249967843294e-05,-6.642735570494551e-07,9.083045370061882e-06,,2.8819433282478712e-05,,,,3.2232476314675296e-06,0.000287631410174,
77.14,28.443,,0.0003782591666094,7.088747224770486e-06,6.0922793636564165e-05,-7.042991001071641e-06,-3.031523920071777e-05,,,,,,4.432509285834385e-06,1.507843171566492e-05,
77.15,28.443,,4.734549656859599e-05,5.219415470492095e-06,9.490395314060152e-06,3.066876161028631e-06,6.460725217038998e-06,,3.918493166565895e-05,,,0.0004155012429691,6.795376066293102e-06,1.6734487644498586e-06,
77.161,28.443,,0.0001876370224636,1.0239384209853595e-05,1.0224916877632497e-05,-1.1082503078796437e-05,4.909813355880033e-07,,,,,0.000212541242945,2.1636411418057838e-07,2.5225388526450843e-05,
77.171,28.443,,5.104090450913645e-05,1.1118244401586708e-05,7.331209417316131e-06,-3.0654441616206896e-06,1.8970533346873708e-05,,3.005529833899345e-05,,,1.2695955774688628e-05,5.899777079321211e-06,-1.926766799442703e-06,
77.181,28.443,,0.0003794164804276,8.26231189421378e-06,-2.879413898426719e-07,-5.6529001994931605e-06,1.643585528654512e-05,,,,,2.827808930305764e-05,4.020566393592162e-06,4.728151452582097e-06,
77.192,28.443,,5.965285890852101e-05,5.808637979498599e-06,4.9438596761319786e-05,5.478224466060055e-06,1.664050250838045e-05,,,,,2.0917905203532428e-05,4.057857040606905e-06,3.387764445506036e-05,
77.202,28.443,,1.6096862964332104e-05,3.6351734706840944e-06,3.136733721476048e-05,-6.766811566194519e-06,8.213853107008617e-06,,3.540668694768101e-05,,,,1.2889110621472357e-05,3.171548314639949e-06,
77.213,28.443,,0.0004986549029126,1.1621569683484267e-05,9.463787137065084e-06,-2.102575962226183e-07,-1.8849854313884865e-05,,4.587477451423183e-05,,,4.911957876174711e-05,3.628588956416934e-06,5.326893005985767e-05,
77.223,28.443,,7.427660602843389e-05,9.596788004273549e-06,5.107543756821542e-07,3.868747626256663e-06,8.131844879244454e-06,,,,,0.000407282001106,1.258111979041132e-06,0.0001628508180147,
77.233,28.443,,0.0002054937503999,1.2987703485123347e-05,3.517648656270467e-05,4.438100404513534e-06,1.4000954251969231e-05,,,,,,6.386761924659368e-06,3.211100192856975e-05,
77.244,28.443,,0.0001509826106484,1.1402074051147792e-05,1.580875505169388e-05,1.229673074476523e-07,5.725882147089578e-05,,,,,,7.41364101486397e-06,1.8691762306843884e-05,
77.129,28.453,,0.0001716427359497,1.267942843696801e-05,1.6789193978183903e-05,9.51466336118756e-06,3.462327367742546e-05,,3.280204691691324e-05,,,1.702271583781112e-05,1.120498495765787e-06,9.234246681444348e-05,
77.14,28.453,,0.0003232578164897,1.178792899736436e-05,2.3114285795600157e-05,-1.432748604202061e-06,8.241789146268275e-06,,3.4112148568965495e-05,,,1.1680505849653857e-05,8.131007234624121e-06,2.033468081208412e-05,
77.15,28.453,,1.0240250958304388e-05,1.0966989066218956e-05,1.3634890819957944e-05,4.672348950407468e-06,3.616496178437956e-05,,1.3223876521806233e-05,,,,-9.174030310532544e-06,2.7674221200868487e-05,
77.161,28.453,,,8.914611498767044e-06,4.604364221449941e-05,-3.0939741009206045e-06,-2.146614406228764e-06,,,,,6.89917869749479e-05,1.446746591682313e-05,,
77.171,28.453,,,6.757883966201916e-06,2.277051135024521e-05,1.3520505490305368e-05,1.2662037079280708e-05,,,,,1.6806836356408894e-05,-2.3979346224223264e-06,1.3414140084933024e-05,
77.181,28.453,,4.830764737562277e-05,1.1621569683484267e-05,3.741354521480389e-05,-7.977783752721734e-06,9.37291497393744e-06,,,,,2.641544233483728e-05,2.2577243726118468e-05,4.578186417347752e-05,
77.192,28.453,,0.0005583902820944,9.596788004273549e-06,2.267314812343102e-05,-1.4734739579580491e-06,2.028207018156536e-05,,3.893008761224337e-05,,,,6.3679335653432645e-06,2.197952426286065e-06,
77.202,28.453,,,1.2987703485123347e-05,9.686240446171723e-06,-1.7153042790596371e-06,1.7265419955947436e-05,,1.4596578694181517e-05,,,4.354635166237131e-05,5.602286364592146e-06,3.1815619877306744e-05,
77.213,28.453,,0.0002054937503999,4.647790774470195e-06,1.2469417015381625e-05,6.588597443624167e-06,2.1622012354782782e-05,,,,,,6.422565093089361e-06,4.277345215086825e-05,
77.223,28.453,,0.0001172797055914,5.112307462695753e-06,4.91389664603048e-06,-4.862697551288875e-06,-4.747088041767711e-06,,,,,8.18114640424028e-05,1.943540519278031e-05,3.5601779018179518e-06,
77.233,28.453,,0.000368796638213,6.440905508497963e-06,3.676819324027747e-05,1.5665085811633617e-05,2.7565671189222485e-05,,,,,5.596584742306732e-06,6.687434506602585e-06,1.2999869795748964e-05,
77.119,28.463,,3.801079583354294e-05,1.0966989066218956e-05,8.517130481777713e-06,8.174527465598658e-06,1.2926642739330418e-05,,,,,,2.86418048744963e-06,8.593810343882069e-05,
77.129,28.463,,0.0001076083935913,1.0278527952323202e-05,1.68587539519649e-05,8.059990250330884e-06,1.7834196114563383e-05,,1.8798704331857152e-05,,,,1.886391510197427e-05,-7.418969403261144e-07,
77.14,28.463,,-4.986997282685479e-06,5.077274181530811e-06,7.720856228843331e-05,-1.157068140855699e-06,4.107583208678989e-06,,4.33389977843035e-05,,,3.083666888414882e-05,7.081499916239409e-06,1.8354978237766773e-05,
77.15,28.463,,8.207539940485731e-05,1.1621569683484267e-05,2.2882210032548755e-05,-4.859066393692046e-06,-6.353312528517563e-06,,5.466675793286413e-05,,,3.3220341720152646e-05,4.690024979936425e-06,1.762854117259849e-05,
77.161,28.463,,4.830764737562277e-05,9.596788004273549e-06,1.405219518346712e-05,6.515727363876067e-06,1.34752253870829e-05,,,,,1.8243465092382397e-05,2.413712536508683e-07,4.399357931106351e-05,
77.171,28.463,,,1.2987703485123347e-05,1.597010668774601e-05,-7.802670438650239e-07,1.580264506628737e-05,,3.4112148568965495e-05,,,6.951915565878153e-05,3.2864838885870995e-06,2.405765735602472e-05,
77.181,28.463,,,4.647790774470195e-06,2.113769187417347e-05,6.310172466328368e-06,1.6100137145258486e-05,,3.165821544826031e-05,,,,-2.420785904178046e-06,-9.227910169329334e-08,
77.192,28.463,,3.176368772983551e-05,1.3147335266694428e-05,0.0001047724144882,,2.254639912280254e-05,,,,,0.0004298917774576,1.0749511147878366e-06,4.374775380711071e-05,
77.202,28.463,,0.0003900408337358,2.591665634099627e-06,2.2070265913498588e-05,1.1441494507380412e-06,2.0837611373281103e-05,,,,,3.687870048452169e-05,8.740590601519216e-06,8.517200330970809e-05,
77.213,28.463,,0.0001162066328106,6.8705808189406525e-06,3.098622983088717e-05,1.2270064871700017e-05,-1.802122642402537e-05,,1.683817208686378e-05,,,5.360349859984126e-06,2.484001925040502e-06,8.994498784886673e-06,
77.223,28.463,,0.0005536702810786,8.63246987137245e-06,1.5580184481223114e-05,1.1010753041773569e-05,3.0957777198636904e-05,,6.096860670368187e-05,,,3.151671262457967e-05,8.056505976128392e-06,1.9222070477553643e-05,
77.119,28.473,,8.581245310779195e-06,1.1621569683484267e-05,3.487960930215195e-05,-2.051641422440298e-05,2.4709070203243755e-05,,,,,9.884433529805392e-05,1.3035231859248595e-05,1.2172862625448032e-05,
77.129,28.473,,1.0253840628138278e-05,9.596788004273549e-06,1.0295629181200638e-05,,1.1750862540793603e-05,,,,,-1.6352064449165482e-06,,2.5215980713255703e-05,
77.14,28.473,,4.288226045900956e-05,1.1761875612137374e-05,2.06366694328608e-05,1.5357685697381385e-05,1.7341311831842177e-05,,,,,0.0002822701935656,9.785519978322554e-06,1.0250272680423222e-05,
77.15,28.473,,0.0001789686066331,4.647790774470195e-06,4.388916204334237e-05,6.622241471632151e-06,-9.864438652584797e-06,,,,,,3.218827941964264e-06,8.681263921062055e-07,
77.161,28.473,,0.0001478913618484,,4.3047471990576014e-05,4.143879550611018e-08,5.119659908814356e-05,,,,,-2.4649511942698155e-06,-2.075488282571314e-06,1.801127291400917e-05,
77.171,28.473,,0.0001780269376467,2.591665634099627e-06,4.361848186817952e-05,-7.003285986684205e-07,-2.3613543817191385e-05,,2.550152021285612e-05,,,3.443799869273789e-05,1.5059917132020928e-05,1.0966504305542912e-05,
77.181,28.473,,0.0001929401478264,1.446879923605593e-05,1.6028476238716394e-05,1.1891071153513622e-05,1.2529729247034991e-05,,4.139950033277273e-05,,,0.0002989237254951,8.740590601519216e-06,1.8854918380384333e-05,
77.192,28.473,,,7.237381851155078e-06,1.3130971638020128e-05,2.286149720021058e-05,1.4777892829442862e-05,,3.4112148568965495e-05,,,2.793129715428222e-05,7.5122889029444195e-06,4.362284380476922e-05,
77.202,28.473,,0.0001468612608732,1.2930790035170505e-05,2.969394881802145e-05,1.6805749964987626e-06,2.090781708830036e-05,,,,,3.565741508282372e-06,1.969128970813472e-05,1.0513690540392416e-05,
77.213,28.473,,0.0007191152544692,1.3062541256658731e-05,2.993308771692682e-05,-3.139870614177198e-06,1.9473805878078565e-05,,,,,1.923968920891639e-05,-8.594341238676861e-08,4.32292154073366e-06,
77.223,28.473,,0.000201915128855,4.110560894332593e-06,1.1987315701844636e-05,-1.5297177924367136e-07,1.963852355402196e-06,,4.440448537934572e-05,,,6.182135257404298e-05,1.2639931810554115e-05,-2.2779981918574777e-06,
77.233,28.473,,,1.2135556971770711e-05,7.531013579864521e-06,-6.560682663803163e-07,0.0001241821591975,,,,,,9.1057800091221e-06,6.902284076204523e-05,
77.119,28.482,,0.0001487799745518,5.292386504152091e-06,1.8871827705879696e-05,4.030068339488935e-06,-6.699462574033532e-06,,1.601997428224422e-05,,,,6.19952697888948e-06,0.0001954616745933,
77.129,28.482,,-4.063464587034105e-07,1.1648466170299798e-05,4.192903725197539e-05,4.875881586485775e-06,2.39205255638808e-05,,4.790169259649701e-05,,,,6.422565093089361e-06,-1.4922261470928788e-06,
77.14,28.482,,0.0001560791570227,1.2908793905808125e-05,0.0004022069042548,2.139206299034413e-05,0.0002587005728855,,3.4759290429065004e-05,,,,5.9447347666719e-06,7.888484105933458e-05,
77.15,28.482,,8.246232937381137e-06,9.100160241359845e-06,6.742520054103807e-05,5.240508016868262e-06,7.173843187047169e-06,,,,,,4.039621853735298e-05,2.5710360205266625e-05,
77.161,28.482,,0.0001394786377204,7.938884664326906e-06,6.094865511840908e-06,6.679300440737279e-06,1.4706404726894108e-05,,3.8296362617984414e-05,,,5.360349859984126e-06,-8.388781679968815e-06,9.707370736578014e-06,
77.171,28.482,,4.1704603063408285e-05,8.26049563329434e-06,3.334068969707005e-05,2.39904466070584e-07,2.024991590587888e-05,,2.8004515115753748e-05,,,5.54264297534246e-05,-3.599570845835842e-07,3.428476702538319e-05,
77.181,28.482,,6.220644718268886e-05,,3.517648656270467e-05,-6.0623956414929125e-06,2.701273297134321e-05,,4.87845936731901e-05,,,,1.0238377399218734e-05,3.614176966948435e-05,
77.192,28.482,,0.0004392527916934,1.4584813470719382e-05,1.94054928215337e-06,4.58292959137907e-07,1.1740078662114684e-05,,,,,1.270753000426339e-05,4.6649684009025805e-06,3.871095032081939e-06,
77.202,28.482,,0.0002432971523376,,6.117878365330398e-05,6.560923793585971e-06,2.58265899901744e-05,,,,,,1.1315424671920482e-05,5.559096462093294e-05,
77.213,28.482,,1.5060283658385742e-05,1.0843967174878344e-05,5.336935373634333e-06,-1.3869300801161444e-06,1.1566463399503846e-05,,,,,4.267640542821027e-05,4.097216788068181e-06,-4.83403437101515e-06,
77.223,28.482,,0.0001464031956857,1.0483527148608118e-05,2.5586041374481283e-05,-1.966557476862363e-07,1.839709693740588e-05,,,,,3.1881118047749624e-05,-1.0972396012220996e-05,4.02200157623156e-06,
77.233,28.482,,0.0002999668358825,1.5072648238856344e-05,1.1029919733118732e-05,8.102661922748666e-06,2.8603003556781914e-06,,1.3223876521806233e-05,,,3.834782546618953e-05,-5.98185488343006e-06,0.0002074588264804,
77.244,28.482,,7.824986823834479e-05,9.817458703764714e-06,4.062809239258058e-05,-9.73820988292573e-06,-4.072524006915046e-06,,5.0847262173192576e-05,,,4.8635618441039696e-05,-3.942174771509599e-06,-2.639541435200954e-06,
77.129,28.492,,0.000431321648648,7.938884664326906e-06,8.893236554285977e-06,-1.4223408584257413e-07,7.597807325510075e-06,,6.070969538995996e-05,,,0.000407282001106,2.484001925040502e-06,3.156374077661894e-05,
77.14,28.492,,3.2753509003669024e-05,8.26049563329434e-06,1.6620509995846078e-05,3.3475071177235804e-06,4.414318755152635e-05,,2.7479618438519537e-05,,,4.755096961162053e-05,1.514322320872452e-05,7.928297236503568e-06,
77.15,28.492,,0.0003060089948121,8.818424248602241e-06,9.434444109501784e-06,7.686358003411442e-06,-2.172934955524397e-06,,2.22729540837463e-05,,,,3.079991756749223e-06,3.417924017412588e-05,
77.161,28.492,,,6.592001682292903e-06,1.2469417015381625e-05,5.973010502202669e-06,3.677514905575663e-05,,1.6260066331597045e-05,,,,1.1557695870578756e-05,0.0002697647432796,
77.171,28.492,,9.77003001025878e-05,1.5319556041504256e-05,4.0715916838962585e-05,-1.1792460554715944e-06,2.3642676751478572e-05,,,,,0.0001243718579644,6.125475010776427e-06,,
77.181,28.492,,3.863012898364104e-05,9.88813098956598e-06,2.364027568546589e-05,-6.400102847692324e-06,2.7565671189222485e-05,,3.478725193417631e-05,,,-7.0153214437596034e-06,2.54499036600464e-06,,
77.192,28.492,,1.844852522481233e-05,1.0483527148608118e-05,1.7790305719245225e-05,7.544533218606375e-06,1.6807847714517266e-05,,3.3582378819119185e-05,,,3.301935430499725e-05,-7.338282557611819e-06,0.0003295489004813,
77.202,28.492,,0.0004744608886539,8.027044714253861e-06,2.180072624469176e-05,1.7298801822107637e-06,1.2068215255567338e-05,,3.904892946593464e-05,,,6.672011659247801e-05,1.069465361069888e-05,9.839688573265448e-06,
77.213,28.492,,-6.938785645616008e-06,8.369757779291831e-06,3.135835504508577e-05,1.8123507743439404e-06,8.39025597088039e-06,,4.399345925776288e-05,,,3.0678347684443e-05,7.17217153578531e-06,6.68828351990669e-06,
77.223,28.492,,0.0001152465702034,1.3410672181635164e-05,1.791370232240297e-05,7.48217644286342e-06,7.294906936294865e-06,,2.550152021285612e-05,,,0.0003592755820136,7.457596439053304e-06,1.4990542695159093e-05,
77.233,28.492,,0.0001460446364944,,2.123664307873696e-05,2.0803105371669522e-07,9.771883924258871e-06,,,,,,7.3975743362098e-06,6.16349461779464e-06,
77.244,28.492,,,8.05470426712418e-06,8.170439105015248e-05,6.726908850396285e-06,1.679841079749167e-05,,,,,2.0510593458311632e-05,4.409481334732845e-06,3.353015927132219e-05,
77.254,28.492,,0.000141751661431,7.076600013533607e-06,0.0002657280128914,-4.697020870025881e-07,1.2054850230924783e-05,,,,,3.698811724461848e-06,3.243873607061687e-06,1.859002850324032e-06,
77.264,28.492,,0.000119717355119,1.2233685083629098e-05,2.181004856538493e-05,-1.7331771005046903e-06,,,2.8819433282478712e-05,,,,2.1072344225103734e-06,0.0003046284546144,
77.275,28.492,,2.0852728994213976e-05,7.615428330609575e-06,1.8697728592087515e-05,8.951355994213372e-06,4.784832981385989e-06,,,,,-1.5843993423914071e-06,-4.723522408767167e-07,-8.399248144996818e-06,
77.306,28.492,,4.277587777323788e-06,1.1178853128512856e-05,1.2622031135833822e-05,1.1838289992738282e-06,1.0104273542310691e-06,,2.3390828573610637e-05,,,5.226463690632954e-05,4.543938757706201e-06,1.6881205738172866e-05,
77.316,28.492,,6.818655674578622e-05,1.4385128451976923e-05,1.8836604795069437e-05,-9.577247510605956e-06,2.0278717784094624e-05,,3.802074206760153e-05,,,3.863375968649052e-05,6.236493845790392e-06,0.0001026617610477,
77.327,28.492,,0.0005094051011838,,4.241447095409967e-05,1.0435403055453207e-05,1.61916614160873e-05,,,,,4.282638110453263e-05,2.933401674454217e-06,5.734091246267781e-07,
76.891,28.502,,0.0005211972747929,7.10234326106729e-06,5.228941154200584e-05,2.19962225855852e-06,8.833932952256873e-06,,2.078201032418292e-05,,,,2.5683848434709944e-06,0.0001952374004758,
77.109,28.502,,,8.26049563329434e-06,1.7027967260219157e-05,1.5248398085532244e-05,2.3842605514801107e-05,,4.674989395425655e-05,,,2.4248147383332253e-05,7.1241734076465946e-06,9.568652603775264e-05,
77.119,28.502,,0.0002656658471096,1.2930790035170505e-05,1.4394496247405186e-05,5.859508291905513e-06,2.349226087972056e-05,,,,,1.589815724400978e-06,1.0141125130758157e-05,3.2816453767736675e-06,
77.129,28.502,,0.000248708151048,1.1908893611689564e-05,3.0455769319814863e-06,4.6861650844221e-06,2.550266981415916e-05,,3.2844771340023726e-05,,,4.214945874991827e-05,5.594484719040338e-06,6.602383655263111e-05,
77.14,28.502,,7.597079093102366e-05,1.1680368515953887e-05,1.8532757167122327e-05,1.3592516552307645e-05,5.126489668327849e-06,,,,,5.206857622397365e-06,1.969128970813472e-05,-1.6979765860014598e-07,
77.15,28.502,,,9.88813098956598e-06,1.0009158359025603e-05,-1.9736148715310264e-08,-4.036736299894983e-06,,4.019702464574948e-05,,,2.3885295377112925e-05,5.32175954504055e-06,3.211100192856975e-05,
77.161,28.502,,1.6289501218125224e-05,1.0483527148608118e-05,0.0001216626988025,-7.0628225330438e-06,1.8376771549810652e-05,,4.872767749475315e-05,,,6.182135257404298e-05,2.187976315326523e-05,-5.006395440432243e-06,
77.171,28.502,,3.507907968014479e-05,7.593537702632602e-06,1.641407834540587e-05,9.256632438336965e-06,-2.913819344030344e-06,,3.229126377846114e-05,,,,5.796936875412939e-06,4.32292154073366e-06,
77.181,28.502,,0.0001352906692773,8.369757779291831e-06,1.239057837665314e-05,7.030116194073344e-06,2.3229171347338703e-05,,,,,1.5571309631923214e-05,1.0378941624367144e-05,1.4952326637285296e-05,
77.192,28.502,,5.192663229536265e-05,1.3410672181635164e-05,2.2709182303515263e-05,3.5923917494073976e-06,2.9096547223161903e-05,,3.4759290429065004e-05,,,,3.2831126191013027e-06,3.372562423464842e-05,
77.202,28.502,,0.0005191502859815,7.426002071042603e-07,3.31261326209642e-05,7.147861197154271e-06,3.2527343137189746e-05,,,,,7.759957043163013e-06,-1.1818420944109675e-06,-8.793405868345872e-06,
77.213,28.502,,8.458809315925464e-05,1.090874593501212e-05,1.1514932339196092e-05,1.298643837799318e-06,6.98934172760346e-06,,,,,0.0002272006095154,9.32952116272645e-06,0.0002759952622,
77.223,28.502,,2.131373366864864e-05,,3.784332147915848e-05,1.5001653991930652e-05,3.37101191689726e-05,,,,,5.603687168331817e-05,1.32148306875024e-05,-9.544647582515609e-06,
77.233,28.502,,0.0003319401002954,1.2233685083629098e-05,4.623869244824164e-05,-1.1019398016287597e-07,4.776078640134074e-06,,,,,,2.877209954021964e-05,4.305465608922532e-06,
77.244,28.502,,0.0006176263559609,7.615428330609575e-06,0.0001126531496993,3.771367801164161e-06,6.655189736193279e-06,,,,,,4.735318725579418e-06,0.0001251768553629,
77.254,28.502,,2.0852728994213976e-05,6.972964456508635e-06,7.963077950989828e-05,8.800246177997906e-06,2.974639028252568e-05,,4.33389977843035e-05,,,-4.174299192527542e-06,2.7870284611708485e-05,2.6537884423305518e-06,
77.264,28.502,,0.0001525141269667,9.818024409469215e-06,1.3815584679832682e-05,6.044021120032994e-06,2.7110407245345414e-05,,,,,,6.7306068558536936e-06,4.157594594289549e-05,
77.275,28.502,,,1.1178853128512856e-05,4.667304438044084e-06,2.695376451811171e-06,3.7483114283531904e-05,,,,,,1.0305883733963128e-05,3.645460310508497e-05,
77.285,28.502,,,6.690180271107238e-06,2.206019780714996e-05,-3.129003971480415e-06,1.559887095936574e-05,,,,,1.610637627891265e-05,-6.357966412906535e-06,4.364554843050428e-05,
77.296,28.502,,9.111242434300948e-06,4.991155492461985e-06,4.221572453388944e-05,6.578920874744654e-06,6.044929818926903e-07,,5.0847262173192576e-05,,,1.04113914858317e-05,6.231330644368427e-06,1.5842071661609225e-05,
77.306,28.502,,0.0003566282975953,7.551162525487598e-06,1.49735151353525e-05,4.067561803822173e-06,1.1043310223612934e-05,,4.440448537934572e-05,,,1.6231817426159978e-05,1.456791960663395e-05,-1.153585571955773e-06,
77.316,28.502,,2.3948501620907336e-05,8.597074156568851e-06,1.827223604777828e-05,5.434141257865122e-06,6.090450824558502e-06,,,,,2.5230156097677536e-05,3.654083229776006e-06,-2.8152599043096416e-06,
77.327,28.502,,3.5436303733149543e-05,8.366568181372713e-06,-1.0439908919579466e-06,3.3482507433291175e-07,-1.6667810996295884e-05,,3.893008761224337e-05,,,,4.881328550254693e-06,4.123872713535093e-05,
76.891,28.512,,0.0002248113887617,7.397811714326963e-06,2.016427788475994e-05,-9.057526995093212e-07,1.2352659723546822e-05,,5.888114537810907e-05,,,4.600174361257814e-05,5.866624178452184e-06,8.120391612465028e-06,
76.901,28.512,,0.0004208632744848,1.0146192835236434e-05,1.88600574801967e-06,7.15441183274379e-06,1.317810620093951e-05,,,,,,3.77100855075696e-06,0.000245905976044,
76.922,28.512,,2.8221898901392702e-05,8.533284017175902e-06,2.441441574774217e-05,1.498571964475559e-05,1.8773867850541137e-05,,4.300927685108036e-05,,,3.9531125366920605e-05,3.611560259741964e-06,,
76.932,28.512,,3.2834901503520086e-05,1.6636719010421075e-05,6.602893699891865e-05,-6.449474199143879e-07,6.636075795540819e-06,,3.4203676477773115e-05,,,1.4319836736831348e-05,7.699341949773952e-06,1.834997601690702e-05,
76.943,28.512,,1.6050971680670045e-05,1.267942843696801e-05,0.000142303208122,6.705489340674831e-06,-6.31458931366069e-07,,,,,1.8385660951025784e-05,6.188009137986228e-06,1.1089848158007952e-05,
76.953,28.512,,2.289507938257884e-05,8.183373211068101e-06,8.611338671471458e-06,3.65548817171657e-06,1.0712676157709213e-05,,5.032724220654927e-05,,,,1.1028027074644342e-05,-1.2354421414784156e-05,
76.963,28.512,,3.5051798477070406e-05,1.0239384209853595e-05,1.170898940472398e-05,1.2599237379617987e-05,3.4145452900702367e-06,,2.9085947971907444e-05,,,3.591754284570925e-05,1.015078214550158e-05,3.6158096463623215e-06,
77.098,28.512,,-4.1616991097725997e-07,4.110560894332593e-06,1.2131995390518568e-05,2.3472857719752938e-06,1.856365452113096e-05,,,,,0.000611652387306,5.594484719040338e-06,9.654800123826137e-06,
