longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.015,28.522,5.290709304972552e-05,-2.0937062799930573e-05,-2.2158169485919643e-06,1.837206946220249e-05,2.077235149045009e-05,1.748012800817378e-05,-5.643974418489961e-06,1.0448992725287098e-05,,-4.225802058499539e-06,-1.3037214557698462e-05,1.9591028831200678e-05,3.448070856393315e-05
77.057,28.522,0.0001347678044112,-3.837174881482497e-05,-6.5071744757005945e-06,3.2126492442330346e-05,0.0001319372531725,3.284660124336369e-05,-5.1492977945599705e-05,1.325673451901821e-06,-1.0502677469048647e-05,-1.822886588342953e-05,,1.2380026419123167e-05,3.768183523789048e-05
77.067,28.522,6.153379217721522e-05,-2.766278839771985e-06,-3.0756327760173008e-06,2.5550698410370387e-05,5.835712272528326e-06,2.440510070300661e-05,6.133499482530169e-06,-3.611389729485381e-06,-1.0502677469048647e-05,-6.105652573751286e-05,1.718299972708337e-05,-2.61954301095102e-06,6.561229383805767e-05
77.078,28.522,7.398062734864652e-05,-3.40541337209288e-05,4.413697297422914e-06,1.7286765796598047e-05,5.83089740757714e-06,2.9364886358962398e-05,1.0464016668265684e-05,4.21282384195365e-05,-4.874815658695297e-06,-7.966410521476064e-06,6.594145088456571e-05,1.1981477655353956e-05,1.2547054211609066e-05
77.088,28.522,9.862294973572716e-05,3.57743410859257e-05,-4.000162334705237e-06,1.1429945516283624e-05,3.622903477662476e-06,2.361634869885165e-05,-4.042723594466224e-05,7.861444828449748e-06,-3.0818700906820595e-05,-6.57544615023653e-06,1.8657790860743265e-05,1.4678215848107357e-05,3.2497424399480224e-05
77.098,28.522,3.681554881040938e-05,-1.850404623837676e-05,2.1168684725125786e-06,3.3352363971062005e-05,5.151339792064391e-06,5.31270015926566e-05,4.199330760457087e-06,9.787007911654657e-06,,2.0670433514169417e-05,9.119140486291144e-06,1.3703170225198846e-05,1.802616134227719e-05
77.109,28.522,4.331217132858001e-05,-1.5582785636070184e-05,7.881432793510612e-06,2.651906652317848e-05,2.862355540855788e-05,2.690047404030338e-05,4.599005023919744e-06,8.783672456047498e-06,-2.12747781915823e-05,-7.386449397017714e-06,2.3038481231196783e-05,1.046126453729812e-05,5.634018452838063e-05
77.119,28.522,5.3513784223468974e-05,1.3362774552660994e-05,9.186724128085189e-06,1.4536415619659238e-05,2.2396818167180758e-05,2.169513209082652e-05,-4.093898496648762e-06,1.0591151294647716e-05,-2.126968684024177e-05,-2.234429121017456e-05,-9.80155346042011e-06,2.7106143534183506e-05,1.7720696632750332e-05
77.129,28.522,0.0004849341639783,1.3752141057921108e-05,-2.7673554541252088e-06,1.5213764527288731e-05,1.5609974070684984e-05,5.929528924752958e-05,-9.141127520706505e-05,3.9902765820443165e-06,-1.590481224411633e-05,-2.563697671575937e-05,4.150267341174185e-05,5.428419626696268e-06,2.3545644580735825e-05
77.14,28.522,5.26900885233772e-06,-3.31408296005975e-06,-3.120263045275351e-06,2.8479013053583916e-05,1.0816624126164244e-05,3.672372622531839e-05,2.186094934586436e-05,-1.8944214161820128e-06,-1.81862196768634e-05,-1.3338023563846946e-05,4.480219286051579e-05,7.906556675152387e-06,6.129999383119866e-05
77.15,28.522,-2.430424729027436e-06,-1.4598723282688296e-05,-4.834581886825617e-06,1.8384522263659164e-05,1.523006631032331e-05,5.5062897445168346e-05,1.5903426628938178e-06,1.0538737114984542e-05,-1.3234676771389786e-05,-6.200617917784257e-06,1.585539212101139e-05,4.9422405936638825e-06,6.400600250344723e-05
77.161,28.522,0.0002823545364663,-3.860287506540772e-06,7.5035090958408546e-06,7.078228009049781e-06,2.6589157641865316e-05,1.639887886994984e-05,1.5903426628938178e-06,7.807548172422685e-06,-1.8111180906998925e-05,-1.0314132850908209e-05,3.35032041220984e-06,1.851123852247838e-05,1.863268335000612e-05
77.171,28.522,-2.87798739009304e-05,-2.7429794499767013e-05,5.084895747131668e-06,2.580313775979448e-05,1.2110811439924872e-05,3.110783654847182e-05,1.5903426628938178e-06,-6.52097151032649e-05,-1.9835761122521944e-05,-1.760064515110571e-05,2.018002669501584e-05,1.5248298950609753e-05,5.128896373207681e-05
77.181,28.522,-3.2195571293414105e-06,-2.1292724341037683e-05,-3.770736327624036e-07,1.854776382970158e-05,0.0002012952318182,2.7629648684524e-05,8.533403956789698e-07,4.146163064433495e-06,2.1256830677884864e-06,-8.763848200032953e-06,5.130848512635566e-05,2.125852688550367e-06,3.859478238155134e-05
77.192,28.522,9.302365651819856e-05,-1.3103725905239116e-05,-9.732842045195866e-06,0.0001513372990302,1.1965418707404751e-05,5.436996798380278e-05,,1.4039547750144266e-05,-1.4507024388876744e-05,-1.7264299458474852e-05,1.2049848919559736e-05,9.644044439482968e-06,2.862258770619519e-05
77.202,28.522,0.0002529575431253,-1.059560304383922e-06,-4.638994255401485e-07,0.0001138326624641,2.629169466672465e-05,3.74003648175858e-05,1.5903426628938178e-06,2.240301910205744e-06,-3.710107421284192e-06,-3.214456592104398e-05,1.705075555946678e-05,3.68246874131728e-05,8.182629971997812e-05
77.213,28.522,4.507443009060808e-05,-1.196618177345954e-05,6.766152182535734e-06,7.106937573553296e-06,2.268458592880052e-05,1.7126887541962788e-05,1.3536478945752606e-05,7.091119641700061e-06,-9.173179932986386e-06,,3.534739153110422e-05,1.7790176798371249e-06,1.81727773451712e-05
77.223,28.522,0.0001233132643392,8.594661267125048e-06,2.5786093829083256e-06,0.0002474616339895,3.877499693771824e-06,4.967518543708138e-05,1.3549432878789958e-05,1.0396567518000667e-07,,-1.0496170943952166e-05,7.651987289136741e-06,7.272559741977602e-06,1.8102244212059304e-05
77.233,28.522,0.0003963768540415,-8.273113053292036e-06,4.1550351852492895e-06,1.858657560660504e-05,9.679458798927951e-07,2.5304814698756672e-05,2.597297225293005e-06,7.5166108217672445e-06,-7.772294338792562e-06,-5.566292657022132e-06,1.684524249867536e-05,-9.635908099880908e-06,3.09229944832623e-05
77.244,28.522,0.0002292618300998,2.9421818908303976e-05,-4.799841917701997e-06,2.333922384423204e-05,1.0553070524110808e-06,3.476119672995992e-05,-1.9740487914532423e-05,8.828169484331738e-06,-1.227142729476327e-05,-5.005157163395779e-06,1.963518479897175e-05,5.472170414577704e-06,3.35872064169962e-05
77.254,28.522,0.0005653359112329,,1.198835889226757e-05,1.2285218872420955e-05,9.448687706026249e-06,2.880405736505054e-05,1.2687340131378733e-05,2.6883788450504653e-05,-1.2328421689744571e-05,-3.009190322700306e-06,2.062144267256372e-05,1.0987471796397584e-05,1.5353049093391746e-05
77.264,28.522,6.138579919934273e-07,-6.900189646330546e-07,2.931495828306652e-06,3.775849472731352e-05,1.0836753972398585e-05,3.4710843465290964e-05,1.0905250746873207e-05,1.948985982380691e-06,-2.145395592378918e-05,-1.9414534108364023e-05,4.304924732423388e-05,9.375357876706404e-06,3.071608080063015e-05
77.275,28.522,0.0004222121206112,8.382236956094857e-06,2.2545584215549752e-05,1.24755615615868e-05,1.082438939192798e-05,2.460237374179997e-05,-1.1720188695107936e-06,-7.697661931160837e-05,,-5.235883691057097e-06,1.2087651157344226e-05,-1.5161507462835289e-06,2.9681528758374043e-05
77.285,28.522,1.5000095118011814e-05,-4.726014958578162e-05,-1.7254225895158015e-05,8.899534805095755e-06,1.4296529116109014e-05,3.8952384784352034e-05,-2.850121632036462e-07,-7.803932385286316e-05,,-2.609194052638486e-05,1.672582220635377e-05,-8.57479426485952e-06,3.0183027774910443e-05
77.296,28.522,0.0006589061231352,-2.904082793975249e-05,-1.4565873698302312e-06,1.681067624303978e-05,5.297171082929708e-05,1.1991202882200014e-05,,6.444415703299455e-06,-1.0931965334748384e-05,-1.869815241661854e-05,9.549125934427138e-06,1.1934735084651038e-05,3.0353237889357843e-05
77.306,28.522,-1.8626419659995008e-06,-1.6371768651879393e-05,1.582539152877871e-05,1.4571880456060173e-05,3.349150938447565e-05,1.8049056961899623e-05,-2.850121632036462e-07,2.0510937247308902e-05,-1.0828046470123809e-05,-3.6915578675689176e-05,7.420784095302224e-05,1.3355597729969304e-05,5.860184319317341e-05
77.316,28.522,0.0006031875382177,,6.9589546001225244e-06,2.6588018954498693e-05,-5.263024377200054e-06,3.9563161408295855e-05,-2.850121632036462e-07,-2.752610441802972e-07,-1.3987822057970334e-05,-8.906969924282748e-06,-1.294101275561843e-05,5.417290367404348e-07,1.95055781659903e-05
77.327,28.522,-3.2540563097427366e-06,5.548602530325297e-06,1.5731417306596995e-06,-8.042968602239853e-07,2.5471103072050028e-05,4.292621451895684e-05,1.6344252799171954e-05,7.317977633647388e-06,-8.346117283508647e-06,-4.071578132425202e-06,-1.294101275561843e-05,7.416942480631405e-06,1.5874820746830665e-05
77.337,28.522,3.509661473799497e-05,,-5.150720426172484e-06,3.610691010180744e-06,0.0001539672957733,1.7487862351117656e-05,-8.276868356915656e-06,1.8520225921747624e-06,-7.62050422054017e-06,-8.70111307449406e-06,-1.294101275561843e-05,3.464168912614696e-05,1.3597165889223106e-05
76.88,28.531,-1.882643482531421e-05,-1.3021616723563056e-05,9.764901733433362e-06,5.777038040832849e-06,3.194867167621851e-05,2.9309043384273537e-05,-1.0052648349301307e-06,2.785056040011113e-06,-2.9822416763636284e-05,-1.3643466445500962e-05,-7.052940873109037e-06,1.6551328371861018e-05,3.258183642174117e-05
76.891,28.531,0.000147619182826,-2.2438818632508628e-05,-3.38265181198949e-06,0.0001837882882682,4.9445952754467726e-06,4.0622511733090505e-05,-1.0052648349301307e-06,2.305483519648988e-07,-3.264247061451897e-05,-9.9024018709315e-06,-7.052940873109037e-06,1.4343127986649051e-05,1.226709173351992e-05
76.901,28.531,2.434904308756813e-05,-1.366621859233419e-06,-1.9361988961463798e-05,1.759620317898225e-05,8.882850670488551e-05,5.455036080093123e-05,-1.0052648349301307e-06,9.410546226717996e-06,-1.2271862033230718e-05,-1.1915973118448164e-05,2.797056913550477e-05,5.353110736905364e-06,4.730545333586633e-05
76.911,28.531,3.854641181533225e-05,-2.20363635889953e-05,-4.7173421080515254e-07,2.07847697311081e-05,7.419163921440486e-06,2.0367475372040644e-05,3.951550752390176e-06,-3.652919622254558e-05,-1.4003356227476615e-05,1.93117193703074e-06,1.4292740161181428e-05,7.729912795184646e-06,3.259786535636522e-05
76.922,28.531,0.0001216597665916,-3.404199014767073e-05,-6.345786005113041e-06,2.6510764655540697e-05,3.176995232934132e-05,1.9229426470701583e-05,-4.995450126443757e-06,-6.184841083722858e-08,-1.1486286894069052e-05,-6.319594376691384e-06,-9.861792023002636e-07,6.130410838522948e-06,2.9119999453541823e-05
76.932,28.531,5.055159635958262e-05,5.270457677397644e-06,1.4360055502038447e-05,2.101116842823103e-05,1.3309771929925772e-05,5.489441537065432e-05,1.522714774182532e-05,0.0003607235557865,-7.008520697127096e-06,-3.111873593297787e-05,1.897565198305529e-05,2.0857067283941436e-05,2.32019265240524e-05
76.943,28.531,8.493123459629714e-06,1.0463159924256615e-05,1.4444606222241418e-06,1.685097777226474e-05,2.097297328873537e-05,5.489441537065432e-05,-6.918274448253214e-05,9.619368029234464e-06,-1.1486286894069052e-05,,3.393418592168018e-05,1.3069166016066449e-05,2.600156767584849e-05
76.953,28.531,-2.8543609005282637e-06,8.734557013667654e-06,-1.952259509607757e-07,1.890906787593849e-05,1.8365264622843824e-05,2.076634882541839e-05,3.47234818036668e-05,5.698138920706697e-06,-1.9832827092614025e-05,-9.01042039913591e-06,1.884227458504029e-05,1.4900208043400198e-05,4.306041228119284e-05
76.963,28.531,3.698115733641316e-06,,6.48000423097983e-06,3.698613363667391e-05,9.736782885738648e-06,2.3734333808533847e-05,1.5110958884179126e-06,-0.0001226270833285,-1.0502677469048647e-05,-2.2254074792726897e-05,1.6427728041890077e-05,5.354727932171954e-07,1.4777692740608472e-05
76.974,28.531,5.862610851181671e-05,-1.637816421862226e-05,6.541996299347375e-06,1.5257232917065268e-05,1.804601379262749e-05,2.1721174562117085e-05,6.044527935955557e-07,-1.591057639416249e-06,-8.445093044429086e-06,-2.680003126442898e-05,6.97371615387965e-06,2.154746835003607e-05,2.2159751097206023e-05
76.984,28.531,1.693215199338738e-05,-2.9054583137622103e-05,8.631827768112998e-06,8.670484930917155e-06,2.0198217498546e-06,1.9423459889367223e-05,-5.1492977945599705e-05,2.183159813284874e-05,-1.3234676771389786e-05,,6.97371615387965e-06,-1.4880861272104084e-05,5.689189856639132e-05
76.994,28.531,8.898994565242901e-06,-1.7762424249667674e-05,1.7004285837174393e-05,1.2579364010889549e-05,2.0553823105728952e-06,6.286771531449631e-05,8.029908713069744e-06,8.759529919188935e-06,-1.4507024388876744e-05,-7.627153536304831e-06,2.0778743419214152e-05,-1.1624239277807646e-06,6.652222509728745e-05
77.036,28.531,,-1.0809324521687811e-05,4.94271125717205e-06,1.1315189112792725e-05,2.47571097133914e-05,3.726880095200613e-05,,-4.067166173626902e-06,-2.126968684024177e-05,,5.628774670185521e-05,1.2380026419123167e-05,2.6785141017171558e-05
77.046,28.531,2.592989767435938e-05,-9.534508535580244e-06,-9.691847253634478e-07,-1.1368823606972e-06,3.888614628522191e-06,3.3230189728783444e-05,2.438684305161587e-06,4.328298928157892e-06,-6.928456514287973e-06,-3.834097151411697e-05,1.16795035864925e-05,8.137186341627967e-06,3.448070856393315e-05
77.057,28.531,-2.5908511815941893e-06,4.263555638317484e-06,9.623950063541996e-06,1.6895446606213227e-05,3.5270788885100046e-06,1.4658070540463086e-05,1.542048812552821e-05,-8.733143658901099e-06,-1.266361778107239e-05,,9.227238479070364e-06,1.0261820534651632e-05,3.060532981180586e-05
77.067,28.531,9.70243604569987e-07,-2.017330189119093e-05,1.082235303329071e-05,1.794345189409796e-05,6.05502282269299e-06,2.6569327019387856e-05,-2.926803745140205e-06,4.665645974455401e-05,,-2.2774273020331748e-05,1.0374099474574903e-05,7.622391876793699e-06,
77.078,28.531,4.598486702889204e-05,-1.5582785636070184e-05,1.1069123502238654e-05,1.2444456842786169e-05,1.5652265574317425e-05,2.514091102057137e-05,1.156557846115902e-05,1.0407166882941963e-05,,-2.034555654972792e-05,-1.655443043091509e-06,2.7608095479081385e-05,4.2478750401642174e-05
77.088,28.531,8.842935494612902e-05,6.314876827673288e-06,1.371535518046585e-06,2.2573271053261124e-05,7.612498848175164e-06,3.284660124336369e-05,-8.276868356915656e-06,-8.321329005411826e-06,-6.601601853617467e-06,-5.473148576129461e-06,-1.655443043091509e-06,1.0288412113368397e-06,2.9513383196899667e-05
77.098,28.531,0.0001028127444442,-2.4868731998139992e-05,1.4470441556113656e-06,1.0721326361817772e-05,1.6527790648979135e-05,3.607181133702397e-05,-8.276868356915656e-06,2.899986429838464e-05,,-1.0883405593631323e-05,-1.655443043091509e-06,1.0309136087016668e-05,2.6510917450650595e-05
77.109,28.531,0.0006068757502362,-2.326745197933633e-05,-6.253386345633771e-06,1.009141396934865e-05,1.0531842235650402e-05,2.7836305889650248e-05,-1.9740487914532423e-05,-9.22551680559991e-06,-1.1010865819116589e-05,-1.1160112990182824e-05,6.594145088456571e-05,1.4920091416570358e-05,2.5948438633349724e-05
77.119,28.531,7.562590326415375e-05,3.077954886521184e-07,6.950740043976111e-06,3.4316890662466903e-08,0.0001224765874212,5.582419180427678e-05,1.191139563161414e-05,6.242658400879009e-06,2.1256830677884864e-06,-1.0314132850908209e-05,-1.0614274287945593e-05,7.515740435337648e-06,3.2497424399480224e-05
77.129,28.531,6.10975839663297e-05,-4.045406967634335e-05,-8.065838301263284e-06,4.007196366728749e-06,1.2238018825883046e-05,5.31270015926566e-05,7.198217645054683e-06,3.523035275065922e-06,-1.0612096957629548e-05,2.5344081677758368e-06,,4.429565706232097e-06,1.690191129455343e-05
77.14,28.531,8.706859080120921e-05,4.123633971175877e-06,4.081550287082791e-06,2.0337387468316592e-05,2.619274891912937e-05,2.0462202883209105e-05,1.0464016668265684e-05,5.313107521942584e-06,-9.480026164965238e-06,-5.371211500460049e-06,-1.0614274287945593e-05,8.099515071080532e-06,3.105850191786885e-05
77.15,28.531,0.0003205439716111,-2.0599018171196803e-05,-1.828521999414079e-05,1.5895693650236353e-05,3.177051985403523e-05,1.161218369816197e-05,-2.8916098017361943e-05,4.341455678513739e-06,-3.710107421284192e-06,-6.4823734646779485e-06,-1.0614274287945593e-05,1.5248298950609753e-05,2.8149321224191223e-05
77.161,28.531,2.7150097594130784e-05,3.974591891164891e-06,-3.065535111090867e-06,1.3800446140521672e-05,1.6651227269903757e-05,2.248017153760884e-05,,2.6063394216180318e-06,-8.80617335496936e-06,-3.545625759215909e-06,2.226709511887748e-05,7.3990386226796545e-06,6.616260361624882e-05
77.171,28.531,7.928739069029689e-05,-6.71157295073499e-06,-2.1628861759381834e-06,7.153219485189766e-06,1.2760679965140298e-05,3.672372622531839e-05,2.1735015252488665e-05,,,-1.2557370610011276e-05,1.9232444174122065e-05,1.6652194972266443e-05,2.5672110496088862e-05
77.181,28.531,7.419425674015656e-05,-1.2742297258228064e-05,2.4803644009807613e-06,1.6461162886116654e-05,1.0103842214448376e-05,1.83076936082216e-05,-2.531945938244462e-06,-7.747329618723597e-06,,,1.4329212717711926e-05,4.725279359263368e-05,2.988596315844916e-05
77.192,28.531,-6.845808457001112e-06,-3.781872146646492e-05,9.999772373703308e-06,0.0002594474353827,3.962663686252199e-05,3.698759974213317e-05,6.133499482530169e-06,-4.78456677228678e-05,-7.772294338792562e-06,-1.1463438568171114e-05,1.31853339553345e-05,3.0920245990273543e-06,3.0037805117899552e-05
77.202,28.531,0.0003952613042201,-1.0605427632981446e-05,-8.476576113025658e-06,0.0001672110665822,1.959761357284151e-05,3.398365879547782e-05,-1.5175312000792474e-05,1.0396567518000667e-07,-4.451883796718903e-06,-5.005157163395779e-06,9.119140486291144e-06,7.82206825533649e-06,7.475095480913296e-05
77.213,28.531,0.0006208350532688,-2.4675509848748334e-06,8.57349095895188e-06,1.591247200849466e-05,1.5413759683724493e-05,3.398365879547782e-05,-1.5175312000792474e-05,-1.472706389904488e-05,,-5.30469242221443e-06,1.986603092518635e-05,2.7580768801271915e-05,4.028445255244151e-05
77.223,28.531,8.154242823366076e-05,2.0531472273432883e-06,-1.317469468631316e-06,2.6799618353834376e-05,1.906909346871544e-05,1.9948007320635952e-05,2.102042162732687e-05,1.9278836305147706e-07,-8.346117283508647e-06,-3.055570414289832e-05,3.114827995887026e-05,1.4628551980422344e-05,
77.233,28.531,-2.0807512555620636e-05,-2.8020189347444106e-05,1.104716011468554e-05,3.1873772968538105e-05,0.0001623386633582,3.341104093124159e-05,4.599005023919744e-06,1.6404588905061246e-06,-8.346117283508647e-06,-1.5076345334819052e-05,-1.655443043091509e-06,2.7085318379249657e-06,8.182629971997812e-05
77.244,28.531,6.218446651473641e-05,-8.674835044075735e-06,-3.026055765076308e-06,8.06601110525662e-06,1.2173654795333276e-05,4.310969598009251e-05,-8.16778810985852e-06,3.0849373615637887e-06,-1.0092702723341064e-05,-2.609194052638486e-05,-9.843541192822158e-06,4.565244580589933e-06,5.9273006627336144e-05
77.254,28.531,4.79711961816065e-05,1.797657932911534e-05,1.1056744369852822e-05,7.47972953831777e-05,9.04530952539062e-06,5.580753349931911e-05,,9.6732492238516e-06,-5.976387001283001e-06,-4.7188990720314905e-05,-9.843541192822158e-06,2.817728727677604e-06,1.642277857172303e-05
77.264,28.531,5.530160342459567e-05,-1.3162428331270348e-05,-4.593299308908172e-06,1.978091859200504e-05,1.80345268745441e-05,4.967518543708138e-05,-1.960445115400944e-05,-3.545417484929203e-06,-1.0092702723341064e-05,-2.7043520276492927e-06,-9.843541192822158e-06,-1.929141035361681e-06,3.617559195845388e-05
77.275,28.531,-1.6357719232473755e-06,5.831418548041256e-06,1.3780000926999492e-06,3.822745566139929e-05,1.0646625014487654e-05,1.492806950409431e-05,2.5853669285424985e-05,-2.5175453629344705e-05,-4.982500740879914e-06,-2.609684452181682e-05,1.684524249867536e-05,-5.924699507886544e-06,6.269918958423659e-05
77.285,28.531,0.0001060969152604,-6.913953257026151e-06,-4.879040352534503e-05,0.0003376546374056,2.591052179923281e-05,4.3605261453194544e-05,1.8567865481600165e-05,2.0510937247308902e-05,-1.295763286179863e-05,-8.760597665968817e-06,-9.843541192822158e-06,4.360753791843308e-06,2.4260834834421985e-05
77.296,28.531,1.9740749849006534e-05,,-2.7974037948297337e-06,3.240039586671628e-05,-3.7078423247294263e-06,3.014781941601541e-05,1.3536478945752606e-05,-2.752610441802972e-07,-1.2032099220959935e-05,-1.1661772077786736e-05,-9.843541192822158e-06,-9.989629688789137e-06,1.5353049093391746e-05
77.306,28.531,2.106547253788449e-05,-1.384506958856946e-05,-1.046163333739969e-06,1.197532310470706e-05,1.685799907136243e-05,2.2700862245983444e-05,-8.16778810985852e-06,-1.1477660564196412e-06,-1.7041581941157349e-06,-1.01678751889267e-05,3.814569936366752e-05,-3.341238198117935e-06,1.99970727408072e-05
77.316,28.531,0.0001455561869079,-2.499484980944544e-05,-8.754980626690667e-06,3.165212910971604e-05,3.823296356131323e-05,1.1991202882200014e-05,2.0511604816420004e-05,1.8520225921747624e-06,,-3.746367656276561e-05,9.396831956109963e-06,3.88045737054199e-06,4.619482206180692e-05
77.327,28.531,0.0001337612629868,-0.0001161050968221,-7.935936082503758e-06,1.5998532035155222e-05,2.526140860936721e-06,1.6309868442476727e-05,-8.16778810985852e-06,-5.321948992786929e-05,-1.8677492334973067e-05,-1.926797040141537e-06,-9.80155346042011e-06,9.339820280729327e-06,3.872891102219001e-05
76.87,28.541,1.3218705134931952e-05,-3.3582978176127654e-06,-1.1907039151992649e-05,2.4552191462134942e-05,3.107008978986414e-06,1.3638223208545242e-05,3.169937372149434e-06,2.305483519648988e-07,-5.829112978972262e-06,-1.0554739674262237e-05,2.632720679685008e-05,2.069187212327961e-05,3.586326783988625e-05
76.88,28.541,-6.410443802451482e-06,,7.128390734578716e-06,6.516413577628555e-06,2.79267715086462e-05,3.425261820666492e-05,,8.606576739111915e-05,-1.7524562281323597e-05,-3.931868923245929e-05,2.039715218415949e-05,4.928955604555085e-05,1.7818520063883625e-05
76.891,28.541,1.2271649211470503e-05,-4.255594831192866e-05,-7.311170975299319e-06,3.814495721599087e-05,-5.424933533504372e-07,1.5574983990518376e-05,2.0108860553591512e-05,2.965609382954426e-06,-2.12747781915823e-05,-3.528064917190932e-05,3.2868563266674755e-06,8.591570804128423e-06,2.70236014330294e-05
76.901,28.541,5.138321648701094e-05,2.599716935947072e-05,8.407582754443865e-06,2.507932913431432e-05,6.934476459719008e-06,2.8199036023579534e-05,,-6.184841083722858e-08,-1.1364949159542448e-06,-8.169226930476725e-06,5.5319109378615394e-05,1.717190389172174e-05,7.068119884934276e-05
76.911,28.541,2.636495992192067e-06,-1.7133010032921447e-06,1.4832450688118117e-05,1.92953029909404e-05,1.434389650967205e-05,1.3657578165293671e-05,8.919058700485039e-07,-1.0768625543278176e-05,-1.594306195329409e-05,9.09178709207481e-07,1.826463994802907e-05,7.804248525644653e-06,1.8400784028926864e-05
76.922,28.541,2.10044818231836e-05,-4.396191798150539e-06,4.890009222435765e-06,1.3306171240401454e-05,3.293744885013439e-05,4.0622511733090505e-05,,3.819589892373188e-06,-1.1463555892987642e-05,-4.225802058499539e-06,1.826278275984805e-05,7.086931418598397e-06,1.799301026039757e-05
76.932,28.541,5.410282756201923e-05,,1.497440734965494e-06,7.148154509195592e-06,-2.2169185740494868e-06,2.280666012666188e-05,1.6426945876446553e-05,-6.675743406958645e-06,-7.128862307581585e-06,-2.2254074792726897e-05,1.6239486285485327e-05,-1.2044296454405412e-05,3.89846354664769e-05
76.943,28.541,3.723431655089371e-05,1.0726652362791356e-05,-1.0480805940460414e-05,1.967109346878715e-05,0.0001444540976081,4.848740354645997e-05,8.919058700485039e-07,2.423599426037981e-06,-1.8858185285353105e-05,-7.627153536304831e-06,6.377445060934406e-06,7.316032792914484e-07,1.226709173351992e-05
76.953,28.541,2.4947357815108265e-05,5.261515525489813e-06,-2.703471295717464e-07,0.0001417519379174,1.1858759535243736e-05,3.52216447936371e-05,2.0174697965558157e-06,-3.700224988278933e-05,-9.092495020013304e-06,-4.897549843008164e-06,2.074285293929279e-05,-7.214182005554903e-06,2.9472141250153072e-05
76.963,28.541,0.0001526486157672,1.3521276741812471e-05,1.133875412051566e-05,1.2757861441059504e-05,-2.4972525807243078e-06,1.9435305148363117e-05,8.919058700485039e-07,1.405636612616945e-05,-4.874815658695297e-06,9.889841749100016e-06,3.206646942999214e-05,-5.731514647777658e-06,9.590386071067767e-06
76.974,28.541,6.989717803662643e-05,5.626828624372138e-06,-8.165723556885496e-06,5.021200922783464e-05,7.192709745140746e-06,5.489441537065432e-05,2.0174697965558157e-06,2.634998054418247e-06,-5.976387001283001e-06,,2.299987681908533e-05,-3.70614912981182e-07,2.8277137971599583e-05
76.984,28.541,0.0003990712866652,1.2287068784644362e-05,6.875202871015063e-06,2.056517405435443e-05,5.648716069117654e-06,5.391433660406619e-05,2.492539351806045e-06,1.9988633539469447e-06,-6.928456514287973e-06,-8.06588741397718e-06,3.393418592168018e-05,7.57514590077335e-06,2.32019265240524e-05
76.994,28.541,3.834740255115321e-06,9.087624675885309e-06,-1.35899808810791e-05,1.3301405488164164e-05,2.5002725578815443e-06,1.565300590300467e-05,5.373046406020876e-06,-7.306362022063695e-06,-1.266361778107239e-05,6.961533017602051e-06,,1.6920370399020612e-05,4.306041228119284e-05
77.005,28.541,-2.8536003355839057e-06,7.67298843129538e-06,2.6771115244628163e-06,1.8657277905731465e-05,1.0704478881962132e-05,2.294882870046422e-05,-1.5175312000792474e-05,4.371575869299704e-06,-3.480873056105338e-05,-3.834097151411697e-05,3.916021159966476e-05,1.1713752428477164e-05,3.4363180020591244e-05
77.015,28.541,-8.283640454465058e-06,1.0971037227136549e-05,8.124299711198546e-06,2.141015102097299e-05,0.0001556694769533,5.3102423407835886e-05,-1.5175312000792474e-05,1.0064848538604563e-05,-3.2219734293903457e-06,-2.042710912064649e-05,2.551025863795076e-05,1.7707467122818343e-05,1.4777692740608472e-05
77.026,28.541,0.0004793847037944,1.5123840967135038e-05,-1.1982821888523176e-05,6.537280114571331e-06,6.2852118389855605e-06,2.1818827008246444e-05,-2.8916098017361943e-05,3.091492544626817e-05,,-7.536482371506281e-06,1.6427728041890077e-05,8.058938874455635e-06,6.652222509728745e-05
77.036,28.541,-1.0288159501214976e-05,-2.017330189119093e-05,-9.908470019581728e-06,1.775651253410615e-05,3.008089879585896e-05,2.5119205020018853e-05,3.951550752390176e-06,9.163267350231765e-06,-1.9405844795983285e-05,-3.7142569908610312e-06,1.1365667887730524e-05,6.653743184870109e-06,4.231346247252077e-05
77.046,28.541,3.528015440679155e-05,-1.860354132077191e-05,3.4367283205938293e-06,1.3408306585915852e-05,5.526606514649757e-07,2.7794741981779225e-05,-4.870177144766785e-05,1.1965427802351767e-05,-1.2032099220959935e-05,,2.0778743419214152e-05,7.82888582762098e-06,2.815283733070828e-05
77.057,28.541,7.692205690545961e-05,1.2205334314785432e-05,1.2428577065293211e-06,1.273654470423935e-05,-2.1278181066008983e-06,2.998149284394458e-05,1.2417899597494395e-06,5.285040970193222e-06,-1.0828046470123809e-05,-1.3869438589608762e-05,8.716248703422025e-05,1.4179038771544585e-05,6.879878492327407e-05
