longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
76.963,28.727,4.6210087020881474e-05,7.666209967283066e-06,9.118739399127662e-06,7.472803554264829e-05,1.4959266991354523e-05,4.601446198648773e-05,,1.759474571372266e-06,-3.935514541808516e-06,-1.4352831385622268e-05,4.1587794839870185e-05,3.086725200773799e-06,3.588495383155532e-05
76.974,28.727,0.000244449096499,3.974701394326985e-05,1.9614246866694884e-06,2.239289642602671e-05,9.91036431514658e-05,4.213655483908951e-05,1.084206724044634e-05,1.6571314063185127e-06,-7.37376149118063e-06,-1.0467853826412464e-05,1.3536149708670564e-05,2.4290279725391883e-06,3.2801817724248394e-05
76.984,28.727,0.0001184630018542,1.061711100192042e-05,2.0268078060325934e-06,1.9547513147699647e-05,8.985685781226493e-06,5.0159080274170265e-05,-2.8092148568248376e-05,3.10904852085514e-06,,-4.888922921963968e-05,2.515938149372232e-06,7.732457561360206e-06,2.5482982891844586e-05
76.994,28.727,-3.4435215638950467e-06,5.656471330439672e-06,1.9947325199609622e-05,2.0662342649302445e-05,2.851884528354276e-05,1.84190139407292e-05,2.2649359380011447e-05,-1.5768291632412e-06,-4.230994454701431e-05,-2.258473432448227e-05,8.592355152359232e-05,1.7503123672213405e-05,5.438584412331693e-05
77.005,28.727,0.0003814054944086,-7.138326327549294e-05,1.4570501662092283e-05,-1.4769691460969625e-06,0.0001080712609109,4.16776274505537e-05,1.2773268281307535e-05,8.335044867635588e-07,-8.581767360738013e-06,-5.582387984759407e-06,2.277848398080096e-05,1.1347220606694464e-05,2.4811872208374552e-05
77.015,28.727,9.313239570474252e-05,-7.576704319944838e-06,1.098330812965287e-06,1.30470834847074e-05,9.880875040835235e-06,1.3643267266161274e-05,-2.3103093553800136e-06,4.231874754623277e-06,-8.581767360738013e-06,-1.1963831639150158e-05,1.041517225530697e-05,1.1408463251427747e-05,5.485606016009115e-05
77.026,28.727,-2.5942277716239918e-05,2.062780367850792e-05,3.099238711001817e-06,1.1216393431823237e-05,2.019392377405893e-05,2.6785568479681388e-05,1.8831420675269328e-05,-2.8282183848205023e-05,-2.3644399334443733e-05,-5.212481823946291e-07,1.9648516172310337e-05,6.068777565815253e-06,4.086462286068127e-05
77.036,28.727,0.000466968427645,4.580705081025371e-06,7.603255198773695e-06,4.1573548514861614e-05,1.302890814258717e-05,1.809738932934124e-05,2.020960164372809e-05,-3.993279733549571e-06,-1.7163687516585924e-05,-2.103004953823984e-05,7.183638081187382e-05,6.908390332682757e-06,3.165756425005384e-05
77.046,28.727,-5.022632194595644e-06,-2.6520494429860264e-05,1.5789762528584106e-06,2.7878624678123742e-05,4.011290729977191e-05,2.1490861399797723e-05,-2.3103093553800136e-06,6.637997557845665e-06,-8.581767360738013e-06,-2.0068293451913632e-05,6.31749935564585e-05,7.768024261167739e-06,2.328970913367812e-05
77.057,28.727,6.338349339785054e-05,-2.4806253350107e-05,4.413022907101549e-06,0.0002099170233123,9.528303053230047e-06,1.740918742143549e-05,1.879542833194137e-05,3.2869388633116614e-06,,-1.1096984053438064e-05,1.60286326718051e-05,6.481097898358712e-06,2.3387849068967625e-05
77.067,28.727,-2.171069718315266e-05,-8.517625246895477e-06,1.2299741683818866e-05,3.518506491673179e-05,3.4822223824448884e-05,3.036051566596143e-05,2.141751792805735e-05,4.412550879351329e-06,,-5.83389828534564e-06,7.016281415417325e-06,1.3194751772971358e-05,2.9670494768652134e-05
77.078,28.727,0.0005175385158509,4.85618511447683e-06,5.225931545282947e-06,5.767056791228242e-05,2.0717314328067005e-05,5.267023152555339e-05,,3.0657190563943004e-06,-1.0010495316237211e-05,-3.998264583060518e-05,2.0710880562546663e-05,3.4888375921582337e-06,2.393266186118126e-05
77.088,28.727,1.7720686855682288e-06,6.490104624390369e-06,2.942176706710597e-06,1.909809361677617e-05,0.0001012783468468,5.963092917227186e-05,-8.042376066441648e-06,-3.912438387487782e-06,-1.0010495316237211e-05,-9.279783625970596e-06,2.3740925826132298e-05,1.5292371244868264e-05,1.953719947778154e-05
77.098,28.727,-3.1053320981300203e-06,1.228407199960202e-06,1.0941581649603904e-06,2.041292464127764e-05,2.214967207692098e-05,2.177177884732373e-05,-8.042376066441648e-06,-7.370771345449612e-05,,-1.5397694369312376e-05,1.2342766240180936e-05,1.338108086201828e-05,3.571080742403865e-05
77.109,28.727,-1.837795934989117e-05,3.990118784713559e-06,3.073617335758172e-06,2.129670792783145e-05,3.736098005902022e-05,2.016563666984439e-05,-7.20604430171079e-06,3.4178688110841904e-06,-1.7781174392439425e-05,-1.1188157259311993e-05,3.11910298478324e-05,-5.730591055908008e-06,2.44691163970856e-05
77.119,28.727,2.5197514332830906e-06,9.815916200750507e-06,1.4439591495829518e-06,2.189319820899982e-05,1.219668411067687e-05,2.8127222321927547e-05,,-2.6502662876737304e-05,-2.008585761359427e-05,-2.1577347069978717e-05,2.229174606327433e-05,-8.18924672785215e-06,2.311028765689116e-05
77.129,28.727,0.0001564262929605,-2.4733566533541307e-05,-1.6621966096863616e-06,2.840265005943365e-05,1.0208690582658164e-05,2.409666012681555e-05,-1.098954180633882e-05,-2.602843778731767e-05,-8.28565225674538e-06,-1.2273281754460186e-05,1.4657237443316262e-05,6.375352086251951e-07,5.305348531692289e-05
77.14,28.727,3.740864485735074e-05,1.293645709665725e-05,-8.032897653720283e-07,1.8748960428638384e-05,,2.8076623493689112e-05,,2.806827978929505e-07,-8.28565225674538e-06,-1.9091285139438696e-05,1.8050977814709768e-05,-2.831345909726224e-06,3.979084431193769e-05
77.15,28.727,4.55602958027157e-06,1.714460267976392e-05,-1.575917485752143e-05,0.0001742825843393,5.50914455743623e-06,2.929870061052497e-05,-1.098954180633882e-05,-5.563478225667495e-06,-7.272261882462772e-06,-6.169098924146965e-05,7.936684414744377e-05,9.329916792921722e-06,3.0074350434006192e-05
77.161,28.727,4.639648614102043e-05,6.01213650952559e-06,6.578647571586771e-06,1.555073686176911e-05,1.3299527381605005e-05,4.318237188272178e-05,-7.401526090689003e-05,2.459980896674097e-05,,-2.3016296836431135e-05,1.267405696125934e-05,1.8345734815738977e-06,3.022385863005184e-05
77.171,28.727,0.0001729643990984,-1.964838520507328e-05,1.4761262718820944e-05,9.097662768908776e-06,-3.87473255614168e-06,2.1414962247945368e-05,6.441547157010064e-06,7.293084308912512e-06,-7.554023795819376e-06,-1.215787597175222e-05,1.2709078873740507e-05,1.2182983482489362e-05,3.099923924310133e-05
77.181,28.727,0.0004529087455011,-1.1157867447764149e-05,-2.044168832071591e-05,2.898900675063487e-05,-1.4895583717589034e-06,2.9749768145848066e-05,,1.0482581274118274e-06,-3.054094486287795e-05,2.147908304550583e-07,8.071040610957425e-06,1.5569494280498475e-05,2.695220427995082e-05
77.192,28.727,-6.181094704515999e-06,,2.6351290216553025e-06,2.11438127735164e-05,2.9190956411184743e-05,1.34492165670963e-05,,9.11041752260644e-06,-1.0483894584467636e-05,-2.7468666303320788e-05,1.3894393305236008e-05,1.629392136237584e-05,1.673747283348348e-05
77.202,28.727,-2.6316463390685385e-06,,-3.268770285558276e-07,1.5955052731442265e-05,4.852051006309921e-06,1.6847892766236328e-05,2.997175215568859e-06,6.297917025221977e-06,-1.1554468073882164e-05,-1.865681042545475e-05,-1.045768385665724e-05,1.971511846932117e-05,2.0839446733589284e-05
77.213,28.727,0.0003179955820087,,5.573620001086965e-06,-1.0225929827356597e-06,9.013188901008108e-06,3.407965414226055e-05,2.997175215568859e-06,3.881977590936003e-06,-1.2967615475645289e-05,3.955949523515301e-06,,4.007660209026653e-06,1.8987497242051177e-05
77.223,28.727,0.0002919516118708,1.470233087275119e-06,-1.973904545593541e-06,7.860257028369233e-05,3.690536459544092e-06,1.5924006220302545e-05,-4.824398274649866e-06,5.911184416618198e-06,-1.0117249075847212e-05,-8.172015441232361e-06,4.209489634376951e-05,7.152721082093194e-06,1.936232001753524e-05
77.233,28.727,2.7932568627875295e-05,6.961411145312013e-06,1.0179413948208094e-05,6.973804147492046e-07,7.664039912924636e-06,5.1407692808425054e-05,5.0399098654452246e-06,-2.3068860173225403e-06,-1.0117249075847212e-05,,1.047796195052797e-05,2.999964272021316e-05,1.2253081877133807e-05
77.244,28.727,2.5042920242412947e-05,-1.6968511772574857e-05,-6.83224880049238e-06,1.9508996047079563e-05,5.031861746829236e-06,4.573681144393049e-05,2.942113894732757e-07,1.943520601344062e-06,-1.4391436707228422e-05,,1.6467038221890107e-05,4.286478360882029e-05,2.021665932261385e-05
77.254,28.727,4.8568072088528425e-05,-2.615379526105244e-05,1.419122509105364e-05,1.444096506020287e-05,8.08943423180608e-06,1.738458377076313e-05,-7.435744919348508e-06,4.235446340317139e-06,-9.685133591119666e-06,,1.803832856239751e-05,2.4107610443024896e-05,1.5006906323833393e-05
77.264,28.727,7.824016938684508e-05,-6.476973339886172e-06,3.061341431020992e-06,1.494630578235956e-05,2.2842315956950188e-05,3.412449223105796e-05,-1.8320182789466344e-05,5.536362368729897e-05,-7.821097824489698e-06,-1.2795028396794803e-06,1.8591103071230464e-05,1.7421335769540749e-06,1.5714451365056448e-05
77.275,28.727,0.0002085707819787,1.1455286767159125e-05,-2.054278184004943e-06,1.1010273738065736e-05,-1.03373668025597e-05,1.7893862604978494e-05,-1.1017441465810407e-06,3.197229034412885e-06,,-2.998203126480803e-05,3.869957799906842e-05,1.548793625261169e-05,1.7150796338682994e-05
76.963,28.737,0.0003421063593123,-1.047051864588866e-05,-9.506726200925186e-06,1.2222396435390692e-05,2.41921006818302e-05,3.783834836212918e-05,-5.4279012147162575e-06,-3.6239662222214974e-06,-4.540670124697499e-05,-2.448704071866814e-05,1.1198221727681812e-05,7.958508945193898e-07,2.038374987023417e-05
76.974,28.737,-3.4435215638950467e-06,-1.9821640307782214e-05,5.406078344094567e-06,3.962988557759672e-06,1.0744651262939442e-05,2.4093398678814992e-05,1.286941369471606e-05,0.0002200272865593,-7.821097824489698e-06,-1.988947406061925e-05,7.867619387980085e-06,8.299372893816326e-06,3.273499896749854e-05
76.984,28.737,-5.138482265465427e-06,-7.432341135427123e-06,1.1828002243419178e-05,2.6179062842857093e-05,1.644110852794256e-05,2.34407252719393e-05,1.898081791296136e-05,3.75199192603759e-06,-3.215152901248075e-05,-1.1096984053438064e-05,1.056504243024392e-05,2.0182517346256645e-06,6.930448580533266e-05
76.994,28.737,0.00043658199138,6.854832463432103e-06,-7.574408300570212e-06,6.140675395727158e-05,0.0002057941601378,3.364477015566081e-05,3.2236755487247137e-06,1.4181102415022906e-05,-6.106118235038593e-06,-1.483343339714338e-06,6.700821359117981e-06,1.1412311323510949e-05,2.820315057761036e-05
77.005,28.737,0.0003950331592932,9.631978173274549e-06,-1.805061060622393e-06,3.329297396703623e-05,2.8542285690491558e-06,3.284140257164836e-05,-9.861368016572668e-05,-3.462233871687204e-05,-1.736955141495855e-06,-1.4220372577256056e-05,-1.7950716937775724e-05,1.925529886648292e-06,6.806421151850373e-05
77.015,28.737,-8.867302312864922e-06,1.1221671229577623e-05,-3.200907303835265e-05,0.0001478226477047,0.0001546692219562,2.74701596936211e-05,5.36281913809944e-06,1.52948143750109e-06,-8.018445441848598e-06,-2.0068293451913632e-05,-1.7950716937775724e-05,2.615852645249106e-05,2.377310192969162e-05
77.026,28.737,0.0003463364264462,5.6044941629807e-06,-8.357159458682872e-06,-2.0623156160581857e-07,-7.681310307816602e-07,1.4888048099237494e-05,9.064210644282866e-06,-3.4478136512916535e-05,-1.0117249075847212e-05,-5.2255609261919744e-06,-1.7950716937775724e-05,3.524064595694654e-05,6.244415271794423e-05
77.036,28.737,-1.9114830138278197e-05,1.6208408851525746e-05,1.1132959798487718e-06,2.696943113278394e-07,6.777774160582339e-06,4.16776274505537e-05,-5.4279012147162575e-06,3.2869388633116614e-06,-6.452487923525041e-06,-9.319436685473192e-06,1.3088180821796414e-05,-1.579140189278405e-05,3.541234400472604e-05
77.046,28.737,-1.0603214832372032e-05,-5.047924059908837e-05,5.004299509892007e-06,2.0134177248110063e-05,2.926873457909096e-05,1.842541860241909e-05,-2.6391062419861555e-06,-1.6759902791818604e-05,-2.7432017759565497e-06,-9.279783625970596e-06,1.5784307834110223e-05,1.273113775823731e-05,5.485606016009115e-05
77.057,28.737,4.62930001958739e-05,-2.9152461138437505e-05,1.083935330825625e-06,0.0001788780646165,2.861782149921055e-06,1.98380985239055e-05,-2.6391062419861555e-06,1.638421781535726e-05,,-3.1726543966215104e-05,1.814416100387461e-05,1.531909038021695e-05,4.086462286068127e-05
77.067,28.737,7.675544475205243e-05,-1.1785972674260847e-05,8.727678505238146e-06,8.383844942727592e-06,4.229623300489038e-05,2.3587648684042503e-05,-2.6391062419861555e-06,-4.682036887970753e-05,-1.4544397345161997e-05,-2.794916690618265e-05,7.183638081187382e-05,7.2006591835815925e-06,5.8316218201071024e-05
77.078,28.737,6.365873559843749e-05,-1.693803096713964e-05,1.068701863005117e-06,1.1305222869850697e-05,5.32791054865811e-05,2.6965073629980907e-05,-1.3365713584789771e-06,2.665821011760272e-05,,,,-3.9268240925594e-07,4.304117464926094e-05
77.088,28.737,3.9588318031746894e-05,1.480931217656689e-07,5.627583504974609e-06,4.721673576568719e-06,6.285030394792557e-05,3.0396200600080192e-05,2.5573915536369896e-06,-4.994834853278007e-06,,-2.1577347069978717e-05,,-2.545982908941369e-07,2.2264230210566893e-05
77.098,28.737,0.0002551876823417,3.570730405044742e-05,4.176733455096837e-06,-6.06012190473848e-06,1.0935119462374132e-05,3.443190871621482e-05,-3.694311817525886e-05,6.352663149300497e-06,-9.685133591119666e-06,-2.087837492581457e-05,2.8000798920402303e-05,7.1999625106400345e-06,2.9670494768652134e-05
77.109,28.737,1.8413095403957411e-06,2.847003997885622e-06,1.5748818782412854e-07,1.5739087757538073e-05,9.808000322664157e-05,2.6773246645461768e-05,3.404775554827211e-07,-5.332004730007611e-05,-9.554735697747674e-06,,1.041517225530697e-05,-1.2067767784174066e-05,2.291587952640839e-05
77.119,28.737,0.0001552125759189,-2.4608980311313644e-05,1.2379731742839796e-05,-1.0527790436754003e-05,5.698857421521097e-07,4.056132820551284e-05,-5.4279012147162575e-06,1.6428538174295682e-06,-6.988959739828715e-06,-3.0161238100845367e-05,1.4682193977932911e-05,4.416527644934831e-06,2.6700925445766188e-05
77.129,28.737,1.7586955436854623e-05,6.120393663877621e-06,1.1567996125450009e-06,1.7834350728662685e-05,2.0481385945458896e-05,2.8388980354066007e-05,-5.4279012147162575e-06,6.970560662011849e-06,-1.4391436707228422e-05,-1.590995816513896e-05,2.0710880562546663e-05,5.7873749028658494e-06,3.384352021384984e-05
77.14,28.737,0.0004412150301504,-1.0831096005858852e-05,1.0780845514091196e-05,1.3312333067005966e-05,2.0966986994608305e-05,2.419392330921255e-05,-1.3365713584789771e-06,0.0001842172059696,-1.7235497580259107e-05,-3.508271765895188e-05,2.3740925826132298e-05,9.994167157856282e-06,6.991050759097561e-05
77.15,28.737,2.6651969164959155e-05,-1.6776681377450586e-06,6.002414920658339e-06,3.4708278690231964e-05,0.0001956916967174,2.016563666984439e-05,2.141751792805735e-05,-6.794293767597992e-06,-2.078189027088229e-05,-2.3058746592141688e-05,1.906084071379155e-05,-4.883385713583266e-07,4.823270865017548e-05
77.161,28.737,1.9410728782531805e-05,,1.7054106820069137e-06,4.660175818571588e-06,5.878031515749171e-06,2.8127222321927547e-05,1.0615596693241969e-05,1.0482581274118274e-06,,-2.1715481125283983e-05,2.229174606327433e-05,2.483477146597579e-05,3.571080742403865e-05
77.171,28.737,-1.1697869013005402e-05,5.095229198559537e-07,1.7349158952129073e-05,0.0003707397263497,9.836664503382052e-06,1.7666632629698142e-05,-4.2667173261179414e-07,9.11041752260644e-06,-6.988959739828715e-06,-2.725062131503364e-06,1.2342766240180936e-05,-4.886288138550299e-07,3.351515260874294e-05
77.181,28.737,4.9241069064009935e-05,-1.592222361068707e-05,-1.8459799321135503e-05,2.4506271074642427e-05,-2.479559270796017e-06,2.100255551340524e-05,,-2.3588490876136348e-06,-6.988959739828715e-06,-8.761267963564023e-06,3.936087523470633e-05,1.1899629498657305e-05,3.228793138987385e-05
77.192,28.737,0.0003600080672185,-5.204154876992106e-05,7.457509809682961e-07,2.1735837435699068e-05,5.642616088152863e-05,3.147306779283099e-05,-6.43914463580586e-05,2.9192624424467795e-06,,3.939806447306182e-06,-1.32461366320058e-06,9.137295364780584e-07,3.967038719565608e-05
77.202,28.737,3.824152372544631e-06,7.077677764755208e-06,3.7122226785868406e-06,2.093826515192632e-05,9.939444680640008e-07,1.538700053060893e-05,-2.382720049354248e-05,6.047065198799828e-06,-8.21926096250536e-06,,3.578205723897554e-05,-2.4518099053238984e-06,3.5921515518566594e-05
77.213,28.737,0.0003124603535979,7.826180080883205e-06,2.879590056181769e-06,2.404971201031003e-05,5.630983650917187e-05,2.8179319997434504e-05,-5.398991197580472e-05,1.2278763279027771e-05,-2.343466803722549e-05,-6.68561051497818e-06,9.04680655366974e-06,6.948188456590287e-06,2.5377137717441656e-05
77.223,28.737,-3.784055479627568e-06,-7.271769391081762e-07,-2.58482646131597e-06,1.887816142698284e-05,2.821065663738409e-06,2.866617614927236e-05,,-5.193841843720293e-06,-1.5636978787370026e-05,-8.337960935023148e-06,1.267405696125934e-05,2.785081414913293e-05,2.4009101252886467e-05
77.233,28.737,0.0001903903466882,-1.4210896551958284e-05,4.060782430315157e-06,1.6454792785225436e-05,1.585212339705322e-05,1.6847892766236328e-05,-2.6053097826661545e-05,0.0001577568473294,-4.961804279446369e-06,,1.815802534110844e-05,1.5697070921305567e-05,6.439347635023296e-05
77.244,28.737,5.295703158481047e-05,-3.663380994112231e-05,1.5625697415089235e-05,-4.817001354240347e-06,9.011757356347516e-06,5.181223968975246e-05,-1.1390016879886389e-05,-7.30794454284478e-06,-2.9821761927451007e-05,-4.278567212168127e-05,,7.356076366704656e-06,1.916791734402068e-05
77.254,28.737,4.719784192275256e-05,-9.37250933930045e-06,-8.613203135610092e-06,4.833739876630716e-05,5.779194907518104e-06,2.5976803954108615e-05,-2.3103093553800136e-06,2.468137608957477e-06,-1.0237422429781873e-05,-4.911084488412598e-06,5.5693926697131246e-05,1.1783650961660896e-06,2.023006345552858e-05
76.963,28.747,-8.222484211728442e-06,9.40126756177051e-06,-4.374312538857339e-06,8.365193025383633e-06,1.514674204372568e-05,3.1165927794063464e-05,-3.059113169001648e-06,1.3471855027091806e-06,-1.4544397345161997e-05,-3.198669583071023e-05,1.5117180737433957e-05,1.0688716429285703e-05,5.748852709075436e-05
76.974,28.747,4.58077602161211e-06,7.465157068509143e-06,-3.988719527114881e-06,2.8334361559245732e-05,1.596080619492568e-05,5.434162085293792e-05,-3.059113169001648e-06,7.631186235812493e-06,-2.7432017759565497e-06,-1.116545081458753e-05,2.2436959625338204e-05,1.0087773262057452e-05,2.996260809595697e-05
76.984,28.747,-1.718495923341834e-06,4.580705081025371e-06,3.155929562126403e-07,3.1279760150937364e-05,-1.906481656988035e-06,3.5662578738993034e-05,2.731816857703961e-05,1.0025173651229125e-05,-7.073842880345183e-06,,9.770402357389685e-06,1.1776510291383602e-05,2.5711386115290225e-05
76.994,28.747,0.0002200952294515,-2.4806253350107e-05,1.5731417306596995e-06,1.1277655175945256e-05,1.1380489922885316e-05,6.682919774902984e-05,-7.401526090689003e-05,-1.8246624676976356e-05,-6.3913926169334445e-06,-2.672080427146284e-06,1.8629800251801495e-05,-8.973681360657793e-06,6.779003160772845e-05
77.005,28.747,0.000466968427645,-1.0201072655036114e-05,-4.950849415763514e-06,1.6837206203490496e-05,0.0001981785171665,3.773540811380372e-05,,1.1346675819368102e-05,-1.2693693861365318e-05,,1.795880052668508e-05,8.143024388118647e-06,2.656401011336129e-05
77.015,28.747,5.078250069345813e-06,,1.034863726090407e-05,3.595914677134715e-05,1.570442873344291e-05,1.5815114238648675e-05,-3.694311817525886e-05,3.2869388633116614e-06,,-3.998264583060518e-05,2.317744838364888e-05,5.674609383277129e-06,2.1444477170007303e-05
77.026,28.747,8.490763138979673e-05,-2.9152461138437505e-05,2.605382292131253e-07,1.754606819304172e-05,9.04149692360079e-06,1.950622390722856e-05,-3.694311817525886e-05,-6.917460268596187e-05,-6.3913926169334445e-06,-8.186432751244865e-06,-8.445493222097866e-06,1.711241748125758e-05,3.2801817724248394e-05
77.036,28.747,7.82772019647382e-07,-3.528107117745094e-05,-1.1541623280209024e-05,-4.101807917322731e-06,1.9115132090519182e-05,3.364477015566081e-05,-2.382720049354248e-05,-6.236458375497023e-06,-9.554735697747674e-06,-1.3017369383305775e-05,-8.445493222097866e-06,4.6396025936701335e-06,5.4992473451420665e-05
77.046,28.747,5.302268255036324e-05,7.954733519000001e-06,1.2505734048318118e-05,0.0002896435325965,4.53424661372992e-07,4.213655483908951e-05,1.286941369471606e-05,-2.907554517150857e-07,,4.459582669369411e-06,-8.445493222097866e-06,2.329037897652597e-06,2.411795139778405e-05
77.057,28.747,0.0001140736567322,-5.12554615852423e-05,-2.4217006284743547e-06,1.585547943250276e-05,5.079706625110703e-06,1.61254865815863e-05,-2.382720049354248e-05,9.670668077887967e-06,-1.0483894584467636e-05,-2.1577347069978717e-05,-2.755773266471806e-06,3.77625365217682e-05,6.244415271794423e-05
77.067,28.747,0.0001585321588208,5.402192527981242e-06,2.7152204893354792e-06,1.991133831324987e-05,5.778029844805133e-06,4.16776274505537e-05,-5.725220944441389e-06,9.801145097299012e-06,-2.078189027088229e-05,-3.1055194995133206e-05,-2.755773266471806e-06,3.438568819547072e-05,2.5482982891844586e-05
77.078,28.747,-2.0585584934451617e-05,,2.9979273676872253e-06,4.891170829068869e-05,-5.334794082045846e-07,1.7190954167745076e-05,1.840578647716029e-06,2.709163936742698e-06,-7.5006614679296035e-06,-1.5825144146219827e-05,2.4919827410485595e-05,5.305458034854382e-05,2.377310192969162e-05
77.088,28.747,3.686314448714256e-05,-8.005773452168796e-06,-1.7046564835254685e-06,1.2307432371017056e-05,1.4198842109180989e-05,2.0235300326021388e-05,-6.43914463580586e-05,-2.834804945450742e-06,,-8.172015441232361e-06,1.6605559721938334e-05,1.9159762814524584e-05,2.8476648367359303e-05
77.098,28.747,9.563176490701153e-07,,1.5712234016973525e-05,1.2337285625108052e-05,4.291762161301449e-05,2.2235519281821325e-05,-2.6053097826661545e-05,-1.0224820101711884e-07,-1.1690021892718503e-05,-3.508271765895188e-05,1.3088180821796414e-05,1.7252734323847108e-05,5.8316218201071024e-05
77.109,28.747,0.0002911191259045,2.827076968969777e-06,-1.5133354054341908e-06,2.282340210513212e-05,6.478833256551297e-06,1.740918742143549e-05,-2.6053097826661545e-05,6.970560662011849e-06,-1.1554468073882164e-05,-2.857003164535854e-05,-8.445493222097866e-06,-1.270390043828229e-06,2.2337133486871608e-05
77.119,28.747,5.120750756759662e-06,1.4897435903549194e-05,-1.3626386135001669e-05,3.058576839976013e-05,3.037910119019216e-06,2.410032539046369e-05,3.2236755487247137e-06,-7.477727649529697e-06,,-9.95498885458801e-06,,1.4383366760739593e-05,5.632186366710812e-05
77.129,28.747,0.0003515238640829,-2.4548084184061736e-05,-1.6268197214230895e-05,2.4764807676547207e-05,4.30114255323133e-07,3.443190871621482e-05,-1.5000875464465936e-05,2.097137621603906e-05,-8.324681402882561e-06,-2.1715481125283983e-05,8.799611350696068e-06,6.773406767024426e-06,2.8139798814663664e-05
77.14,28.747,2.09723712032428e-05,,2.4010942070162852e-05,2.1619664039462805e-05,1.0843864401977044e-05,2.2350222934619524e-05,-5.725220944441389e-06,-7.201960556812992e-07,-1.4323011782835238e-05,-5.278658591123531e-06,7.6424861617852e-05,3.1798594136489555e-05,3.352501880726777e-05
77.15,28.747,7.022688805591315e-05,4.139965312788263e-06,-1.328857734961275e-07,2.0945293726981618e-05,1.9075940144830383e-05,1.115201030188473e-05,2.2649359380011447e-05,1.3477962056640536e-05,-2.349743590457365e-05,-1.5948660802678205e-05,4.154305133852176e-05,-6.736608156643342e-06,2.4188278985093348e-05
77.161,28.747,-3.183010994689539e-05,3.050915074709337e-05,5.839716777700232e-06,1.507611841589096e-06,3.7781558148708423e-06,2.933162795670796e-05,-5.725220944441389e-06,7.502653261326486e-06,-2.9821761927451007e-05,-6.613973710045684e-06,2.0319685063441284e-05,2.9253676984808408e-05,3.1385985494125634e-05
77.171,28.747,9.708775905892251e-06,1.874057488748804e-05,1.1828662536572663e-05,1.973017060663551e-05,3.0307943234220147e-05,2.129536005668342e-05,-5.725220944441389e-06,1.595119283592794e-05,,-1.08958074633847e-05,-9.9589342426043e-06,-4.96075335831847e-06,2.291587952640839e-05
77.181,28.747,0.0003179955820087,-4.906099775325856e-07,-4.2890333133982494e-06,2.6607009203871712e-05,4.789069407706847e-06,4.634429569705389e-05,1.084206724044634e-05,1.1798257219197694e-05,-4.961804279446369e-06,-8.6967220340739e-06,2.0710880562546663e-05,-2.4518099053238984e-06,4.823270865017548e-05
77.192,28.747,-1.7992601897276472e-06,-1.239715493284166e-05,-4.016324510303093e-06,1.2687232811003923e-05,4.1010240238392726e-05,2.8076623493689112e-05,-5.725220944441389e-06,1.743678694765549e-05,-4.920935225527501e-06,-2.1501748051377945e-05,2.3740925826132298e-05,1.566660102980677e-05,5.305348531692289e-05
77.202,28.747,0.0005741522181779,1.3029070942138787e-05,3.451464408499305e-06,1.6628535377094522e-05,2.093179864459671e-05,4.142291800235398e-05,-5.725220944441389e-06,6.5271324274363e-06,-8.248153790191282e-06,-6.370648043230176e-05,-9.9589342426043e-06,1.6404253983637318e-05,3.1455270800506696e-05
77.213,28.747,9.420994319953024e-05,9.674766261014156e-06,-9.346272236143705e-07,9.38170251174597e-06,4.461196294869296e-05,3.147306779283099e-05,1.9745300960494205e-05,1.0047038813354447e-05,-4.920935225527501e-06,2.773494088614825e-06,2.229174606327433e-05,7.654645742150024e-06,5.532042996492237e-05
77.223,28.747,0.0005126418545842,-3.643383024609648e-05,-1.963327122211922e-06,2.304693407495506e-05,1.0686191671993583e-05,2.1414962247945368e-05,1.9745300960494205e-05,4.276225354260532e-06,-2.4890890927053988e-05,-1.0979354556184262e-05,1.8050977814709768e-05,5.604436410067137e-06,3.571080742403865e-05
77.233,28.747,7.824016938684508e-05,8.633732250018511e-06,-3.1221670724335127e-06,5.751902790507302e-05,7.565394298580941e-06,1.538700053060893e-05,9.59631142904982e-06,-5.559446890401887e-06,-2.1082780222059228e-05,-1.137218077928992e-05,3.11910298478324e-05,1.5138093658606522e-05,3.3596075809327886e-05
77.244,28.747,4.9783382564783096e-05,1.8988564988831055e-05,-2.4906844373617787e-06,2.771362233033869e-05,7.361589814536273e-05,2.6239187718601897e-05,-7.728197670076042e-05,2.25027224587393e-06,-2.061201121250633e-05,,3.578205723897554e-05,5.392101684265072e-06,2.5377137717441656e-05
77.254,28.747,3.877516064676456e-05,6.260983809625032e-06,1.845986662374344e-05,2.0786115783266723e-05,2.071734343189746e-05,3.676127016660757e-05,2.5573915536369896e-06,3.3210276342288125e-06,-4.907613401883282e-06,-5.6253906222991645e-05,1.2342766240180936e-05,3.936376378987916e-05,2.4009101252886467e-05
76.953,28.756,5.6112228776328266e-05,-1.143907411460532e-05,-3.83524275093805e-06,1.4240058590075932e-05,1.1647080100374296e-05,2.5593935788492672e-05,-3.694311817525886e-05,7.962138624861836e-06,-7.97620668890886e-06,-6.192023192852503e-06,8.682363841217011e-05,7.094623924785992e-06,2.230992504337337e-05
