longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.192,28.737,-1.7064405255950987e-05,1.5832943972782232e-05,,4.980769517715089e-05,-1.029203247071564e-07,1.4312667190097272e-05,
77.202,28.737,4.832189006265253e-05,3.742239641724154e-05,,1.219440218847012e-05,1.9740529751288705e-05,8.741975761950016e-06,
77.213,28.737,0.0001261085417354,7.400314643746242e-05,4.145275397604564e-06,4.804729906027205e-05,3.3317567158519523e-06,2.490905171725899e-05,
77.223,28.737,1.86157449206803e-05,9.418896297574976e-06,-1.0677835234673694e-05,,-1.546090402371192e-06,2.490905171725899e-05,
77.233,28.737,2.237289481854532e-05,,,6.320163811324164e-05,,9.38694029173348e-06,
77.244,28.737,0.0001103657778003,2.3378626792691648e-05,,1.3237010534794535e-05,1.6564857787670917e-06,9.51456695474917e-06,
77.254,28.737,1.287934082938591e-05,1.177331796498038e-05,,8.457407966488972e-05,9.111703548114749e-06,1.2847684956796002e-05,
76.963,28.747,2.398164178885054e-05,2.7397873054724187e-05,1.9704575606738217e-06,9.938580660673324e-06,8.100632840069011e-06,,
76.974,28.747,0.0001398207532474,1.5445844837813638e-05,2.373745519435033e-05,,1.5131556210690178e-05,,
76.984,28.747,2.057554229395464e-05,9.809634320845362e-06,,,7.799554623488802e-06,1.0043921975011472e-05,
76.994,28.747,1.2247522136021873e-05,1.3707473044632934e-05,1.1550784620339982e-05,,3.074316191487014e-05,1.0909341654041782e-05,
77.005,28.747,3.457567436271347e-05,,6.030202712281607e-06,1.6845804566401057e-05,,0.0001082907620002,
77.015,28.747,1.4486798136204015e-05,1.7528787793708034e-05,-9.398402198712574e-07,1.8380511392024342e-05,-7.635092515556607e-06,7.171934157668147e-06,
77.026,28.747,2.562114786996972e-06,5.584113750956021e-05,4.567315045278519e-06,1.6851150576258078e-05,-1.8937380730221778e-07,6.546879012603313e-05,
77.036,28.747,8.429121407971252e-06,1.812918890209403e-05,3.861551886075176e-05,6.530180689878762e-05,,,
77.046,28.747,6.736155046382919e-05,,3.5176542496628822e-06,,-2.492062094461289e-06,,
77.057,28.747,1.4375218597706407e-05,1.3729876627621708e-05,-1.7375859897583723e-05,7.131962047424167e-05,-3.053708269362687e-06,3.2053478207672015e-05,
77.067,28.747,,5.186211274121888e-05,-4.51499744258399e-08,1.6267371393041685e-05,5.931703526584897e-06,3.2053478207672015e-05,
77.078,28.747,7.369297691184329e-06,1.949809848156292e-05,1.7447542631998658e-05,3.861168443108909e-05,3.525762849676539e-06,1.1955121408391278e-05,
77.088,28.747,0.0001078518253052,1.3373759429669008e-05,-4.719908247352578e-06,1.955437801370863e-05,-9.10888957150746e-07,0.0001160088650067,
77.098,28.747,2.3438085918314755e-05,3.3011918276315555e-05,1.53122946358053e-05,2.6954638087772764e-05,5.184756446396932e-06,,
77.109,28.747,5.5477572459494695e-05,2.37085569096962e-05,4.131075002078433e-06,,,1.39988342198194e-05,
77.119,28.747,2.0431783923413604e-05,2.4247354303952307e-05,9.981968105421402e-06,4.814841304323636e-05,1.1301211088721176e-05,1.39988342198194e-05,
77.129,28.747,0.0001025296369334,1.3790907360089475e-05,1.1915316463273484e-05,0.0001166129659395,,1.39988342198194e-05,
77.14,28.747,0.0002853367768693,9.868399502011016e-06,4.145275397604564e-06,0.000105313003587,-3.211881630704738e-05,1.39988342198194e-05,
77.15,28.747,0.0002999797288794,1.647664794290904e-05,-1.0424579386381083e-06,7.888970139902085e-05,3.2270745577989146e-06,0.0001655009837122,
77.161,28.747,2.717209827096667e-05,1.303221142734401e-05,3.712712896231096e-06,1.994503509195056e-05,,0.0001262504520127,
77.171,28.747,,1.3751899132330436e-05,,1.4860214832879136e-05,,,
77.181,28.747,1.6625232092337683e-05,1.1132136023661587e-05,,2.9506129067158327e-05,-8.743060789129231e-06,,
77.192,28.747,2.8106889658374712e-05,8.401549166592304e-06,,1.2014650565106422e-05,,2.5410650778212585e-05,
77.202,28.747,0.000224569113925,1.2344956303422803e-05,,1.736610647640191e-05,1.4840500625723507e-05,0.000100922108686,
77.213,28.747,0.0001718534476822,1.1476771760499103e-05,,,-1.3742966075369624e-05,1.7655680494499393e-05,
77.223,28.747,5.82154552830616e-06,2.129643144144211e-05,7.265348358487245e-06,,-2.3714117105555488e-06,1.7655680494499393e-05,
77.233,28.747,7.70040787756443e-06,1.2225282262079418e-05,5.433126261777943e-06,4.965600237483159e-05,1.5994522982509807e-05,1.7655680494499393e-05,
77.244,28.747,-4.064481345267268e-06,0.0001002006756607,-1.5731799066998065e-05,7.859720062697306e-05,-1.7489432138972916e-05,1.7655680494499393e-05,
77.254,28.747,2.1042489606770687e-05,1.0555672815826256e-05,2.634146767377388e-06,4.479941708268598e-05,-5.143822363606887e-06,9.951453648682218e-06,
76.953,28.756,4.272891146683833e-06,9.1855508799199e-06,6.030202712281607e-06,,1.5251154763973318e-05,,
76.963,28.756,4.035043821204454e-05,1.1929619176953564e-05,1.8505907917187873e-08,,-3.232589369872585e-05,1.247363252332434e-05,
76.974,28.756,9.049868822330607e-06,1.751009222061839e-05,-7.908428187874961e-07,1.0578393812465949e-05,2.404813494649716e-05,1.247363252332434e-05,
76.984,28.756,3.806881431955844e-05,1.4147721230983734e-05,-2.977865960929193e-06,1.6040261471061967e-05,,1.247363252332434e-05,
76.994,28.756,1.4486798136204015e-05,,9.88121064438019e-06,1.7937718439497985e-05,7.6187261583982036e-06,1.247363252332434e-05,
77.005,28.756,6.22405277681537e-05,2.7397873054724187e-05,3.5176542496628822e-06,1.1355517926858738e-05,2.723470788623672e-05,1.247363252332434e-05,
77.015,28.756,8.429121407971252e-06,,1.2536293070297688e-05,0.0001107832795241,,,
77.026,28.756,,1.0090740943269338e-05,4.216734851070214e-06,4.545524643617682e-05,-5.109704034111928e-06,,
77.036,28.756,0.0001021395801217,,,,2.14355495700147e-05,,
77.046,28.756,1.9406215869821608e-05,1.472293024562532e-05,-1.935807858899352e-06,1.6845804566401057e-05,3.525762849676539e-06,,
77.057,28.756,2.2867126972414557e-05,1.5376061128336005e-05,-7.306311431420909e-07,,,,
77.067,28.756,0.0001911854342324,1.171926942333812e-05,1.1966509191552175e-05,2.006563045142684e-05,,0.0001082907620002,
77.078,28.756,2.3438085918314755e-05,9.413475345354529e-05,,1.1380093383195344e-05,-7.11312623025151e-06,,
77.088,28.756,0.0001266780600417,1.347014131169999e-05,6.416889391402947e-06,7.801058018230833e-06,2.6526888177613728e-05,2.18465047510108e-05,
77.098,28.756,1.9312537915539e-05,2.102387952618301e-05,-8.32663045002846e-06,1.8125940187019296e-05,-7.404719326586928e-07,1.1408352293074133e-05,
77.109,28.756,8.526523015461862e-05,1.6377865904360078e-05,8.752098437980749e-06,1.6267371393041685e-05,7.683823241677601e-06,0.0001644871517783,
77.119,28.756,0.0001194138021674,1.5377370800706558e-05,2.956722482849728e-06,1.8380511392024342e-05,1.4307650417322291e-05,1.2668881936406253e-05,
77.129,28.756,8.864147821441293e-05,1.7934587958734483e-05,8.815079581836471e-07,2.275218503200449e-05,2.0700908862636425e-05,,
77.14,28.756,5.22648697369732e-05,7.168263255152851e-05,,1.8380511392024342e-05,-8.743060789129231e-06,0.0001160088650067,
77.15,28.756,3.2782591006252915e-05,1.202011299028527e-05,,3.861168443108909e-05,-2.631369625305524e-06,1.2668881936406253e-05,
77.161,28.756,1.6625232092337683e-05,1.3790907360089475e-05,,,-1.7313703892796184e-06,1.2668881936406253e-05,
77.171,28.756,3.368571924511343e-05,2.064620639430359e-05,5.132050318934489e-06,4.578287644108059e-06,-6.48651791834709e-07,,
77.181,28.756,-2.385267180216033e-06,1.3202261470723896e-05,3.664774112621672e-06,,1.4840500625723507e-05,,
77.192,28.756,2.4319644580828023e-05,2.716425478865858e-05,-5.777887508884305e-06,0.0001166129659395,-3.028634182555834e-06,,
77.202,28.756,3.431979348533787e-05,1.1981389434367884e-05,5.218415481067495e-06,0.000105313003587,6.448882459153538e-07,1.2668881936406253e-05,
77.213,28.756,3.314704372314736e-05,,2.89014542431687e-06,7.888970139902085e-05,3.507779183564708e-06,1.2668881936406253e-05,
77.223,28.756,1.607271951797884e-05,1.5548390365438536e-05,-4.621936113835545e-07,1.8667789845494557e-05,-7.307599858563662e-09,,
77.233,28.756,6.889415817568079e-05,1.6780881196609698e-05,3.4893560041382443e-06,1.1561392966541462e-05,2.386227970418986e-05,1.2668881936406253e-05,
77.244,28.756,-8.583348062529694e-06,1.927367338794284e-05,,4.940303188050166e-05,1.1888155313499738e-05,,
76.963,28.766,3.6068082408746704e-05,1.4646820091002157e-05,-4.283429461793276e-06,3.692328027682379e-05,,1.591350883245468e-05,
76.974,28.766,7.670785271329805e-05,1.0562423994997516e-05,,6.66492705931887e-05,9.134465130955504e-07,1.4478047887678258e-05,
76.984,28.766,0.0002130674984073,1.3461974958772773e-05,-1.059414898918476e-06,5.917543239775114e-05,-1.7194293832289986e-05,1.2704187611234374e-05,
76.994,28.766,1.5470781363546848e-05,8.372005140699912e-06,3.479344513834804e-06,5.481359767145477e-05,-2.9205982627900084e-06,1.2869770216639154e-05,
77.005,28.766,1.413791096638306e-06,9.242477972293273e-06,4.145275397604564e-06,1.210648497362854e-05,2.256681000289973e-05,,
77.015,28.766,,6.0287547967163846e-05,6.980019679758698e-05,,-2.1772320906165987e-06,,
77.026,28.766,6.966526143514784e-06,8.964891094365157e-06,,9.147554919763934e-06,1.9520673959050328e-05,,
77.036,28.766,7.592137262690812e-05,1.2414681805239525e-05,8.958995749708265e-06,1.7937718439497985e-05,,,
77.046,28.766,0.0001911854342324,9.594663424650207e-06,1.2594130112120183e-06,1.1355517926858738e-05,-5.170361419004621e-06,,
77.057,28.766,2.5693963834783062e-05,1.0488180123502389e-05,,1.4569312043022364e-05,-3.5894465781893814e-06,7.625763373653172e-06,
77.067,28.766,3.4790235076798126e-05,1.7528787793708034e-05,,1.4569312043022364e-05,-6.688571829727152e-06,,
77.078,28.766,1.477430373597599e-06,1.38549403345678e-05,8.752098437980749e-06,1.5324219930334948e-05,6.510086677735671e-06,6.825396212661872e-06,
77.088,28.766,0.0001183119529741,1.2634574886760674e-05,5.985475581837818e-07,1.6845804566401057e-05,-8.015087473722815e-07,9.429024430573918e-06,
77.098,28.766,0.0002234702842542,1.6511932699359022e-05,4.524853920884198e-06,2.006563045142684e-05,-2.7123987820232287e-06,,
77.109,28.766,0.0003288150182925,1.894572960736696e-05,-3.203984533683979e-06,1.1380093383195344e-05,1.0968279639200771e-05,9.458125532546546e-06,
77.119,28.766,0.0001708966301521,7.810645911376923e-06,5.713161499443231e-06,5.980654805171071e-06,5.550385139940772e-06,1.461315059714252e-05,
77.129,28.766,3.2782591006252915e-05,5.584113750956021e-05,-3.833520622720243e-06,5.344486999092624e-05,-1.3742966075369624e-05,1.4991125681262927e-05,
77.14,28.766,0.0001410995464539,2.0490906535997052e-05,,6.659724022028968e-05,3.793016730924137e-05,0.0001082907620002,
77.15,28.766,2.8106889658374712e-05,5.186211274121888e-05,1.383640028507216e-05,1.6267371393041685e-05,-7.0268642957671545e-06,1.188772057503229e-05,
77.161,28.766,3.405383904464543e-05,3.090404061367735e-05,2.7066002985520754e-06,,2.5231982363038696e-05,1.188772057503229e-05,
77.171,28.766,1.5644369341316633e-05,1.32671048049815e-05,-4.948925834469264e-06,,3.507779183564708e-06,1.188772057503229e-05,
77.181,28.766,2.8267804736969996e-05,3.3011918276315555e-05,3.4893560041382443e-06,9.789552677830216e-06,,1.2874037565779872e-05,
77.192,28.766,3.6933466617483646e-05,1.0247067621094176e-05,1.173189502878813e-06,2.6954638087772764e-05,-7.307599858563662e-09,,
77.202,28.766,-2.3716720534139317e-06,6.994823706918396e-06,4.119840468774783e-06,1.5352816262748092e-05,5.50725189896184e-06,1.4659402040706482e-05,
77.213,28.766,2.1042489606770687e-05,2.4913382731028832e-05,2.830462835845537e-05,4.578287644108059e-06,-1.6433956261607818e-05,1.94567910511978e-05,
77.223,28.766,0.0003128648968413,1.5265635738614947e-05,,7.538293630204862e-06,2.8357137125567533e-05,0.0001405793300364,
76.953,28.776,1.2777674783137629e-05,1.2390728443278933e-05,-1.059414898918476e-06,1.933250496222172e-05,2.366759872529656e-06,1.785494532668963e-05,
76.963,28.776,,1.4699179700983224e-05,1.7447542631998658e-05,7.500144420191646e-05,-2.2515755517815705e-06,1.785494532668963e-05,
76.974,28.776,0.0003222911618649,1.0954128811135888e-05,2.956722482849728e-06,1.450833042326849e-05,3.525762849676539e-06,1.9158595023327507e-05,
76.984,28.776,2.8740163543261588e-05,1.465528657718096e-05,-4.719908247352578e-06,8.214795525418594e-05,2.3532937120762654e-05,1.785494532668963e-05,
76.994,28.776,0.0003521241596899,2.607611713756341e-05,,6.102715997258201e-05,7.284761522896588e-06,,
77.005,28.776,0.0004555322229862,,,,1.133215505433327e-06,,
77.015,28.776,1.1791041288233828e-05,1.3461974958772773e-05,1.2594130112120183e-06,1.868252911663149e-05,2.1302976165316068e-06,9.42239275900647e-05,
77.026,28.776,2.4617818780825477e-05,1.6803693142719567e-05,7.371207630058052e-06,2.666570435394533e-05,4.08879805036122e-06,,
77.036,28.776,1.982941284950357e-05,1.7985703379963525e-05,,5.917543239775114e-05,-3.827235104836291e-06,1.6286152458633296e-05,
77.046,28.776,-7.718396091149771e-07,1.6012611013138667e-05,8.752098437980749e-06,5.481359767145477e-05,-1.5511798210354757e-06,1.6286152458633296e-05,
77.057,28.776,2.865967871912289e-05,1.2856062312494032e-05,6.950792794668814e-07,7.811119576217607e-05,6.510086677735671e-06,1.3712599866266828e-05,
77.067,28.776,,1.786305074347183e-05,8.490327672916465e-06,2.1970912712276917e-05,,1.3712599866266828e-05,
77.078,28.776,-1.7064405255950987e-05,9.594663424650207e-06,3.664774112621672e-06,,5.550385139940772e-06,,
77.088,28.776,5.64392285014037e-05,,-1.0677835234673694e-05,5.304895603330806e-05,,1.3712599866266828e-05,
77.098,28.776,,1.0090740943269338e-05,-1.5615339634678094e-06,5.304895603330806e-05,-1.151036485680379e-06,1.3712599866266828e-05,
77.109,28.776,7.773044490022585e-05,,2.7066002985520754e-06,0.000102480618807,3.3317567158519523e-06,1.3712599866266828e-05,
77.119,28.776,0.0001163068591267,1.2634574886760674e-05,2.634146767377388e-06,1.5324219930334948e-05,,1.3712599866266828e-05,
77.129,28.776,-2.025000867433846e-06,1.5376061128336005e-05,7.483104127459228e-06,,4.0774721128400415e-06,1.3712599866266828e-05,
77.14,28.776,0.0002096182724926,1.2885433534393089e-05,,,-1.7489432138972916e-05,1.3712599866266828e-05,
77.15,28.776,-1.359149428026285e-05,1.7809625205700286e-05,6.48793502477929e-06,4.007374445791356e-05,1.7968606698559597e-05,,
77.161,28.776,4.352917312644422e-05,1.2277979294594845e-05,6.402859071386047e-06,1.785377025953494e-05,7.192361408669967e-06,,
77.171,28.776,3.6933466617483646e-05,1.9396597053855658e-05,1.98618499780423e-06,1.1674709639919456e-05,3.005077633133624e-05,1.3712599866266828e-05,
77.181,28.776,-1.5780506146256812e-05,1.5377370800706558e-05,,1.3626062354887836e-05,7.212455784610938e-06,7.835957148927264e-06,
77.192,28.776,4.845929197472287e-06,,-7.092253508744761e-05,4.357669968158007e-05,-5.932914746153983e-07,1.3712599866266828e-05,
77.202,28.776,-3.294880741577799e-07,,3.7859972508158535e-06,2.5465024009463377e-05,2.8357137125567533e-05,1.3712599866266828e-05,
77.213,28.776,3.141477122881042e-08,1.7934587958734483e-05,3.554097702362924e-06,1.6846241123857908e-05,1.790066448847938e-06,7.625763373653172e-06,
77.223,28.776,3.061333336518146e-05,,-9.795016921998467e-07,2.275218503200449e-05,9.71260669757612e-06,1.2869770216639154e-05,
76.953,28.786,0.0001671522331889,1.6452406271127984e-05,8.010473720787559e-06,4.318015999160707e-05,2.707261410250794e-05,1.8270755390403792e-05,
76.963,28.786,2.8740163543261588e-05,2.1735779228038155e-05,-1.0424579386381083e-06,5.375402542995289e-05,2.3532937120762654e-05,,
76.974,28.786,-4.668504061555723e-06,6.725396087858826e-05,,2.2701384295942265e-05,2.14355495700147e-05,1.8270755390403792e-05,
76.984,28.786,0.0001114148253691,1.0325446055503562e-05,1.2594130112120183e-06,1.7178201233036816e-05,2.14181600313168e-05,9.304483683081344e-05,
76.994,28.786,0.0001649655023356,1.3478752407536376e-05,,,1.980314294769414e-07,1.166947367892135e-05,
77.005,28.786,2.3341182895819657e-05,2.5079494662350044e-05,,,3.0741393857169896e-05,1.166947367892135e-05,
77.015,28.786,-5.836192030983511e-06,2.1686988475266844e-05,-7.619803454872454e-07,,-1.5511798210354757e-06,1.1091004125773908e-05,
77.026,28.786,1.571508391862153e-06,1.4579434719053095e-05,6.950792794668814e-07,1.7102755009545945e-05,-1.191328237837297e-06,1.1858574907819277e-05,
77.036,28.786,2.498915091564413e-05,,-8.265356541414803e-07,2.5719722543726675e-05,6.510086677735671e-06,7.63763309805654e-05,
77.046,28.786,6.241252776817419e-07,1.3461974958772773e-05,,5.024927304475568e-05,7.943750460981391e-06,,
77.057,28.786,5.712277561542578e-05,9.1855508799199e-06,-3.833520622720243e-06,3.692328027682379e-05,6.442452558985679e-06,1.144134239439154e-05,
77.067,28.786,-4.043129422370839e-07,1.1136132343381178e-05,,,-1.7313703892796184e-06,,
77.078,28.786,-1.4975543081163778e-06,1.073809380613966e-05,,,1.1945717233174946e-05,9.388901162310503e-06,
77.088,28.786,2.782907358778175e-05,2.4300459699588828e-05,7.794559678586666e-06,1.0578393812465949e-05,,,
77.098,28.786,4.401441765367053e-05,7.500422361772507e-05,2.903865834014141e-06,1.2320855603320524e-05,-3.7695965147577226e-05,9.388901162310503e-06,
77.109,28.786,0.0003403697628527,1.7694172129267827e-05,,1.1024006198567804e-05,8.61458738654619e-06,1.4725819710292852e-05,
77.119,28.786,,1.8213087969343175e-05,6.250151727726916e-06,5.054211578681134e-05,3.5664616007125005e-05,1.3645923900185151e-05,
77.129,28.786,2.0482057152548805e-05,1.0139344340132084e-05,,6.03890948696062e-05,-7.736559382465202e-06,1.0759064025478438e-05,
77.14,28.786,4.352917312644422e-05,,9.727968972583769e-06,,1.6297923366437317e-06,1.3645923900185151e-05,
77.15,28.786,3.6933466617483646e-05,8.025512215681374e-06,-7.092253508744761e-05,1.7746824596542865e-05,3.005077633133624e-05,1.9158595023327507e-05,
77.161,28.786,7.84914955147542e-05,2.185886478400789e-05,,1.5324219930334948e-05,-1.1760433153540362e-05,,
77.171,28.786,2.084238985844422e-05,1.347014131169999e-05,5.7141051001963206e-06,7.160654058679938e-05,2.2517617253470235e-05,1.591350883245468e-05,
77.181,28.786,8.753233487368561e-06,1.7809625205700286e-05,7.491780706914142e-07,0.000102480618807,-2.117124495271128e-06,,
77.192,28.786,1.0436038792249748e-05,8.95843404578045e-05,-8.378916390938684e-06,5.980654805171071e-06,2.133480302290991e-05,1.3944063539383931e-05,
77.202,28.786,5.891068940400146e-05,1.3729876627621708e-05,9.519172863292624e-07,,-7.453279067703988e-06,,
77.213,28.786,,1.1003703548340129e-05,2.0948934889020165e-06,5.854341725353152e-05,1.528382085780322e-06,,
77.223,28.786,5.222564868745394e-05,1.1365330465196166e-05,4.328147952037398e-06,0.0001107832795241,9.95418395177694e-06,,
76.953,28.795,3.793269206653349e-05,2.1343366825021803e-05,-8.923123459680937e-06,7.563350663986057e-05,5.184756446396932e-06,,
76.963,28.795,7.201790140243247e-05,1.1373128472769167e-05,,1.9033215721719895e-05,,,
76.974,28.795,2.21289592445828e-05,1.4425691915675998e-05,-8.265356541414803e-07,1.35673581098672e-05,5.164620233699679e-07,,
76.984,28.795,2.414534537820145e-05,2.396682248217985e-05,4.057377009303309e-05,1.7740267139743082e-05,3.0741393857169896e-05,,
76.994,28.795,0.0002427051658742,1.2789369066013023e-05,1.567315962347493e-06,9.82521305559203e-05,,1.752831303747371e-05,
77.005,28.795,5.9603655245155096e-05,1.344730753771728e-05,2.7066002985520754e-06,7.548197027062997e-05,7.943750460981391e-06,1.752831303747371e-05,
77.015,28.795,2.9226912374724637e-05,1.6392659745179117e-05,7.265348358487245e-06,5.375402542995289e-05,2.967148247989826e-06,1.038722439261619e-05,
77.026,28.795,,1.9854229321936145e-05,-1.0677835234673694e-05,4.370547321741469e-05,-1.029203247071564e-07,1.038722439261619e-05,
77.036,28.795,0.0001412424608133,8.125462954922114e-06,-1.5615339634678094e-06,4.656958844861947e-05,-2.631369625305524e-06,1.2196404895803424e-05,
77.046,28.795,-3.2441384973935783e-06,1.0954128811135888e-05,2.886948277591728e-05,1.903525298985187e-05,-1.151036485680379e-06,9.304483683081344e-05,
77.057,28.795,0.0001726541522657,1.4646820091002157e-05,6.250151727726916e-06,5.144999158801511e-05,3.3317567158519523e-06,1.0525174729991704e-05,
77.067,28.795,2.481286719557829e-05,1.1031233952962792e-05,3.7859972508158535e-06,1.7102755009545945e-05,-4.706554136646446e-06,8.811026782495901e-05,
77.078,28.795,3.384386218385771e-05,1.7616657714825124e-05,1.0663243301678447e-05,2.2701384295942265e-05,-2.3714117105555488e-06,,
77.088,28.795,0.0001196187658933,1.751009222061839e-05,1.9823039110633545e-05,2.2701384295942265e-05,1.4840500625723507e-05,0.0001579675881657,
77.098,28.795,-6.522262083308306e-06,,,1.210648497362854e-05,-7.307599858563662e-09,1.2101460015401244e-05,
77.109,28.795,0.0001026236495818,1.634862201171927e-05,2.0390374629641883e-05,1.933250496222172e-05,-5.143822363606887e-06,1.1266755791439207e-05,
77.119,28.795,0.0001828011154429,,,9.778383537195624e-05,-2.0106635929550976e-05,7.80147729528835e-06,
77.129,28.795,4.726863153337035e-06,1.33707808345207e-05,1.408977732353378e-05,9.147554919763934e-06,6.501521056634374e-06,1.3373387446335984e-05,
77.14,28.795,0.0001386806688969,2.533712358854245e-05,4.406532525536022e-07,2.097963260894176e-05,-1.093405717256246e-05,,
77.15,28.795,6.352553464239463e-05,1.7528787793708034e-05,9.535514209346728e-07,5.481359767145477e-05,-1.247890577360522e-05,9.42239275900647e-05,
77.161,28.795,1.1035883289878257e-05,1.946425072674174e-05,1.14867475531355e-06,3.151342389173806e-05,2.8357137125567533e-05,1.1858574907819277e-05,
77.171,28.795,6.271797610679641e-05,1.7428559658583254e-05,3.924911288777366e-05,6.03890948696062e-05,,,
77.181,28.795,0.000357330602128,8.025512215681374e-06,3.35959812218789e-05,5.304895603330806e-05,6.032922101439908e-06,1.471825635235291e-05,
77.192,28.795,2.598642367956927e-06,,-8.004678420547862e-06,,4.247380275046453e-05,6.431215297197923e-05,
77.202,28.795,6.1256801018316764e-06,2.185886478400789e-05,1.190621878777165e-05,1.1380093383195344e-05,-7.98864675743971e-06,,
76.953,28.805,9.145861258730292e-05,8.21084813651396e-06,-7.619803454872454e-07,,-2.5318770440208027e-06,1.504253305029124e-05,
76.963,28.805,1.3663252502738032e-05,1.8047252524411302e-05,1.383640028507216e-05,6.938705337233841e-05,4.039498890051618e-06,1.504253305029124e-05,
76.974,28.805,2.0595629393938e-05,1.1134052328998225e-05,-4.621936113835545e-07,1.96484452317236e-05,1.0805855708895251e-05,,
76.984,28.805,2.0431783923413604e-05,2.0136372768320143e-05,-4.717725460068323e-06,0.0001268098712898,7.683823241677601e-06,2.759808921837248e-05,
76.994,28.805,2.498915091564413e-05,,6.48793502477929e-06,,,5.788537691842066e-06,
77.005,28.805,,2.0929866877850145e-05,,2.104232225974556e-05,-2.631369625305524e-06,1.504253305029124e-05,
77.015,28.805,1.7684926206129603e-05,3.251948146498762e-05,3.554097702362924e-06,1.35673581098672e-05,-1.986166535061784e-05,,
77.026,28.805,2.0800905986106955e-05,2.3249045625561848e-05,9.727968972583769e-06,1.770520793797914e-05,-7.0268642957671545e-06,1.5464094758499414e-05,
77.036,28.805,9.632613910071086e-06,8.753506335779093e-06,2.903865834014141e-06,4.81704919366166e-05,1.9740529751288705e-05,1.5464094758499414e-05,
77.046,28.805,0.0002267063100589,1.4699179700983224e-05,,1.5287898349924944e-05,-6.48651791834709e-07,,
77.057,28.805,3.407113354114699e-06,2.5079494662350044e-05,,1.7178201233036816e-05,2.886041556848795e-06,1.5505918781855144e-05,
77.067,28.805,0.0001410995464539,2.1686988475266844e-05,-7.092253508744761e-05,8.289506513392553e-05,-7.736559382465202e-06,1.5505918781855144e-05,
77.078,28.805,2.378087401666562e-06,1.8342881958233196e-05,5.7141051001963206e-06,2.4190641852328557e-05,3.5664616007125005e-05,1.1530826668604275e-05,
77.088,28.805,0.0001026236495818,2.0006016711704436e-05,5.276785486785229e-06,4.656958844861947e-05,,9.078955190489069e-05,
77.098,28.805,0.000224569113925,7.654050932615064e-06,6.825243872299325e-06,1.381781476084143e-05,-2.5894036298268475e-05,1.1530826668604275e-05,
77.109,28.805,1.1810296200565062e-05,5.022067853133194e-06,,1.7102755009545945e-05,3.058200491068419e-06,1.1530826668604275e-05,
77.119,28.805,2.490049882908352e-05,1.7670967281446792e-05,,,-6.169791504362365e-06,,
77.129,28.805,,1.894025808724109e-05,,1.7575075617060065e-05,-2.1278588064888027e-06,,
77.14,28.805,4.8088390940392856e-06,1.634862201171927e-05,5.899774805584457e-06,1.4174285752233118e-05,,8.752452231419738e-06,
77.15,28.805,0.0003904776822309,1.6012611013138667e-05,9.368764040118547e-06,1.2082987268513534e-05,6.88389172864845e-06,0.0001579675881657,
77.161,28.805,0.0001029224076773,1.156275175162591e-05,-2.7359951673133764e-06,9.938580660673324e-06,,2.6112071282113906e-05,
77.171,28.805,2.31219019042328e-05,1.33707808345207e-05,4.5288315959624015e-06,4.168895611655898e-05,2.865385340555804e-06,1.5267200069501996e-05,
77.181,28.805,0.0001196791490656,2.5705496227601543e-05,3.41299528372474e-06,9.778383537195624e-05,8.566769338358426e-07,,
77.192,28.805,2.93724824587116e-05,1.710137803456746e-05,1.8503795899960096e-06,1.933250496222172e-05,2.686036850718665e-06,1.2196404895803424e-05,
76.953,28.815,2.0595629393938e-05,1.6831358152558096e-05,,1.7891155948746018e-05,1.1301211088721176e-05,0.0001225840096594,
76.963,28.815,,8.397296915063635e-05,,1.4241122698877008e-05,,,
76.974,28.815,4.842246198677458e-05,1.5290279407054186e-05,-1.5731799066998065e-05,6.477568240370601e-05,,1.546181010780856e-05,
76.984,28.815,-2.579890497145243e-05,5.471129043144174e-05,5.132050318934489e-06,3.447052222327329e-05,-1.7313703892796184e-06,,
76.994,28.815,2.6342224373365752e-05,1.3632429727294948e-05,,7.126282525860006e-06,1.196757239085855e-06,1.546181010780856e-05,
77.005,28.815,6.552796548930928e-05,1.1134052328998225e-05,9.519172863292624e-07,1.96484452317236e-05,3.3317567158519523e-06,1.2928937394462992e-05,
77.015,28.815,8.864147821441293e-05,1.576645991008263e-05,7.311917670449475e-06,6.938705337233841e-05,,,
77.026,28.815,7.706013275310397e-05,1.86383167601889e-05,-7.092253508744761e-05,6.81963938404806e-05,1.5102595170901624e-05,,
77.036,28.815,8.306137169711292e-05,1.6452406271127984e-05,3.946904030271981e-07,2.199464688601438e-05,-5.188047452975297e-06,,
77.046,28.815,1.856562084867619e-05,5.35017443326069e-06,-9.795016921998467e-07,,-2.9444394385791384e-05,,
77.057,28.815,4.965092557540629e-06,1.344730753771728e-05,1.98618499780423e-06,1.770520793797914e-05,-2.943586139281251e-07,1.546181010780856e-05,
77.067,28.815,3.368571924511343e-05,8.753506335779093e-06,-8.378916390938684e-06,1.5962799807311967e-05,5.50725189896184e-06,,
77.078,28.815,1.621466435608454e-05,7.274830568348989e-05,1.1219829048059182e-06,0.0001230737107107,,,
77.088,28.815,1.1810296200565062e-05,1.0325446055503562e-05,6.386299560290354e-07,3.509712769300677e-05,3.005077633133624e-05,2.759808921837248e-05,
