longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.005,28.727,5.117330874782056e-05,,8.877282198227476e-06,1.5946547136991285e-05,1.4263983757700773e-05
77.015,28.727,7.385868229903281e-05,,6.704404313495616e-06,7.551010639872402e-06,3.987680429418106e-06
77.026,28.727,8.819815411698073e-05,,-3.684253215396893e-06,7.927984370326158e-06,2.456544962115004e-06
77.036,28.727,2.5669238311820664e-05,,1.192512809211621e-05,7.257197012222605e-06,1.2961102584085891e-05
77.046,28.727,2.1803985873702917e-05,,1.2654442798520904e-05,-2.7708504148904467e-06,8.700847502041142e-06
77.057,28.727,6.483830657089129e-05,,1.1787027688114904e-05,3.903587639797479e-06,1.0946464499284048e-05
77.067,28.727,3.0372559194802307e-05,,1.6978658095467836e-05,1.4199790712154936e-05,4.441394594323356e-06
77.078,28.727,2.166864942410029e-05,,2.748537553998176e-06,-3.657802153611556e-06,7.969073521962855e-06
77.088,28.727,1.7748221580404788e-05,6.400953134289011e-05,1.6341457012458704e-05,-1.0086762358696433e-06,9.659025636210572e-06
77.098,28.727,1.7555397789692506e-05,,1.275730483030202e-05,-3.233092797927384e-07,8.535439519619104e-06
77.109,28.727,1.651647107792087e-05,,5.143857606526581e-07,1.0565730917733164e-05,1.0780986485769972e-05
77.119,28.727,3.489229129627347e-05,,8.423837243753951e-06,1.113366124627646e-05,7.480564818251878e-06
77.129,28.727,0.0001636324450373,,2.476538384144078e-06,1.615656219655648e-05,1.327154677710496e-05
77.14,28.727,1.687971962383017e-05,,2.322909722352051e-06,6.847026725154137e-06,-7.0227870310191065e-06
77.15,28.727,2.0013892935821787e-05,,1.0060764452646254e-06,1.2340770808805246e-05,1.3300104001245929e-05
77.161,28.727,0.0001068958299583,,1.3567005225922912e-05,9.323342965217307e-06,1.8461758372723125e-05
77.171,28.727,1.4957511666580103e-05,,1.275569502467988e-05,1.3620036042993888e-05,1.5354295101133175e-05
77.181,28.727,1.0044313967227936e-05,,-3.948124231101247e-06,4.470525709621143e-06,4.380599420983344e-06
77.192,28.727,9.807507012737917e-06,,5.0356525207462255e-06,1.3351549569051713e-05,1.636350316402968e-05
77.202,28.727,4.34511894127354e-05,5.570408029598184e-05,5.109578978590434e-06,3.528205070324475e-06,9.152968232228886e-06
77.213,28.727,6.618974293814972e-05,,5.164874892216176e-06,-2.7179830794921145e-06,1.5148792044783477e-05
77.223,28.727,2.4493880118825476e-05,,1.3449476682581007e-05,1.6431342373834923e-05,1.0302022928954102e-05
77.233,28.727,2.696520459721796e-05,,5.735932063544169e-06,1.2824274563172366e-05,1.4432812349696178e-05
77.244,28.727,3.356258048370364e-06,,-6.326869879558217e-06,3.962775372201577e-05,4.858041393163148e-06
77.254,28.727,2.9406115572783165e-05,,4.52075619250536e-06,-1.330812301603146e-05,-1.1048417718484416e-06
77.264,28.727,0.0001298184361075,,1.2596958185895346e-05,-1.3630186401769606e-07,8.598854037700221e-06
77.275,28.727,4.4714351332686426e-08,,1.9236297248426126e-06,-7.481988632207503e-06,1.8412007193546746e-05
76.963,28.737,1.824270839279052e-05,,4.277871994418092e-06,4.129696662857896e-06,-1.1820532108686166e-06
76.974,28.737,6.845451571280137e-05,,1.2874240837845718e-06,9.572809176461304e-06,1.3712526197195984e-05
76.984,28.737,5.269929715723265e-06,,5.278342086967314e-06,1.364146464766236e-05,-2.8835547709604725e-06
76.994,28.737,9.959442650142591e-06,,7.818427548045292e-06,3.561365701898467e-06,1.2935280210513156e-05
77.005,28.737,1.6161522580659948e-05,,-2.417295263512642e-06,5.998083452141145e-06,-1.8570467545941936e-06
77.015,28.737,1.8615646695252508e-05,,1.3150202903489117e-05,1.4227546671463642e-05,7.2858242674556095e-06
77.026,28.737,2.402238715148997e-05,,5.30981742485892e-06,1.8153348719351925e-05,7.877175448811613e-06
77.036,28.737,0.0006953380070626,,3.4939960187330144e-06,1.4272318367147818e-05,1.164423520094715e-05
77.046,28.737,0.0006357986712828,,1.2044488357787486e-05,4.44769648311194e-06,2.0316161680966616e-05
77.057,28.737,2.375334952375852e-05,6.61235026200302e-05,4.597662609739928e-06,1.4833703062322456e-05,7.969073521962855e-06
77.067,28.737,4.557151623885147e-05,,1.4451620700128842e-05,-3.6511009966488928e-06,6.241038590815151e-06
77.078,28.737,0.0001084528048522,,4.193185304757208e-06,4.317120328778401e-06,1.229182817041874e-05
77.088,28.737,-1.2768198303092504e-06,,4.488821559789358e-06,1.4931078112567777e-05,4.327750957600074e-06
77.098,28.737,7.15447822585702e-05,,6.235888577066362e-06,1.9537068510544486e-05,9.04202624951722e-06
77.109,28.737,5.224983397056349e-06,,1.484098902437836e-05,1.2099137165932916e-05,1.5790623365319334e-05
77.119,28.737,3.433439997024834e-05,6.400953134289011e-05,1.2161634003859945e-05,-9.69155371421948e-06,3.882554210576927e-06
77.129,28.737,3.278678559581749e-05,,7.130698577384464e-06,1.52378597704228e-05,6.030415988789173e-06
77.14,28.737,1.0425111213407943e-05,,2.9708112379012164e-06,8.87588339537615e-06,1.4714604503751616e-06
77.15,28.737,2.719527219596785e-05,,9.271800990973134e-06,2.231242433481384e-06,9.629518899600951e-06
77.161,28.737,2.3398251869366504e-05,,6.82828840581351e-07,9.02145984582603e-06,2.5664114673418226e-06
77.171,28.737,9.996492735808715e-06,,-3.4575598419905877e-06,2.724306432355661e-05,1.636350316402968e-05
77.181,28.737,2.2185626221471463e-05,,4.393978088046424e-06,3.997937710664701e-06,5.521571438293904e-06
77.192,28.737,0.0001469719281885,,1.1549197552085388e-05,-2.1599507817882117e-06,-1.5727431446066478e-07
77.202,28.737,2.1512234525289387e-05,,2.24221071221109e-06,9.343491910840385e-06,1.5297260688384995e-05
77.213,28.737,9.847783076111227e-06,,1.0904793271038216e-05,9.690972547105048e-06,6.829059657320613e-06
77.223,28.737,5.8791832998394966e-05,,5.302359113557031e-06,8.894710845197551e-06,1.5708859791629948e-05
77.233,28.737,4.141342287766747e-05,,1.7660930097918026e-05,5.410683570516994e-06,3.724227553902893e-06
77.244,28.737,0.0002944817824754,,1.7656087720752112e-06,1.2275586414034478e-05,8.598854037700221e-06
77.254,28.737,0.000127890278236,,8.86800444277469e-06,3.437429768382572e-06,9.165842129732482e-06
76.963,28.747,0.0001369994424749,,8.199082913051825e-06,7.238732905534562e-06,-2.341122808502405e-06
76.974,28.747,7.445992196153384e-06,,3.528829211063566e-06,1.5506882846239023e-05,1.2792601410183124e-05
76.984,28.747,4.492311563808471e-05,,5.8967511762375586e-08,9.270772352465428e-06,1.5774699932080694e-05
76.994,28.747,0.000186100587598,,1.96477276404039e-06,9.169650184048804e-06,5.718345164495986e-06
77.005,28.747,0.0001128860531025,,-6.158561518532224e-07,-3.228514742659172e-06,1.3883994142815936e-05
77.015,28.747,4.083795374754118e-06,,5.052517281001201e-06,4.708858796220738e-06,4.641366103896871e-06
77.026,28.747,1.6044652511482127e-05,,8.886459909263067e-06,9.265138032787943e-06,1.3552600648836233e-05
77.036,28.747,1.3927062354923692e-05,,5.5624241213081405e-06,8.444489139947109e-06,9.531511750537902e-06
77.046,28.747,0.0001053329760907,,3.63929825653031e-06,1.4368261872732546e-05,6.204399596754229e-06
77.057,28.747,7.4624585977289826e-06,,3.063948952330975e-06,2.3011303710518405e-05,1.0040986353487824e-06
77.067,28.747,2.535660496505443e-05,,1.11221388578997e-05,4.605742105923127e-06,2.197858975705458e-06
77.078,28.747,1.886759127955884e-05,,7.693637599004433e-06,-9.645484169595877e-06,1.7698430383461528e-05
77.088,28.747,0.000166619909578,,1.8913912072093808e-06,9.082014912564771e-06,1.1177795386174694e-05
77.098,28.747,9.439505083719268e-05,,5.742929261032259e-07,-2.0217744349793065e-06,9.94859692582395e-06
77.109,28.747,2.452002081554383e-05,,3.168094281136291e-06,2.650283022376243e-05,1.3052452231931966e-05
77.119,28.747,1.5518486179644242e-05,,1.3391548236540984e-05,1.0406060937384607e-05,8.60047475725878e-06
77.129,28.747,1.7931304682861082e-05,,1.360164151265053e-05,1.6387679352192208e-05,1.497191442467738e-05
77.14,28.747,2.5074030418181792e-05,6.400953134289011e-05,9.517049193163984e-07,8.307212738145608e-06,8.878118023858406e-06
77.15,28.747,8.641793101560324e-05,6.400953134289011e-05,-7.805110158187745e-07,2.204622796853073e-05,1.636350316402968e-05
77.161,28.747,,,1.1905948667845225e-05,1.1136653483845294e-05,6.882820798637113e-06
77.171,28.747,7.824685781088192e-06,,7.645970072189812e-06,-7.989081609593995e-07,2.918748123192927e-06
77.181,28.747,9.836768003879116e-05,,3.4253914691362297e-06,-2.0662850147346035e-05,5.887390216230415e-06
77.192,28.747,5.211668030824512e-05,,-5.712521442546858e-07,-2.8772469704563264e-06,7.73631199990632e-06
77.202,28.747,1.1911156434507577e-05,,1.5920493751764297e-05,2.756339654297335e-06,1.0909386219282167e-05
77.213,28.747,5.584392056334764e-05,,-1.6946422647379222e-06,1.5510258890572004e-05,-4.48598075308837e-06
77.223,28.747,3.005033613590058e-05,,-6.484394361905288e-06,3.5827058582071918e-06,2.119368218700401e-06
77.233,28.747,2.954759111162275e-05,,-3.5898476653528637e-06,1.6659050743328407e-06,-4.057281785208033e-06
77.244,28.747,9.21605314943008e-05,,-4.701435045717517e-06,-1.6694608348188922e-05,7.223464308481198e-06
77.254,28.747,1.2330468962318264e-05,5.570408029598184e-05,8.669886483403388e-06,2.7281166126158496e-07,1.8440215399095905e-06
76.953,28.756,1.77239496679249e-06,,1.1512014680192806e-05,2.6903169782599438e-05,1.236687421624083e-05
76.963,28.756,4.327137048676377e-06,,1.3150202903489117e-05,-8.659010291012237e-07,2.8182762434880715e-06
76.974,28.756,0.0001715222169877,,4.215082753944444e-06,2.3295793653232977e-05,6.985426807659678e-06
76.984,28.756,0.0001154525525635,,3.2975538033497287e-06,-8.703725143277552e-06,1.3545666661229916e-05
76.994,28.756,9.691054401628207e-06,,1.9096474716207013e-05,4.233520485286135e-06,7.071493655530503e-06
77.005,28.756,2.2956517568673007e-05,,1.0125407243322115e-05,-7.093490808074421e-07,1.366586184303742e-05
77.015,28.756,7.272807124536484e-05,,7.471231583622284e-06,1.1557048310351092e-05,9.3955177362659e-06
77.026,28.756,0.0001191861811093,,4.4914982026966754e-06,3.53278846887406e-06,1.0855637810891494e-05
77.036,28.756,1.0447727618156932e-05,,2.778581347229192e-06,1.0632053090375848e-05,7.910232852736954e-06
77.046,28.756,0.0002937450481113,,1.1246074791415596e-05,1.2564073585963342e-05,5.644140856020385e-06
77.057,28.756,5.111695645609871e-05,,1.2591062841238454e-05,4.045162768306909e-06,-9.028192835103256e-06
77.067,28.756,0.0001028087790473,,5.675152351614088e-06,-9.922612065338401e-08,6.325110916804988e-06
77.078,28.756,8.873626939021051e-05,,3.2329476198356133e-06,2.242923301309929e-06,2.1840251065441407e-05
77.088,28.756,1.817074735299684e-05,,5.8098326007893775e-06,3.4985673664778005e-06,-1.6209878594963811e-06
77.098,28.756,2.660585960256867e-05,,1.2935741324326956e-05,1.092897764465306e-05,-1.0260342833134928e-06
77.109,28.756,2.5991053917096e-05,6.61235026200302e-05,3.6254612041375367e-06,1.2340770808805246e-05,1.375174724671524e-05
77.119,28.756,1.2875520042143762e-05,,2.5462643407081487e-06,7.733063966952614e-07,6.110412414273014e-06
77.129,28.756,6.2296057876665145e-06,,1.0445816769788507e-05,1.0328131793357898e-05,5.827416316606104e-06
77.14,28.756,8.746253297431394e-05,,1.3676402659257292e-06,1.2610617886821274e-05,5.2335112741275225e-06
77.15,28.756,0.0005927155143581,,5.605465503322193e-06,8.917842933442444e-06,-9.838048526944476e-07
77.161,28.756,0.0001396006555296,,1.353684456262272e-05,-3.680106601677835e-06,-2.805730673571816e-06
77.171,28.756,1.93301320905448e-06,6.400953134289011e-05,1.1141826689708978e-05,2.136903458449524e-05,2.34144340538478e-06
77.181,28.756,1.2123611668357626e-05,,8.215396519517526e-06,-1.2955257489011274e-06,5.018488991481718e-06
77.192,28.756,3.274887421866879e-05,,4.953457846568199e-06,1.7039990780176595e-05,6.359954568324611e-06
77.202,28.756,3.9049868064466864e-05,,1.2987110494577792e-05,1.8913096937467344e-05,-3.601740445446921e-06
77.213,28.756,1.0211898370471316e-05,,1.191054343507858e-05,7.614777786102422e-08,3.795938710027258e-06
77.223,28.756,1.6515272363903932e-05,,5.345265890355222e-06,1.4373216799867803e-05,
77.233,28.756,5.684110510628671e-05,,8.691376933711581e-06,7.482572073058691e-06,-7.320373697439209e-06
77.244,28.756,1.3300651517056394e-05,,4.489487309911056e-06,3.0083929232205264e-05,
76.963,28.766,7.307232590392232e-05,,5.345419140212471e-06,-3.619694780354621e-06,
76.974,28.766,1.574729503772687e-05,,8.206009624700528e-06,1.7535378447064431e-06,-9.822869060371886e-07
76.984,28.766,2.688425229280256e-05,,7.471231583622284e-06,1.4503608326776884e-05,1.0946464499284048e-05
76.994,28.766,2.699131982808467e-05,,8.028828233364038e-06,1.2886602235084864e-05,-5.177766411179618e-07
77.005,28.766,1.214925759995822e-05,,1.3152642168279272e-05,1.2638904991035815e-05,-1.1158297184010737e-06
77.015,28.766,3.066020508413203e-05,4.826994336326607e-05,1.009336847346276e-05,1.5334089766838588e-05,5.009780579712242e-06
77.026,28.766,1.467485708417371e-05,,1.2384075489535462e-05,1.0953966921078973e-05,7.566992280771956e-06
77.036,28.766,8.179656288120896e-05,,1.5792871863595792e-06,2.8566319087985903e-06,1.6784619219833985e-05
77.046,28.766,2.686962398001924e-05,,3.2906043543334818e-06,-2.0085833511984674e-06,2.49770801019622e-05
77.057,28.766,2.0135808881605044e-05,,3.241095782868797e-06,-4.66486562800128e-06,1.5044977772049606e-05
77.067,28.766,4.080360304214992e-05,,1.2935741324326956e-05,1.7197186025441624e-05,2.351016973989317e-06
77.078,28.766,3.388790355529636e-05,,4.471412466955371e-06,-3.3619687656027963e-06,-8.566602787141164e-07
77.088,28.766,1.6618087101960555e-05,,6.178461717354367e-06,4.255575731804129e-06,-1.8895020730269607e-06
77.098,28.766,0.0001322677417192,,2.539848537708167e-06,1.5920250007184222e-05,1.0460285920999011e-05
77.109,28.766,1.4203274076862726e-05,,4.393978088046424e-06,1.5347144653787836e-05,1.2993967175134458e-05
77.119,28.766,1.554819209559355e-05,,1.890903149615042e-05,5.95786241319729e-06,9.865673746389804e-06
77.129,28.766,2.8062888304702938e-05,,1.5072771020641085e-05,9.813781616685446e-06,8.235637324105483e-06
77.14,28.766,3.3374530175933614e-05,,-3.255089723097626e-06,8.859859917720314e-06,6.3615452745580114e-06
77.15,28.766,7.589380402350798e-05,,6.210653282323619e-06,8.666743269714061e-06,1.9472888652671827e-06
77.161,28.766,2.459989445924293e-06,,4.953457846568199e-06,9.80246204562718e-06,-1.944553389421344e-07
77.171,28.766,0.0002958670374937,,7.412867034872761e-06,1.5189667465165256e-05,3.622106305556372e-06
77.181,28.766,0.0001256426185136,,5.834569947182899e-07,8.237291694968008e-06,7.521657153120032e-06
77.192,28.766,1.5590750990668312e-05,,5.345265890355222e-06,1.7681830286164768e-05,1.3888570720155258e-05
77.202,28.766,0.0002908938331529,,4.093136340088677e-06,2.909749673563056e-05,2.251399746455718e-05
77.213,28.766,1.8128203009837307e-05,,1.5942037862259895e-05,1.0738222954387313e-05,-1.391037699249864e-06
77.223,28.766,5.3651056077796966e-05,,1.382071422995068e-05,4.136592451686738e-06,-7.226155503303744e-06
76.953,28.776,4.664741936721839e-06,,1.2044488357787486e-05,7.773346624162514e-06,2.67862424152554e-06
76.963,28.776,9.831153874984012e-05,,1.4987270333222114e-05,9.617448085919024e-06,1.0078118975798134e-05
76.974,28.776,6.034053149051033e-05,,1.2943242836627178e-05,5.058461738371989e-06,2.0860921722487547e-05
76.984,28.776,1.602631891728379e-05,,4.583961526805069e-06,5.685406449629227e-06,2.270500544909737e-06
76.994,28.776,0.0001047923287842,,5.107236120238667e-06,1.1123602234874852e-05,1.916879455166054e-06
77.005,28.776,7.040432592475554e-06,,-6.574962299055187e-06,7.797317266522441e-06,9.452534868614748e-06
77.015,28.776,1.074133160727797e-05,,1.4391386685019825e-05,1.2564073585963342e-05,2.197858975705458e-06
77.026,28.776,7.980426744325086e-05,,3.2329476198356133e-06,8.214316949306522e-06,1.4774943792872364e-06
77.036,28.776,3.1498730095336214e-05,,-5.9127035711981086e-08,-4.190094387013232e-06,-1.4286569012256225e-06
77.046,28.776,0.0003505304921418,,-1.2651768201976663e-06,1.2501006494858302e-05,5.7962665778177325e-06
77.057,28.776,1.310132211074233e-05,,7.57064708523103e-06,1.7181926523335278e-05,7.753721547487658e-06
77.067,28.776,2.853537989722099e-05,,8.55253074405482e-06,-1.3687350474356208e-05,7.305001417989843e-06
77.078,28.776,0.0001240658020833,,3.4892391340690665e-06,1.7511465557618067e-05,-2.5931862523975724e-07
77.088,28.776,6.108160596340895e-05,,6.329751613520784e-06,1.345647979178466e-05,-1.2262339623703156e-06
77.098,28.776,1.4891414139128756e-05,,-5.512167263077572e-06,1.0065729838970585e-05,3.995968654635362e-06
77.109,28.776,2.8113181542721577e-06,,6.463359568442684e-06,5.325159236235777e-06,1.4195834410202224e-05
77.119,28.776,2.384601793892216e-05,,4.267742042429745e-06,1.9316257748869248e-05,1.263153080799384e-06
77.129,28.776,1.3215321814641356e-05,,1.7656087720752112e-06,-3.388140328297595e-07,1.768901347531937e-05
77.14,28.776,1.2986890396859962e-05,,-7.686822982577723e-07,1.7698900478535506e-07,-1.944553389421344e-07
77.15,28.776,2.1512234525289387e-05,,1.1706892109941691e-05,9.996410881285556e-06,8.8528759079054e-06
77.161,28.776,1.8097529391525317e-05,6.61235026200302e-05,5.345265890355222e-06,2.4429111363133416e-05,6.660633516730741e-06
77.171,28.776,0.0001118542204494,,4.093136340088677e-06,1.3744742318522183e-05,1.2361480003164615e-05
77.181,28.776,4.04396269004792e-05,,2.688920176296961e-06,6.44489000478643e-06,-2.6371362764621158e-06
77.192,28.776,9.077084541786462e-06,,1.5533301848336123e-05,1.921608236443717e-05,1.527420499769505e-05
77.202,28.776,0.0001148677256423,,3.388859568076441e-06,-1.0666056368791033e-05,3.1777981348568574e-05
77.213,28.776,1.236554999195505e-05,,5.764886736869812e-07,1.7687636500340886e-05,4.165568498137873e-06
77.223,28.776,0.0001840831537265,,7.000327968853526e-06,1.2067181160091422e-05,4.018801973870723e-06
76.953,28.786,1.1234390512981918e-05,,1.4451620700128842e-05,4.4924872781848535e-06,1.0111642041010782e-05
76.963,28.786,1.9681248886627145e-05,5.387515921029262e-05,-2.533276415306318e-07,1.905965473270044e-05,5.8913606153510045e-06
76.974,28.786,0.0001239075209014,,5.742929261032259e-07,1.363605406368151e-06,1.1777245163102634e-05
76.984,28.786,2.1814195861225016e-05,,-6.019000920787221e-06,2.4965016564237885e-05,1.0386565008957405e-05
76.994,28.786,1.1933710993616842e-05,,1.35511472763028e-05,1.754467007231142e-06,3.565417500794865e-06
77.005,28.786,1.575268652231898e-05,,3.8090915950306234e-06,2.5799376089707948e-05,-1.211602693729219e-06
77.015,28.786,7.546204142272472e-05,,1.0703660336730536e-05,2.3817548935767263e-05,-3.924755674233893e-06
77.026,28.786,0.0006500695599243,,1.0703750376706012e-05,1.8666620235308077e-05,1.1135082786495332e-05
77.036,28.786,4.643138709070627e-06,,-6.263575755838247e-07,-2.2144924969325075e-06,7.844688298064284e-06
77.046,28.786,8.707471715752035e-05,,-1.5455457287316676e-06,1.5199146218947137e-05,1.7231825040653348e-05
77.057,28.786,1.7100359400501475e-05,,1.6477610188303515e-05,1.7458278307458386e-05,5.811597475258168e-06
77.067,28.786,1.357736618956551e-05,4.826994336326607e-05,8.683326086611487e-06,1.3590249182016125e-05,5.521571438293904e-06
77.078,28.786,4.584205726132495e-06,,3.740150987141533e-06,1.4278763956099285e-05,-8.945103218138684e-07
77.088,28.786,0.0001120704400818,,1.2596958185895346e-05,1.0374528756074142e-05,5.435465027403552e-06
77.098,28.786,2.551855504862033e-05,,2.110060268023517e-05,1.7877673599286936e-05,2.468627144480706e-06
77.109,28.786,2.288373798364773e-05,,-1.6946422647379222e-06,1.2365773727651684e-05,1.768901347531937e-05
77.119,28.786,2.0467266949708574e-05,,5.50531285625766e-06,2.4702960217837244e-05,1.660469570197165e-05
77.129,28.786,0.0001312593522015,,1.691652141744271e-05,2.7120164304506037e-05,9.952057553164195e-06
77.14,28.786,5.7153491070494056e-05,,1.5935527699184604e-05,1.5523652109550312e-05,1.798824541765498e-06
77.15,28.786,1.1042247024306562e-05,,3.326701516925823e-06,2.0170071366010237e-05,1.2361480003164615e-05
77.161,28.786,3.4666245483094826e-05,,9.775024409464096e-06,5.463097750180168e-06,1.5501969755860046e-05
77.171,28.786,2.018847590079531e-05,,1.3315191608853638e-05,4.435205482877791e-06,1.527420499769505e-05
77.181,28.786,2.2822041501058266e-05,,9.6495496109128e-06,1.4373216799867803e-05,4.6148938963597175e-06
77.192,28.786,3.377489701961167e-05,,7.000327968853526e-06,2.185916673624888e-05,8.91680519998772e-06
77.202,28.786,1.2330468962318264e-05,,-1.1867612101923442e-06,1.5009940398158506e-05,1.9821623027382884e-06
77.213,28.786,2.0976882296963595e-05,,1.6329797290381975e-05,2.8665963327512145e-06,3.0895259897079086e-06
77.223,28.786,1.1703960808517875e-05,,4.147605068283156e-06,1.879247975011822e-05,1.680933746683877e-05
76.953,28.795,0.0004014467704109,,5.157204668648774e-06,1.3087682418699842e-05,6.775655492674559e-06
76.963,28.795,2.6483332476345826e-05,,1.2461269989216817e-06,-2.738768444032757e-06,1.2995352335565258e-05
76.974,28.795,3.1724241125630215e-05,,2.9708112379012164e-06,-3.504871301629464e-06,-8.695817541592987e-07
76.984,28.795,9.847822184383404e-06,,3.6254612041375367e-06,3.025284422619734e-05,8.747064384806436e-06
76.994,28.795,5.272063935990445e-05,5.387515921029262e-05,1.7222846508957446e-05,1.013464316201862e-05,1.0842945812328251e-05
77.005,28.795,0.0001211604685522,,3.0490023164020386e-06,1.59505052579334e-05,4.114732291782275e-06
77.015,28.795,9.72416892182082e-05,,1.3449476682581007e-05,3.5563567507779226e-05,4.709071617980953e-06
77.026,28.795,9.448148193769156e-05,,1.3676402659257292e-06,6.847026725154137e-06,1.275379599974258e-05
77.036,28.795,2.507237331883516e-05,,1.0904793271038216e-05,1.8659315173863437e-05,4.8496294766664505e-06
77.046,28.795,9.575942385708912e-06,,7.603982794535113e-07,1.4079667380428871e-05,3.722501332958928e-06
77.057,28.795,0.0007382984622381,,3.208016096323263e-06,-4.6407453169194923e-07,2.978238171635894e-06
77.067,28.795,6.023936748533743e-06,,-1.394191258441424e-06,3.741210821317509e-05,2.9988170808792347e-06
77.078,28.795,7.762683526379988e-05,,1.3008709174755497e-05,3.0323213650262915e-05,-5.764972229371779e-06
77.088,28.795,2.592063719930593e-05,,-6.484394361905288e-06,1.1579497368074954e-05,2.918748123192927e-06
77.098,28.795,1.6557502021896653e-05,,3.7392192098195673e-06,-1.3233153595137992e-06,9.359111572848631e-06
77.109,28.795,3.268454020144418e-05,,1.848808824433945e-05,1.163848446594784e-05,-4.1617440729169175e-06
77.119,28.795,1.93301320905448e-06,,-7.0411228989542e-06,9.80246204562718e-06,1.1692292900988832e-05
77.129,28.795,6.562966154888272e-05,,1.5942037862259895e-05,2.422932448098436e-05,1.3105951438774356e-05
77.14,28.795,9.552191477268934e-05,,5.281013272906421e-06,1.6218389646383002e-05,7.708694056418608e-07
77.15,28.795,1.3709279301110657e-05,,4.677033302868949e-06,1.1488594282127453e-05,7.037391242192825e-06
77.161,28.795,1.0764629223558586e-05,,7.548940175183816e-07,7.810193096702278e-07,1.1492108569655102e-05
77.171,28.795,1.6609448721283115e-05,,-3.4041290746245068e-06,1.9182765754521824e-05,1.0656220183591358e-05
77.181,28.795,4.5388969738269225e-05,,8.368304406758398e-06,-5.843073722644476e-06,5.641358256980311e-06
77.192,28.795,0.0001177310332423,,5.029150543123251e-06,-1.2230532774992753e-05,5.580464858212508e-06
77.202,28.795,2.3207501726574264e-05,,8.514566616213415e-06,4.5858751036576e-06,5.381841674534371e-06
76.953,28.805,8.58007842907682e-05,,-1.3137796486262232e-06,2.3764778234180994e-05,1.3080731150694191e-05
76.963,28.805,9.15824857656844e-05,,1.5216692190733738e-05,2.276045415783301e-05,8.535439519619104e-06
76.974,28.805,,,-1.0299455510676125e-07,-7.918471965240315e-06,2.0416382540133785e-05
76.984,28.805,0.000142353150295,,1.3449476682581007e-05,2.1439784177346155e-05,3.1672680051997304e-06
76.994,28.805,1.6776910342741758e-05,,-2.0061456780240405e-06,8.480068572680466e-06,5.7962665778177325e-06
77.005,28.805,7.38246162654832e-05,,-6.834373493802559e-07,9.227278496837243e-06,9.205507467413554e-07
77.015,28.805,8.824863471090794e-05,,1.3842911357642151e-05,9.590296940586995e-06,4.553314283839427e-06
77.026,28.805,1.386958047078224e-05,,7.645970072189812e-06,-1.3687350474356208e-05,6.447714895330137e-06
77.036,28.805,1.6618087101960555e-05,,1.2453889212338254e-05,9.750086974236185e-06,7.122246188373538e-07
77.046,28.805,2.5634812118369155e-05,,1.178120328404475e-05,2.073666655633133e-05,-9.887830856314396e-06
77.057,28.805,1.0579814443190116e-05,,8.143211744027212e-06,7.92238915892085e-06,1.5169778635026889e-05
77.067,28.805,0.0001255129755008,,5.654475444316631e-06,1.3588501133199316e-05,9.839228368946353e-06
77.078,28.805,5.33650836587185e-06,,-5.398114808485843e-06,1.1272816664131824e-05,1.0024333278124686e-05
77.088,28.805,5.206469495533383e-07,,3.7911686376901343e-06,1.38152345243725e-05,1.3356727322388906e-05
77.098,28.805,0.0001946884731296,,2.2143549358588643e-06,2.5155772163998336e-05,1.1770334822358564e-05
77.109,28.805,4.157513467362151e-05,,7.748501957394183e-06,9.996410881285556e-06,8.810801773506682e-06
77.119,28.805,2.095993659168016e-05,4.826994336326607e-05,4.580910172080621e-06,1.5510258890572004e-05,2.4774199118837714e-06
77.129,28.805,1.518781118647894e-05,,9.790070180315524e-06,6.55549592920579e-06,1.2701249033852946e-05
77.14,28.805,1.2285635420994367e-05,,1.4825487824055017e-06,2.68530061475758e-06,3.087920049438253e-06
77.15,28.805,-1.65920630479377e-06,,7.212029686343158e-06,-1.1331385394441895e-05,9.604009392205626e-06
77.161,28.805,8.545377568225376e-06,,-1.3635392406285971e-06,5.098563633509912e-06,2.305946509295609e-06
77.171,28.805,1.0483565347385593e-05,,5.470932592288591e-06,8.521231393388007e-06,5.887366569368169e-06
77.181,28.805,9.640943062549924e-06,,2.385530024184845e-05,-1.0938563718809746e-05,3.013190053025028e-06
77.192,28.805,2.2235353753785603e-05,,6.3157804106595e-06,1.6232050256803632e-05,3.7821930618520128e-06
76.953,28.815,0.0001192201234516,,-6.263575755838247e-07,6.006605417496758e-06,2.0416382540133785e-05
76.963,28.815,8.963562140706927e-05,,3.4892391340690665e-06,8.914575118978973e-06,1.0302959708496928e-05
76.974,28.815,5.542531653190963e-06,3.2985750294756144e-05,1.2698151294898707e-06,9.081509233510587e-06,5.4850534070283175e-06
76.984,28.815,1.086944575945381e-05,,3.740150987141533e-06,5.324230642145267e-06,1.2091021744708996e-05
76.994,28.815,8.902509580366313e-05,,1.890903149615042e-05,5.311604763846845e-05,8.435541531071067e-06
77.005,28.815,3.828599801636301e-05,,6.000718258292181e-06,1.0164179911953395e-05,-9.599554687156342e-06
77.015,28.815,1.0465397281222977e-05,,8.233643598032359e-07,2.434368798276409e-05,-1.5528933090536157e-06
77.026,28.815,9.534707714919932e-06,,9.458796739636456e-06,3.872442448482616e-06,2.9988170808792347e-06
77.036,28.815,2.1602647393592637e-05,,6.369449238263769e-06,2.7624309950624596e-05,4.870003522228217e-06
