longitude,latitude,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-28,2023-09-29,2023-09-30
68.18624877929699,20.12079811096192,0.0276927724480628,0.0295627899467945,,,0.0323043353855609,0.0265681818127632,0.0273495614528656,,,,0.0272321589291095,,,0.0224964916706085,0.0244204904884099,0.0325336307287216,0.0329052656888961,0.0350139737129211,,0.0333808027207851,0.0302829071879386,0.0321519561111927,,0.0330630503594875,0.0259627941995859,0.0335184074938297,0.0320881456136703,0.0303112342953681,0.0234728101640939,0.0271341875195503
68.18624877929699,20.26407909393311,0.0241445917636156,,,,0.0332306437194347,,,,0.0244613513350486,0.0254451483488082,0.0243149772286415,0.0254288241267204,0.0391890183091163,0.034547246992588,,,0.0303419474512338,0.0261779986321926,0.037837166339159,,,,,0.0302148889750242,0.0277439001947641,0.0258139949291944,,0.0292001757770776,0.0233190841972827,0.029485460370779
68.18624877929699,20.407360076904304,0.024845628067851,,,0.0320116207003593,,,0.0234965533018112,0.0289674494415521,,,0.0304579734802246,0.0289819091558456,,0.0341401621699333,0.0250506121665239,,,,,,,,0.0260837897658348,0.0353416949510574,0.0258484259247779,0.0288792736828327,,0.0334002040326595,,
68.18624877929699,20.5506410598755,,,,0.0378201082348823,0.0264768954366445,0.0258310232311487,,,,,0.0272149108350276,0.0294324271380901,,,0.0276725720614194,0.0296210069209337,0.032775592058897,0.0319459736347198,,,0.0248444881290197,,0.0236861463636159,0.0318958573043346,0.026205901056528,,,0.0248165726661682,,
68.18624877929699,20.69392204284669,0.0223331730812788,,0.0281170345842838,,,0.0244052112102508,0.0354574508965015,0.0276879388839006,0.0244257822632789,,,0.0353924706578254,,0.0287439171224832,,0.0238062161952257,0.031060067936778,,0.0272581428289413,0.0264381468296051,0.0297416765242815,0.0276966374367475,0.0303744077682495,0.0308510027825832,0.0307180136442184,0.031687643378973,0.0249691065400838,0.0260607935488224,,0.036875307559967
68.18624877929699,20.837203025817885,0.0220978017896413,0.0238520335406065,,0.0232681464403867,,0.0251622535288333,,,,,0.0270570535212755,0.0218329057097435,0.0305484104901552,0.0245950166136026,0.034879844635725,0.028303449973464,0.0274588204920291,0.0297944489866495,0.0298685729503631,0.0291800145059824,0.0241834335029125,0.0287010837346315,0.0315631330013275,,,,0.0308745540678501,0.0265516191720962,0.0329050160944461,
68.18624877929699,20.98048400878908,0.0252115540206432,0.02979620359838,,0.0279089603573083,0.0300397053360939,0.0243405792862176,0.0286015421152114,,0.030528362840414,0.0276669282466173,0.0243027824908494,,,0.0263211447745561,0.0347165837883949,,0.0298342667520046,0.0334118567407131,,0.0325134247541427,0.0284737031906843,0.0311234705150127,,0.0339311398565769,,,0.0280733294785022,0.0313092023134231,0.0305459927767515,0.0318001993000507
68.18624877929699,21.123764991760275,,,0.0284095555543899,0.0222523733973503,0.0239357464015483,,,0.0288917366415262,,0.0435482338070869,0.025892624631524,0.0308400280773639,,,,0.0292882714420557,0.0318765752017498,0.0265275351703166,0.031499870121479,,0.0261030551046133,,0.0277196317911148,,0.0322136208415031,,0.0317639335989952,,0.0293727945536375,0.0261868294328451
68.18624877929699,21.26704597473147,0.0216926392167806,0.0232702884823083,0.02836699411273,,,0.0251731779426336,,0.0289568193256855,0.0278423000127077,0.0304459985345602,0.0390887930989265,,0.0333068035542964,0.0293636862188577,,0.034014169126749,0.0310596190392971,0.0361264571547508,,0.0344226323068141,0.0318661220371723,,,,0.0261252168565988,0.0308195948600769,,0.0263362433761358,,0.0342788584530353
68.18624877929699,21.410326957702665,0.0263942535966634,,,0.0275656413286924,,0.0241444464772939,,,0.0236528795212507,,0.0278834234923124,0.0315467603504657,,0.035598449409008,0.0248225852847099,0.0263375248759984,,,0.0320902690291404,,0.0287480000406503,,0.0325789377093315,0.0350892208516597,0.0252995248883962,,0.0295369401574134,0.0317644365131855,,0.023249203339219
