longitude,latitude,2023-08-08,2023-08-09,2023-08-30,2023-08-31,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-28,2023-09-29,2023-09-30
76.22574615478533,8.076525688171444,0.0328639075160026,,0.0297716129571199,,0.0186184793710708,0.0314288437366485,,0.0329873189330101,0.0322348922491073,0.0121229933574795,0.0265934374183416,,,0.0379207655787467,,0.022726222872734,0.0336996428668499,,0.0315115898847579,0.0275563802570104,0.0315760113298893,0.0299232639372348,,0.0281721670180559,0.0280944555997848,,0.0327307917177677,,0.0252647344022989,0.0288621857762336,,,,
76.22574615478533,8.21655300336012,,0.0316069535911083,0.0247236192226409,0.030807988718152,0.0274295136332511,,0.0297289937734603,,0.0324637927114963,0.0179905332624912,0.0272062048316001,0.0312066879123449,0.0242399461567401,0.037367396056652,,,,0.0335090905427932,0.0331169478595256,,,0.0341758243739604,,0.0315382741391658,0.0237280800938606,0.0336829498410224,0.0367864780128002,,,0.0297339688986539,0.03006555698812,0.0270898733288049,,0.0274894330650568
76.22574615478533,8.356580318548797,0.0384788140654563,,0.0326340198516845,,,,,,0.0303026642650365,0.0186287276446819,0.025123132392764,,,0.0384718775749206,,0.0264384970068931,0.0318477153778076,0.0337247885763645,0.0346626862883567,,,0.0309445317834615,0.027552405372262,,,,0.0350661948323249,,0.0347386710345745,0.0251807235181331,0.0279451496899127,,,
76.22574615478533,8.496607633737474,0.0351244509220123,0.0321572348475456,0.0329877436161041,,0.0264022182673215,0.0324515663087368,0.0256578158587217,0.0341076254844665,0.0331730730831623,,0.0292064268141984,0.0222070720046758,,0.0338329561054706,,0.0300332345068454,0.029831875115633,0.0288757421076297,,0.0278743617236614,,0.0277010034769773,0.0301761180162429,0.0270519889891147,,0.0274592135101556,0.0297528356313705,0.0271047092974185,0.022615298628807,0.0284362230449914,0.030744157731533,,,0.0257895197719335
76.22574615478533,8.636634948926151,0.037207968533039,,,0.0313551053404808,0.02699850872159,0.0342608429491519,0.0285716224461793,,0.030941629782319,0.0241592396050691,0.0246011223644018,0.0263522658497095,,0.0312826074659824,,0.0275400951504707,,0.0314179137349128,0.0264831464737653,0.0322159342467784,0.0309370327740907,,0.0308324340730905,0.0299229267984628,0.0289309024810791,0.0239397343248128,0.0342533849179744,0.0324746593832969,,0.0297768469899892,0.0337168760597705,0.0278011057525873,,
76.22574615478533,8.776662264114828,0.0269388761371374,,,0.0320585779845714,0.0256575234234333,0.0291109718382358,0.0224657151848077,,,0.013681692071259,,,,0.0290042553097009,0.0306881088763475,,,,0.0247548148036003,0.0236800406128168,0.0293205045163631,,0.028653360903263,,,0.0314322859048843,0.0277054030448198,,,0.0308327227830886,0.0310382209718227,,0.022964421659708,0.0268612187355756
76.22574615478533,8.916689579303505,0.031852837651968,0.0356590673327446,0.027155065909028,0.0279637575149536,0.0237230658531188,,,0.0317062400281429,0.0212454013526439,0.0186725128442049,,,,0.0272183325141668,0.0244222823530435,0.0317316763103008,0.0323771685361862,,0.0327383019030094,0.0306448377668857,,0.0318026356399059,0.0262697059661149,0.0322153456509113,0.028239382430911,,0.0316506810486316,0.0284966006875038,0.0289700403809547,0.0297710392624139,0.0285076387226581,,,
76.22574615478533,9.05671689449218,0.0327263288199901,,,0.033780749887228,0.0283946730196476,0.0297384709119796,,0.0309385769069194,0.0334807075560092,0.0252303630113601,0.0201507396996021,0.0223986245691776,,,,0.0231245830655097,,,0.0344508923590183,0.0256271976977586,0.0324487350881099,,0.0281972456723451,0.0256824474781751,,0.0302853528410196,,0.0273567456752061,,,,,0.0298691783100366,0.0314531922340393
76.22574615478533,9.196744209680856,0.0317108072340488,,0.0289038773626089,0.0269935522228479,,0.031378049403429,,0.0348536223173141,0.029475700110197,,0.0262337923049926,,,,,,,,0.0283099934458732,0.0226822048425674,0.0248369053006172,0.0338130109012126,,0.0310347117483615,0.0271139591932296,0.0249295216053724,0.02668933942914,0.030716236680746,,0.0328752174973487,0.0352101512253284,,,
76.22574615478533,9.336771524869532,,0.023900119587779,0.0343104973435401,0.029347276315093,0.027055213227868,,0.0203527528792619,0.027108920738101,0.0316654816269874,0.0231357123702764,0.0234205219894647,,0.0273739639669656,0.030521273612976,0.0311929956078529,0.0297377780079841,,0.0318241380155086,0.0318863168358802,0.0333526507019996,,0.0297689549624919,,0.0330055356025695,0.0283264741301536,0.029407512396574,0.031235184520483,0.026582758873701,,0.023156426846981,0.030066542327404,0.031440433114767,,0.0263703782111406
