longitude,latitude,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-28,2023-09-29,2023-09-30
85.8263626098634,21.539445877075195,0.0258864350616931,0.0421874672174453,,0.0369672514498233,0.0325843766331672,0.0285603757947683,,,0.0341059491038322,0.0208471305668354,0.0333951488137245,0.037334993481636,0.030873853713274,0.0356366597115993,0.035785973072052,0.0357756689190864,0.0300938114523887,,,0.0344419665634632,0.0279413238167762,0.0273557510226964,0.0300632342696189,0.0285517573356628,,,0.0241537913680076,0.0356513038277626,0.0299519058316946,0.0346238501369953
85.8263626098634,21.66033067094519,,,,0.0208210870623588,,,,0.0368811674416065,,,0.0353803075850009,,,0.0290785934776067,0.033244289457798,,0.039721205830574,,0.0331076495349407,0.0331392623484134,,,0.0355491936206817,,0.0350605100393295,0.0328595824539661,0.027517070993781,0.0284051243215799,,
85.8263626098634,21.78121546481518,,0.0439144223928451,0.0319767780601978,,,,,0.0389151759445667,0.0186863094568252,,0.0337997041642665,0.0383555814623832,0.0313674472272396,0.0373562611639499,0.032092660665512,0.0386594124138355,,,0.0381731279194355,0.0342029444873333,,0.0198082253336906,,0.0434123203158378,0.0341866388916969,,0.0265923365950584,0.0315008983016014,0.0312451031059026,0.0383758172392845
85.8263626098634,21.902100258685174,0.0264966338872909,0.0333484150469303,,,0.0332009904086589,0.0336520932614803,,0.0310734007507562,0.0323014520108699,,,0.0220755599439144,0.0263848658651113,,0.039280217140913,,0.0310331508517265,0.0306171476840972,0.0338785834610462,0.0326604060828685,,,0.0314747802913188,,0.0381414853036403,,,,0.0346185863018035,0.0356643237173557
85.8263626098634,22.022985052555168,0.0409769564867019,,0.0402348414063453,,0.0258949510753154,0.0546421483159065,,,,0.0366747118532657,0.0322206020355224,,0.0345709137618541,0.0331830754876136,,0.030193505808711,0.0321222133934497,0.0319399200379848,,0.0352973602712154,,,0.0321014523506164,,,,,,0.0260636135935783,0.0339250527322292
85.8263626098634,22.14386984642516,0.0292341280728578,0.0392079912126064,0.0326036140322685,0.0392501913011074,0.0310849044471979,,,,0.0324759595096111,,0.0286597236990928,,0.0279704723507165,,,,0.030058279633522,,0.0387539975345134,0.0348715037107467,,,0.0309701822698116,0.0303894281387329,,,0.0354604981839656,,,0.0365745685994625
85.8263626098634,22.264754640295152,,,,,,,,,,0.0231026951223611,,,,,0.0383686199784278,0.0345105156302452,,0.0254657827317714,0.016950087621808,0.0364855416119098,,0.0217214431613683,,0.037725243717432,0.0352575629949569,0.0404107272624969,,,,0.046834547072649
85.8263626098634,22.385639434165142,0.0332848727703094,,,,,0.0269107464700937,,0.0489584505558013,0.0357890799641609,0.034117791801691,0.0387124978005886,0.0376387313008308,,0.0357313863933086,0.0390185788273811,0.0288264211267232,0.0315162688493728,,,0.0319710411131382,,0.0384252332150936,0.0403396859765052,0.0349782444536685,,0.0364462845027446,,0.0305372793227434,0.0172755252569913,0.0362700000405311
85.8263626098634,22.50652422803514,,0.0406565032899379,0.0269103664904832,0.0340187102556228,0.0341341719031333,0.0496197901666164,,0.0380313955247402,0.0305703673511743,,0.0332521684467792,0.0361536964774131,,0.031784813851118,,,0.0358916893601417,,0.0394712388515472,,,0.0352831669151783,0.033933900296688,0.041833683848381,,0.0391328148543834,,0.0303824394941329,0.0404949113726615,
85.8263626098634,22.62740902190513,,0.0365340113639831,0.038621325045824,0.0369563288986682,0.0355231612920761,,,0.0386166237294673,0.0376489236950874,,,0.028117885813117,0.0264164749532938,0.0336428433656692,0.0351103134453296,,,,,0.0360840186476707,0.033868171274662,,,0.0375623926520347,0.033577773720026,0.0269915666431188,,0.0293600149452686,0.0355056151747703,0.0447763241827487
