longitude,latitude,O3_value(mol/m^2),O3_value(mol/m^2),O3_value(mol/m^2),O3_value(mol/m^2)
81.3830032348634,17.80261039733898,0.1276344954967498,0.1230813115835189,0.1202476322650909,0.1230741664767265
81.3830032348634,17.942639182595755,0.1495131254196167,0.1195273846387863,0.1198126450181007,0.1229655370116233
81.3830032348634,18.08266796785253,0.1297275125980377,0.1245950907468795,0.1182075068354606,0.1230477765202522
81.3830032348634,18.222696753109304,0.1389101892709732,0.1258018314838409,0.1247734725475311,0.123959980905056
81.3830032348634,18.36272553836608,0.1424706578254699,0.1259151250123977,0.117082767188549,0.1264143884181976
81.3830032348634,18.50275432362285,0.1257342249155044,0.1266884505748748,0.1185062378644943,0.1229268610477447
81.3830032348634,18.642783108879627,0.1220478191971778,0.1230410635471344,0.1170258596539497,0.1237652152776718
81.3830032348634,18.7828118941364,0.1302668750286102,0.1226062923669815,0.117032952606678,0.1237383931875228
81.3830032348634,18.922840679393172,0.1483150869607925,0.1216057538986206,0.1235503032803535,0.1260498911142349
81.3830032348634,19.062869464649957,0.1253686547279358,0.1279948055744171,0.1186073869466781,0.1223179325461387
81.3830032348634,19.202898249906728,0.1366234421730041,0.1256722658872604,0.1223360672593116,0.1233383119106292
81.3830032348634,19.342927035163505,0.1449468731880188,0.12558613717556,0.1168678030371666,0.1254620999097824
81.3830032348634,19.48295582042028,0.1303421854972839,0.1236235275864601,0.1206783726811409,0.1217438802123069
81.3830032348634,19.62298460567705,0.1196066737174987,0.1262062489986419,0.1199107989668846,0.1232875511050224
81.3830032348634,19.763013390933825,0.1223132088780403,0.1234175041317939,0.1219184175133705,0.1262320578098297
81.3830032348634,19.9030421761906,0.1286665499210357,0.1233254075050354,0.1223945170640945,0.1222394779324531
81.3830032348634,20.043070961447373,0.1219031736254692,0.123194009065628,0.1238732263445854,0.1212298870086669
81.3830032348634,20.183099746704148,0.1314220577478408,0.1213530674576759,0.1242734640836715,0.1250298619270324
81.3830032348634,20.32312853196092,0.145437017083168,0.1230187341570854,0.1244427561759948,0.1217096745967865
81.3830032348634,20.463157317217696,0.1257825493812561,0.1235299631953239,0.117001473903656,0.1237776577472686
81.3830032348634,20.60318610247447,0.1256925165653228,0.1242559850215911,0.1194949224591255,0.1216436773538589
81.3830032348634,20.743214887731245,0.1449988633394241,0.126837208867073,0.1199497207999229,0.1230936497449874
81.3830032348634,20.88324367298802,0.1308024376630783,0.1295184195041656,0.1195273026823997,0.1221081689000129
81.3830032348634,21.0232724582448,0.1284459233283996,0.1201782003045082,0.1187520995736122,0.1234442889690399
81.3830032348634,21.16330124350157,0.129305899143219,0.1274145990610122,0.1237001344561576,0.1227904558181762
81.3830032348634,21.303330028758342,0.1282029449939727,0.1252931803464889,0.1219729781150817,0.1211657002568245
81.3830032348634,21.44335881401512,0.1278551965951919,0.1231134012341499,0.1224206835031509,0.1219778135418891
81.3830032348634,21.58338759927189,0.1325050592422485,0.1233830899000167,0.1200867965817451,0.1215268447995185
81.3830032348634,21.72341638452867,0.1452152729034423,0.1263741701841354,0.1185569986701011,0.1258294284343719
81.3830032348634,21.863445169785443,0.131340354681015,0.1250804215669632,0.1214030236005783,0.1208052933216095
81.3830032348634,22.003473955042217,0.1251517683267593,0.1280133724212646,0.1204759031534195,0.1220136582851409
81.3830032348634,22.14350274029899,0.1215670928359031,0.1209193617105484,0.1192361339926719,0.1243033707141876
81.3830032348634,22.28353152555577,0.1401905715465545,0.1252514868974685,0.122866041958332,0.1248684674501419
81.3830032348634,22.42356031081254,0.1302178800106048,0.1221990212798118,0.1226743459701538,0.1266130208969116
81.3830032348634,22.563589096069315,0.1299721449613571,0.1298703849315643,0.1239426732063293,0.1216932535171508
81.5230032348634,17.80261039733898,0.1251728534698486,0.1287159919738769,0.1201502606272697,0.1230849474668502
81.5230032348634,17.942639182595755,0.1340910196304321,0.1257785707712173,0.1211557909846305,0.1224079728126525
81.5230032348634,18.08266796785253,0.1383509337902069,0.1259375512599945,0.1183543875813484,0.1233269870281219
81.5230032348634,18.222696753109304,0.1298865675926208,0.1214228123426437,0.1170949190855026,0.1247130930423736
81.5230032348634,18.36272553836608,0.1379945874214172,0.1247078105807304,0.1183894574642181,0.1239712387323379
81.5230032348634,18.50275432362285,0.125676691532135,0.1211076453328132,0.1173030212521553,0.123358741402626
81.5230032348634,18.642783108879627,0.1386899203062057,0.1262798905372619,0.1183925420045852,0.1221279725432396
81.5230032348634,18.7828118941364,0.1298020780086517,0.1230861768126487,0.118596076965332,0.1235965490341186
81.5230032348634,18.922840679393172,0.1386001706123352,0.1253889054059982,0.1185101196169853,0.1244689002633094
81.5230032348634,19.062869464649957,0.1455946415662765,0.1220787316560745,0.1190621703863143,0.120874173939228
81.5230032348634,19.202898249906728,0.1382068693637848,0.1198428124189376,0.1191882342100143,0.1218581050634384
81.5230032348634,19.342927035163505,0.1259358525276184,0.1260629743337631,0.1194111928343772,0.1236419677734375
81.5230032348634,19.48295582042028,0.1300239711999893,,0.1169478818774223,0.1263896822929382
81.5230032348634,19.62298460567705,0.1262903660535812,0.1257836371660232,0.1182304173707962,0.1224238574504852
81.5230032348634,19.763013390933825,0.130499854683876,0.1245810464024543,0.1170484274625778,0.1231136918067932
81.5230032348634,19.9030421761906,0.1369586586952209,0.1286161988973617,0.1178327947854995,0.1229145005345344
81.5230032348634,20.043070961447373,0.1444712579250335,0.1257437616586685,0.1199818477034568,0.123774267733097
81.5230032348634,20.183099746704148,0.1392718106508255,0.1356359869241714,0.1180643662810325,0.1263650506734848
81.5230032348634,20.32312853196092,0.1259306073188781,0.1271678656339645,0.1175039336085319,0.1198306605219841
81.5230032348634,20.463157317217696,0.1265821605920791,0.1234058290719986,0.117283396422863,0.1192291229963302
81.5230032348634,20.60318610247447,0.1196698918938636,0.1226678863167762,0.1251882463693618,0.1211848855018615
81.5230032348634,20.743214887731245,0.1234707832336425,0.1304316371679306,0.1213567405939102,0.1214323490858078
81.5230032348634,20.88324367298802,0.12984299659729,0.1247456893324852,0.1189496964216232,0.1244221031665802
81.5230032348634,21.0232724582448,0.1186227649450302,0.1257435828447342,0.1213622316718101,0.122035376727581
81.5230032348634,21.16330124350157,0.1274652481079101,0.1278335154056549,0.1240797489881515,0.1226819902658462
81.5230032348634,21.303330028758342,0.129128098487854,0.1244249641895294,0.1190319284796714,0.1189339384436607
81.5230032348634,21.44335881401512,0.1277887225151062,0.1314094960689544,0.1219079568982124,0.1247428953647613
81.5230032348634,21.58338759927189,0.1425694972276687,0.1246162354946136,0.1240510866045951,0.1258818656206131
81.5230032348634,21.72341638452867,0.1357731372117996,0.1265000402927398,0.1211922690272331,0.1221116706728935
81.5230032348634,21.863445169785443,0.129304751753807,0.1228858008980751,0.1193215325474739,0.1222419440746307
81.5230032348634,22.003473955042217,0.1346466541290283,0.1253158152103424,0.1214618608355522,0.1242959201335907
81.5230032348634,22.14350274029899,0.1273864656686782,0.1284543573856353,0.1191933676600456,0.1210580691695213
81.5230032348634,22.28353152555577,0.1289916038513183,0.1216049864888191,0.1185096278786659,0.1220952570438385
81.5230032348634,22.42356031081254,0.1292041689157486,0.1272931098937988,0.1184404417872428,0.1242662146687507
81.5230032348634,22.563589096069315,0.1217647120356559,0.1260363608598709,0.1246237233281135,0.1250129044055938
81.6630032348634,17.80261039733898,0.1261089295148849,0.1225868985056877,0.118831843137741,0.1222221851348877
81.6630032348634,17.942639182595755,0.1323192417621612,0.1228755265474319,0.1237676218152046,
81.6630032348634,18.08266796785253,0.1385521292686462,0.1243282482028007,0.1188810467720031,0.1244020089507103
