longitude,latitude,So2_value(mol/m^2),So2_value(mol/m^2),So2_value(mol/m^2),So2_value(mol/m^2)
81.3830032348634,17.80261039733898,-0.0002835351624526,0.0002641935716383,0.0002872645854949,0.0006517037982121
81.3830032348634,17.942639182595755,-0.0002571320219431,0.0008786752005107,9.8994778454653e-06,-0.0026590207125991
81.3830032348634,18.08266796785253,0.0002507031604181,-0.0006044176407158,-0.0002090892230626,-3.382685099495575e-05
81.3830032348634,18.222696753109304,8.291040285257623e-05,0.0002241100009996,3.151648706989363e-05,-0.0002247296943096
81.3830032348634,18.36272553836608,-0.0007215625955723,0.0003264366532675,7.404381176456809e-05,-0.0001336723653366
81.3830032348634,18.50275432362285,8.358064951607957e-05,-0.000341758452123,-0.0001648619509069,-0.0004861483757849
81.3830032348634,18.642783108879627,-0.000189650003449,0.000231713624089,-0.0003315632930025,0.0001282320736208
81.3830032348634,18.7828118941364,-5.057331509306096e-05,,-0.000146380480146,0.0001178852689918
81.3830032348634,18.922840679393172,-0.0001129239826695,0.0005673206760548,-0.0001503941894043,0.0007576617063023
81.3830032348634,19.062869464649957,0.000205449949135,0.0004188803432043,-2.914285687438678e-05,0.0001649542100494
81.3830032348634,19.202898249906728,-0.0002508340985514,0.0001923278323374,-0.0008120214333757,0.0001907623518491
81.3830032348634,19.342927035163505,0.002647670218721,0.0005097207031212,-0.0002082573919324,-0.000712554086931
81.3830032348634,19.48295582042028,0.0001928265410242,0.0012043130118399,-2.0355686501716264e-05,-0.0008582528680562
81.3830032348634,19.62298460567705,0.0044432790018618,-5.248757224762812e-05,1.1612944945227356e-05,2.322956788702868e-05
81.3830032348634,19.763013390933825,-0.000238089080085,0.0011618023272603,-0.0004250677884556,0.0001919327623909
81.3830032348634,19.9030421761906,-0.0005867489380761,0.0016846233047544,-0.0001012934226309,0.0004415481816977
81.3830032348634,20.043070961447373,-0.0003934222331736,0.0012130753602832,-0.0003996489976998,0.0001691540819592
81.3830032348634,20.183099746704148,0.0001030432104016,-0.0009772754274308,0.0003116918960586,-8.613546378910542e-05
81.3830032348634,20.32312853196092,-0.0013167228316888,0.0004542954848147,-3.473628748906776e-05,-0.000241041299887
