longitude,latitude,No2_value(mol/m^2)
81.3830032348634,17.80261039733898,1.589433850313071e-05
81.3830032348634,17.942639182595755,1.6405590940848924e-05
81.3830032348634,18.08266796785253,1.673647034294845e-06
81.3830032348634,18.222696753109304,6.754960850230418e-06
81.3830032348634,18.36272553836608,1.3871349437977187e-05
81.3830032348634,18.50275432362285,4.429451291798614e-05
81.3830032348634,18.642783108879627,1.7182817828143016e-05
81.3830032348634,18.7828118941364,1.7860698790173046e-05
81.3830032348634,18.922840679393172,1.2599221008713357e-05
81.3830032348634,19.062869464649957,1.4116523743723519e-05
81.3830032348634,19.202898249906728,1.636625347600784e-05
81.3830032348634,19.342927035163505,2.605691770440899e-05
81.3830032348634,19.48295582042028,5.599335509032244e-06
81.3830032348634,19.62298460567705,1.5463465388165787e-05
81.3830032348634,19.763013390933825,2.0091973055968992e-05
81.3830032348634,19.9030421761906,5.229318503552349e-06
81.3830032348634,20.043070961447373,9.75490274868207e-06
81.3830032348634,20.183099746704148,3.81722638849169e-05
81.3830032348634,20.32312853196092,1.1035719580831937e-05
81.3830032348634,20.463157317217696,3.956452928832732e-05
81.3830032348634,20.60318610247447,7.356156402238412e-06
81.3830032348634,20.743214887731245,1.770258131728042e-05
81.3830032348634,20.88324367298802,2.8005910280626267e-05
81.3830032348634,21.0232724582448,1.2321252143010497e-05
81.3830032348634,21.16330124350157,7.458574600605061e-06
81.3830032348634,21.303330028758342,1.1450877536844928e-05
81.3830032348634,21.44335881401512,1.403831356583396e-05
81.3830032348634,21.58338759927189,1.870830419647973e-05
81.3830032348634,21.72341638452867,9.575885542290052e-07
81.3830032348634,21.863445169785443,1.5449948477908038e-05
81.3830032348634,22.003473955042217,2.5640999865572667e-06
81.3830032348634,22.14350274029899,1.4476430806098506e-05
81.3830032348634,22.28353152555577,1.0383142580394633e-05
81.3830032348634,22.42356031081254,3.76147982024122e-05
81.3830032348634,22.563589096069315,2.3809958292986266e-05
81.5230032348634,17.80261039733898,9.722131835587788e-06
81.5230032348634,17.942639182595755,1.336258810624713e-05
81.5230032348634,18.08266796785253,2.1032084987382405e-05
81.5230032348634,18.222696753109304,2.0590958229149692e-05
81.5230032348634,18.36272553836608,8.62629894982092e-06
81.5230032348634,18.50275432362285,2.4420056433882564e-05
81.5230032348634,18.642783108879627,3.9951987673703115e-06
81.5230032348634,18.7828118941364,3.1256829970516264e-05
81.5230032348634,18.922840679393172,1.5021651961433236e-05
81.5230032348634,19.062869464649957,3.4196469641756266e-05
81.5230032348634,19.202898249906728,6.478415343735833e-06
81.5230032348634,19.342927035163505,1.5289775546989404e-05
81.5230032348634,19.48295582042028,1.1763781003537588e-05
81.5230032348634,19.62298460567705,2.4968412617454305e-05
81.5230032348634,19.763013390933825,1.972860991372727e-05
81.5230032348634,19.9030421761906,7.683754665777087e-05
81.5230032348634,20.043070961447373,3.4343111110501923e-06
81.5230032348634,20.183099746704148,7.2135603659262415e-06
81.5230032348634,20.32312853196092,1.3699584087589756e-05
81.5230032348634,20.463157317217696,1.6804031474748626e-05
81.5230032348634,20.60318610247447,2.2251746486290358e-05
81.5230032348634,20.743214887731245,1.2991936273465399e-05
81.5230032348634,20.88324367298802,2.0797258912352845e-05
81.5230032348634,21.0232724582448,2.4181079425034113e-05
81.5230032348634,21.16330124350157,1.2642700312426314e-05
81.5230032348634,21.303330028758342,1.6302468793583103e-05
81.5230032348634,21.44335881401512,1.4116239071881864e-05
