longitude,latitude,So2_value(mol/m^2),So2_value(mol/m^2)
72.6506958007813,15.60459995269781,0.0006885014590807,4.39079558418598e-05
72.6506958007813,15.79933929443365,2.198099900851957e-05,-0.0005646987701766
72.6506958007813,15.99407863616949,-0.0002396685158601,7.508252747356892e-05
72.6506958007813,16.18881797790533,0.0001744414039421,-4.604424611898139e-05
72.6506958007813,16.38355731964117,0.0003907842910848,-3.361492417752743e-05
72.6506958007813,16.57829666137701,-7.225356239359826e-05,0.0001269719796255
72.6506958007813,16.77303600311285,-0.0003645348770078,0.0004708370543085
72.6506958007813,16.96777534484869,0.0001719479769235,-0.0003851686487905
72.6506958007813,17.16251468658453,0.0003773883800022,0.000244735769229
72.6506958007813,17.357254028320366,0.0005517697427421,0.0002695243747439
72.6506958007813,17.551993370056206,0.0003441174631007,9.630839485907929e-05
72.6506958007813,17.746732711792045,7.210521289380267e-05,0.0002248227247036
72.6506958007813,17.941472053527885,-0.0001559050870127,0.0001968379510799
72.6506958007813,18.136211395263725,-0.0001919958594953,2.6794163204613145e-05
72.6506958007813,18.330950736999565,0.0003221796359866,7.486715730919968e-06
72.6506958007813,18.525690078735405,-0.0006815937231294,-3.742366607184522e-05
72.6506958007813,18.720429420471245,-0.0001687025360297,0.0005144961760379
72.6506958007813,18.915168762207085,-5.773063821834512e-05,0.0002826091076713
72.6506958007813,19.109908103942924,0.0005478773964568,-1.1547358553798404e-06
72.6506958007813,19.304647445678764,-4.834466380998492e-05,5.757413964602165e-05
72.6506958007813,19.499386787414604,0.0002663844497874,-1.8362688933848403e-06
72.6506958007813,19.694126129150444,0.0002206628705607,-0.000309502473101
72.6506958007813,19.88886547088628,0.000465104880277,-2.685530489543453e-05
72.6506958007813,20.08360481262212,-0.0005783595261164,-1.0385503628640436e-05
72.6506958007813,20.27834415435796,-0.0003206292167305,0.0001021664065774
72.6506958007813,20.4730834960938,0.0006973245763219,-1.195434742840007e-05
72.6506958007813,20.66782283782964,0.0018351328326389,-0.0001221739221364
72.6506958007813,20.86256217956548,4.112431270186789e-06,-0.0001683787995716
72.6506958007813,21.05730152130132,-0.0003844832535833,0.0001218504839926
72.6506958007813,21.25204086303716,-6.144943654362578e-06,0.0001961762754945
72.6506958007813,21.446780204773,0.0001932418381329,-0.0002951244241558
72.6506958007813,21.64151954650884,0.0008677392615936,-4.033629011246376e-05
72.6506958007813,21.83625888824468,9.949440936907196e-06,-7.965858821989968e-05
72.6506958007813,22.03099822998052,-0.0002755405148491,0.0001540521625429
72.8406958007813,15.60459995269781,-6.356061203405261e-05,0.000121682867757
72.8406958007813,15.79933929443365,0.0008902814006432,3.1971296721167164e-06
72.8406958007813,15.99407863616949,-0.0003776524972636,-0.0002139005810022
72.8406958007813,16.18881797790533,6.835120439063758e-05,2.093547482218128e-05
72.8406958007813,16.38355731964117,-0.0002875307691283,-2.086744279949926e-05
72.8406958007813,16.57829666137701,-0.0001570870663272,-3.472728349152021e-05
72.8406958007813,16.77303600311285,-0.0003095750289503,0.000219879715587
72.8406958007813,16.96777534484869,-0.0006161092314869,-0.0002297727769473
72.8406958007813,17.16251468658453,-2.7611175028141588e-05,0.0002016167563851
72.8406958007813,17.357254028320366,-0.0001279159914702,0.0001353678526356
72.8406958007813,17.551993370056206,-0.0002518740366213,-0.0002699946635402
72.8406958007813,17.746732711792045,-0.0004343796754255,0.0002464272547513
72.8406958007813,17.941472053527885,0.0001747481583151,8.732936294109095e-06
72.8406958007813,18.136211395263725,0.000161278003361,2.916967605415266e-05
72.8406958007813,18.330950736999565,-4.485323734115809e-05,0.0001487869449192
72.8406958007813,18.525690078735405,0.0006015382241457,0.0002801514638122
72.8406958007813,18.720429420471245,0.0002075865195365,-0.0004505381220951
72.8406958007813,18.915168762207085,1.3118232345732396e-05,-0.0002509504556655
72.8406958007813,19.109908103942924,3.599318733904511e-05,-0.000552712357603
72.8406958007813,19.304647445678764,-0.0002161973534384,-0.0001124338014051
