longitude,latitude,So2_value(mol/m^2),So2_value(mol/m^2),So2_value(mol/m^2),So2_value(mol/m^2)
72.6506958007813,15.60459995269781,0.0004541909147519,0.0001702556473901,0.0004385918437037,-0.0001672247308306
72.6506958007813,15.79933929443365,-8.53248784551397e-05,-0.0003487412177491,0.0001065333271981,-0.0002446165890432
72.6506958007813,15.99407863616949,-0.0004692665825132,,0.0001098194188671,0.0006373358191922
72.6506958007813,16.18881797790533,8.137173608702142e-06,0.0004411799600347,-0.0001219702971866,0.0004082593659404
72.6506958007813,16.38355731964117,-5.625320773106069e-05,-0.0008103179861791,0.0005920874536968,-0.0003912434040103
72.6506958007813,16.57829666137701,0.001536039984785,0.0001499184290878,-0.0001440810738131,-7.74412455939455e-06
72.6506958007813,16.77303600311285,0.0012487473431974,-0.000360780803021,4.816600994672626e-05,6.426270556403324e-05
72.6506958007813,16.96777534484869,-0.0005593283567577,0.0002221879258286,-9.388957550982012e-06,9.121331095229834e-05
72.6506958007813,17.16251468658453,0.00022253615316,-0.0002256215375382,-0.0002560510474722,6.11584255238995e-05
72.6506958007813,17.357254028320366,-0.0001938800269272,0.0003893857938237,-0.0001590501051396,0.001041303272359
72.6506958007813,17.551993370056206,0.0001223563158418,0.0004071029252372,0.000336458091624,0.000216717045987
72.6506958007813,17.746732711792045,0.000982740544714,0.0002092210779665,0.0004265461175236,8.971286297310144e-05
72.6506958007813,17.941472053527885,-0.0003040928277187,0.000210648169741,0.0001205711741931,0.000251271208981
72.6506958007813,18.136211395263725,-7.480351541744312e-06,1.0413958989374804e-05,0.0001913330925162,-0.0003001057484652
72.6506958007813,18.330950736999565,0.0003131571284029,9.569463873049244e-05,0.0002410064189461,-0.0001284803875023
72.6506958007813,18.525690078735405,-0.0002411704772384,-0.0003696445783134,-1.090758087229915e-05,-0.0003403925220482
72.6506958007813,18.720429420471245,0.0013041319325566,-0.0002428270963719,-0.0001066091135726,-7.16230133548379e-05
72.6506958007813,18.915168762207085,-0.0006699071382172,0.0011265971697866,0.0004789424710907,-0.0002269763645017
72.6506958007813,19.109908103942924,-0.0001206160522997,0.0003685303090605,-1.871359927463345e-05,-0.000321176048601
72.6506958007813,19.304647445678764,-0.0002051118208328,-0.000398365111323,-0.0001459616178181,-0.0001864528749138
72.6506958007813,19.499386787414604,7.055451715132222e-05,0.0012329429155215,-4.934309981763363e-05,-0.0002433300833217
72.6506958007813,19.694126129150444,-0.0005503585562109,-0.000366834399756,0.0004854209546465,0.0004113717877771
