longitude,latitude,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-28,2023-09-29
85.8263626098634,21.539445877075195,,0.136621817946434,0.1240303143858909,0.1286088526248932,0.1281391382217407,0.1278089880943298,0.1362026780843734,0.1404930055141449,0.1147776916623115,0.1256787031888961,0.1439370959997177,,0.1482396274805069,0.1222097724676132,0.147082507610321,0.1299171149730682,0.1230928301811218,0.1242557540535926,0.1326910853385925,0.1164329499006271,0.1247776448726654,0.1150528043508529,0.1195224747061729,0.1303020864725113,0.1206065043807029,0.1221362799406051,0.1377046555280685,0.1190239340066909,0.1269968599081039
85.8263626098634,21.66033067094519,,,0.1238498240709304,,0.1305759698152542,0.1284492760896682,0.1151636391878128,0.1390164047479629,0.1155616492033004,0.1222849413752555,0.1464554518461227,,0.1342667043209076,,0.1250127702951431,0.1374450325965881,0.1214081943035125,0.1222042813897132,0.1359723359346389,0.1322659105062484,0.1235774680972099,0.1223897710442543,0.1154474541544914,0.1276215463876724,0.130107507109642,0.1210940033197403,0.1352947056293487,0.1209051236510276,0.1379428654909134
85.8263626098634,21.78121546481518,0.1195899993181228,,0.1221566647291183,0.1265265941619873,0.127403438091278,0.1261192709207534,0.1313806921243667,0.1411271542310714,0.1248452737927436,0.1228211149573326,0.1331121176481247,0.126907542347908,0.1389827281236648,0.1209125742316246,0.1409199684858322,0.1282530725002288,0.1247020587325096,0.12226203083992,,0.1321908682584762,0.1265066415071487,0.1194111704826355,0.1200173124670982,0.12588432431221,0.1294176578521728,0.1231694966554641,0.1360516846179962,0.1194397509098053,0.1249174624681472
85.8263626098634,21.902100258685174,0.1220994964241981,0.136620432138443,0.1260134428739547,0.1204094886779785,0.1320001184940338,0.131614089012146,0.1377779245376587,0.1162782683968544,0.1238273903727531,0.1235278844833374,0.1484309732913971,0.1253905147314071,0.1327062845230102,0.1225057989358902,0.1269444972276687,0.117554135620594,0.1237440556287765,0.1237870976328849,0.1317718029022216,0.1274392008781433,0.1226786151528358,0.1167856156826019,0.1195485591888427,0.1281082332134246,0.1206064745783805,0.1204417720437049,0.1190384030342102,0.1166976317763328,0.1226876452565193
85.8263626098634,22.022985052555168,0.1239444091916084,0.1393707990646362,0.1216606721282005,0.123361736536026,0.127143308520317,0.1325494945049286,0.1336705237627029,0.1410582661628723,0.1171332746744155,0.1234239116311073,0.1258169412612915,,0.1269348561763763,0.1154702827334404,0.1253606528043747,0.140725240111351,0.1196067780256271,0.1207456067204475,0.1356157958507537,0.1236821562051773,,0.1301326155662536,0.1234879717230796,0.1269199252128601,0.1198358386754989,0.1203650087118148,0.1273511201143264,0.1239692121744155,0.1390837430953979
85.8263626098634,22.14386984642516,,0.1400751024484634,0.1223682090640068,0.1275599002838134,0.1284962594509124,0.127774566411972,,,0.1153447106480598,0.1253736317157745,0.1241969242691993,,0.1529489457607269,0.1145728379487991,0.1238915771245956,0.1171029657125473,0.1209380626678466,0.1169633939862251,0.1255823671817779,0.1153358072042465,0.1236168444156646,0.1293264627456665,0.1142306923866272,0.1199500113725662,0.1298055201768875,0.1269304156303405,,0.1193585768342018,0.1285671293735504
85.8263626098634,22.264754640295152,,0.1473420560359954,0.1267993599176406,0.1235981434583664,,0.1316740959882736,0.1249245256185531,0.1385636180639267,0.1189134120941162,0.1229069158434867,0.1453866958618164,0.1262886971235275,0.128368854522705,0.1152748465538024,0.1375481039285659,0.1179617047309875,0.123187132179737,0.1212444975972175,0.1396259516477584,0.1180186048150062,0.1250439137220382,0.1300958096981048,0.1155062615871429,0.130729928612709,0.1338304877281189,0.1247667595744133,0.126958280801773,0.1230071038007736,0.1232955977320671
85.8263626098634,22.385639434165142,0.1213640719652175,0.1322698444128036,0.1268392503261566,0.1275400072336197,0.1320468485355377,0.1259735673666,,0.1400642842054367,,0.1213424354791641,0.1241852194070816,0.1193792447447776,0.1469130367040634,0.1164700090885162,,0.1308281123638153,0.1228856071829795,0.1242332905530929,0.1230338439345359,0.1223203018307685,0.1224575862288475,0.1231319159269332,0.1195661872625351,0.1272062510251999,0.1271046549081802,0.1278351992368698,0.1297413259744644,0.1241797283291816,0.1397159099578857
85.8263626098634,22.50652422803514,0.1215409338474273,0.1337864845991134,0.1251503676176071,0.1292432695627212,,0.1283635646104812,0.1239351332187652,,0.1159000843763351,0.1218039393424987,0.1202912777662277,0.1253852993249893,0.1521618664264679,,0.1263208836317062,0.1163933202624321,0.1191596612334251,0.1224333271384239,0.1184135824441909,0.1158726587891578,0.1255321651697158,0.1259853988885879,0.1160768866539001,0.128240019083023,0.131003588438034,0.1205192506313324,0.1297396868467331,0.1213633045554161,0.1255356967449188
85.8263626098634,22.62740902190513,,0.1410153061151504,0.1256765872240066,,0.1444802284240722,0.1334668546915054,0.1268668919801712,0.1362116485834121,0.1166392266750335,0.1230334863066673,0.1203157678246498,0.1230942457914352,,0.1142478883266449,0.1425222754478454,0.1411082297563552,0.1201129779219627,0.1228944137692451,,0.1167893335223198,0.1251316666603088,0.1291315555572509,0.1195355802774429,0.1355140060186386,0.121005579829216,0.1239995881915092,0.1364948898553848,0.1162384748458862,0.1386895179748535
85.8263626098634,22.748293815775124,,,,0.1267010569572448,0.1280477643013,0.1273523718118667,0.1330504715442657,0.1262287050485611,,0.1219947263598442,,0.1290842145681381,,0.1189862415194511,0.1379843354225158,0.1213712394237518,0.1194676309823989,0.1189007461071014,0.1208942160010337,0.1197492033243179,0.1306487619876861,0.130531758069992,0.1202635169029235,0.1279778927564621,0.133406788110733,0.1210926920175552,0.1249739453196525,0.1215025931596756,0.1245875656604766
85.8263626098634,22.86917860964512,0.1214792430400848,,,0.1264534145593643,0.1304576694965362,0.1284592598676681,0.1250837743282318,0.1377911120653152,0.1156488135457038,0.1245792731642723,0.1238253340125083,,0.123278722167015,0.1166024953126907,0.1390668600797653,0.1300044655799865,0.1221450641751289,0.122869037091732,,0.1164559796452522,0.1265529990196228,0.1302832216024398,0.1144390851259231,0.1226505637168884,0.129422515630722,0.1289495527744293,0.1389346271753311,0.1224862486124038,0.1332154870033264
85.8263626098634,22.990063403515112,0.1197004541754722,,0.1268715560436248,0.1257148683071136,,,,0.1200015023350715,0.1232621297240257,,0.1333375573158264,0.1293998211622238,0.1505171358585357,0.1177631914615631,0.1251790821552276,0.1163331419229507,0.1203408986330032,,0.1281928122043609,0.1188886612653732,0.1253659576177597,0.1233591958880424,0.1149301305413246,0.1284684687852859,0.1196817457675933,0.1288316547870636,0.1273304969072342,0.121374025940895,0.1286209970712661
85.8263626098634,23.110948197385103,0.1196794509887695,0.1402333974838256,0.1335780620574951,0.1207247525453567,0.1304029822349548,0.1322194337844848,0.1241688802838325,,0.1184008494019508,0.1256907880306244,0.1233303099870681,0.1462441980838775,,0.1204221472144126,0.1491882354021072,0.1145396381616592,,0.1217783987522125,0.1361762136220932,0.1222469881176948,0.1246870309114456,0.127498373389244,0.1237618625164032,0.1327350288629531,0.1312086582183838,0.1234995424747467,0.1349392235279083,0.1212449744343757,0.1251161396503448
85.8263626098634,23.231832991255096,0.1231208890676498,0.1383636444807052,,,0.1297274231910705,0.1326880455017089,0.1335730105638504,0.1435462534427642,0.1165711656212806,,0.1350238621234893,0.1236758679151535,0.1495473682880401,0.1210871115326881,,0.1399312615394592,0.1213773936033248,0.1235563829541206,,0.1176985949277877,0.1295653283596038,0.1308971643447876,0.1151793301105499,0.1312110871076584,0.1224326938390731,0.1216548010706901,0.1187532320618629,0.1252787858247757,0.1266892105340957
85.8263626098634,23.35271778512509,0.1211003363132476,0.1368269622325897,,0.1271576136350631,,0.1306868195533752,0.1274396628141403,0.1435706168413162,0.1179482489824295,0.1231457144021987,0.1234610006213188,0.1254003494977951,,0.1250364035367965,0.1250595152378082,,0.1232538297772407,0.1165421828627586,0.1379326283931732,0.1190937608480453,0.1197301894426345,0.1321843862533569,,0.129012256860733,0.1215468049049377,0.1246498599648475,0.1360981613397598,0.1205906793475151,0.1362398862838745
85.8263626098634,23.473602578995084,0.1232521310448646,0.1376425921916961,0.1230325400829315,,0.1322072297334671,0.1332241594791412,0.1366962343454361,0.1376944184303283,0.12095707654953,0.1240728944540023,0.1248387023806572,0.1312046945095062,0.1468020975589752,,0.1299733966588974,0.115691915154457,,0.1234075129032135,0.1232417225837707,0.1159945577383041,0.1228206902742385,0.1240879520773887,0.1250038295984268,0.1260240823030471,0.1344741284847259,0.1217548102140426,0.1302396357059478,0.12144036591053,0.1248129978775978
85.8263626098634,23.594487372865075,0.1193654909729957,,0.1276506781578064,0.1227978393435478,0.1282898932695388,0.1300898194313049,,0.1388568431138992,0.1209440901875495,0.1225791200995445,,0.123078741133213,0.1311683356761932,0.1165081784129142,0.1255304366350174,0.1296011954545974,0.1228820756077766,0.1237504258751869,0.126857727766037,0.1194664314389228,0.123682677745819,0.1282983273267746,0.114405982196331,0.1285569220781326,,0.126718983054161,0.1305238008499145,0.119227185845375,0.1264021694660186
85.8263626098634,23.71537216673507,0.1202234178781509,0.1358944177627563,,0.1256000846624374,0.1318248808383941,0.12919382750988,0.1189637333154678,0.143420785665512,,0.1221692189574241,,0.1224872842431068,0.1203318610787391,0.1213688999414444,0.1270315051078796,0.1220438852906227,0.1238394379615783,0.1246905326843261,0.1283769607543945,0.1164937540888786,0.1208752691745758,0.1289775669574737,0.1190560683608055,0.1345893740653991,0.1300788819789886,0.1281035989522934,0.1356890201568603,0.1205183044075965,0.1245638057589531
85.8263626098634,23.836256960605063,0.1184720173478126,0.1401659548282623,0.1381097435951233,0.1282707750797271,0.1308130025863647,0.1322103142738342,0.1237156242132186,0.1394114345312118,0.1211498826742172,0.1249273419380188,0.1488442867994308,0.1217038258910179,,0.1151748299598693,,0.1189503595232963,0.1230701878666877,0.1245459392666816,0.132975548505783,0.1177055984735488,0.1243968605995178,0.1276376545429229,0.1121105924248695,0.127701923251152,0.130156934261322,0.1287607252597808,0.1242995634675026,0.1235651522874832,0.1387506872415542
85.8263626098634,23.957141754475053,0.12237249314785,0.1403491646051406,0.122483342885971,0.1255576163530349,0.1304620206356048,0.1328146904706955,0.1327967792749405,,0.1224980950355529,,0.1192579418420791,0.1244299113750457,0.1344122141599655,0.1197797432541847,0.1539389342069625,0.1179809346795082,0.1272806972265243,0.1225881874561309,0.1302298009395599,0.1249837502837181,0.1210545822978019,0.1283244341611862,,0.1283198744058609,0.1308316141366958,0.1217098459601402,0.1379091590642929,0.1218337044119834,0.1272920817136764
85.8263626098634,24.078026548345047,0.1185740754008293,0.1398581266403198,0.1249349191784858,0.1269420981407165,0.13082255423069,0.1369846761226654,0.1340424567461013,0.1271499246358871,0.1150286123156547,0.1226484552025795,0.1291335523128509,0.121193990111351,,0.1233203336596489,0.1432128250598907,0.1259588897228241,0.1213029474020004,0.1222841665148735,0.1332243233919143,0.123406171798706,0.1259862929582595,0.1255633234977722,0.1207152530550956,0.1341556906700134,0.1272615641355514,0.1243026182055473,0.1258022040128708,0.1222627088427543,0.1238015815615654
