longitude,latitude,So2_value(mol/m^2),So2_value(mol/m^2),So2_value(mol/m^2),So2_value(mol/m^2)
74.0543060302735,11.574480056762807,-0.0001518499484518,0.0002439957461319,0.0001566463033668,-0.000378032651497
74.0543060302735,11.714901281862954,-0.0004485373501665,-0.0002412897156318,0.0001496279728598,0.0003897306742146
74.0543060302735,11.855322506963098,-0.0003279312804806,-4.5552613300969824e-05,-4.718347918242216e-05,0.0006107025546953
74.0543060302735,11.99574373206324,0.0006508755614049,0.0002381361409788,-0.0003191416035406,-9.165386290987954e-05
74.0543060302735,12.136164957163386,1.2996730220038444e-05,0.0007660723640583,0.0006012992816977,-0.0001491570001235
74.0543060302735,12.27658618226353,-0.0005277874297462,0.000531674188096,0.0004047627735417,-0.0001324578770436
74.0543060302735,12.417007407363675,0.0002030902542173,-9.83786303550005e-05,0.0001638549147173,0.0001657966349739
74.0543060302735,12.55742863246382,-0.0003809602931141,-2.4175642465706915e-06,0.0005593433743342,0.0008054955978877
74.0543060302735,12.697849857563964,0.0001489568821853,-0.0004548740689642,-0.0006552459090016,0.0002792760496959
74.0543060302735,12.838271082664107,0.0010613624472171,0.0001359286252409,0.0001103652757592,0.0001254821254406
74.0543060302735,12.978692307764252,0.00045581892482,9.80651384452358e-05,-3.173826917191036e-05,-0.0003511520917527
74.0543060302735,13.119113532864397,2.912989839387592e-05,0.000430056505138,3.352704152348451e-05,0.0003747224691323
74.0543060302735,13.25953475796454,-0.0003574503061827,0.0006074425182305,-0.000558721832931,-0.0003701815730892
74.0543060302735,13.399955983064684,-0.0005108978948555,-0.0002269317046739,7.998535875231028e-05,-1.637778041185811e-05
74.0543060302735,13.540377208164829,3.863096935674548e-05,0.0004355217970442,-2.4949620637926276e-05,0.0005031159962527
74.0543060302735,13.680798433264972,-0.0001377380540361,0.0009618253679946,0.0001120534725487,1.5468342098756693e-05
74.0543060302735,13.821219658365118,0.0004737458948511,-0.000632774666883,-0.0001040049464791,0.0002306652459083
74.0543060302735,13.96164088346526,0.0006808952894061,7.12979890522547e-05,2.6231886295136064e-05,-0.0008261420880444
74.0543060302735,14.102062108565406,-0.0003262265236116,0.000592652533669,0.0010291094658896,2.7444630177342333e-05
74.0543060302735,14.24248333366555,0.0001532936148578,-0.0002737318573053,0.0001203926949528,0.0003801154962275
74.0543060302735,14.382904558765697,0.0003275414637755,0.0003619279596023,-6.50124202365987e-05,-0.0002828440337907
74.0543060302735,14.52332578386584,6.238670175662264e-05,-0.0001249049673788,-0.0001862351782619,2.3351938125415472e-06
74.0543060302735,14.663747008965984,0.000433133856859,9.380659321323036e-05,-0.0003492412506602,0.0001355850836262
74.0543060302735,14.804168234066127,0.000864771194756,0.0007213652716018,-1.9656090444186702e-05,0.0011707593221217
74.0543060302735,14.944589459166272,-0.0001920304493978,0.0004706662730313,0.0002979132696054,-0.0001817978336475
74.0543060302735,15.085010684266416,-0.0001769149384927,4.9681650125421584e-05,0.0002783689124044,-0.000132250090246
74.0543060302735,15.22543190936656,-7.343750621657819e-05,0.0005500015686266,-0.0001779552112566,0.0002869723248295
74.0543060302735,15.365853134466704,1.2092715223843696e-05,-0.0008823279640637,-0.0004800301394425,-0.0006613907171413
74.0543060302735,15.506274359566849,-1.1566843568289188e-05,-0.0010239126859232,-0.0001417978201061,6.067326103220694e-05
74.0543060302735,15.646695584666992,-0.0001085078110918,-0.0003348207101225,-6.99480006005615e-05,-2.2324538804241456e-05
74.0543060302735,15.787116809767138,0.0005159261636435,0.0004896166501566,-0.0001168673989013,-0.0008081109845079
74.0543060302735,15.927538034867284,-0.0003573744324967,0.0002436738141113,0.0003208318084944,-0.0008586244075559
74.0543060302735,16.067959259967427,-0.0003213374293409,-0.0003286749997641,-0.0001726906193653,-4.909491326543503e-05
74.0543060302735,16.208380485067572,-0.0011491053737699,0.0012514910195022,-2.8663807825068943e-05,-2.378208228037693e-05
74.0543060302735,16.348801710167713,0.0001687512703938,-0.0006653071613982,0.0002590302028693,-0.00159245764371
74.0543060302735,16.48922293526786,0.0002187236532336,,0.0004556920030154,-0.0001149720701505
74.0543060302735,16.629644160368002,0.0004893984296359,0.0005543535226024,-3.394496161490679e-05,0.0004183803685009
74.0543060302735,16.770065385468147,0.0003582339268177,-0.0004714059468824,0.0007250589551404,-0.0002262340422021
74.0543060302735,16.91048661056829,0.000520598841831,-0.0001518168137408,8.389742106373888e-06,0.000206492957659
74.0543060302735,17.050907835668436,0.0002349827263969,-0.0003759782703127,5.7539193221600726e-05,-0.0003881492593791
74.0543060302735,17.19132906076858,-0.0009124625939875,7.387208370346343e-06,-0.0003802873252425,-0.0004719340067822
74.0543060302735,17.331750285868726,0.0004099370562471,-0.0003679187502712,0.0003652157029137,-0.0005371504230424
74.0543060302735,17.47217151096887,0.0007172359619289,4.920412175124511e-05,7.977968198247254e-05,6.775760994059965e-05
74.0543060302735,17.612592736069015,0.0004475123132579,0.0001263588637812,0.0005159891443327,8.045650611165911e-05
74.0543060302735,17.75301396116916,-9.035565017256886e-05,-0.000107370346086,0.0003624995588324,-0.0001278707932215
74.0543060302735,17.8934351862693,-0.0003259160730522,0.0005714640719816,5.904958743485622e-05,-0.0030474530067294
74.0543060302735,18.033856411369445,0.0004365334461908,-9.249750291928648e-05,-0.0002123707672581,-1.8708293509916984e-06
74.0543060302735,18.17427763646959,-0.0001991537428693,2.128384767274838e-05,1.9076178432442248e-05,0.0001625894656172
74.0543060302735,18.31469886156973,3.396483953110874e-05,0.0001305396435782,9.81474804575555e-05,0.0008574895909987
