longitude,latitude,Hcho_value(mol/m^2),Hcho_value(mol/m^2),Hcho_value(mol/m^2)
81.3830032348634,17.80261039733898,2.6928652005153708e-05,0.0001075222971849,0.0002143606398021
81.3830032348634,17.942639182595755,-2.442097684252076e-05,0.0001274503738386,-1.489653095632093e-05
81.3830032348634,18.08266796785253,5.4564839956583455e-05,0.0001401940389769,0.0001191818955703
81.3830032348634,18.222696753109304,,5.407478238339536e-05,-0.0001397900050505
81.3830032348634,18.36272553836608,0.0002113686641678,6.0403242969186977e-05,
81.3830032348634,18.50275432362285,0.0002182530442951,1.8825108782039024e-05,9.203469380736352e-05
81.3830032348634,18.642783108879627,-4.855328006669879e-05,0.0001800961326807,-0.000135431822855
81.3830032348634,18.7828118941364,9.708594006951898e-05,0.0001545699051348,-6.688794201181736e-06
81.3830032348634,18.922840679393172,4.545198862615507e-06,4.546454511000775e-05,0.0001071936785592
81.3830032348634,19.062869464649957,,1.0850857506738976e-05,3.402272341190837e-05
81.3830032348634,19.202898249906728,0.0001150004245573,0.000115554597869,6.5218619056395255e-06
81.3830032348634,19.342927035163505,0.0001378579472657,0.0001061942894011,5.005289131077007e-05
81.3830032348634,19.48295582042028,8.711100235814229e-05,0.000269005075097,-5.478300590766594e-05
81.3830032348634,19.62298460567705,5.672884799423628e-05,3.095311330980621e-05,0.0001663891162024
81.3830032348634,19.763013390933825,8.861026435624808e-05,0.0002233730338048,0.0004276090767234
81.3830032348634,19.9030421761906,0.0001733789831632,8.413900650339201e-05,0.0005595264956355
81.3830032348634,20.043070961447373,0.0001429699768777,6.176111492095515e-05,0.0001116495841415
81.3830032348634,20.183099746704148,7.010543049545959e-05,-8.393463940592483e-05,9.666639925853817e-06
81.3830032348634,20.32312853196092,8.147059270413592e-05,0.0002261191402794,0.0005145841278135
81.3830032348634,20.463157317217696,-0.0001467662659706,9.009002678794786e-05,0.0011100567644461
81.3830032348634,20.60318610247447,0.0002574925601948,4.43301432824228e-05,0.0001174709395854
81.3830032348634,20.743214887731245,3.888189530698583e-05,7.57679736125283e-05,0.0003336324589326
81.3830032348634,20.88324367298802,0.0001545572886243,,9.944669000105932e-05
81.3830032348634,21.0232724582448,-5.544070882024244e-05,0.0001504963147453,9.209924610331656e-05
81.3830032348634,21.16330124350157,-6.699729419779032e-05,5.608616993413307e-05,0.0007437951280735
81.3830032348634,21.303330028758342,9.385422163177282e-05,-7.230445044115186e-05,0.0004371791437733
81.3830032348634,21.44335881401512,-0.0001378813904011,0.0002086178719764,0.0001025029996526
81.3830032348634,21.58338759927189,0.0002603457251098,-4.270742920198245e-06,5.993359809508547e-05
81.3830032348634,21.72341638452867,0.0001542271347716,0.0001754285622155,1.990826967812609e-05
81.3830032348634,21.863445169785443,-1.2017220797133632e-05,4.999932934879325e-05,0.00046794328955
81.3830032348634,22.003473955042217,0.00016147387214,-2.6901765522779897e-05,6.134825525805354e-05
81.3830032348634,22.14350274029899,0.0001036359462887,1.315781264565885e-05,0.0001376438012812
81.3830032348634,22.28353152555577,,0.000208264493267,4.497523605095921e-06
81.3830032348634,22.42356031081254,7.619844109285623e-05,-1.989486372622196e-05,0.0004131035821046
81.3830032348634,22.563589096069315,0.0002745757228694,6.947465590201318e-05,0.0001032881627907
81.5230032348634,17.80261039733898,7.014095899648964e-05,7.089666905812919e-05,7.661961717531085e-05
81.5230032348634,17.942639182595755,6.194460002006963e-05,1.9396482002775883e-06,3.523552732076496e-05
81.5230032348634,18.08266796785253,0.0001090744772227,0.0004658400721382,8.813962631393224e-05
81.5230032348634,18.222696753109304,-4.861741399508901e-05,7.645561709068716e-05,8.952194912126288e-05
81.5230032348634,18.36272553836608,,7.549545989604667e-05,0.0003163430374115
81.5230032348634,18.50275432362285,-8.823932148516178e-05,8.272662671515718e-05,1.218086799781304e-05
81.5230032348634,18.642783108879627,,9.16856006369926e-05,0.0001188265814562
81.5230032348634,18.7828118941364,9.798047540243716e-05,2.4132550606736917e-05,-9.335473441751674e-05
81.5230032348634,18.922840679393172,0.0001205312655656,8.522426651325077e-05,0.0002230764366686
81.5230032348634,19.062869464649957,,0.0001518730714451,0.0002600510488264
81.5230032348634,19.202898249906728,0.0003936749708373,0.0001867013634182,0.000154559398652
81.5230032348634,19.342927035163505,0.0002334088203497,,2.7461748686619103e-05
81.5230032348634,19.48295582042028,-2.7509533992997603e-06,0.0001344450283795,0.0001925871620187
81.5230032348634,19.62298460567705,0.0002280828484799,-2.978956399601884e-05,0.000432054977864
81.5230032348634,19.763013390933825,0.0001481742365285,0.0001951864396687,0.0001276029361179
81.5230032348634,19.9030421761906,4.77609719382599e-05,0.0001381235924782,
81.5230032348634,20.043070961447373,-1.5819981854292564e-05,0.0001550918386783,0.000614701770246
81.5230032348634,20.183099746704148,8.419880759902298e-05,,0.0002054191427305
81.5230032348634,20.32312853196092,6.338138337014243e-05,7.669022306799889e-05,0.0002295027370564
81.5230032348634,20.463157317217696,6.89315629642806e-06,0.0001265183527721,0.0002522517752368
81.5230032348634,20.60318610247447,,0.0001719291467452,-1.8502571037970483e-05
81.5230032348634,20.743214887731245,-4.934784374199808e-05,0.0001156720463768,0.0001214121293742
81.5230032348634,20.88324367298802,8.521606650901958e-05,0.000110275352199,0.000160370604135
81.5230032348634,21.0232724582448,,0.00019376417913,0.0003876216069329
81.5230032348634,21.16330124350157,-7.872020069044083e-05,8.191290544345975e-05,-6.845562893431634e-05
81.5230032348634,21.303330028758342,1.3810681593895424e-05,7.15003116056323e-05,0.0002707610547076
