longitude,latitude,No2_value(mol/m^2)
81.3830032348634,17.80261039733898,5.235888693277957e-06
81.3830032348634,17.942639182595755,
81.3830032348634,18.08266796785253,2.188778125855606e-06
81.3830032348634,18.222696753109304,4.346757176421079e-09
81.3830032348634,18.36272553836608,6.1423297665896825e-06
81.3830032348634,18.50275432362285,1.814530151023064e-06
81.3830032348634,18.642783108879627,1.2000097058262329e-06
81.3830032348634,18.7828118941364,7.285674655577168e-06
81.3830032348634,18.92284067939317,1.1112560969195329e-05
81.3830032348634,19.06286946464996,-1.3058175909463898e-06
81.3830032348634,19.202898249906728,1.2312607395870144e-05
81.3830032348634,19.342927035163505,2.2039444047550205e-06
81.3830032348634,19.48295582042028,
81.3830032348634,19.62298460567705,3.4395375223539304e-06
81.3830032348634,19.763013390933825,1.399004668201087e-05
81.3830032348634,19.9030421761906,
81.3830032348634,20.043070961447373,4.161475771979895e-06
81.3830032348634,20.183099746704148,7.3643764153530356e-06
81.3830032348634,20.32312853196092,1.0447096428833902e-05
81.3830032348634,20.463157317217696,1.4965798982302658e-05
81.3830032348634,20.60318610247447,
81.3830032348634,20.743214887731245,5.500024599314202e-06
81.3830032348634,20.88324367298802,
81.3830032348634,21.0232724582448,
81.3830032348634,21.16330124350157,
81.3830032348634,21.303330028758342,8.332487595907878e-06
81.3830032348634,21.44335881401512,
81.3830032348634,21.58338759927189,7.5610778367263265e-06
81.3830032348634,21.72341638452867,-2.315290657861624e-06
81.3830032348634,21.863445169785443,0.0001676536048762
81.3830032348634,22.003473955042217,
81.3830032348634,22.14350274029899,
81.3830032348634,22.28353152555577,2.817423410306219e-05
81.3830032348634,22.42356031081254,8.886362593329977e-06
81.3830032348634,22.563589096069315,1.1024139894288965e-05
81.5230032348634,17.80261039733898,2.0020644342366722e-07
81.5230032348634,17.942639182595755,9.85353563009994e-06
81.5230032348634,18.08266796785253,9.499188308836892e-06
81.5230032348634,18.222696753109304,5.998092092340812e-06
81.5230032348634,18.36272553836608,-9.321854122390503e-06
81.5230032348634,18.50275432362285,
81.5230032348634,18.642783108879627,
81.5230032348634,18.7828118941364,1.3485449926520232e-05
81.5230032348634,18.92284067939317,6.738810043316335e-06
81.5230032348634,19.06286946464996,1.5704406905570067e-05
81.5230032348634,19.202898249906728,8.080721158876258e-07
81.5230032348634,19.342927035163505,1.203374267788604e-05
81.5230032348634,19.48295582042028,8.031939614738803e-06
81.5230032348634,19.62298460567705,8.391532901441678e-06
81.5230032348634,19.763013390933825,1.0629285497998351e-05
81.5230032348634,19.9030421761906,
81.5230032348634,20.043070961447373,
81.5230032348634,20.183099746704148,-1.31200692976563e-07
81.5230032348634,20.32312853196092,1.2609273653652052e-05
81.5230032348634,20.463157317217696,1.3444278010865672e-05
81.5230032348634,20.60318610247447,5.983454684610479e-06
81.5230032348634,20.743214887731245,4.436396466189763e-06
81.5230032348634,20.88324367298802,2.1514583750104066e-06
81.5230032348634,21.0232724582448,
81.5230032348634,21.16330124350157,2.0212030449329177e-06
81.5230032348634,21.303330028758342,1.8069074940285645e-05
81.5230032348634,21.44335881401512,-1.2635666280402802e-05
81.5230032348634,21.58338759927189,7.262368399096886e-06
81.5230032348634,21.72341638452867,1.1278894817223772e-05
81.5230032348634,21.863445169785443,5.280262485030107e-06
81.5230032348634,22.003473955042217,
81.5230032348634,22.14350274029899,8.609053111285903e-06
81.5230032348634,22.28353152555577,
81.5230032348634,22.42356031081254,
81.5230032348634,22.563589096069315,-2.001347638724837e-06
81.6630032348634,17.80261039733898,8.85750796442153e-06
81.6630032348634,17.942639182595755,4.454564077605028e-06
81.6630032348634,18.08266796785253,1.691562465566676e-05
81.6630032348634,18.222696753109304,-6.259619112825021e-06
81.6630032348634,18.36272553836608,6.531925919261994e-06
81.6630032348634,18.50275432362285,
81.6630032348634,18.642783108879627,
81.6630032348634,18.7828118941364,-7.112827461241977e-06
81.6630032348634,18.92284067939317,1.3259012121125124e-05
81.6630032348634,19.06286946464996,5.446604063763516e-06
81.6630032348634,19.202898249906728,3.641931243691943e-06
81.6630032348634,19.342927035163505,3.744081368495245e-06
81.6630032348634,19.48295582042028,1.890775138235768e-06
81.6630032348634,19.62298460567705,
81.6630032348634,19.763013390933825,1.678352418821305e-05
81.6630032348634,19.9030421761906,9.031751687871292e-06
81.6630032348634,20.043070961447373,9.566481821821071e-06
81.6630032348634,20.183099746704148,
81.6630032348634,20.32312853196092,1.0638125786499586e-05
81.6630032348634,20.463157317217696,1.0283540177624673e-05
81.6630032348634,20.60318610247447,3.4400904951326083e-06
81.6630032348634,20.743214887731245,9.891772606351878e-06
