date,threshold_value
2023-09-01,0.12232888929984144
2023-09-02,0.13810851226467227
2023-09-03,0.12633211459995297
2023-09-04,0.1254260786075398
2023-09-05,0.13153471672613043
2023-09-06,0.13230778803678195
2023-09-07,0.1311088094525799
2023-09-08,0.1368018109904657
2023-09-09,0.1188618854056437
2023-09-10,0.12208591896232943
2023-09-11,0.13405158949903967
2023-09-12,0.12916594060199393
2023-09-13,0.140378445902696
2023-09-14,0.11890652300303106
2023-09-15,0.1380485110732702
2023-09-16,0.12180760681915738
2023-09-17,0.12275397904104426
2023-09-18,0.1215782097354291
2023-09-19,0.12823230679882744
2023-09-20,0.11888366623562414
2023-09-21,0.12440473000846869
2023-09-22,0.12146210916079646
2023-09-23,0.12005726726190505
2023-09-24,0.12791032118255646
2023-09-25,0.12569937279950527
2023-09-26,0.12457056810683846
2023-09-27,0.13063637034950887
2023-09-28,0.12131741297424421
2023-09-29,0.12914325716905292
