longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
72.6506958007813,15.60459995269781,2.918613290603389e-06,0.000102798177977
72.6506958007813,15.79933929443365,1.6270340665869298e-06,2.174315341108013e-05
72.6506958007813,15.99407863616949,-1.890631324386049e-06,-6.532588940899586e-06
72.6506958007813,16.18881797790533,1.0499855306989048e-05,
72.6506958007813,16.38355731964117,1.0045051567431074e-05,1.7993943401961587e-05
72.6506958007813,16.57829666137701,3.389919356777682e-06,1.0663696230039932e-05
72.6506958007813,16.77303600311285,9.47762600844726e-06,2.762125950539485e-05
72.6506958007813,16.96777534484869,2.7811511245090514e-06,1.396315019519534e-05
72.6506958007813,17.16251468658453,-8.825418262858875e-06,6.362163549056277e-05
72.6506958007813,17.357254028320366,-1.370232780573133e-06,1.7424708858015947e-05
72.6506958007813,17.551993370056206,8.25063580123242e-06,9.122181836573873e-06
72.6506958007813,17.746732711792045,1.5678268027841114e-05,2.271031371492427e-05
72.6506958007813,17.941472053527885,1.4182832273945678e-05,1.4228091458790004e-05
72.6506958007813,18.136211395263725,9.446781405131333e-06,1.4455254131462423e-05
72.6506958007813,18.330950736999565,-5.103409421280958e-06,3.9435297367163e-05
72.6506958007813,18.525690078735405,-6.9982143031666055e-06,1.0135549018741584e-05
72.6506958007813,18.720429420471245,7.902888683020137e-06,1.513298866484547e-05
72.6506958007813,18.915168762207085,9.160176546174624e-07,2.3543971110484563e-05
72.6506958007813,19.109908103942924,3.856276634905953e-06,1.905692988657393e-05
72.6506958007813,19.304647445678764,7.424779141729232e-06,
72.6506958007813,19.499386787414604,1.6950434655882418e-05,2.15313757507829e-05
72.6506958007813,19.694126129150444,-1.0366173228248954e-05,4.604977948474698e-05
72.6506958007813,19.88886547088628,-3.0648716347059235e-06,2.3602031433256343e-05
72.6506958007813,20.08360481262212,4.976457603333984e-06,2.633407711982727e-05
72.6506958007813,20.27834415435796,6.733474947395735e-06,1.4284686585597228e-05
