longitude,latitude,O3_value(mol/m^2),O3_value(mol/m^2)
74.0543060302735,11.574480056762807,0.131468579173088,0.1195381805300712
74.0543060302735,11.714901281862954,0.122369185090065,0.1222336292266845
74.0543060302735,11.855322506963098,0.1363731920719146,0.1187597140669822
74.0543060302735,11.99574373206324,0.1371248215436935,0.1199960187077522
74.0543060302735,12.136164957163386,0.126596063375473,0.1274657398462295
74.0543060302735,12.27658618226353,0.1206120178103447,0.1263323873281479
74.0543060302735,12.417007407363675,0.1283428072929382,0.1244909539818763
74.0543060302735,12.55742863246382,0.1354380548000335,0.1288918256759643
74.0543060302735,12.697849857563964,0.1374717056751251,0.1273805648088455
74.0543060302735,12.838271082664107,0.1360504776239395,0.1217052191495895
74.0543060302735,12.978692307764252,0.1288841366767883,0.1201635524630546
74.0543060302735,13.119113532864397,0.1317733526229858,0.1216290071606636
74.0543060302735,13.25953475796454,0.1232872232794761,0.1215015798807144
74.0543060302735,13.399955983064684,0.1397044509649276,0.123529739677906
74.0543060302735,13.540377208164829,0.1324742883443832,0.1248191073536872
74.0543060302735,13.680798433264972,0.1338277757167816,0.1246461421251297
74.0543060302735,13.821219658365118,0.135437324643135,0.1239204630255699
74.0543060302735,13.96164088346526,0.1260996758937835,0.123601533472538
74.0543060302735,14.102062108565406,0.1306246668100357,0.1249428912997245
74.0543060302735,14.24248333366555,0.1341907978057861,0.1181924194097518
74.0543060302735,14.382904558765697,0.131234809756279,0.1259719282388687
74.0543060302735,14.52332578386584,0.1313627362251281,0.1240722835063934
74.0543060302735,14.663747008965984,0.1315552145242691,0.1255641728639602
74.0543060302735,14.804168234066127,0.1286428719758987,0.1223078668117523
74.0543060302735,14.944589459166272,0.1290236562490463,0.1223677322268486
74.0543060302735,15.085010684266416,0.1324852257966995,
74.0543060302735,15.22543190936656,0.1275155246257782,0.1257530301809311
74.0543060302735,15.365853134466704,,0.1237051710486412
74.0543060302735,15.506274359566849,0.1363627612590789,0.123586855828762
74.0543060302735,15.646695584666992,0.1325896084308624,0.1234499961137771
74.0543060302735,15.787116809767138,0.1264412105083465,0.1264026910066604
74.0543060302735,15.927538034867284,0.1293050795793533,0.12515190243721
74.0543060302735,16.067959259967427,0.1184240207076072,0.1239452362060546
74.0543060302735,16.208380485067572,0.1300221234560012,0.1234928965568542
74.0543060302735,16.348801710167713,0.1316419094800949,0.1193657740950584
74.0543060302735,16.48922293526786,0.1328496038913726,0.1273455321788787
74.0543060302735,16.629644160368002,0.1265890598297119,0.1261589527130127
74.0543060302735,16.770065385468147,0.1210857257246971,
74.0543060302735,16.91048661056829,0.1368460059165954,
74.0543060302735,17.050907835668436,0.1179045513272285,
74.0543060302735,17.19132906076858,0.1302329450845718,0.1249233335256576
74.0543060302735,17.331750285868726,0.1208606362342834,0.1236602962017059
74.0543060302735,17.47217151096887,0.1218303218483924,0.1255442500114441
74.0543060302735,17.612592736069015,0.1337514370679855,0.1240467056632042
74.0543060302735,17.75301396116916,0.1283974647521972,0.1251954138278961
74.0543060302735,17.8934351862693,0.1318825930356979,0.1236371323466301
74.0543060302735,18.033856411369445,0.1362903267145156,0.1250555515289306
74.0543060302735,18.17427763646959,0.1243117228150367,
74.0543060302735,18.31469886156973,0.1223047375679016,
74.0543060302735,18.45512008666988,0.1178525164723396,0.1237226352095604
74.1943060302735,11.574480056762807,0.1335690915584564,0.1242697611451149
74.1943060302735,11.714901281862954,0.1488296836614608,0.1226836368441581
74.1943060302735,11.855322506963098,0.1354435384273529,0.1283805221319198
74.1943060302735,11.99574373206324,0.1324557512998581,0.1254619359970092
74.1943060302735,12.136164957163386,0.1358478367328643,0.1266858577728271
74.1943060302735,12.27658618226353,0.1361425966024398,0.1192114278674125
74.1943060302735,12.417007407363675,0.1291239857673645,0.1229936182498931
74.1943060302735,12.55742863246382,0.1390414237976074,0.1248875856399536
74.1943060302735,12.697849857563964,0.1363915055990219,0.1223737895488739
74.1943060302735,12.838271082664107,0.132557988166809,0.1245728433132171
74.1943060302735,12.978692307764252,0.1282905489206314,0.1237465068697929
74.1943060302735,13.119113532864397,0.1358212232589721,0.1242162808775901
74.1943060302735,13.25953475796454,0.128827765583992,0.1249833106994628
74.1943060302735,13.399955983064684,0.1349000930786132,0.1238194778561592
74.1943060302735,13.540377208164829,0.12718565762043,0.1228712126612663
74.1943060302735,13.680798433264972,0.132071778178215,0.1240851953625679
74.1943060302735,13.821219658365118,0.1336411088705063,0.1254423707723617
74.1943060302735,13.96164088346526,0.1311394274234771,0.1242509335279464
74.1943060302735,14.102062108565406,0.1331479847431183,0.1292289346456527
74.1943060302735,14.24248333366555,0.1308220773935318,0.1256900876760482
74.1943060302735,14.382904558765697,0.1308497637510299,0.1245643496513366
74.1943060302735,14.52332578386584,0.1342504173517227,0.1256395131349563
74.1943060302735,14.663747008965984,0.1344777345657348,0.1233609691262245
74.1943060302735,14.804168234066127,0.1327808499336242,0.12381412088871
74.1943060302735,14.944589459166272,0.1293459385633468,0.1271416097879409
74.1943060302735,15.085010684266416,0.1314876973628997,0.1234374195337295
74.1943060302735,15.22543190936656,0.1306831985712051,0.1258869618177414
74.1943060302735,15.365853134466704,0.1371569484472274,0.1244876831769943
74.1943060302735,15.506274359566849,0.1348312497138977,0.1221485286951065
74.1943060302735,15.646695584666992,0.11951345205307,0.1241161748766899
74.1943060302735,15.787116809767138,0.1345166116952896,0.1237941905856132
74.1943060302735,15.927538034867284,0.1292389780282974,0.1264232844114303
74.1943060302735,16.067959259967427,0.13267382979393,0.1260632574558258
74.1943060302735,16.208380485067572,0.1181703731417656,0.1232438385486602
74.1943060302735,16.348801710167713,0.1336197853088379,0.1251537799835205
74.1943060302735,16.48922293526786,0.1371355503797531,0.1239410191774368
74.1943060302735,16.629644160368002,0.1192818060517311,0.123641699552536
74.1943060302735,16.770065385468147,0.1383419930934906,0.1244270056486129
