date,threshold_value
2023-09-01,0.02809266583565216
2023-09-02,0.03890524378236659
2023-09-03,0.03392873452714524
2023-09-04,0.03522332211788812
2023-09-05,0.03220135362621311
2023-09-06,0.033163012658816625
2023-09-07,0.03405692767832544
2023-09-08,0.03515008260111771
2023-09-09,0.036151072834974166
2023-09-10,0.0330307788142691
2023-09-11,0.03145750839491002
2023-09-12,0.0344607545824709
2023-09-13,0.03294184937070191
2023-09-14,0.03597843513729658
2023-09-15,0.03514679269141682
2023-09-16,0.03365774469796198
2023-09-17,0.029924900090888426
2023-09-18,0.03227243405284288
2023-09-19,0.03515798318219857
2023-09-20,0.03309297297922653
2023-09-21,0.0349450098650822
2023-09-22,0.03049892250578811
2023-09-23,0.032484685298159066
2023-09-24,0.03329777583703022
2023-09-25,0.034259869446011906
2023-09-26,0.03318236349444141
2023-09-27,0.032737835992974536
2023-09-28,0.03153265808941791
2023-09-29,0.03494499658514595
2023-09-30,0.035285614669756465
