longitude,latitude,O3_value(mol/m^2),O3_value(mol/m^2)
76.83291625976568,28.408460617065373,0.1213017404079437,0.1214481517672538
76.83291625976568,28.42206208365299,0.1206913739442825,0.1216267421841621
76.83291625976568,28.435663550240605,0.1212719902396202,0.1218222007155418
76.83291625976568,28.44926501682822,0.1205271929502487,0.12382073700428
76.83291625976568,28.46286648341584,0.1223709136247634,0.1256550550460815
76.83291625976568,28.476467950003453,0.1203357726335525,0.1231530755758285
76.83291625976568,28.49006941659107,0.1169746443629264,0.1224384382367134
76.83291625976568,28.503670883178685,0.1192030385136604,0.126218169927597
76.83291625976568,28.5172723497663,0.1175291165709495,0.1243911534547805
76.83291625976568,28.53087381635392,0.1152639016509056,0.1212537437677383
76.83291625976568,28.544475282941534,0.1217343136668205,0.1305098384618759
76.83291625976568,28.55807674952915,0.1233245283365249,0.1256884783506393
76.83291625976568,28.57167821611677,0.1171937957406044,0.1220278292894363
76.83291625976568,28.585279682704385,0.1224536895751953,0.1250632405281067
76.83291625976568,28.598881149292,0.1173521280288696,0.121644839644432
76.83291625976568,28.61248261587961,0.1162816733121872,0.1245942115783691
76.83291625976568,28.62608408246723,,0.1353911608457565
76.83291625976568,28.63968554905485,0.1238545328378677,0.1221006736159324
76.83291625976568,28.653287015642466,0.1229160279035568,0.1241136938333511
76.83291625976568,28.66688848223008,0.1184394806623458,0.1351102143526077
76.83291625976568,28.68048994881769,0.117951288819313,0.126681312918663
76.83291625976568,28.69409141540531,0.1210445463657379,
76.83291625976568,28.707692881992926,0.1226916089653968,0.1253675371408462
76.83291625976568,28.721294348580543,0.1160013303160667,0.1241675689816474
76.83291625976568,28.73489581516816,0.1163835898041725,0.124412328004837
76.83291625976568,28.74849728175577,0.1243078038096427,
76.83291625976568,28.76209874834339,0.1219561621546745,
76.83291625976568,28.775700214931007,0.1238362938165664,
76.83291625976568,28.789301681518623,0.1217536851763725,0.1235512346029281
76.83291625976568,28.80290314810624,0.1227718517184257,0.1261291950941085
76.83291625976568,28.81650461469385,0.1171546578407287,0.1243040114641189
76.83291625976568,28.83010608128147,0.1161034554243087,0.1262068152427673
76.83291625976568,28.843707547869087,0.1163030117750167,0.1239173039793968
76.83291625976568,28.857309014456703,0.1167847216129303,0.1251700222492218
76.83291625976568,28.87091048104432,0.1233751103281974,0.1264925152063369
76.83291625976568,28.884511947631932,0.1161781400442123,0.1222110986709594
76.84631625976569,28.408460617065373,0.1235635131597518,0.1262805610895156
76.84631625976569,28.42206208365299,0.1242752373218536,0.1220558881759643
76.84631625976569,28.435663550240605,0.1238539740443229,
76.84631625976569,28.44926501682822,,0.1275365650653839
76.84631625976569,28.46286648341584,0.1236118227243423,0.1267788708209991
