longitude,latitude,Hcho_value(mol/m^2)
76.22574615478533,8.076525688171444,0.0001416803279425
76.22574615478533,8.21655300336012,-5.504051659954712e-05
76.22574615478533,8.356580318548797,-1.0728909728641156e-05
76.22574615478533,8.496607633737474,-0.0001934995234478
76.22574615478533,8.636634948926151,0.0001421162014594
76.22574615478533,8.776662264114828,7.725457544438541e-05
76.22574615478533,8.916689579303505,0.0002798989298753
76.22574615478533,9.05671689449218,-0.0001880397612694
76.22574615478533,9.196744209680856,9.274525655200704e-05
76.22574615478533,9.336771524869532,0.0003345426230225
76.22574615478533,9.47679884005821,1.2107060683774762e-05
76.22574615478533,9.616826155246889,7.551824819529429e-05
76.22574615478533,9.756853470435564,0.0002471140760462
76.22574615478533,9.89688078562424,0.0001084403338609
76.22574615478533,10.036908100812918,-6.0335220041451976e-05
76.22574615478533,10.176935416001594,-3.9528134948341176e-05
76.22574615478533,10.316962731190271,0.0002717870229389
76.22574615478533,10.456990046378948,0.0001376405562041
76.22574615478533,10.597017361567625,5.639309165417217e-05
76.22574615478533,10.737044676756302,4.537924905889668e-05
76.22574615478533,10.877071991944977,0.0001110842931666
76.22574615478533,11.017099307133654,4.705846004071645e-05
76.22574615478533,11.15712662232233,
76.22574615478533,11.297153937511007,-2.387300628470257e-05
76.22574615478533,11.437181252699684,7.217270467663184e-05
76.22574615478533,11.57720856788836,-3.796488817897625e-05
76.22574615478533,11.717235883077038,0.0001236510288435
76.22574615478533,11.857263198265716,0.0003389134944882
76.22574615478533,11.997290513454391,-4.2302293877583e-05
76.22574615478533,12.137317828643068,0.0001340473390882
76.22574615478533,12.277345143831743,-6.026186383678578e-05
76.22574615478533,12.41737245902042,-3.152879799017683e-05
76.22574615478533,12.5573997742091,-3.053136242670007e-05
76.22574615478533,12.697427089397774,-8.874563354765996e-05
76.22574615478533,12.837454404586452,0.0003359992406331
76.22574615478533,12.977481719775128,0.0002371677255723
76.22574615478533,13.117509034963804,-2.022659282374661e-05
76.22574615478533,13.25753635015248,2.9311155230971053e-05
76.22574615478533,13.397563665341158,0.0001409460237482
76.22574615478533,13.537590980529837,3.320632822578773e-05
76.36574615478533,8.076525688171444,-2.5547537006787024e-05
