longitude,latitude,So2_value(mol/m^2),So2_value(mol/m^2),So2_value(mol/m^2)
85.8263626098634,21.539445877075195,-0.0003656662011053,-0.0008383551030419,
85.8263626098634,21.66033067094519,-0.0004348919028416,0.0005683239432983,
85.8263626098634,21.78121546481518,-0.0011544695589691,0.0002597926359158,-0.0003037752467207
85.8263626098634,21.902100258685174,-0.0005378062487579,0.0018144790083169,-7.64502055972116e-06
85.8263626098634,22.022985052555168,0.0002768633712548,0.0013428539969027,
85.8263626098634,22.14386984642516,-0.0006512241088785,0.0006785817095078,
85.8263626098634,22.264754640295152,0.0001949521683854,-5.384047835832462e-05,0.0001050361024681
85.8263626098634,22.385639434165142,-0.0006547000375576,0.0005102708237245,3.6792276659980416e-05
85.8263626098634,22.50652422803514,0.0002348120178794,0.0002479678078088,-0.0001039439375745
85.8263626098634,22.62740902190513,-0.0006543411291204,0.0005095605738461,-0.000476811081171
85.8263626098634,22.748293815775124,,0.000717889459338,0.000141353579238
85.8263626098634,22.86917860964512,-9.519587911199778e-05,0.0002990729699376,
85.8263626098634,22.990063403515112,-0.0003751732001546,-0.0004930769791826,-0.0001210588379763
85.8263626098634,23.110948197385103,,7.750923396088183e-05,-0.0003676184569485
85.8263626098634,23.231832991255096,5.9230136685073376e-05,0.000423861463787,-1.372075166727882e-05
85.8263626098634,23.35271778512509,-0.0002824135590344,-0.0007154688937589,-0.0001783410116331
85.8263626098634,23.473602578995084,,0.0001240503333974,-0.0003719580709002
85.8263626098634,23.594487372865075,,0.0001838030439103,-1.2132354640925769e-05
85.8263626098634,23.71537216673507,-0.0004498456255532,0.0002035020879702,-8.391131996177137e-05
85.8263626098634,23.836256960605063,,-4.853003702010028e-05,9.659396164352074e-05
85.8263626098634,23.957141754475053,0.0004871273995377,-0.0001628853933652,-0.0001819957979023
85.8263626098634,24.078026548345047,0.0001657895918469,-0.0002844988775905,-0.000315319688525
85.8263626098634,24.19891134221504,0.0003341502451803,-0.0002411611931165,
85.8263626098634,24.319796136085035,-0.000337177189067,-0.0006877206615172,0.0001168285089079
85.8263626098634,24.440680929955025,-0.0003858232521452,6.934060820640298e-06,-0.000166104742675
85.8263626098634,24.56156572382502,0.000204658601433,0.0006717304349876,2.636544195411261e-05
85.8263626098634,24.682450517695013,0.0002240702306153,-0.000405658618547,-0.0040394444949924
85.8263626098634,24.803335311565007,-0.0005025154096074,0.0003333336208015,0.0001894437446026
85.8263626098634,24.924220105435,,-0.0005379933863878,-0.0001581290998728
85.8263626098634,25.04510489930499,9.464414324611424e-05,-0.0002007297298405,-8.824788528727368e-05
85.8263626098634,25.165989693174986,,-0.0007078748312778,0.000304129847791
85.8263626098634,25.286874487044976,0.000269406591542,-0.0007438118336722,5.512926509254612e-05
85.8263626098634,25.40775928091497,,-4.162447658018209e-05,0.0001990053569898
85.8263626098634,25.528644074784964,2.892045586122549e-06,-0.0001469859125791,
85.8263626098634,25.649528868654954,-0.0005350644350983,-0.0006635664612986,-0.0001077444394468
85.8263626098634,25.77041366252495,0.0010966990375891,0.0005066941375844,0.0038815150037407
85.8263626098634,25.891298456394946,,-0.0002482556446921,0.0004269337223377
85.8263626098634,26.012183250264936,-0.0006776481168344,5.046065416536294e-05,-0.0011489264434203
85.8263626098634,26.13306804413493,2.2442116460297257e-05,0.0002011676551774,0.0001008768376777
85.8263626098634,26.25395283800492,-0.0002929873007815,-0.0002102010184898,0.0002741647476796
85.8263626098634,26.374837631874914,-0.0004487530968617,0.0010433766292408,-9.673989552538842e-05
85.8263626098634,26.49572242574491,0.0011691699037328,-7.454482692992315e-05,
85.8263626098634,26.6166072196149,-0.000724964775145,-0.0001770676171872,-8.445406274404377e-05
85.8263626098634,26.737492013484893,0.0001252871443284,-9.958937425835757e-07,-0.0007403613417409
85.8263626098634,26.858376807354887,,1.5803345377207734e-05,-0.0004893973236903
85.8263626098634,26.97926160122488,,-9.143180068349466e-05,
85.8263626098634,27.10014639509487,0.0007899568299762,-6.406860484275967e-05,0.0001752248936099
85.8263626098634,27.221031188964865,8.812936721369624e-05,-9.1553149104584e-05,-0.0002477679809089
85.9463626098634,21.539445877075195,,0.0002197438443545,
85.9463626098634,21.66033067094519,-5.64354304515291e-05,0.0002112343063345,4.799657835974358e-05
85.9463626098634,21.78121546481518,5.9291181969456375e-05,0.0001433020806871,7.188718154793605e-05
85.9463626098634,21.902100258685174,-0.0006938058650121,-0.0001916879264172,7.525187538703904e-05
85.9463626098634,22.022985052555168,-0.0003928842779714,-0.0004427324456628,-0.0001485225657233
85.9463626098634,22.14386984642516,0.0010674968361854,2.6253046598867517e-05,0.0003920830204151
85.9463626098634,22.264754640295152,-0.0003001413424499,-0.0001492113951826,-1.4502013073069976e-05
85.9463626098634,22.385639434165142,,-0.0001297006965614,-0.0002884336281567
85.9463626098634,22.50652422803514,0.0003510436799842,-8.015720231924206e-05,-1.126792881223082e-06
85.9463626098634,22.62740902190513,-0.0003177592298015,0.0001528234861325,0.0001075058244168
85.9463626098634,22.748293815775124,1.9303077351651154e-05,0.0003238798235543,-0.000242410111241
85.9463626098634,22.86917860964512,0.0013428329257294,-0.0003548515378497,-0.0002002454712055
85.9463626098634,22.990063403515112,-0.0003729008603841,-0.0004083879757672,
85.9463626098634,23.110948197385103,0.0003426128532737,9.502399916527791e-05,-0.0013777512358501
85.9463626098634,23.231832991255096,,0.0002166850608773,7.813992851879448e-05
85.9463626098634,23.35271778512509,,-0.0003004233003593,0.0002082035643979
85.9463626098634,23.473602578995084,-8.091452764347196e-05,0.0007436092128045,
