longitude,latitude,So2_value(mol/m^2)
76.83291625976568,28.408460617065373,
76.83291625976568,28.42206208365299,-9.783924906514584e-05
76.83291625976568,28.435663550240605,0.0004345941415522
76.83291625976568,28.44926501682822,0.0002702995261643
76.83291625976568,28.46286648341584,-5.438816879177466e-05
76.83291625976568,28.476467950003453,-0.0019886374939233
76.83291625976568,28.49006941659107,-0.0001987951254704
76.83291625976568,28.503670883178685,4.882786379312165e-05
76.83291625976568,28.5172723497663,0.0002572251250967
76.83291625976568,28.53087381635392,0.0001762923493515
76.83291625976568,28.544475282941534,-0.0011266929795965
76.83291625976568,28.55807674952915,-0.0005500862607732
76.83291625976568,28.57167821611677,-0.0001714835816528
76.83291625976568,28.585279682704385,0.001362350420095
76.83291625976568,28.598881149292,0.0003934726119041
76.83291625976568,28.61248261587961,4.3504136556293815e-05
76.83291625976568,28.62608408246723,0.0001095886691473
76.83291625976568,28.63968554905485,0.0002502005081623
76.83291625976568,28.653287015642466,
76.83291625976568,28.66688848223008,0.0001376656728098
76.83291625976568,28.68048994881769,0.0002078270481433
76.83291625976568,28.69409141540531,-0.0002342996012885
76.83291625976568,28.707692881992926,0.0002121226716553
76.83291625976568,28.721294348580543,
76.83291625976568,28.73489581516816,0.0005944040603935
76.83291625976568,28.74849728175577,0.0003137908643111
76.83291625976568,28.76209874834339,-0.0003085462376475
76.83291625976568,28.775700214931007,0.0001032398795359
76.83291625976568,28.789301681518623,0.0003403075679671
76.83291625976568,28.80290314810624,-0.0002528052136767
76.83291625976568,28.81650461469385,
76.83291625976568,28.83010608128147,-0.0008236114517785
76.83291625976568,28.843707547869087,0.0017761929193511
76.83291625976568,28.857309014456703,-0.0011402834206819
76.83291625976568,28.87091048104432,9.961584873963147e-05
76.83291625976568,28.88451194763193,
76.84631625976569,28.408460617065373,7.900307537056506e-05
76.84631625976569,28.42206208365299,3.113886850769632e-05
76.84631625976569,28.435663550240605,0.0001805420033633
76.84631625976569,28.44926501682822,-0.0003930901002604
76.84631625976569,28.46286648341584,-0.0005737514002248
76.84631625976569,28.476467950003453,
76.84631625976569,28.49006941659107,-0.0002583057212177
76.84631625976569,28.503670883178685,
76.84631625976569,28.5172723497663,-0.0005701457266695
76.84631625976569,28.53087381635392,-0.0004138488147873
76.84631625976569,28.544475282941534,-0.0002382251113886
76.84631625976569,28.55807674952915,4.928991256747395e-05
76.84631625976569,28.57167821611677,-0.0006886649061925
76.84631625976569,28.585279682704385,-3.7838766729692e-05
76.84631625976569,28.598881149292,1.4915718566044234e-05
76.84631625976569,28.61248261587961,-0.0001745802583172
76.84631625976569,28.62608408246723,-2.2175201593199745e-05
76.84631625976569,28.63968554905485,-0.0002610715455375
76.84631625976569,28.653287015642466,-0.0001962936075869
76.84631625976569,28.66688848223008,-6.763006967958063e-05
76.84631625976569,28.68048994881769,
76.84631625976569,28.69409141540531,0.0002156612899852
76.84631625976569,28.707692881992926,0.000169262959389
76.84631625976569,28.721294348580543,
76.84631625976569,28.73489581516816,0.0001066381955752
76.84631625976569,28.74849728175577,0.0001456767786294
76.84631625976569,28.76209874834339,0.0003371237544342
76.84631625976569,28.775700214931007,0.0006845343159511
76.84631625976569,28.789301681518623,0.0001238674012711
76.84631625976569,28.80290314810624,0.0003580809570848
76.84631625976569,28.81650461469385,2.505477095837705e-05
76.84631625976569,28.83010608128147,
76.84631625976569,28.843707547869087,0.0009841684950515
76.84631625976569,28.857309014456703,-0.0002090058551402
76.84631625976569,28.87091048104432,0.001159077277407
76.84631625976569,28.88451194763193,4.95333551953081e-05
76.85971625976569,28.408460617065373,-0.0001510321744717
76.85971625976569,28.42206208365299,0.0002309512929059
76.85971625976569,28.435663550240605,-0.0004307944036554
76.85971625976569,28.44926501682822,0.0001039486305671
76.85971625976569,28.46286648341584,0.0002048634050879
76.85971625976569,28.476467950003453,1.8088456272380427e-05
76.85971625976569,28.49006941659107,-1.991491262742784e-05
76.85971625976569,28.503670883178685,
76.85971625976569,28.5172723497663,
76.85971625976569,28.53087381635392,-0.0002153991081286
76.85971625976569,28.544475282941534,-0.0004614621284417
76.85971625976569,28.55807674952915,-6.463696990977041e-07
76.85971625976569,28.57167821611677,-4.963284300174564e-05
76.85971625976569,28.585279682704385,-0.0014033078914508
