longitude,latitude,O3_value(mol/m^2),O3_value(mol/m^2),O3_value(mol/m^2),O3_value(mol/m^2)
72.6506958007813,15.60459995269781,0.1313480287790298,0.1165032386779785,0.1305413097143173,0.1505811512470245
72.6506958007813,15.79933929443365,0.1283488422632217,0.1193070039153099,0.1240474060177803,0.1380084156990051
72.6506958007813,15.99407863616949,0.1242512539029121,0.1265327632427215,,0.1446022391319275
72.6506958007813,16.18881797790533,0.1300392746925354,0.1256809830665588,,0.1260538250207901
72.6506958007813,16.38355731964117,0.1218161433935165,0.1183162108063697,0.1250855922698974,0.1334041506052017
72.6506958007813,16.57829666137701,0.1201511397957801,0.1195792183279991,0.1297166496515274,0.1270218640565872
72.6506958007813,16.77303600311285,0.1235552206635475,0.1192517355084419,0.1330110877752304,0.146429106593132
72.6506958007813,16.96777534484869,0.1208131685853004,0.1178426444530487,0.1252951771020889,0.1486687213182449
72.6506958007813,17.16251468658453,0.1225608885288238,0.1236125230789184,0.1192781254649162,0.1315241008996963
72.6506958007813,17.357254028320366,0.1271140426397323,0.1173602193593978,0.1248377785086631,0.1456063836812973
72.6506958007813,17.551993370056206,0.1275843977928161,0.1183122768998146,0.1311355084180832,0.1450802832841873
72.6506958007813,17.746732711792045,0.1292781233787536,0.1187356486916542,0.1261661052703857,0.124873511493206
72.6506958007813,17.941472053527885,0.1242883801460266,0.1251427680253982,0.126729741692543,0.143014371395111
72.6506958007813,18.136211395263725,0.1250705420970916,0.1242697089910507,,0.1405349373817443
72.6506958007813,18.330950736999565,0.1227323785424232,0.1220065876841545,0.1247519329190254,0.1446146219968795
72.6506958007813,18.525690078735405,0.1237012222409248,0.1175714060664177,0.1269076615571975,0.1431293338537216
72.6506958007813,18.720429420471245,0.124845765531063,,,0.1414277404546737
72.6506958007813,18.915168762207085,0.1253350377082824,0.119298979640007,0.1346281766891479,0.1457701623439788
72.6506958007813,19.109908103942924,0.1221370995044708,,0.1298206001520156,0.1444882005453109
72.6506958007813,19.304647445678764,0.1305196732282638,0.1240659579634666,0.1305004358291626,0.1251521408557891
72.6506958007813,19.499386787414604,0.1234930977225303,,,0.1400819569826126
72.6506958007813,19.694126129150444,0.1275926530361175,0.1207498684525489,0.1280994415283203,0.1256776750087738
72.6506958007813,19.88886547088628,0.1298297792673111,0.1227467283606529,,0.1424948126077652
72.6506958007813,20.08360481262212,0.1299878656864166,0.1241374537348747,0.1247766241431236,0.1434341967105865
72.6506958007813,20.27834415435796,0.1259128302335739,0.1184012740850448,0.128529891371727,0.1427747309207916
72.6506958007813,20.4730834960938,0.1295444816350937,0.1237319111824035,0.1225876957178115,0.1267319172620773
72.6506958007813,20.66782283782964,0.1290162950754165,0.1173198148608207,0.123614951968193,0.1269171386957168
72.6506958007813,20.86256217956548,0.1296955943107605,0.1186582297086715,0.131874218583107,0.1402038782835006
72.6506958007813,21.05730152130132,0.1261695623397827,0.1240202188491821,0.1268915385007858,0.1253707408905029
72.6506958007813,21.25204086303716,0.1233859732747078,0.1241408810019493,0.1319103389978408,0.1411600559949875
72.6506958007813,21.446780204773,0.1226916089653968,0.119147703051567,0.1240211352705955,0.1374580860137939
72.6506958007813,21.64151954650884,0.127374842762947,0.1204647570848465,,
72.6506958007813,21.83625888824468,0.1272747814655304,,0.1360141187906265,0.1413532197475433
72.6506958007813,22.03099822998052,0.1272035241127014,,,0.1291197538375854
72.8406958007813,15.60459995269781,0.1256376951932907,0.1255634278059005,0.124980516731739,0.1495855152606964
72.8406958007813,15.79933929443365,0.1272037029266357,0.1183486208319664,0.1222945749759674,0.148022174835205
72.8406958007813,15.99407863616949,0.1253876984119415,0.1247978284955024,,0.1502724289894104
72.8406958007813,16.18881797790533,0.1265902668237686,0.1176743134856224,0.1303453296422958,0.1282267272472381
72.8406958007813,16.38355731964117,0.1223945245146751,0.126753568649292,,0.1252059042453766
72.8406958007813,16.57829666137701,0.1297996342182159,,0.1261747181415558,0.1475368440151214
72.8406958007813,16.77303600311285,0.1216612309217453,0.1201887279748916,0.1248161792755127,0.1476498544216156
72.8406958007813,16.96777534484869,0.1236826330423355,,,0.1461347490549087
72.8406958007813,17.16251468658453,0.1239194348454475,0.1233152970671653,0.1358739137649536,0.1427050083875656
72.8406958007813,17.357254028320366,0.1244817078113555,0.1232515797019004,0.1185589730739593,0.1250169426202774
72.8406958007813,17.551993370056206,0.1224310845136642,0.1176869422197341,0.1245818138122558,0.1448677778244018
72.8406958007813,17.746732711792045,0.1245269402861595,0.1186797097325325,0.1179301217198371,0.1449878513813018
72.8406958007813,17.941472053527885,0.1264558881521225,0.1198925301432609,,0.1300218254327774
72.8406958007813,18.136211395263725,0.1246778964996337,0.1195763051509857,,0.1422981470823288
72.8406958007813,18.330950736999565,0.123685635626316,0.1194031909108161,0.1178528666496276,0.1415568441152572
72.8406958007813,18.525690078735405,0.1300559937953949,0.1224110573530197,0.124452456831932,0.1425411403179168
72.8406958007813,18.720429420471245,0.1240406259894371,0.1238709986209869,0.137508675456047,0.1384293884038925
72.8406958007813,18.915168762207085,0.1229417696595192,0.1195775941014289,0.1356383264064788,0.1261243373155594
72.8406958007813,19.109908103942924,0.1263017505407333,0.1212531104683876,,0.1406889855861663
72.8406958007813,19.304647445678764,0.1310937851667404,,0.125283807516098,0.143742635846138
72.8406958007813,19.499386787414604,0.1288824528455734,,,0.1429234892129898
72.8406958007813,19.694126129150444,0.1296287924051284,0.1183009967207908,0.1255748867988586,0.129479169845581
72.8406958007813,19.88886547088628,0.1267548948526382,0.1235802918672561,0.1256779134273529,0.1424649208784103
72.8406958007813,20.08360481262212,0.12432162463665,0.121383398771286,0.1346995234489441,0.1412072777748108
72.8406958007813,20.27834415435796,0.1304141581058502,,0.1277091801166534,0.1255093812942505
72.8406958007813,20.4730834960938,0.1302047073841095,0.1206835880875587,0.1254339218139648,0.1258498579263687
72.8406958007813,20.66782283782964,0.1286831051111221,,0.1359732896089553,0.1272324472665786
