longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
76.83291625976568,28.408460617065373,9.742981319504906e-07,6.719557404721854e-06
76.83291625976568,28.42206208365299,3.139570981147699e-05,5.119885372550925e-06
76.83291625976568,28.435663550240605,1.960826921276748e-05,-5.118561148265144e-06
76.83291625976568,28.44926501682822,2.3020660592010245e-05,9.94832043943461e-06
76.83291625976568,28.46286648341584,2.190603117924184e-05,-1.2717741810774896e-06
76.83291625976568,28.476467950003453,1.5637999240425415e-05,8.014012564672157e-06
76.83291625976568,28.49006941659107,2.5795434339670464e-05,1.8236254618386735e-05
76.83291625976568,28.503670883178685,2.9808783438056707e-05,-8.993262667900126e-07
76.83291625976568,28.5172723497663,,2.443456105538644e-05
76.83291625976568,28.53087381635392,1.4330173144116998e-05,7.735430699540302e-06
76.83291625976568,28.544475282941534,,-1.2810960470233113e-06
76.83291625976568,28.55807674952915,,2.2878792151459493e-05
76.83291625976568,28.57167821611677,6.465565093094483e-06,1.1536173587956e-05
76.83291625976568,28.585279682704385,1.0287229997629764e-05,1.4104633919487242e-05
76.83291625976568,28.598881149292,3.1912637496134266e-05,1.0683998880267607e-05
76.83291625976568,28.61248261587961,6.958077847230015e-06,1.5228828488034196e-05
76.83291625976568,28.62608408246723,1.923275522131007e-05,1.1373783308954444e-05
76.83291625976568,28.63968554905485,1.492387764301384e-05,-1.1582997103687376e-06
76.83291625976568,28.653287015642466,2.1115169147378765e-05,5.749462161475094e-06
76.83291625976568,28.66688848223008,1.7846725313575007e-05,1.1933818313991653e-05
76.83291625976568,28.68048994881769,1.495302149123745e-05,1.0521428521315102e-05
76.83291625976568,28.69409141540531,,3.173910499754129e-06
76.83291625976568,28.707692881992926,1.4348514923767652e-05,6.45866384729743e-06
76.83291625976568,28.721294348580543,1.4827766790403984e-05,1.5496951164095663e-05
76.83291625976568,28.73489581516816,1.6367004718631506e-05,-7.136203748814296e-06
76.83291625976568,28.74849728175577,3.556125875547877e-06,1.4210602785169613e-05
76.83291625976568,28.76209874834339,2.0456058337003924e-05,1.9845994756906293e-05
76.83291625976568,28.775700214931007,1.0663858120096847e-05,-4.386937234812649e-06
76.83291625976568,28.789301681518623,2.041278094111476e-05,5.167214567336487e-06
76.83291625976568,28.80290314810624,1.4678070328955071e-05,4.343766249803593e-06
76.83291625976568,28.81650461469385,-1.5443487200172967e-06,8.150511348503642e-06
76.83291625976568,28.83010608128147,2.0687801224994477e-05,1.2466793123167008e-05
76.83291625976568,28.843707547869087,1.7418162315152586e-05,-1.8264037862536497e-05
76.83291625976568,28.857309014456703,2.18483019125415e-05,1.1136331522720866e-05
76.83291625976568,28.87091048104432,2.8973174266866408e-05,6.934806606295751e-06
76.83291625976568,28.884511947631932,1.8305285266251303e-05,7.427621767419623e-06
76.84631625976569,28.408460617065373,1.391949535900494e-05,7.137659849831834e-06
76.84631625976569,28.42206208365299,5.049121227784781e-06,5.518354555533733e-06
76.84631625976569,28.435663550240605,7.0405067162937485e-06,8.406667802773882e-06
76.84631625976569,28.44926501682822,2.93061511911219e-05,6.452394529787854e-08
76.84631625976569,28.46286648341584,1.7210935766343027e-05,1.0535307410464156e-05
76.84631625976569,28.476467950003453,2.165103069273755e-05,1.5869890290787225e-08
76.84631625976569,28.49006941659107,1.0507143088034354e-05,2.1496771296369843e-05
76.84631625976569,28.503670883178685,1.671281825110782e-05,1.16900700959377e-05
76.84631625976569,28.5172723497663,1.0357813152950255e-05,1.693141894065775e-05
76.84631625976569,28.53087381635392,1.2156651791883633e-05,7.003990845078079e-07
76.84631625976569,28.544475282941534,1.3657447198056616e-05,9.619925549486652e-06
76.84631625976569,28.55807674952915,0.0001276038528885,1.680903551459778e-05
76.84631625976569,28.57167821611677,1.09366419565049e-05,7.21074820830836e-06
76.84631625976569,28.585279682704385,1.5316431017708965e-05,1.0002060662372967e-05
76.84631625976569,28.598881149292,1.8891671061282977e-05,1.2099170817236882e-05
76.84631625976569,28.61248261587961,,1.4705742614751216e-05
76.84631625976569,28.62608408246723,1.332143528998131e-05,-6.931536063348176e-06
76.84631625976569,28.63968554905485,,1.371403232042212e-05
76.84631625976569,28.653287015642466,3.861691948259249e-05,1.2155745025665963e-05
76.84631625976569,28.66688848223008,1.8683515008888207e-05,9.347815648652611e-06
76.84631625976569,28.68048994881769,3.0838491511531174e-05,7.968656063894741e-06
76.84631625976569,28.69409141540531,,1.720270302030258e-05
76.84631625976569,28.707692881992926,1.0794986337714365e-05,1.5071051166160032e-05
76.84631625976569,28.721294348580543,5.383446932683e-06,4.0690329115022905e-06
76.84631625976569,28.73489581516816,1.1347231520630883e-05,5.268476797937183e-06
76.84631625976569,28.74849728175577,2.732949360506609e-05,2.8873821520392084e-06
76.84631625976569,28.76209874834339,2.0226860215188932e-05,1.7342157661914825e-05
76.84631625976569,28.775700214931007,5.705197054339806e-06,2.487359415681567e-05
76.84631625976569,28.789301681518623,6.109252717578784e-05,2.3701271857135e-05
76.84631625976569,28.80290314810624,1.763948966981843e-05,8.703892490302678e-06
76.84631625976569,28.81650461469385,1.4195485164236745e-05,2.290808333782479e-05
76.84631625976569,28.83010608128147,1.2143005733378232e-05,
76.84631625976569,28.843707547869087,8.296035957755521e-06,5.405191132012988e-06
76.84631625976569,28.857309014456703,1.7673291949904524e-05,2.1699926946894262e-05
76.84631625976569,28.87091048104432,1.2376386621326674e-05,1.7896623830893077e-05
76.84631625976569,28.884511947631932,1.929893414853723e-06,1.1123279364255724e-05
76.85971625976569,28.408460617065373,,5.786352630821057e-06
76.85971625976569,28.42206208365299,7.163442933233455e-05,8.329231604875531e-06
76.85971625976569,28.435663550240605,1.9167469872627407e-05,2.106905412802007e-06
76.85971625976569,28.44926501682822,8.621184861112852e-06,3.6037820336787263e-06
76.85971625976569,28.46286648341584,2.8197084247949533e-05,-5.41547251486918e-06
76.85971625976569,28.476467950003453,9.18732530408306e-06,1.0419900718261488e-05
76.85971625976569,28.49006941659107,1.4038977496966254e-05,-8.237592737714294e-06
76.85971625976569,28.503670883178685,1.256495943380287e-05,2.033507371379528e-06
76.85971625976569,28.5172723497663,1.365368461847538e-05,1.0048456715594511e-05
76.85971625976569,28.53087381635392,1.667563265073113e-05,1.647037424845621e-05
76.85971625976569,28.544475282941534,2.105461135215592e-05,1.2362278539512772e-05
76.85971625976569,28.55807674952915,1.1052887202822603e-05,5.797439371235669e-06
76.85971625976569,28.57167821611677,2.0809524357900955e-05,1.99759397219168e-05
76.85971625976569,28.585279682704385,1.5560830433969386e-05,8.017645086511038e-06
76.85971625976569,28.598881149292,-4.162898676440818e-06,4.071201146871317e-06
76.85971625976569,28.61248261587961,8.318755135405809e-06,1.2833167602366302e-05
76.85971625976569,28.62608408246723,1.4895274944137782e-05,1.4062327863939572e-05
76.85971625976569,28.63968554905485,1.2319645975367166e-05,-1.6000058167264797e-06
76.85971625976569,28.653287015642466,1.6145337212947197e-05,1.910075661726296e-05
76.85971625976569,28.66688848223008,2.51510864472948e-05,1.0338666470488532e-05
76.85971625976569,28.68048994881769,9.630109161662403e-06,-1.8009563973464535e-06
76.85971625976569,28.69409141540531,,1.5735240594949573e-05
76.85971625976569,28.707692881992926,2.5745963284862228e-05,-1.1021944374078885e-05
76.85971625976569,28.721294348580543,9.429690180695616e-06,1.7169812053907663e-05
76.85971625976569,28.73489581516816,1.655264713917859e-05,2.567242518125568e-06
76.85971625976569,28.74849728175577,9.038590178533925e-06,-1.8943326722364876e-05
76.85971625976569,28.76209874834339,2.301724089193158e-05,7.795920282660518e-06
76.85971625976569,28.775700214931007,1.146703289123252e-05,6.242010385903996e-06
76.85971625976569,28.789301681518623,1.7831946024671197e-05,3.7860158045077696e-05
76.85971625976569,28.80290314810624,,1.1020251804438884e-05
76.85971625976569,28.81650461469385,1.7152080545201898e-05,1.1942091077798976e-05
76.85971625976569,28.83010608128147,,8.758484909776598e-06
76.85971625976569,28.843707547869087,2.332705116714351e-05,1.262019304704154e-05
76.85971625976569,28.857309014456703,8.641808562970255e-06,1.014167173707392e-05
76.85971625976569,28.87091048104432,1.044167856889544e-05,3.612094587879256e-06
76.85971625976569,28.884511947631932,7.637936505489051e-06,-4.72088913738844e-07
76.8731162597657,28.408460617065373,3.061339884879999e-05,1.551072818983812e-05
76.8731162597657,28.42206208365299,1.9575429178075865e-05,6.173499969008844e-06
76.8731162597657,28.435663550240605,2.2484795408672653e-05,5.094380867376458e-06
76.8731162597657,28.44926501682822,1.2579132999235298e-05,-1.4473431519945734e-07
76.8731162597657,28.46286648341584,1.3069977285340428e-05,3.280705413999385e-06
76.8731162597657,28.476467950003453,1.386753956467146e-05,1.9784964024438523e-05
76.8731162597657,28.49006941659107,1.3716049579670653e-05,1.2122248335799668e-05
76.8731162597657,28.503670883178685,9.958639566320926e-06,-2.1537548491323832e-06
76.8731162597657,28.5172723497663,1.0958723578369243e-05,3.327589638502104e-06
76.8731162597657,28.53087381635392,2.207437137258239e-05,9.742884685692845e-06
76.8731162597657,28.544475282941534,1.2841293937526643e-05,-2.097398009937024e-06
76.8731162597657,28.55807674952915,,1.3046795174886938e-05
76.8731162597657,28.57167821611677,2.022039325311198e-06,1.5106104910955764e-05
76.8731162597657,28.585279682704385,2.360355756536592e-05,-3.4006041005341103e-06
76.8731162597657,28.598881149292,7.836842087272089e-06,9.669040082371794e-06
76.8731162597657,28.61248261587961,1.9983630409114997e-05,7.867312888265587e-06
76.8731162597657,28.62608408246723,1.4652324352937283e-05,2.0485540517256595e-05
76.8731162597657,28.63968554905485,1.0896052117459476e-05,1.1078287570853718e-05
76.8731162597657,28.653287015642466,1.0431383088871373e-05,2.31133872148348e-05
76.8731162597657,28.66688848223008,7.310404271265725e-06,5.684124516847078e-06
76.8731162597657,28.68048994881769,,4.649340553442016e-06
76.8731162597657,28.69409141540531,7.761505912640132e-06,9.745012903294992e-06
76.8731162597657,28.707692881992926,1.4686330359836576e-05,-3.2242376164504094e-06
76.8731162597657,28.721294348580543,8.586332114646211e-06,1.5467687262571417e-05
76.8731162597657,28.73489581516816,2.61373088505934e-06,1.2923122994834555e-05
76.8731162597657,28.74849728175577,1.0540257790125906e-05,1.2174243238405325e-05
76.8731162597657,28.76209874834339,,1.3960885553387923e-05
76.8731162597657,28.775700214931007,1.0685683264455292e-05,1.8755760038402516e-06
76.8731162597657,28.789301681518623,1.434311707271263e-05,4.823744347959291e-06
76.8731162597657,28.80290314810624,1.1401353731343988e-05,9.606691492081154e-06
76.8731162597657,28.81650461469385,2.959529047075193e-05,1.0888225006056018e-06
76.8731162597657,28.83010608128147,4.426937721291324e-06,8.000166417332366e-06
76.8731162597657,28.843707547869087,2.027555092354305e-05,2.049235627055168e-05
76.8731162597657,28.857309014456703,,7.655979061382823e-06
76.8731162597657,28.87091048104432,,1.2673094715864863e-05
76.8731162597657,28.884511947631932,4.423427526489832e-06,8.464600796287414e-06
76.8865162597657,28.408460617065373,2.5161132725770585e-05,-2.414565642538946e-06
76.8865162597657,28.42206208365299,2.110725654347334e-05,1.7270848502448644e-06
76.8865162597657,28.435663550240605,1.4040787391422782e-05,-3.8002631299605127e-06
76.8865162597657,28.44926501682822,1.637631794437766e-05,5.139008135301992e-05
76.8865162597657,28.46286648341584,1.8701457520364784e-05,7.434432063746499e-06
76.8865162597657,28.476467950003453,1.97026165551506e-05,9.7184956757701e-06
76.8865162597657,28.49006941659107,1.0554575055721216e-05,1.4796921277593356e-05
76.8865162597657,28.503670883178685,2.0345290977275e-05,-9.23442712519318e-07
76.8865162597657,28.5172723497663,2.318788756383583e-05,8.148146662279032e-06
76.8865162597657,28.53087381635392,1.3258520539238816e-06,9.282286555389874e-06
76.8865162597657,28.544475282941534,1.95066040760139e-05,2.3617094484507103e-05
76.8865162597657,28.55807674952915,2.384427352808416e-05,2.7792273613158613e-05
76.8865162597657,28.57167821611677,1.5460607755812816e-05,2.783316085697152e-05
76.8865162597657,28.585279682704385,2.1420060875243507e-05,1.4794321941735689e-05
76.8865162597657,28.598881149292,,1.5172156963672023e-05
76.8865162597657,28.61248261587961,1.3152324754628353e-05,4.5908774382041894e-07
76.8865162597657,28.62608408246723,1.6695064914529212e-05,-1.887145572254667e-06
76.8865162597657,28.63968554905485,1.2876969776698388e-05,4.607037226378452e-06
76.8865162597657,28.653287015642466,2.3514983240602305e-06,2.668146635187441e-06
76.8865162597657,28.66688848223008,1.7033275071298704e-05,-2.342886773476493e-06
76.8865162597657,28.68048994881769,5.355802841222612e-06,4.320803782320581e-06
76.8865162597657,28.69409141540531,,-4.928807584292372e-07
76.8865162597657,28.707692881992926,2.315490382898133e-05,8.634910955152009e-06
76.8865162597657,28.721294348580543,1.3801181012240704e-05,7.8525963544962e-06
