longitude,latitude,O3_value(mol/m^2),O3_value(mol/m^2)
76.22574615478533,8.076525688171444,0.1395340859889984,0.1235884353518486
76.22574615478533,8.21655300336012,0.1368360221385955,0.1253221333026886
76.22574615478533,8.356580318548797,0.1391546875238418,0.1239371001720428
76.22574615478533,8.496607633737474,0.1366298049688339,0.1222457736730575
76.22574615478533,8.636634948926151,0.1405061781406402,0.1273117810487747
76.22574615478533,8.776662264114828,0.1496820449829101,0.1204173788428306
76.22574615478533,8.916689579303505,0.1421314179897308,0.1258565634489059
76.22574615478533,9.05671689449218,0.1279809772968292,0.1239467486739158
76.22574615478533,9.196744209680856,0.1324209421873092,0.1188999265432357
76.22574615478533,9.336771524869532,0.139953538775444,0.1254215389490127
76.22574615478533,9.47679884005821,0.1336324661970138,0.1199953854084014
76.22574615478533,9.616826155246889,0.1256118863821029,0.1257136017084121
76.22574615478533,9.756853470435564,0.1312206834554672,0.1234891265630722
76.22574615478533,9.89688078562424,0.1333431899547577,0.1240542531013488
76.22574615478533,10.036908100812918,0.1327997297048568,0.1268430054187774
76.22574615478533,10.176935416001594,0.1292263269424438,0.1179759129881858
76.22574615478533,10.316962731190271,0.1324552297592163,0.1236753761768341
76.22574615478533,10.456990046378948,0.131788894534111,0.1257917284965515
76.22574615478533,10.597017361567625,0.1365422159433365,0.1224503070116043
76.22574615478533,10.737044676756302,0.1373281627893448,0.1272458285093307
76.22574615478533,10.877071991944977,0.1330431401729583,0.1228415966033935
76.22574615478533,11.017099307133654,0.1311986297369003,0.1259724199771881
76.22574615478533,11.15712662232233,0.1349478214979171,0.1235187724232673
76.22574615478533,11.297153937511007,0.1332370042800903,0.1225683614611625
76.22574615478533,11.437181252699684,0.1331624388694763,0.1240090206265449
76.22574615478533,11.57720856788836,0.1358241587877273,0.1237328797578811
76.22574615478533,11.717235883077038,0.1363959312438964,0.1274625062942505
76.22574615478533,11.857263198265716,0.1365481466054916,0.1246871352195739
76.22574615478533,11.997290513454391,0.1323118805885315,0.1245744749903678
76.22574615478533,12.137317828643068,0.1286115199327469,0.1261857748031616
76.22574615478533,12.277345143831743,0.1362397819757461,0.1218015402555465
76.22574615478533,12.41737245902042,0.124941349029541,0.1205247044563293
76.22574615478533,12.5573997742091,0.1287034749984741,0.1247154027223587
76.22574615478533,12.697427089397774,0.1214398592710495,0.1243741437792778
76.22574615478533,12.837454404586452,0.1296077966690063,0.120277389883995
76.22574615478533,12.977481719775128,0.1272343099117279,0.1223668009042739
76.22574615478533,13.117509034963804,0.1433621048927307,0.1225186884403228
76.22574615478533,13.25753635015248,0.1364746540784835,0.1230191886425018
76.22574615478533,13.397563665341158,0.1321320533752441,0.1240355819463729
