longitude,latitude,O3_value(mol/m^2),O3_value(mol/m^2),O3_value(mol/m^2)
76.22574615478533,8.076525688171444,0.1198618561029434,0.1675388664007187,0.1259997189044952
76.22574615478533,8.21655300336012,0.1176192760467529,0.1303078532218933,0.1223993897438049
76.22574615478533,8.356580318548797,0.1189079657196998,0.13693168759346,0.1219201236963272
76.22574615478533,8.496607633737474,0.1205758079886436,0.1324722915887832,0.1246539428830146
76.22574615478533,8.636634948926151,0.1242947727441787,0.1390141099691391,0.1248336285352706
76.22574615478533,8.776662264114828,0.1191694587469101,0.128022238612175,0.1272136121988296
76.22574615478533,8.916689579303505,0.1162886619567871,0.1345255374908447,0.1206442564725875
76.22574615478533,9.05671689449218,0.1235252693295478,0.1463634669780731,0.1240021735429763
76.22574615478533,9.196744209680856,0.1177902519702911,0.1397803872823715,0.1257027238607406
76.22574615478533,9.336771524869532,0.1169982478022575,0.1356375217437744,0.1204675585031509
76.22574615478533,9.47679884005821,0.1176976561546325,0.1275535225868225,
76.22574615478533,9.616826155246889,0.1181219220161438,0.1278647631406784,0.1236540228128433
76.22574615478533,9.756853470435564,0.1174031794071197,0.1705619841814041,0.1267860531806945
76.22574615478533,9.89688078562424,0.1218250170350074,0.1255976110696792,0.1226226761937141
76.22574615478533,10.036908100812918,0.1199599131941795,0.135220780968666,0.1205048188567161
76.22574615478533,10.176935416001594,0.1175172552466392,0.1281996220350265,0.1241568922996521
76.22574615478533,10.316962731190271,0.1236463859677314,0.1328270584344864,0.1240647509694099
76.22574615478533,10.456990046378948,0.1174746081233024,0.1283390671014785,0.1233316659927368
76.22574615478533,10.597017361567625,0.1194706410169601,0.1283022761344909,0.1209530606865882
76.22574615478533,10.737044676756302,0.120294876396656,0.1625189185142517,0.1202769055962562
76.22574615478533,10.877071991944977,0.1248501911759376,0.1345647722482681,0.1212494149804115
76.22574615478533,11.017099307133654,0.1220120415091514,0.1372038424015045,0.1222217082977294
76.22574615478533,11.15712662232233,0.1209194511175155,,
76.22574615478533,11.297153937511007,0.1194449216127395,0.1237040236592292,0.1271542459726333
76.22574615478533,11.437181252699684,0.123694859445095,0.1290372759103775,0.128324419260025
76.22574615478533,11.57720856788836,0.1184563711285591,0.1238710060715675,0.1257537305355072
76.22574615478533,11.717235883077038,0.119268462061882,0.1656569391489029,
76.22574615478533,11.857263198265716,,0.1268739700317382,0.1206200197339057
76.22574615478533,11.997290513454391,0.1240929663181305,0.1701619625091552,0.1212346628308296
76.22574615478533,12.137317828643068,,0.1356397122144699,0.1236708909273147
76.22574615478533,12.277345143831743,0.1169715002179145,0.1282746642827987,0.1255543082952499
76.22574615478533,12.41737245902042,0.1245463788509368,0.1269931495189666,0.1219068989157676
76.22574615478533,12.5573997742091,0.11729147285223,0.1267586350440979,
76.22574615478533,12.697427089397774,0.1198389530181884,0.1288312077522277,0.123359240591526
76.22574615478533,12.837454404586452,0.1230640709400177,0.1293813586235046,
76.22574615478533,12.977481719775128,0.1182575821876525,0.1352113038301468,0.1266636401414871
76.22574615478533,13.117509034963804,0.1227215528488159,0.126690924167633,
76.22574615478533,13.25753635015248,0.1232073083519935,0.1245868280529975,0.126959890127182
76.22574615478533,13.397563665341158,0.1186958327889442,0.1283950805664062,0.1232061684131622
76.22574615478533,13.537590980529837,0.1240636631846427,0.1395734995603561,
76.36574615478533,8.076525688171444,0.120402418076992,0.1385679394006729,0.1218230500817298
76.36574615478533,8.21655300336012,0.1179820150136947,0.1645118296146392,0.125826820731163
76.36574615478533,8.356580318548797,0.1255750805139541,0.1367167532444,0.1274621337652206
76.36574615478533,8.496607633737474,0.1178518831729888,0.1423075348138809,0.1237941905856132
76.36574615478533,8.636634948926151,0.1185085326433181,0.1597175598144531,0.1221530959010124
76.36574615478533,8.776662264114828,0.1244190633296966,0.1283769458532333,0.1274212449789047
76.36574615478533,8.916689579303505,0.1169290244579315,0.1305427402257919,0.124707281589508
76.36574615478533,9.05671689449218,,0.1293675303459167,0.1250821202993393
76.36574615478533,9.196744209680856,0.1174781247973442,0.1396758556365966,0.1243707165122032
76.36574615478533,9.336771524869532,0.1166111677885055,0.1524102389812469,0.1239480823278427
76.36574615478533,9.47679884005821,0.1247859671711921,0.1263855844736099,0.1240226030349731
76.36574615478533,9.616826155246889,0.1241166889667511,0.1395469903945922,0.119323655962944
76.36574615478533,9.756853470435564,0.119425930082798,0.1245259344577789,0.1205695569515228
76.36574615478533,9.89688078562424,0.1188842430710792,0.138653352856636,
76.36574615478533,10.036908100812918,0.1187288165092468,0.1350640952587127,0.1191856861114502
76.36574615478533,10.176935416001594,0.1230687126517295,0.1259927153587341,0.1264283955097198
76.36574615478533,10.316962731190271,0.1223534345626831,0.1650731712579727,0.1257292777299881
76.36574615478533,10.456990046378948,0.1163010150194168,0.1284771859645843,0.1247755959630012
76.36574615478533,10.597017361567625,0.1182799637317657,,0.1204185187816619
76.36574615478533,10.737044676756302,0.1176769435405731,0.1371257156133651,0.1230628117918968
76.36574615478533,10.877071991944977,0.1228813156485557,0.1412791907787323,0.1222239136695861
76.36574615478533,11.017099307133654,0.117604486644268,0.125667929649353,
76.36574615478533,11.15712662232233,0.1224102228879928,0.130167156457901,0.1202916949987411
76.36574615478533,11.297153937511007,0.1182806193828582,0.1278354823589325,0.1214889213442802
76.36574615478533,11.437181252699684,,0.1511330157518386,0.1217089742422103
76.36574615478533,11.57720856788836,,0.1693695038557052,0.1256055384874344
76.36574615478533,11.717235883077038,0.1188547909259796,0.1373364776372909,0.1246104165911674
76.36574615478533,11.857263198265716,0.1183248236775398,0.1424231231212616,0.1251107305288314
76.36574615478533,11.997290513454391,0.1234452575445175,0.1366171091794967,0.1220810711383819
76.36574615478533,12.137317828643068,0.1188342422246933,0.1258678138256073,0.1218816861510276
76.36574615478533,12.277345143831743,0.1191609501838684,0.1308606266975402,0.1237752214074134
76.36574615478533,12.41737245902042,0.1242314726114273,0.1363609880208969,0.1260351091623306
76.36574615478533,12.5573997742091,0.1185611635446548,0.1264935135841369,0.126398965716362
76.36574615478533,12.697427089397774,0.1257348805665969,0.1279168426990509,0.1245457082986831
76.36574615478533,12.837454404586452,,0.1361966878175735,0.1277230381965637
76.36574615478533,12.977481719775128,0.1200460791587829,0.1386424005031585,
76.36574615478533,13.117509034963804,0.120765745639801,0.1278872787952423,0.1179392710328102
76.36574615478533,13.25753635015248,0.1190894171595573,0.1291164755821228,0.1290036290884018
76.36574615478533,13.397563665341158,0.1189371272921562,0.1365358680486679,0.1270883232355117
76.36574615478533,13.537590980529837,0.1169253885746002,0.1372449696063995,0.1245058551430702
76.50574615478533,8.076525688171444,0.1174423918128013,0.1664269864559173,
76.50574615478533,8.21655300336012,0.1186493933200836,0.1310410946607589,0.1275312751531601
76.50574615478533,8.356580318548797,0.1199163049459457,0.1373463720083236,
76.50574615478533,8.496607633737474,0.1229817271232605,0.1379594206809997,0.1273456960916519
76.50574615478533,8.636634948926151,0.1226651817560195,0.1279717683792114,
76.50574615478533,8.776662264114828,0.116940401494503,0.1289766728878021,0.1215967983007431
