2023-09-26,latitude,longitude,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-27,2023-09-28,2023-09-29,2023-09-30
0.00023985513,28.551,76.849,0.0002967184700537,0.00011421831387220551,0.0002188395883422,0.0001361305767204,0.0002062069543171,0.0005744786467403,-0.0001366743235848,0.00016808879312851373,7.890895176387858e-06,0.0001571616739965,0.0001026997633744,0.0005954123334959,0.0002036681980825,0.000202335693757,0.0001921255607157,0.0001482334046158,1.4920356079528574e-05,9.369806123217924e-05,1.9945571693824604e-05,0.000181808907655,0.0005264894571155,0.0001712976518319,5.720484477933496e-05,0.0001543924008728,9.300242527388036e-05,0.0001920155627885,0.000309711380396,-0.0001135154889198,4.5785793190589175e-05
-0.00010453871,28.561,76.849,0.000152954031364,0.000205819189432,0.0002487766614649,-0.000127010513097,3.3932319638552144e-05,0.000491285813041,0.00012324932039684225,0.0002360640646656,-3.9004495192784816e-05,0.000184447679203,0.0001445951784262,0.0004313553217798,7.787187314534094e-06,0.0006214046152308,8.997882105177268e-05,0.0001427971874363,7.45229481253773e-05,0.0002446703729219,7.053610170260072e-05,-2.8095815650885925e-05,8.539504051441327e-05,1.035270997817861e-06,0.0003514034324325,-9.65354138315888e-06,0.0001182836422231,9.20008315006271e-05,0.000635772885289,9.907899948302656e-05,-0.0001581072428962
0.0003310356,28.571,76.849,0.0001433482102584,0.00011421831387220551,3.1084793590707704e-05,9.764084097696468e-05,0.00010739720597378039,0.0005235997377894,2.462607881170697e-05,-2.039509854512289e-05,0.0002348469133721,0.0001221997517859,-1.6281437638099305e-05,6.68391294311732e-05,0.0001616492227185,0.0001275828981306,0.0002558851172847587,0.0003408404299989,5.996040099524558e-05,2.136838020305732e-06,6.481022865045816e-05,0.000225482363021,0.0007094191969372,0.0001212698407471,2.9993610951351e-05,0.0002987170300912,9.022422455018386e-05,0.0003577344468794,0.0003807458269875,0.0001724017492961,0.0002287634561071
4.1623156e-05,28.58,76.849,0.0001814544274678076,0.00011421831387220551,-0.0001442490029148,0.0001108139840653,0.00010739720597378039,0.00018755725647585976,-4.3782125430880114e-05,0.0004017541359644,-3.798340185312554e-05,0.0003820108249783,1.5336492651840672e-05,6.410139030776918e-05,0.0001017687100102,9.82187266345136e-05,-1.9710458218469284e-05,2.4784885681583543e-05,0.000228007993428,-1.3901885722589212e-05,-6.781306728953496e-05,8.06540047051385e-05,0.0002343154337722,9.694506297819316e-05,0.0004654654185287,0.0002139286370947,1.9503506337059665e-05,-0.0001123421898228,0.0001389899407513,0.0004020133055746,6.273877806961536e-05
0.00012461642,28.551,76.86,0.0005719707696698,-8.419359801337123e-06,5.610305379377678e-05,8.468402666039765e-05,0.0002941440907306,0.0003506065113469,0.0002684622595552,4.7087141865631565e-05,0.0001497716439189,7.76203305576928e-05,5.238590165390633e-05,0.0003231466398574,4.44173529103864e-05,-2.2316256945487112e-05,0.0001632258936297,0.0001236212847288,3.49656111211516e-05,9.47039712141307e-05,0.0001682668807916,9.23085754038766e-05,0.0010770282242447,0.0005040182149969,0.000211805148865,0.0003707028226926,0.0001337924768449,0.0001058917332557,0.0001478652993682,0.0001339654845651,-1.2801023103747866e-06
-2.5050229e-05,28.561,76.86,0.0002924561267718,-8.419359801338065e-06,9.085493385077871e-05,-0.0001358996960334,0.0001975769118871,2.42615587922046e-05,0.0001930074067786,0.000147150538396,-1.509199591964716e-05,7.816773722879589e-05,0.0001662663999013,0.0003248492721468,0.0001401829504175,3.686604759423062e-05,0.000176618414116,0.0001209253023262,3.566363375284264e-05,-0.0001017673785099,4.832563354284503e-05,8.977883408078924e-05,0.0003290419990662,0.0001140852909884,0.0001412024867022,8.387665002373978e-05,0.0002296720340382,0.0002587514172773,0.0002740956842899,0.0002540473069529,1.5184176845650654e-05
0.00023076632,28.571,76.86,0.0001283280435018,-8.419359801338065e-06,0.0001419914187863,0.0001738508144626,2.529612902435474e-05,0.0004490442806854051,0.00019300740677859744,0.0003685500414576,0.0002025876601692,0.0002168564824387,0.0004298532730899,1.35328336909879e-05,2.9285138225532137e-05,0.0001928440469782,0.0015067424392327,3.34425967594143e-05,3.566363375284709e-05,9.47039712141307e-05,-2.978962947963737e-05,1.3262295396998525e-05,0.000730344268959,0.0001303610479226,1.31379856611602e-05,0.0005644930060952,-0.0001706711336737,-1.3416234651231209e-05,0.000161415329785,0.0002053472562693,0.0001560708333272
-4.6260167e-05,28.58,76.86,-0.0001179699611384,-8.422519749728963e-05,9.085493385077871e-05,-1.950355544977356e-05,2.5296129024355734e-05,0.0004490442806854,0.0002150085201719,0.0001299096620641,0.0001528169377706,0.0005152132362127,9.508911170996726e-05,0.0004909175331704,0.000261569279246,-2.411612331343349e-05,7.97695520304842e-06,0.0003004472528118,0.0001139094310929,9.47039712141307e-05,6.78817814332433e-05,6.34618554613553e-05,1.6047715689637698e-05,7.097292109392583e-05,0.0002105611492879,2.404799124633428e-05,2.3631549993297085e-05,8.64918329170905e-05,0.0003420695138629,0.0001154433775809,7.698628905927762e-05
0.00010086652,28.541,76.87,-8.205155609175563e-06,3.2320189347961764e-05,3.156338479391904e-08,0.00019723353794393308,0.0001356212451355,-0.0001484111999161,0.000172988147824,0.0005486633745022,9.881192525658608e-05,7.433782593579963e-05,0.0001267346960958,-6.126739754108712e-05,-9.64096761890687e-05,1.0361254680901766e-05,0.0003530526009853,0.000145274636452,-2.7622325433185324e-05,-4.284317037672736e-05,3.032891982002184e-05,0.00018245260785632552,7.53917993279174e-05,0.0001874834124464,0.0001920717622851,9.73400310613215e-05,5.433219484984875e-05,0.0002298949257237,0.0002024754066951,0.0002013860357692,9.998668247135356e-05
0.00024480917,28.551,76.87,0.00023611701908520305,3.232018934795633e-05,0.000141596814501,0.00019723353794393308,0.0003188354021403,0.0001231511996593,0.0002506536548025,0.0001204068976221,0.000195259519387,0.0002213152329204,0.00011003920755194035,4.285853719920851e-06,-8.931947377277538e-05,0.0001646849996177,0.0002455721260048,0.0001863027719082,-0.0003147148236166,2.497901550668757e-05,0.0005007980507798,0.0002041648403974,0.0002776463966803434,0.0001121255409088,0.0003378023975528,0.0001070817088475,0.0002083914732793,-1.085292751668021e-05,0.0002617686404846,0.0001225558953592,7.111558807082474e-05
