longitude,latitude,Co_value(mol/m^2),Co_value(mol/m^2),Co_value(mol/m^2)
76.83291625976568,28.408460617065373,0.0346463024616241,,
76.83291625976568,28.42206208365299,,,0.0333981402218341
76.83291625976568,28.435663550240605,0.0386768728494644,,0.0346402712166309
76.83291625976568,28.44926501682822,0.0277032032608985,,
76.83291625976568,28.46286648341584,0.037233468145132,0.0272060241550207,
76.83291625976568,28.476467950003453,0.0430292971432209,,0.0349912010133266
76.83291625976568,28.49006941659107,0.0397522300481796,,
76.83291625976568,28.503670883178685,0.0387349240481853,,0.0328914187848567
76.83291625976568,28.5172723497663,0.032723780721426,0.0299362801015377,0.0354327261447906
76.83291625976568,28.53087381635392,,0.0317238196730613,0.0334120020270347
76.83291625976568,28.544475282941534,0.0350146181881427,,
76.83291625976568,28.55807674952915,0.0368101112544536,0.0365730784833431,
76.83291625976568,28.57167821611677,0.032767366617918,,0.0300719253718853
76.83291625976568,28.585279682704385,,0.0243999194353818,0.0352640189230442
76.83291625976568,28.598881149292,,0.0272695980966091,
76.83291625976568,28.61248261587961,0.0304427240043878,,
76.83291625976568,28.62608408246723,0.0398259833455085,0.0263753645122051,
76.83291625976568,28.63968554905485,0.0312381666153669,0.0295546967536211,
76.83291625976568,28.653287015642466,0.0374481193721294,,
76.83291625976568,28.66688848223008,0.0353715941309928,0.0290287919342517,
76.83291625976568,28.68048994881769,0.0347801148891449,,0.0378849655389785
76.83291625976568,28.69409141540531,0.0395217798650264,,
76.83291625976568,28.707692881992926,0.0358098186552524,0.030143866315484,
76.83291625976568,28.721294348580543,0.0357083193957805,0.0299919992685318,0.0310164876282215
76.83291625976568,28.73489581516816,,0.0302096158266067,
76.83291625976568,28.74849728175577,0.0360894501209259,0.0380133055150508,
76.83291625976568,28.76209874834339,,,0.0377261936664581
76.83291625976568,28.775700214931007,0.0317520909011364,0.0272544305771589,0.0389672443270683
76.83291625976568,28.789301681518623,0.0352696627378463,,
76.83291625976568,28.80290314810624,0.0420064255595207,0.0346211083233356,0.0338649973273277
76.83291625976568,28.81650461469385,0.0346072651445865,0.0359543822705745,0.0322636514902114
76.83291625976568,28.83010608128147,0.0311518181115388,0.0299996212124824,0.03401580452919
76.83291625976568,28.843707547869087,0.0376072451472282,0.0336572937667369,
76.83291625976568,28.857309014456703,0.0367372371256351,0.0296899508684873,0.0295117739588022
76.83291625976568,28.87091048104432,0.0362275168299675,0.0299591496586799,0.0329140163958072
76.83291625976568,28.884511947631932,0.0366854257881641,,
76.84631625976569,28.408460617065373,,0.0306443255394697,0.038037683814764
76.84631625976569,28.42206208365299,,0.0291585233062505,0.0317560173571109
76.84631625976569,28.435663550240605,0.0360325947403907,0.026831217110157,0.0338005945086479
76.84631625976569,28.44926501682822,,0.0364193953573703,
76.84631625976569,28.46286648341584,0.0358630195260047,0.0363670922815799,
76.84631625976569,28.476467950003453,0.0274753272533416,,0.03591288626194
76.84631625976569,28.49006941659107,0.0225655641406774,,0.0319142118096351
76.84631625976569,28.503670883178685,0.0341959148645401,,
76.84631625976569,28.5172723497663,0.036481849849224,,
76.84631625976569,28.53087381635392,0.035834614187479,0.0281769167631864,0.0331522338092327
76.84631625976569,28.544475282941534,0.0373141653835773,,
76.84631625976569,28.55807674952915,0.0399072878062725,0.0385918244719505,
76.84631625976569,28.57167821611677,,,
76.84631625976569,28.585279682704385,0.0353242419660091,,0.0345905497670173
76.84631625976569,28.598881149292,0.0310780256986618,0.0320442542433738,
76.84631625976569,28.61248261587961,0.0399629846215248,0.0356630384922027,
76.84631625976569,28.62608408246723,,,
76.84631625976569,28.63968554905485,0.0412454567849636,0.0382950045168399,0.0346023365855217
76.84631625976569,28.653287015642466,0.0384192466735839,,
76.84631625976569,28.66688848223008,,,0.0345284342765808
76.84631625976569,28.68048994881769,0.0341815464198589,0.0309867765754461,0.0333974473178386
76.84631625976569,28.69409141540531,,0.0249715317040681,
76.84631625976569,28.707692881992926,0.0319842919707298,0.0279215276241302,0.0333700366318225
76.84631625976569,28.721294348580543,,,0.0324635356664657
76.84631625976569,28.73489581516816,0.0337318442761898,,0.0361813120543956
76.84631625976569,28.74849728175577,,0.0232690256088972,0.0321605503559112
76.84631625976569,28.76209874834339,0.0356385000050067,,
76.84631625976569,28.775700214931007,0.0377594083547592,,0.0335559733211994
76.84631625976569,28.789301681518623,0.0435401573777198,,0.034968364983797
76.84631625976569,28.80290314810624,0.0355350896716117,0.0327941887080669,0.0399305783212184
76.84631625976569,28.81650461469385,0.0317249484360218,0.0421737991273403,0.0334431827068328
76.84631625976569,28.83010608128147,0.0367326438426971,0.0302453972399234,0.0340516231954097
76.84631625976569,28.843707547869087,0.033569972962141,,
76.84631625976569,28.857309014456703,0.0339671820402145,,0.0363617837429046
76.84631625976569,28.87091048104432,0.0414439179003238,0.0309267193078994,0.0335360094904899
76.84631625976569,28.884511947631932,0.0312338639050722,,
76.85971625976569,28.408460617065373,,0.0369282849133014,0.0381099805235862
76.85971625976569,28.42206208365299,0.0404777377843856,,0.0326042547821998
76.85971625976569,28.435663550240605,0.0357646271586418,0.0241606924682855,0.0417152419686317
76.85971625976569,28.44926501682822,0.0317191518843174,0.0368263944983482,0.0355024375021457
76.85971625976569,28.46286648341584,0.0365468002855777,,
76.85971625976569,28.476467950003453,0.0362417362630367,,0.0332317501306533
76.85971625976569,28.49006941659107,0.03826604783535,,
76.85971625976569,28.503670883178685,,0.0264730360358953,0.0356919094920158
76.85971625976569,28.5172723497663,0.0369229055941104,,
76.85971625976569,28.53087381635392,0.0402568764984607,0.029185626655817,
76.85971625976569,28.544475282941534,0.0373350046575069,,
76.85971625976569,28.55807674952915,0.0402758829295635,0.0319478213787078,0.0305740013718605
76.85971625976569,28.57167821611677,0.0345978960394859,0.0261153876781463,0.0331686064600944
76.85971625976569,28.585279682704385,0.0391003377735614,0.0384531021118164,0.0368240624666214
76.85971625976569,28.598881149292,,0.0317002981901168,0.0332702174782753
76.85971625976569,28.61248261587961,0.0376759059727191,0.032154157757759,0.0351177565753459
76.85971625976569,28.62608408246723,0.0347040109336376,0.0348784402012825,0.0280647333711385
76.85971625976569,28.63968554905485,,,
76.85971625976569,28.653287015642466,0.0263379793614149,,0.0357086807489395
76.85971625976569,28.66688848223008,0.035622801631689,0.0272839702665805,
76.85971625976569,28.68048994881769,0.0228531491011381,0.0361982434988021,
76.85971625976569,28.69409141540531,,,0.0349376425147056
76.85971625976569,28.707692881992926,0.040827065706253,0.0390097238123416,
76.85971625976569,28.721294348580543,0.0207859426736831,,0.0273838862776756
76.85971625976569,28.73489581516816,0.0391966551542282,0.0277400780469179,
76.85971625976569,28.74849728175577,,,0.0315709188580513
76.85971625976569,28.76209874834339,0.0358457341790199,,0.0327944755554199
76.85971625976569,28.775700214931007,,0.034619815647602,0.0344386547803878
76.85971625976569,28.789301681518623,0.0234936363995075,,
76.85971625976569,28.80290314810624,0.037732969969511,,0.0330733954906463
76.85971625976569,28.81650461469385,,0.0283760540187358,0.0351949706673622
76.85971625976569,28.83010608128147,0.0214449670165777,,0.0352565646171569
76.85971625976569,28.843707547869087,0.0383064486086368,,
76.85971625976569,28.857309014456703,0.0426877066493034,0.0338305719196796,0.0370596125721931
76.85971625976569,28.87091048104432,0.0328630842268466,,
76.85971625976569,28.884511947631932,,0.0215272866189479,0.0330506712198257
76.8731162597657,28.408460617065373,0.0354352071881294,0.0305100884288549,
76.8731162597657,28.42206208365299,0.0213322211056947,,0.0363160111010074
76.8731162597657,28.435663550240605,,0.0272060241550207,
76.8731162597657,28.44926501682822,,0.0296522974967956,
76.8731162597657,28.46286648341584,0.0389793328940868,,
76.8731162597657,28.476467950003453,0.0308010578155517,,0.0320114381611347
76.8731162597657,28.49006941659107,,,
76.8731162597657,28.503670883178685,0.0345012843608856,0.0310161020606756,
76.8731162597657,28.5172723497663,0.0355169847607612,,0.0348765179514884
76.8731162597657,28.53087381635392,0.0333314128220081,,
76.8731162597657,28.544475282941534,0.0351920947432518,,
76.8731162597657,28.55807674952915,,,0.0331379026174545
76.8731162597657,28.57167821611677,0.0339641310274601,0.0306731816381216,
76.8731162597657,28.585279682704385,0.0364265292882919,,
76.8731162597657,28.598881149292,,,
76.8731162597657,28.61248261587961,0.0346695184707641,0.0313375294208526,0.033014353364706
76.8731162597657,28.62608408246723,0.0386838838458061,,0.0347193703055381
76.8731162597657,28.63968554905485,0.0246491283178329,0.0333073139190673,0.0341297946870327
76.8731162597657,28.653287015642466,,,0.0358240939676761
76.8731162597657,28.66688848223008,0.0330642163753509,,
76.8731162597657,28.68048994881769,0.0374264307320117,,
76.8731162597657,28.69409141540531,0.0403142757713794,0.0303497537970542,0.032723881304264
76.8731162597657,28.707692881992926,,0.0284689534455537,0.0365587547421455
76.8731162597657,28.721294348580543,,0.0312356911599636,0.0286651626229286
76.8731162597657,28.73489581516816,0.0379979871213436,,
76.8731162597657,28.74849728175577,0.0373325273394584,0.0331533774733543,0.0389672443270683
76.8731162597657,28.76209874834339,0.0320419855415821,,
76.8731162597657,28.775700214931007,,,
76.8731162597657,28.789301681518623,0.0382355377078056,0.0355512648820877,0.0351280346512794
76.8731162597657,28.80290314810624,,0.0356160849332809,0.0307033155113458
76.8731162597657,28.81650461469385,0.0300218183547258,,0.0318699367344379
76.8731162597657,28.83010608128147,0.0357769057154655,,
76.8731162597657,28.843707547869087,,,0.0329140163958072
76.8731162597657,28.857309014456703,,,0.0318745039403438
76.8731162597657,28.87091048104432,0.0299656074494123,0.0297314915806055,0.0369977168738842
76.8731162597657,28.884511947631932,,,0.0344611406326293
76.8865162597657,28.408460617065373,0.036593671888113,,
76.8865162597657,28.42206208365299,0.0251651760190725,0.0307045709341764,0.0380092039704322
76.8865162597657,28.435663550240605,0.0313074104487896,0.0287645738571882,0.0351752638816833
76.8865162597657,28.44926501682822,,,0.033130008727312
76.8865162597657,28.46286648341584,0.0340045057237148,,
76.8865162597657,28.476467950003453,0.0371421426534652,0.0315189734101295,0.0371898189187049
76.8865162597657,28.49006941659107,,,
76.8865162597657,28.503670883178685,0.0428753867745399,0.0258702803403139,0.0329562053084373
76.8865162597657,28.5172723497663,0.0363241322338581,,
76.8865162597657,28.53087381635392,0.032767366617918,0.0385918244719505,0.0341908521950244
76.8865162597657,28.544475282941534,,,0.031614001840353
76.8865162597657,28.55807674952915,0.0326015949249267,,0.041238460689783
76.8865162597657,28.57167821611677,0.0304427240043878,0.0267527773976326,
76.8865162597657,28.585279682704385,,0.0255596917122602,
76.8865162597657,28.598881149292,0.0383657217025756,,0.0360638126730918
76.8865162597657,28.61248261587961,0.038986537605524,0.0321662612259388,0.0311117190867662
76.8865162597657,28.62608408246723,0.0325403064489364,,0.03678959608078
76.8865162597657,28.63968554905485,,,0.0353893153369426
76.8865162597657,28.653287015642466,0.0236907843500375,,0.0364609360694885
76.8865162597657,28.66688848223008,0.0385612100362777,0.0306671950966119,0.0323218703269958
76.8865162597657,28.68048994881769,0.0293934065848588,0.0279655922204256,0.0342003144323825
76.8865162597657,28.69409141540531,,0.0330948606133461,
