longitude,latitude,O3_value(mol/m^2)
85.8263626098634,21.539445877075195,0.1362026780843734
85.8263626098634,21.66033067094519,0.1151636391878128
85.8263626098634,21.78121546481518,0.1313806921243667
85.8263626098634,21.902100258685174,0.1377779245376587
85.8263626098634,22.022985052555168,0.1336705237627029
85.8263626098634,22.14386984642516,
85.8263626098634,22.264754640295152,0.1249245256185531
85.8263626098634,22.385639434165142,
85.8263626098634,22.50652422803514,0.1239351332187652
85.8263626098634,22.62740902190513,0.1268668919801712
85.8263626098634,22.748293815775124,0.1330504715442657
85.8263626098634,22.86917860964512,0.1250837743282318
85.8263626098634,22.990063403515112,
85.8263626098634,23.110948197385103,0.1241688802838325
85.8263626098634,23.231832991255096,0.1335730105638504
85.8263626098634,23.35271778512509,0.1274396628141403
85.8263626098634,23.473602578995084,0.1366962343454361
85.8263626098634,23.594487372865075,
85.8263626098634,23.71537216673507,0.1189637333154678
85.8263626098634,23.836256960605063,0.1237156242132186
85.8263626098634,23.957141754475053,0.1327967792749405
85.8263626098634,24.078026548345047,0.1340424567461013
85.8263626098634,24.19891134221504,0.1351700574159622
85.8263626098634,24.319796136085035,0.1327312290668487
85.8263626098634,24.440680929955025,0.138380229473114
85.8263626098634,24.56156572382502,0.1175324022769928
85.8263626098634,24.682450517695013,0.1283985525369644
85.8263626098634,24.803335311565007,0.1339905560016632
85.8263626098634,24.924220105435,0.1349419057369232
85.8263626098634,25.04510489930499,0.1318259537220001
85.8263626098634,25.165989693174986,
85.8263626098634,25.286874487044976,
85.8263626098634,25.40775928091497,0.1306714117527008
85.8263626098634,25.528644074784964,0.1162458807229995
85.8263626098634,25.649528868654954,0.128617525100708
85.8263626098634,25.77041366252495,0.1319223195314407
85.8263626098634,25.891298456394946,0.137435644865036
85.8263626098634,26.012183250264936,
85.8263626098634,26.13306804413493,0.1175904646515846
85.8263626098634,26.25395283800492,0.1240297853946685
85.8263626098634,26.374837631874914,0.1347561329603195
85.8263626098634,26.49572242574491,
85.8263626098634,26.6166072196149,0.1424939036369323
85.8263626098634,26.737492013484893,0.1339108943939209
85.8263626098634,26.858376807354887,
85.8263626098634,26.97926160122488,0.1332930624485016
85.8263626098634,27.10014639509487,0.1324777007102966
85.8263626098634,27.221031188964865,0.1179940029978752
85.9463626098634,21.539445877075195,
85.9463626098634,21.66033067094519,
85.9463626098634,21.78121546481518,
85.9463626098634,21.902100258685174,
85.9463626098634,22.022985052555168,0.119974598288536
85.9463626098634,22.14386984642516,0.1267737746238708
85.9463626098634,22.264754640295152,0.1266743391752243
85.9463626098634,22.385639434165142,0.1333877593278885
85.9463626098634,22.50652422803514,0.1329576075077057
85.9463626098634,22.62740902190513,0.1324709206819534
85.9463626098634,22.748293815775124,0.1340801566839218
85.9463626098634,22.86917860964512,0.1271462589502334
85.9463626098634,22.990063403515112,0.1332922577857971
85.9463626098634,23.110948197385103,0.1381032466888427
85.9463626098634,23.231832991255096,0.1359028816223144
85.9463626098634,23.35271778512509,0.1328541189432144
85.9463626098634,23.473602578995084,0.1309152841567993
85.9463626098634,23.594487372865075,0.1324027627706527
85.9463626098634,23.71537216673507,
85.9463626098634,23.836256960605063,0.1385321170091629
85.9463626098634,23.957141754475053,0.1321873366832733
85.9463626098634,24.078026548345047,0.1227290257811546
85.9463626098634,24.19891134221504,0.1155416369438171
85.9463626098634,24.319796136085035,0.1327420324087143
85.9463626098634,24.440680929955025,0.1326788067817688
85.9463626098634,24.56156572382502,0.1204272806644439
