longitude,latitude,Co_value(mol/m^2)
81.3830032348634,17.80261039733898,0.0375965163111686
81.3830032348634,17.942639182595755,0.0311985686421394
81.3830032348634,18.08266796785253,
81.3830032348634,18.222696753109304,
81.3830032348634,18.36272553836608,0.0273373648524284
81.3830032348634,18.50275432362285,
81.3830032348634,18.642783108879627,0.0318365693092346
81.3830032348634,18.7828118941364,0.0348673798143863
81.3830032348634,18.92284067939317,0.0316707827150821
81.3830032348634,19.06286946464996,
81.3830032348634,19.202898249906728,0.0306382942944765
81.3830032348634,19.342927035163505,0.0329899191856384
81.3830032348634,19.48295582042028,
81.3830032348634,19.62298460567705,0.0290068909525871
81.3830032348634,19.763013390933825,
81.3830032348634,19.9030421761906,
81.3830032348634,20.043070961447373,0.0290115810930728
81.3830032348634,20.183099746704148,
81.3830032348634,20.32312853196092,
81.3830032348634,20.463157317217696,
81.3830032348634,20.60318610247447,0.0348003916442394
81.3830032348634,20.743214887731245,0.0200575701892375
81.3830032348634,20.88324367298802,0.0364223979413509
81.3830032348634,21.0232724582448,0.0347581058740615
81.3830032348634,21.16330124350157,0.0327852219343185
81.3830032348634,21.303330028758342,0.0361269637942314
81.3830032348634,21.44335881401512,0.0227356292307376
81.3830032348634,21.58338759927189,0.0321343578398227
81.3830032348634,21.72341638452867,
81.3830032348634,21.863445169785443,0.0365784056484699
81.3830032348634,22.003473955042217,
81.3830032348634,22.14350274029899,0.0337320044636726
81.3830032348634,22.28353152555577,
81.3830032348634,22.42356031081254,0.0384176149964332
81.3830032348634,22.563589096069315,0.0343710333108902
81.5230032348634,17.80261039733898,
81.5230032348634,17.942639182595755,
81.5230032348634,18.08266796785253,0.0356734432280063
81.5230032348634,18.222696753109304,0.0341449193656444
81.5230032348634,18.36272553836608,
81.5230032348634,18.50275432362285,0.034703142940998
81.5230032348634,18.642783108879627,0.0356191471219062
81.5230032348634,18.7828118941364,
81.5230032348634,18.92284067939317,
81.5230032348634,19.06286946464996,0.0327245220541954
81.5230032348634,19.202898249906728,
81.5230032348634,19.342927035163505,
81.5230032348634,19.48295582042028,0.0316082015633583
81.5230032348634,19.62298460567705,0.0232185963541269
81.5230032348634,19.763013390933825,
81.5230032348634,19.9030421761906,0.0364040210843086
81.5230032348634,20.043070961447373,0.0352225638926029
81.5230032348634,20.183099746704148,0.0339919663965702
81.5230032348634,20.32312853196092,
81.5230032348634,20.463157317217696,0.0350233204662799
81.5230032348634,20.60318610247447,
81.5230032348634,20.743214887731245,
81.5230032348634,20.88324367298802,0.0233140550553798
81.5230032348634,21.0232724582448,0.0322007052600383
81.5230032348634,21.16330124350157,0.0333434604108333
81.5230032348634,21.303330028758342,0.0403938889503479
81.5230032348634,21.44335881401512,
81.5230032348634,21.58338759927189,
81.5230032348634,21.72341638452867,
81.5230032348634,21.863445169785443,0.0319488011300563
81.5230032348634,22.003473955042217,0.0336079746484756
81.5230032348634,22.14350274029899,0.0309529304504394
81.5230032348634,22.28353152555577,0.0319408178329467
81.5230032348634,22.42356031081254,0.0204863306134939
81.5230032348634,22.563589096069315,0.034771766513586
81.6630032348634,17.80261039733898,
81.6630032348634,17.942639182595755,
81.6630032348634,18.08266796785253,
81.6630032348634,18.222696753109304,0.0345023050904274
81.6630032348634,18.36272553836608,0.0303935445845127
81.6630032348634,18.50275432362285,
81.6630032348634,18.642783108879627,0.0252458862960338
81.6630032348634,18.7828118941364,0.0258298609405756
81.6630032348634,18.92284067939317,
81.6630032348634,19.06286946464996,0.0332084707915782
81.6630032348634,19.202898249906728,
81.6630032348634,19.342927035163505,
81.6630032348634,19.48295582042028,0.0339986383914947
81.6630032348634,19.62298460567705,
81.6630032348634,19.763013390933825,
81.6630032348634,19.9030421761906,0.0258592497557401
81.6630032348634,20.043070961447373,0.0318469516932964
81.6630032348634,20.183099746704148,0.0192454047501087
81.6630032348634,20.32312853196092,
81.6630032348634,20.463157317217696,
81.6630032348634,20.60318610247447,
81.6630032348634,20.743214887731245,0.0309806894510984
81.6630032348634,20.88324367298802,0.0358402617275714
81.6630032348634,21.0232724582448,0.0305237919092178
81.6630032348634,21.16330124350157,
81.6630032348634,21.303330028758342,0.0327979698777198
81.6630032348634,21.44335881401512,0.023979177698493
81.6630032348634,21.58338759927189,0.0378061197698116
81.6630032348634,21.72341638452867,
81.6630032348634,21.863445169785443,0.0334712639451026
81.6630032348634,22.003473955042217,0.0179676804691553
81.6630032348634,22.14350274029899,0.0227753203362226
81.6630032348634,22.28353152555577,0.0171810984611511
81.6630032348634,22.42356031081254,0.0410125963389873
81.6630032348634,22.563589096069315,0.0265786256641149
81.8030032348634,17.80261039733898,
81.8030032348634,17.942639182595755,0.0347677841782569
81.8030032348634,18.08266796785253,
81.8030032348634,18.222696753109304,
81.8030032348634,18.36272553836608,
81.8030032348634,18.50275432362285,
81.8030032348634,18.642783108879627,
81.8030032348634,18.7828118941364,0.0296639464795589
81.8030032348634,18.92284067939317,0.0351586006581783
81.8030032348634,19.06286946464996,0.0315033644437789
81.8030032348634,19.202898249906728,
81.8030032348634,19.342927035163505,
81.8030032348634,19.48295582042028,0.028092136606574
81.8030032348634,19.62298460567705,0.0323611833155155
81.8030032348634,19.763013390933825,0.0306084956973791
81.8030032348634,19.9030421761906,0.0229560751467943
81.8030032348634,20.043070961447373,
81.8030032348634,20.183099746704148,0.0324505753815174
81.8030032348634,20.32312853196092,
81.8030032348634,20.463157317217696,0.0326169617474079
81.8030032348634,20.60318610247447,0.0235327463597059
81.8030032348634,20.743214887731245,0.027058258652687
81.8030032348634,20.88324367298802,0.0280380044132471
81.8030032348634,21.0232724582448,
81.8030032348634,21.16330124350157,
81.8030032348634,21.303330028758342,0.0263926684856414
81.8030032348634,21.44335881401512,0.0263504367321729
81.8030032348634,21.58338759927189,
81.8030032348634,21.72341638452867,0.0341476127505302
81.8030032348634,21.863445169785443,0.0287173558026552
81.8030032348634,22.003473955042217,0.0283481888473033
81.8030032348634,22.14350274029899,0.032558299601078
81.8030032348634,22.28353152555577,
81.8030032348634,22.42356031081254,
81.8030032348634,22.563589096069315,
81.9430032348634,17.80261039733898,0.0332922264933586
81.9430032348634,17.942639182595755,
81.9430032348634,18.08266796785253,
81.9430032348634,18.222696753109304,0.036274217069149
81.9430032348634,18.36272553836608,
81.9430032348634,18.50275432362285,0.0290663745254278
81.9430032348634,18.642783108879627,
81.9430032348634,18.7828118941364,
81.9430032348634,18.92284067939317,
81.9430032348634,19.06286946464996,0.0335670858621597
81.9430032348634,19.202898249906728,0.027860028669238
81.9430032348634,19.342927035163505,0.0345450341701507
81.9430032348634,19.48295582042028,
81.9430032348634,19.62298460567705,
81.9430032348634,19.763013390933825,0.0310560651123523
81.9430032348634,19.9030421761906,
81.9430032348634,20.043070961447373,0.0230813696980476
81.9430032348634,20.183099746704148,0.0334399454295635
81.9430032348634,20.32312853196092,
81.9430032348634,20.463157317217696,
81.9430032348634,20.60318610247447,0.0235093459486961
81.9430032348634,20.743214887731245,0.0368927791714668
81.9430032348634,20.88324367298802,
81.9430032348634,21.0232724582448,
81.9430032348634,21.16330124350157,0.032886765897274
81.9430032348634,21.303330028758342,0.0374102033674716
81.9430032348634,21.44335881401512,0.0270496010780334
81.9430032348634,21.58338759927189,0.0380483008921146
81.9430032348634,21.72341638452867,
81.9430032348634,21.863445169785443,
81.9430032348634,22.003473955042217,
81.9430032348634,22.14350274029899,0.0276096537709236
81.9430032348634,22.28353152555577,0.0240908600389957
81.9430032348634,22.42356031081254,0.0326849929988384
81.9430032348634,22.563589096069315,0.0275044813752174
82.0830032348634,17.80261039733898,0.0365475453436374
82.0830032348634,17.942639182595755,0.0357032120227813
82.0830032348634,18.08266796785253,
82.0830032348634,18.222696753109304,
82.0830032348634,18.36272553836608,0.0332363322377204
82.0830032348634,18.50275432362285,0.0373748280107975
82.0830032348634,18.642783108879627,0.0286398082971572
82.0830032348634,18.7828118941364,0.0342916809022426
82.0830032348634,18.92284067939317,0.0348057076334953
82.0830032348634,19.06286946464996,0.0377139598131179
82.0830032348634,19.202898249906728,
82.0830032348634,19.342927035163505,
82.0830032348634,19.48295582042028,0.0331460535526275
82.0830032348634,19.62298460567705,
82.0830032348634,19.763013390933825,0.0348160229623317
82.0830032348634,19.9030421761906,0.0345625691115856
82.0830032348634,20.043070961447373,0.0313075371086597
82.0830032348634,20.183099746704148,
82.0830032348634,20.32312853196092,0.0400870889425277
82.0830032348634,20.463157317217696,0.0271456688642501
82.0830032348634,20.60318610247447,0.0411240980029106
82.0830032348634,20.743214887731245,0.037709604948759
82.0830032348634,20.88324367298802,0.0323914997279644
82.0830032348634,21.0232724582448,
82.0830032348634,21.16330124350157,0.0358218997716903
82.0830032348634,21.303330028758342,0.0354570895433425
82.0830032348634,21.44335881401512,0.0343599691987037
82.0830032348634,21.58338759927189,
82.0830032348634,21.72341638452867,0.0336830280721187
82.0830032348634,21.863445169785443,0.0331006795167923
82.0830032348634,22.003473955042217,
82.0830032348634,22.14350274029899,0.0353421382606029
82.0830032348634,22.28353152555577,0.0345439501106739
82.0830032348634,22.42356031081254,
82.0830032348634,22.563589096069315,
82.2230032348634,17.80261039733898,0.0268106423318386
82.2230032348634,17.942639182595755,0.029226042330265
82.2230032348634,18.08266796785253,0.0304189454764127
82.2230032348634,18.222696753109304,0.0235428046435117
82.2230032348634,18.36272553836608,
82.2230032348634,18.50275432362285,
82.2230032348634,18.642783108879627,
82.2230032348634,18.7828118941364,
82.2230032348634,18.92284067939317,
82.2230032348634,19.06286946464996,
82.2230032348634,19.202898249906728,
82.2230032348634,19.342927035163505,0.0347214862704277
82.2230032348634,19.48295582042028,0.0278495028614997
82.2230032348634,19.62298460567705,
82.2230032348634,19.763013390933825,0.0246049538254737
82.2230032348634,19.9030421761906,0.0276545882225036
82.2230032348634,20.043070961447373,
82.2230032348634,20.183099746704148,
82.2230032348634,20.32312853196092,
82.2230032348634,20.463157317217696,0.0269860737025737
82.2230032348634,20.60318610247447,0.0336587466299533
82.2230032348634,20.743214887731245,0.035178355872631
82.2230032348634,20.88324367298802,0.0328209586441516
82.2230032348634,21.0232724582448,
82.2230032348634,21.16330124350157,
82.2230032348634,21.303330028758342,0.0168251413851976
82.2230032348634,21.44335881401512,0.0261953081935644
82.2230032348634,21.58338759927189,0.0307654310017824
82.2230032348634,21.72341638452867,0.0342147462069988
82.2230032348634,21.863445169785443,0.0368011519312858
82.2230032348634,22.003473955042217,0.0356896445155143
82.2230032348634,22.14350274029899,
82.2230032348634,22.28353152555577,0.0230426955968141
82.2230032348634,22.42356031081254,0.0260702390223741
82.2230032348634,22.563589096069315,
82.3630032348634,17.80261039733898,
82.3630032348634,17.942639182595755,0.035394761711359
82.3630032348634,18.08266796785253,
82.3630032348634,18.222696753109304,
82.3630032348634,18.36272553836608,0.0385435260832309
82.3630032348634,18.50275432362285,
82.3630032348634,18.642783108879627,
82.3630032348634,18.7828118941364,0.025184541940689
82.3630032348634,18.92284067939317,
82.3630032348634,19.06286946464996,
82.3630032348634,19.202898249906728,0.0309321377426385
82.3630032348634,19.342927035163505,0.0316275022923946
82.3630032348634,19.48295582042028,
82.3630032348634,19.62298460567705,
82.3630032348634,19.763013390933825,
82.3630032348634,19.9030421761906,0.0341618955135345
82.3630032348634,20.043070961447373,
82.3630032348634,20.183099746704148,
82.3630032348634,20.32312853196092,0.0268224850296974
82.3630032348634,20.463157317217696,0.0260368920862674
82.3630032348634,20.60318610247447,
82.3630032348634,20.743214887731245,0.0368809588253498
82.3630032348634,20.88324367298802,
82.3630032348634,21.0232724582448,
82.3630032348634,21.16330124350157,0.0356848500669002
82.3630032348634,21.303330028758342,0.0343342162668705
82.3630032348634,21.44335881401512,
82.3630032348634,21.58338759927189,0.0327987298369407
82.3630032348634,21.72341638452867,
82.3630032348634,21.863445169785443,
82.3630032348634,22.003473955042217,0.0379615612328052
82.3630032348634,22.14350274029899,0.0350440852344036
82.3630032348634,22.28353152555577,0.0370008237659931
82.3630032348634,22.42356031081254,0.0170605238527059
82.3630032348634,22.563589096069315,0.0314839892089366
82.5030032348634,17.80261039733898,
82.5030032348634,17.942639182595755,
82.5030032348634,18.08266796785253,0.0311778746545314
82.5030032348634,18.222696753109304,
82.5030032348634,18.36272553836608,0.0297338273376226
82.5030032348634,18.50275432362285,0.0350412726402282
82.5030032348634,18.642783108879627,0.0370089970529079
82.5030032348634,18.7828118941364,
82.5030032348634,18.92284067939317,
82.5030032348634,19.06286946464996,
82.5030032348634,19.202898249906728,
82.5030032348634,19.342927035163505,
82.5030032348634,19.48295582042028,
82.5030032348634,19.62298460567705,
82.5030032348634,19.763013390933825,
82.5030032348634,19.9030421761906,
82.5030032348634,20.043070961447373,0.0302100740373134
82.5030032348634,20.183099746704148,0.0327852219343185
82.5030032348634,20.32312853196092,
82.5030032348634,20.463157317217696,0.0360827445983886
82.5030032348634,20.60318610247447,0.0311555713415145
82.5030032348634,20.743214887731245,0.0333071425557136
82.5030032348634,20.88324367298802,
82.5030032348634,21.0232724582448,
82.5030032348634,21.16330124350157,0.0358176790177822
82.5030032348634,21.303330028758342,0.0320501774549484
82.5030032348634,21.44335881401512,0.0326419733464717
82.5030032348634,21.58338759927189,0.0257952995598316
82.5030032348634,21.72341638452867,0.0326268002390861
82.5030032348634,21.863445169785443,0.0338730290532112
82.5030032348634,22.003473955042217,
82.5030032348634,22.14350274029899,0.033919233828783
82.5030032348634,22.28353152555577,0.0346812419593334
82.5030032348634,22.42356031081254,0.033779077231884
82.5030032348634,22.563589096069315,0.0337204188108444
82.6430032348634,17.80261039733898,
82.6430032348634,17.942639182595755,0.0386594869196414
82.6430032348634,18.08266796785253,0.0261667128652334
82.6430032348634,18.222696753109304,0.0247502457350492
82.6430032348634,18.36272553836608,
82.6430032348634,18.50275432362285,0.0350610055029392
82.6430032348634,18.642783108879627,
82.6430032348634,18.7828118941364,0.0274308379739522
82.6430032348634,18.92284067939317,0.0378399118781089
82.6430032348634,19.06286946464996,
82.6430032348634,19.202898249906728,0.0263673011213541
82.6430032348634,19.342927035163505,
82.6430032348634,19.48295582042028,0.0313264764845371
82.6430032348634,19.62298460567705,
82.6430032348634,19.763013390933825,0.0251370575278997
82.6430032348634,19.9030421761906,0.0266851317137479
82.6430032348634,20.043070961447373,0.0262932553887367
82.6430032348634,20.183099746704148,0.0333434604108333
82.6430032348634,20.32312853196092,0.0248514171689748
82.6430032348634,20.463157317217696,
82.6430032348634,20.60318610247447,0.0266516283154487
82.6430032348634,20.743214887731245,0.0342784896492958
82.6430032348634,20.88324367298802,0.0343296863138675
