longitude,latitude,Hcho_value(mol/m^2),Hcho_value(mol/m^2)
72.6506958007813,15.60459995269781,0.0002324481320101,0.000300937477732
72.6506958007813,15.79933929443365,6.427288462873548e-05,0.0001204374057124
72.6506958007813,15.99407863616949,0.0001435857993783,7.458677282556891e-05
72.6506958007813,16.18881797790533,0.0003809091867879,0.0001284363679587
72.6506958007813,16.38355731964117,0.0001794422860257,0.0002176426933147
72.6506958007813,16.57829666137701,8.234273263951764e-05,0.0003931142273359
72.6506958007813,16.77303600311285,6.690455484203994e-05,0.0001748014765325
72.6506958007813,16.96777534484869,0.0001166068104794,2.357399716856889e-05
72.6506958007813,17.16251468658453,0.0001260470744455,0.0003272625035606
72.6506958007813,17.357254028320366,0.0001410202676197,0.0002165787882404
72.6506958007813,17.551993370056206,7.684468437219039e-05,-0.0001996840146603
72.6506958007813,17.746732711792045,4.139428347116336e-05,1.3546457921620458e-05
72.6506958007813,17.941472053527885,-4.3033749534515664e-05,-3.970993202528916e-05
72.6506958007813,18.136211395263725,4.246733806212433e-05,6.581904017366469e-05
72.6506958007813,18.330950736999565,0.0001896256871987,-8.440069359494373e-05
72.6506958007813,18.525690078735405,0.0001096858250093,-3.416344407014549e-05
72.6506958007813,18.720429420471245,2.7529413273441605e-06,7.210776675492525e-05
72.6506958007813,18.915168762207085,-2.693981514312327e-05,0.000218692846829
72.6506958007813,19.109908103942924,0.0001264787861146,0.000152403168613
72.6506958007813,19.304647445678764,0.0002951261121779,0.0002362928498769
72.6506958007813,19.499386787414604,0.000434997404227,0.0002413675538264
72.6506958007813,19.694126129150444,7.757731509627774e-05,8.842837996780872e-05
72.6506958007813,19.88886547088628,-0.0001795322023099,2.574824611656368e-05
72.6506958007813,20.08360481262212,,0.000264811766101
72.6506958007813,20.27834415435796,2.340210266993381e-05,-5.1839015213772655e-06
72.6506958007813,20.4730834960938,9.848080662777647e-05,5.741400673286989e-05
72.6506958007813,20.66782283782964,0.0004164602723903,7.083854143274948e-05
72.6506958007813,20.86256217956548,0.0003258281212765,6.709159788442776e-05
72.6506958007813,21.05730152130132,9.21268801903352e-05,0.0002302744542248
72.6506958007813,21.25204086303716,0.0002197461290052,0.0002504610747564
72.6506958007813,21.446780204773,2.7950649382546544e-05,0.0001502943050581
72.6506958007813,21.64151954650884,0.0001033185981214,0.0001770729868439
72.6506958007813,21.83625888824468,3.034219116671011e-05,0.0001703575107967
72.6506958007813,22.03099822998052,0.0001292525557801,7.399187597911805e-05
72.8406958007813,15.60459995269781,-1.710167998680845e-05,-5.8474101933825295e-06
72.8406958007813,15.79933929443365,0.0001185678702313,6.355633377097547e-05
72.8406958007813,15.99407863616949,,0.0001983546826522
72.8406958007813,16.18881797790533,-4.83318262922694e-06,0.0002723571378737
72.8406958007813,16.38355731964117,2.6505429559620097e-05,0.0003428022901061
72.8406958007813,16.57829666137701,5.565603350987658e-05,6.565512012457475e-05
72.8406958007813,16.77303600311285,2.8540500352391973e-05,9.809902621782385e-06
72.8406958007813,16.96777534484869,-3.146912786178291e-05,0.0002107751788571
72.8406958007813,17.16251468658453,0.0001009007246466,4.162922050454654e-05
72.8406958007813,17.357254028320366,6.35052565485239e-05,0.0001496058830525
72.8406958007813,17.551993370056206,0.0002546218747738,7.299735443666577e-05
72.8406958007813,17.746732711792045,7.433967402903363e-05,-4.05550490540918e-05
72.8406958007813,17.941472053527885,0.0001930672588059,-3.41925879183691e-05
72.8406958007813,18.136211395263725,0.0001245767052751,0.0002570478245615
72.8406958007813,18.330950736999565,7.546963752247393e-05,8.555933891329914e-05
72.8406958007813,18.525690078735405,-9.193035111820793e-06,0.0001508680725237
72.8406958007813,18.720429420471245,2.5503557480988093e-05,-4.031310527352616e-05
72.8406958007813,18.915168762207085,4.122943937545642e-05,8.075570804066956e-05
72.8406958007813,19.109908103942924,2.158626102755079e-06,0.0003117897431366
72.8406958007813,19.304647445678764,7.087109406711534e-05,8.927554881665856e-05
72.8406958007813,19.499386787414604,0.0001607718295417,0.0001216476302943
72.8406958007813,19.694126129150444,0.0004085945547558,9.523057815385982e-05
72.8406958007813,19.88886547088628,3.5827084502670914e-05,0.0001814455754356
72.8406958007813,20.08360481262212,0.0001326338388025,-0.0001673393126111
72.8406958007813,20.27834415435796,0.0002186204510508,0.0002740091586019
72.8406958007813,20.4730834960938,,6.741796096321195e-05
72.8406958007813,20.66782283782964,0.0001325825287494,0.0002015616191783
72.8406958007813,20.86256217956548,0.0001461567881051,0.0001014931185636
72.8406958007813,21.05730152130132,-2.1087595087010413e-05,0.0002674092829693
72.8406958007813,21.25204086303716,0.0001982270623557,-4.9634225433692336e-05
72.8406958007813,21.446780204773,0.0001804978528525,1.5360434190370142e-05
72.8406958007813,21.64151954650884,0.0001833581191021,0.0001708446652628
72.8406958007813,21.83625888824468,-0.0002034848148468,0.0001919255009852
72.8406958007813,22.03099822998052,0.0002125847822753,0.00031931232661
73.0306958007813,15.60459995269781,0.0001409696560585,7.34264831407927e-05
73.0306958007813,15.79933929443365,0.0002442222030367,0.0001072900704457
73.0306958007813,15.99407863616949,-7.356712012551725e-05,-3.2258914870908484e-05
