longitude,latitude,So2_value(mol/m^2)
85.8263626098634,21.539445877075195,0.00011042451660614461
85.8263626098634,21.66033067094519,0.00025231303879991174
85.8263626098634,21.78121546481518,8.723938663024455e-05
85.8263626098634,21.902100258685174,8.154748502420262e-05
85.8263626098634,22.022985052555168,0.001020435825921595
85.8263626098634,22.14386984642516,-0.0002443718840368092
85.8263626098634,22.264754640295152,0.0004288822237867862
85.8263626098634,22.385639434165142,0.0008614881662651896
85.8263626098634,22.50652422803514,-0.0005024472484365106
85.8263626098634,22.62740902190513,0.000822959584183991
85.8263626098634,22.748293815775124,-1.5949872249620967e-06
85.8263626098634,22.86917860964512,-0.0003005902690347284
85.8263626098634,22.990063403515112,-3.734171696123667e-05
85.8263626098634,23.110948197385103,1.2284465810807887e-05
85.8263626098634,23.231832991255096,0.00042283610673621297
85.8263626098634,23.35271778512509,-2.1892832592129707e-05
85.8263626098634,23.473602578995084,-4.020886626676656e-05
85.8263626098634,23.594487372865075,-9.37722361413762e-05
85.8263626098634,23.71537216673507,-0.00012740580132231116
85.8263626098634,23.836256960605063,-0.00022117448679637164
85.8263626098634,23.957141754475053,0.0001589401945238933
85.8263626098634,24.078026548345047,0.0004139256780035794
85.8263626098634,24.19891134221504,6.694083276670426e-05
85.8263626098634,24.319796136085035,-0.0003329190658405423
85.8263626098634,24.440680929955025,-3.994210055680014e-05
85.8263626098634,24.56156572382502,-0.00018962231115438044
85.8263626098634,24.682450517695013,-9.515872079646215e-05
85.8263626098634,24.803335311565007,-6.388893234543502e-05
85.8263626098634,24.924220105435,0.0006040924927219748
85.8263626098634,25.04510489930499,-6.188660336192697e-05
85.8263626098634,25.165989693174986,
85.8263626098634,25.286874487044976,6.087785732233897e-05
85.8263626098634,25.40775928091497,-0.00010673486394807696
85.8263626098634,25.528644074784964,-0.0003169258707202971
85.8263626098634,25.649528868654954,-2.1177473172429018e-05
85.8263626098634,25.77041366252495,6.0747581301257014e-05
85.8263626098634,25.891298456394946,0.0003721452667377889
85.8263626098634,26.012183250264936,0.00028949775150977075
85.8263626098634,26.13306804413493,
85.8263626098634,26.25395283800492,-0.0002194330154452473
85.8263626098634,26.374837631874914,-7.415599975502118e-05
85.8263626098634,26.49572242574491,0.00013458672037813812
85.8263626098634,26.6166072196149,-4.735630136565305e-05
85.8263626098634,26.737492013484893,0.00039522259612567723
85.8263626098634,26.858376807354887,2.770293940557167e-05
85.8263626098634,26.97926160122488,-0.0001878618641057983
85.8263626098634,27.10014639509487,-0.00010507431579753757
85.8263626098634,27.221031188964865,-3.927930083591491e-05
85.9463626098634,21.539445877075195,0.0003145909868180752
85.9463626098634,21.66033067094519,0.00016191729810088873
85.9463626098634,21.78121546481518,0.0002407053398201242
85.9463626098634,21.902100258685174,9.753554331837222e-05
85.9463626098634,22.022985052555168,-0.00020062130352016538
85.9463626098634,22.14386984642516,3.320176983834244e-05
